"Geissomeria_schottiana"	"Justicia_scheidweileri"	"Ruellia_brevifolia"	"Passiflora_speciosa"	"Mendoncia_velloziana"	"Fridericia_speciosa"	"Corymborkis_flava"	"Heliconia_simulans"	"Mutisia_speciosa"	"Lantana_camara"	"Rubus_rosaefolius"	"Passiflora_kermesina"	"Hyptis_asperrima"	"Ruellia_subsessilis"	"Thalurania_glucopis"	"Phaethornis_squalidus"	"Phaethornis_ruber"	"Calliphlox_amethystina"	"Chlorostilbon_aureoventris"	"Phaethornis_pretrei"	"Amazilia_fimbriata"	"Amazilia_lactea"
"Geissomeria_schottiana"	1.00466964326952	0.00212787188087128	0.000750670144536007	0.000524249834174307	0.000855703206906237	0.000143905189914035	0.000286369411599639	0.000319421787488168	8.55486000221379e-05	0.000167419684651266	9.65439901323924e-05	4.88849142983645e-05	3.35729751855577e-07	2.44424571491822e-05	0.0653035363221673	0.0262124917087154	0.00574397743005783	6.41257270599432e-06	1.03739148867845e-05	0.00186425269011067	0.00186049933938799	8.55703206906237e-06
"Justicia_scheidweileri"	0.00348197216869845	1.00245060568501	0.000816403504547893	0.000247092439227551	0.000749007920045933	6.78262196293613e-05	0.000134973273847115	0.000580245912811751	0.000546321610593083	0.00022348073580294	0.000334646726502448	0.000312183777481762	1.58238072574522e-07	0.000156091888740881	0.0519415050010471	0.0123546219613776	0.036681593854107	3.02241055382256e-06	4.88949307490352e-06	1.05301141314403e-05	6.44809660870084e-06	7.49007920045933e-06
"Ruellia_brevifolia"	0.00202680939024722	0.00134706578250402	1.00209490486328	0.00120838090981307	7.80430359343192e-05	0.000331697356831831	0.000660073323011006	0.00048624531695686	0.000525959749735749	0.000479832644159232	0.000410401238403434	0.000300548428420428	7.73847498945836e-07	0.000150274214210214	0.000219161148979039	0.0604190454906533	0.0353144403394003	1.47807971230287e-05	2.39115778242631e-05	0.0050142278750391	3.75335072268003e-06	7.80430359343192e-07
"Passiflora_speciosa"	0.00257359009503751	0.000741277317682653	0.00219705619966012	1.00201096728615	3.06624003805944e-06	0.000552005189814833	0.00109848297689369	0.000185268029095745	2.48614625333776e-06	0.000549155950995378	0.000184235862833382	1.42065500190729e-06	1.28782405631258e-06	7.10327500953645e-07	0.000209870778684703	0.100548364307311	0.000166926962724107	2.4597955194586e-05	3.97932476210431e-05	1.57511885817034e-05	4.76590758340279e-06	3.06624003805944e-08
"Mendoncia_velloziana"	0.00462079731729368	0.00247172613615158	0.000156086071868638	3.37286404186538e-06	1.00206378431122	9.25842239441655e-07	1.84241372740887e-06	0.000368838702278624	0.000151939710701547	4.43312179261455e-05	8.71293158332612e-05	8.68226918294553e-05	2.15998314925849e-09	4.34113459147277e-05	0.0806011511812796	0.000168643202093269	0.010201666289961	4.12565431326476e-08	6.67426143302771e-08	9.33746242840556e-06	8.55703206906237e-06	0.0100206378431122
"Fridericia_speciosa"	0.000863431139484208	0.000248696138640991	0.000737105237404068	0.000674673009773685	1.02871359937962e-06	1.00465847265832	0.00126498392296932	6.21568235674303e-05	8.34094013876957e-07	0.000184240042513671	6.18105351302127e-05	4.76625150786832e-07	0.00134286284786831	2.38312575393416e-07	7.04109663514734e-05	0.0337336504886842	5.60034552174528e-05	0.0447186308160965	0.0224245115773192	5.28447274162073e-06	1.59894655460039e-06	1.02871359937962e-08
"Corymborkis_flava"	0.00193299352829756	0.000556764754619349	0.00165018330752752	0.00151041409322882	2.30301715926109e-06	0.00142310691334049	1.0018279628176	0.000139152657578634	1.86731547784927e-06	0.000412464635043091	0.000138377409527625	1.06703741591387e-06	0.000503819095484223	5.33518707956935e-07	0.000157631496079561	0.0755207046614412	0.00012537689636988	8.84401509226773e-05	0.0251025146232885	1.18305341826331e-05	3.57961764499549e-06	2.30301715926109e-08
"Heliconia_simulans"	0.00215609706554514	0.00239351439034847	0.00121561329239215	0.000254743540006649	0.00046104837784828	6.99264265133591e-05	0.000139152657578634	1.00077426770848	0.000937207706808255	0.000337249141427549	0.000558705764670257	0.000535547261033289	1.63137839820103e-07	0.000267773630516644	0.0253192898514385	0.0127371770003325	0.0629268031714114	3.11599807036252e-06	5.04089392064262e-06	1.00708388055629e-05	3.99277234360211e-06	4.6104837784828e-06
"Mutisia_speciosa"	0.00065994634302792	0.00257551616422454	0.00150274214210214	3.90680125524504e-06	0.000217056729573638	1.07240658927037e-06	2.13407483182774e-06	0.00107109452206658	1.00149804338542	0.00042907788708515	0.000856379955417916	0.000856024791667439	2.50191670167772e-09	0.00042801239583372	0.000219594306858373	0.000195340062762252	0.100582913020924	4.77876109137671e-08	7.7308224170119e-08	8.73583356796981e-06	1.22212285745911e-06	2.17056729573638e-06
"Lantana_camara"	0.00180813259423367	0.00147497285629941	0.00191933057663693	0.00120814309218983	8.8662435852291e-05	0.000331632076524608	0.000659943416068945	0.000539598626284078	0.00060070904191921	1.00050112472543	0.000453093499867196	0.00034326230966812	7.7369520046822e-07	0.00017163115483406	0.000213760189954171	0.0604071546094916	0.0403333213860041	1.47778881611171e-05	2.39068718622939e-05	1.294504657621e-05	3.34839369302532e-06	8.8662435852291e-07
