"Inga_sessilis"	"Erythrina_speciosa"	"Aechmea_vanhoutteana"	"Spirotheca_rivieri"	"Wittrockia_superba"	"Aechmea_gamosepala"	"Canistrum_perplexum"	"Callianthe_rufinerva"	"Edmundoa_lindenii"	"Macrocarpaea_rubra"	"Mutisia_speciosa"	"Psittacanthus_dichroos"	"Canna_paniculata"	"Alstroemeria_inodora"	"Manettia_cordifolia"	"Nidularium_innocentii"	"Aechmea_distichantha"	"Aechmea_sp1_M_PL_063"	"Billbergia_amoena"	"Nematanthus_fritschii"	"Sinningia_cooperi"	"Mendoncia_velloziana"	"Aphelandra_longiflora"	"Nidularium_procerum"	"Besleria_longimucronata"	"Lantana_camara"	"Fuchsia_regia"	"Vriesea_simplex"	"Centropogon_cornutus"	"Siphocampylus_convolvulaceus"	"Aechmea_nudicaulis"	"Nematanthus_fluminensis"	"Nematanthus_gregarius"	"Vriesea_incurvata"	"Nidularium_rutilans"	"Vriesea_sp1_M_PL_063"	"Pyrostegia_venusta"	"Aphelandra_colorata"	"Tillandsia_geminiflora"	"Vriesea_erythrodactylon"	"Sinningia_elatior"	"Vriesea_carinata"	"Nematanthus_sp1_M_PL_063"	"Nidularium_longiflorum"	"Nematanthus_sericeus"	"Vriesea_inflata"	"Justicia_sp1_M_PL_063"	"Siphocampylus_longipedunculatus"	"Tillandsia_sp1_M_PL_063"	"Tillandsia_stricta"	"Justicia_sp2_M_PL_063"	"Sinningia_glazioviana"	"Siphocampylus_lauroanus"	"Psychotria_leiocarpa"	"Tillandsia_dura"	"Phaethornis_eurynome"	"Thalurania_glaucopis"	"Clytolaema_rubricauda"	"Leucochloris_albicollis"	"Amazilia_versicolor"	"Stephanoxis_lalandi"	"Florisuga_fusca"	"Lophornis_chalybeus"	"Eupetomena_macroura"
"Inga_sessilis"	1.00333433422158	0.00122907016205735	0.000258616851361828	0.00120159302304553	0.000150396432446736	0.000188414027467173	0.000294404944559531	0.000609529203685799	8.90730855687202e-05	0.000197711320074832	0.000221621319537534	0.000655474480518767	7.22900122355569e-05	5.53225804696684e-05	5.56077017196592e-05	5.94683234593432e-05	5.0732597959704e-05	4.11571607935319e-05	4.00375452381546e-05	4.00375452381546e-05	3.89253912037614e-05	0.000203526580374676	3.44767750661887e-05	3.44767750661887e-05	3.20266752776828e-05	1.32633350390738e-06	0.000158197784277944	2.66916968254364e-05	2.55795427910432e-05	2.56261934391839e-05	0.000153795818788512	2.446738875665e-05	2.5307100423183e-05	2.446738875665e-05	3.1958469798458e-05	2.22430806878637e-05	3.09702639390149e-05	2.00187726190773e-05	4.64738208240832e-05	1.89066185846841e-05	0.000105928644286925	1.77944645502909e-05	1.66823105158977e-05	1.2233694378325e-05	4.55811312968771e-05	1.00093863095386e-05	7.78507824075228e-06	7.78507824075228e-06	1.65749159095163e-05	1.43121948644936e-05	5.56077017196592e-06	4.44861613757273e-06	4.44861613757273e-06	6.39803591241587e-06	1.11215403439318e-06	0.0128676221779291	0.00943267011582597	0.0573207957525065	0.00665195280979612	0.0023258431319884	4.44834282837183e-06	0.0118247608672609	0.000581652589375436	3.55222590189987e-07
"Erythrina_speciosa"	0.00123617461386115	1.00149741933879	0.000904520332570368	0.000902501005461985	0.000526510055387054	0.000542952590394061	0.00045602006567928	0.00039232536526982	0.000270888926586152	0.000203662277189171	0.000168069112168936	0.000257291092143689	0.000175781623523036	8.14026355093795e-05	0.000135216633479259	0.000106745517586409	0.000148288422209868	0.000150199033664072	9.73559761050661e-05	9.73559761050661e-05	9.4651643435481e-05	7.96923287289543e-05	8.38343127571403e-05	8.38343127571403e-05	0.000117555401982598	3.01552817554542e-06	0.000111178190800298	6.49039840700441e-05	6.21996514004589e-05	6.44014454654175e-05	0.000102562654186916	5.94953187308737e-05	9.91276119001284e-05	5.94953187308737e-05	5.87814241323746e-05	5.40866533917034e-05	5.09083883071099e-05	4.86779880525331e-05	7.37123028825777e-05	4.59736553829479e-05	1.91877843936605e-05	4.32693227133627e-05	4.05649900437776e-05	2.97476593654369e-05	3.72068730451544e-05	2.43389940262665e-05	1.89303286870962e-05	1.89303286870962e-05	2.97279430180166e-05	2.21294526718092e-05	1.35216633479259e-05	1.08173306783407e-05	1.08173306783407e-05	1.03470580328617e-05	2.70433266958517e-06	0.0312891289871004	0.0399358716191862	0.0276991473699601	1.74497756671356e-05	0.000304838601351292	6.4632912776359e-06	1.7351001294075e-05	0.00145040024306794	0.000289450121196181
"Aechmea_vanhoutteana"	0.000396469886669233	0.00137869618973281	1.00129658532436	0.000534561708171288	0.000754817908924958	0.00074912952050491	0.00054058758558599	0.000163163394295847	0.000380760710476845	0.000260041250109291	0.000226932876672991	1.21993774608497e-05	0.000237670724199709	0.000110011668730453	0.000182823633999776	0.000131676467090603	0.000205881155012189	0.000216463203024945	0.000131633016479839	0.000131633016479839	0.000127976543799843	7.95977454307668e-06	0.000113350653079861	0.000113350653079861	0.00016953846605475	4.06728254366112e-06	5.8220034590915e-05	8.77553443198925e-05	8.40988716398969e-05	8.7633462745943e-05	4.71287349769791e-05	8.04423989599014e-05	0.000144065038868731	8.04423989599014e-05	7.31511789052927e-05	7.31294535999104e-05	6.93676400969132e-05	6.58165082399193e-05	9.36815025335745e-05	6.21600355599238e-05	2.57441755184988e-05	5.85035628799283e-05	5.48470901999328e-05	4.02211994799507e-05	2.55603284075482e-05	3.29082541199597e-05	2.55953087599686e-05	2.55953087599686e-05	3.60989258095398e-05	2.52671897228744e-05	1.82823633999776e-05	1.46258907199821e-05	1.46258907199821e-05	1.44035447538166e-05	3.65647267999552e-06	0.0423053889075482	0.0585352592183788	0.000128179301755314	1.00898580781575e-05	1.22077935880254e-05	8.53220486074703e-06	6.3803056205455e-06	3.66495316443834e-06	3.98467106859193e-07
"Spirotheca_rivieri"	0.00226029390280997	0.00168792079940458	0.000655921663539905	1.00145837155402	0.00038261454487666	0.000527763355595096	0.000511417394504011	0.00067372738984068	0.000129725453318601	0.000183677928015587	1.4905767101593e-06	0.000508819156517737	1.00238137232765e-06	6.44496046247325e-07	7.7106259409819e-07	1.93763604395377e-05	0.000113760019015892	0.000119177172224605	5.55165067750697e-07	5.55165067750697e-07	5.39743815868733e-07	0.000132353449715138	4.78058808340878e-07	4.78058808340878e-07	9.43408840518714e-05	1.67820527366684e-07	0.000166041517216782	3.70110045167131e-07	3.54688793285167e-07	5.29727242482077e-06	0.00017092241584079	3.39267541403204e-07	8.9305772909044e-05	3.39267541403204e-07	9.71902272353279e-06	3.08425037639276e-07	5.25834181494506e-06	2.77582533875348e-07	7.83921336366914e-05	2.62161281993385e-07	4.5152960898074e-07	2.46740030111421e-07	2.31318778229457e-07	1.69633770701602e-07	4.26775018864015e-05	1.38791266937674e-07	1.07948763173747e-07	1.07948763173747e-07	2.92734597233277e-05	2.43058950986237e-05	7.7106259409819e-08	6.16850075278552e-08	6.16850075278552e-08	9.95189974238915e-06	1.54212518819638e-08	0.000178423884274321	0.040358159751019	0.0555225263467718	2.32871462158073e-05	2.04572860657942e-05	3.16521572160572e-06	0.00219321108281714	0.00271038245883433	4.87838381330803e-07
"Wittrockia_superba"	0.000396499685541394	0.00138009453912061	0.00129805807065125	0.000536240081834713	1.00075568365174	0.000750992445309736	0.000541903782848421	0.000163647387338144	0.000380504318959001	0.000260693614736526	0.000225944145470339	1.22075844544298e-05	0.000236634758565535	0.00010953316446629	0.000182026737358104	0.000131102772263807	0.000206117302065326	0.000216815011451555	0.000131059250897835	0.000131059250897835	0.000127418716150673	7.92911123223401e-06	0.000112856577162024	0.000112856577162024	0.000169824950025567	4.05093509284667e-06	5.82380759122676e-05	8.73728339318897e-05	8.37322991847277e-05	8.7305455874466e-05	4.72490936133577e-05	8.00917644375656e-05	0.000144408584852856	8.00917644375656e-05	7.28324556262277e-05	7.28106949432415e-05	6.91192815062479e-05	6.55296254489173e-05	9.39211720993741e-05	6.18890907017552e-05	2.56322375384641e-05	5.82485559545932e-05	5.46080212074311e-05	4.00458822187828e-05	2.55034079046556e-05	3.27648127244587e-05	2.54837432301345e-05	2.54837432301345e-05	3.61575959249121e-05	2.53191543695297e-05	1.82026737358104e-05	1.45621389886483e-05	1.45621389886483e-05	1.44488448848073e-05	3.64053474716207e-06	0.0421209870246652	0.0587194482963695	0.000128388029618582	1.0064614231229e-05	1.22333462736714e-05	8.52369948729557e-06	6.38560103009131e-06	3.67152717137276e-06	3.98871254081102e-07
"Aechmea_gamosepala"	0.000541884971558481	0.00155257517583756	0.00140539174507946	0.000806910915579279	0.000819264485792439	1.00095668819825	0.000693767769505535	0.000266939842518689	0.000321862791073964	0.000349210562528286	8.1635025361308e-05	5.73016207084163e-05	8.53890186103235e-05	9.50941318345164e-05	6.56838604694796e-05	4.90321827695161e-05	0.000224305670468229	0.00024859911018312	4.72923795380253e-05	4.72923795380253e-05	4.59787023286357e-05	1.52725734914341e-05	4.07239934910773e-05	4.07239934910773e-05	0.000196150790290275	8.17072600090469e-05	6.94378757571947e-05	3.15282530253502e-05	3.02145758159606e-05	3.86023562595062e-05	7.2570947363182e-05	2.8900898606571e-05	0.000179880946590392	2.8900898606571e-05	2.71434458035373e-05	2.62735441877918e-05	3.20473300967835e-05	2.36461897690126e-05	0.000123890070246628	2.23325125596231e-05	9.31597942375429e-06	2.10188353502335e-05	1.97051581408439e-05	1.44504493032855e-05	1.97494501628648e-05	1.18230948845063e-05	9.19574046572714e-06	9.19574046572714e-06	4.23030866462654e-05	3.43800126608505e-05	6.56838604694796e-06	5.25470883755837e-06	5.25470883755837e-06	1.94320775841341e-05	1.31367720938959e-06	0.0151992453126376	0.0789698652948927	0.0051324195328979	8.14952937739539e-06	1.66224986103088e-05	0.00166971287353134	8.90137280238099e-06	4.73587420238027e-06	4.48721149086001e-07
"Canistrum_perplexum"	0.00101438535353185	0.00156220735371318	0.00121498397948534	0.000936754633497445	0.000708230686494965	0.000831147525843265	1.00064034068637	0.000367891688168705	0.000281280773444205	0.000289123708568296	7.61695144149768e-05	0.000174055173903422	7.95550399516246e-05	3.69641164421835e-05	6.11961845781728e-05	5.01795604411513e-05	0.000196212977361969	0.000214452762260001	4.40612528962844e-05	4.40612528962844e-05	4.2837329204721e-05	4.57533874375314e-05	3.79416344384671e-05	3.79416344384671e-05	0.000169163141610052	1.5207764895937e-06	9.48486983111402e-05	2.93741685975229e-05	2.81502449059595e-05	3.52498911294477e-05	9.70526497683745e-05	2.6926321214396e-05	0.000154719953237183	2.6926321214396e-05	2.75376276037025e-05	2.44784738312691e-05	2.91507187814906e-05	2.20306264481422e-05	0.000108480857433782	2.08067027565788e-05	8.75148082968583e-06	1.95827790650153e-05	1.83588553734518e-05	1.3463160607198e-05	2.66798034626026e-05	1.10153132240711e-05	8.56746584094419e-06	8.56746584094419e-06	3.88012808157668e-05	2.92652046244606e-05	6.11961845781728e-06	4.89569476625382e-06	4.89569476625382e-06	1.66769765326243e-05	1.22392369156346e-06	0.0141607971113892	0.0677538591085202	0.0180490072573572	1.24721270147108e-05	1.70069204369906e-05	6.16540426678205e-06	0.00100496930165484	5.37227444557972e-06	4.5150501552404e-07
"Callianthe_rufinerva"	0.00255561642027299	0.00163547682389588	0.000446242054279002	0.0015016815315726	0.000260258495525722	0.000389153264394715	0.000447675427771556	1.00081214615982	9.1958820803908e-05	0.000135309576495398	7.9771219345996e-06	0.000657227627366876	7.70163737649528e-06	3.73047629675329e-06	5.92433644345791e-06	2.89165234808639e-05	8.33050903096204e-05	8.05101707530539e-05	4.2655222392897e-06	4.2655222392897e-06	4.14703551042054e-06	0.000173395344184679	3.67308859494391e-06	3.67308859494391e-06	6.36779751483998e-05	2.42332625861133e-07	0.000202070165103068	2.8436814928598e-06	2.72519476399064e-06	5.90205511873081e-06	0.000204773078542331	2.60670803512148e-06	5.97901944204446e-05	2.60670803512148e-06	1.46952351981702e-05	2.36973457738316e-06	5.35468895615015e-06	2.13276111964485e-06	6.44819704881201e-05	2.01427439077569e-06	1.23501443797026e-06	1.89578766190653e-06	1.77730093303737e-06	1.30335401756074e-06	5.31897832111035e-05	1.06638055982242e-06	8.29407102084108e-07	8.29407102084108e-07	2.57438624129627e-05	2.23347919042147e-05	5.92433644345791e-07	4.73946915476633e-07	4.73946915476633e-07	6.62827929446376e-06	1.18486728869158e-07	0.00137089145301616	0.02682412526058	0.0727204536626438	2.74911638767278e-05	2.14235225297043e-05	2.57218401444872e-06	3.4780332659251e-05	7.89074961798084e-06	4.72681162975687e-07
"Edmundoa_lindenii"	0.000392372579467274	0.00118642491897226	0.00109408457314233	0.000303787453973938	0.000635779368387192	0.000492979717974046	0.000359612128074237	9.66149636294224e-05	1.00041601421963	0.00017034193964251	0.000362882165479203	1.10709262321902e-05	0.000380114687549728	0.000175805399351265	0.000292395913499791	0.000210558779579093	0.000173411234126129	0.000168089989693172	0.000210525057719849	0.000210525057719849	0.000204677139449853	1.2175940969626e-05	0.00018128546636987	0.00018128546636987	0.00013014728270543	6.31503633767116e-06	5.5739375742056e-05	0.000140350038479899	0.000134502120209904	0.000132733992375459	3.05795748276279e-05	0.000128654201939908	9.68279009199001e-05	0.000128654201939908	0.000116975226329538	0.000116958365399916	0.000103516631935441	0.000105262528859925	6.0727240615334e-05	9.94146105899288e-05	4.11355060796252e-05	9.3566692319933e-05	8.77187740499372e-05	6.43271009699539e-05	3.33868255040171e-05	5.26312644299623e-05	4.09354278899707e-05	4.09354278899707e-05	2.80318592118171e-05	1.81221165857964e-05	2.92395913499791e-05	2.33916730799832e-05	2.33916730799832e-05	8.17483408453498e-06	5.84791826999581e-06	0.0676604143838515	0.0332094941453846	9.94794847684203e-05	1.35608550765865e-05	8.6943316568704e-06	9.70168294402653e-06	5.65219351104788e-06	2.76103553248254e-06	3.42897375425509e-07
"Macrocarpaea_rubra"	0.000882096658795404	0.000903424973172477	0.000756786715061654	0.000435646367729276	0.00044117380955412	0.000541724077768239	0.000374378135453819	0.000143983267296385	0.000172525810663568	1.00229839580881	7.21906951655781e-05	0.000119683453348412	4.44767801677456e-05	0.000283383313976998	3.42129078213428e-05	2.55666928793593e-05	0.000120786829502393	0.000133989677913686	2.46332936313668e-05	2.46332936313668e-05	2.39490354749399e-05	0.00109168047599405	2.12120028492325e-05	2.12120028492325e-05	0.000105733032603455	0.000374222192153078	3.73099141394556e-05	1.64221957542445e-05	1.57379375978177e-05	2.0294453609581e-05	3.91293975255115e-05	1.50536794413908e-05	9.70709676531305e-05	1.50536794413908e-05	1.41518627525333e-05	1.36851631285371e-05	1.89993549322405e-05	1.23166468156834e-05	8.16842412991778e-05	1.16323886592565e-05	2.39255360381321e-05	1.09481305028297e-05	1.02638723464028e-05	7.5268397206954e-06	1.05288634463094e-05	6.15832340784169e-06	4.78980709498799e-06	4.78980709498799e-06	2.27983126096106e-05	3.12401239002494e-05	3.42129078213428e-06	2.73703262570742e-06	2.73703262570742e-06	7.82176836454583e-05	6.84258156426855e-07	0.00791686686985871	0.042659901729068	0.00275352778157781	0.00129697718392421	0.0386095971261744	0.00775809555223814	1.18837596400496e-05	2.98990213611981e-06	2.6110548357586e-07
