"Centaurea_nigra"	"Leucanthemum_vulgare"	"Cirsium_palustre"	"Ranunculus_acris"	"Cirsium_arvense"	"Filipendula_ulmaria"	"Galium_verum"	"Hypochoeris_radicata"	"Primula_veris"	"Lotus_corniculatus"	"Lathyrus_pratensis"	"Orchis_morio"	"Taraxacum_officinale"	"Trifolium_repens"	"Cerastium_fontanum"	"Trifolium_dubium"	"Bombus_lapidarius"	"Maniola_jurtina"	"Bombus_pascuorum"	"Calocoris_bipunctatus"	"Empis_livida"	"Psithyrus_vest"	"Episyrphus_balteatus"	"Bombus_pratorum"	"Apis_mellifera"	"Bombus_terrestris.lucorum"	"Eristalis_tenax"	"Helophilus_sp1_M_PL_007"	"Syrphus_sp1_M_PL_007"	"Scathophaga_stercoraria"	"Sphaerophoria_sp1_M_PL_007"	"Anthophora_plumipes"	"Cheilosia_bergenstammi"	"Lucillia_sp1_M_PL_007"	"Melanostoma_sp1_M_PL_007"	"Platycheirus_sp1_M_PL_007"	"Eriothrix_rufomaculatus"	"Eristalis_nemorum"	"Meliscaeva_sp1_M_PL_007"	"Andrena_chrysosceles"	"Pollenia_sp1_M_PL_007"	"Andrena_pubescens"	"Bombus_hortorum"	"Cephus_pygmaeus"	"Eristalis_intricarius"	"Lasioglossum_calceatum"	"Lasioglossum_villosulum"	"Lycaena_phlaeas"	"Panameria_tenebrata"	"Sarcophagus_sp1_M_PL_007"	"Tropidia_scitta"	"Volucella_bombylans"
"Centaurea_nigra"	1.00836241817346	0.00103203088278606	0.000213843769366802	4.78202838224792e-05	0.000105320135880954	7.25938823964935e-05	3.20437298766928e-05	6.82486680726435e-05	2.046299945345e-05	5.73422555504962e-05	4.06102050851203e-05	1.55249880891775e-05	9.93069576728548e-08	2.03051025425601e-05	0	1.2345717669312e-05	0.0651853892939674	0.0153052736668067	0.00487322461021443	0.00500095437723913	0.00154276940996199	0.00167627339633745	0.00111818995264714	0.00111839653493597	0.00194450053091301	0.0011149333003532	0.000423645468424571	0.000285135790594238	0.000975727012782677	4.10025414461297e-06	3.34059303710649e-06	1.27893746584063e-06	1.12518314876422e-06	2.82748187064675e-06	2.29998574248521e-06	0.000279097609618062	2.43046467417587e-06	2.12061140298506e-06	1.2694620420438e-06	1.41374093532337e-06	1.41374093532337e-06	2.81295787191054e-07	0.000138892895065215	2.81295787191054e-07	2.55787493168125e-07	2.81295787191054e-07	8.53108350908043e-07	0	3.31023192242849e-09	7.06870467661686e-07	7.06870467661686e-07	7.06870467661686e-07
"Leucanthemum_vulgare"	0.00513187959522384	1.00403882127755	0.000191630527978239	0.000244540797249384	0.000139686779322226	0.00015192071436498	3.98731130681943e-05	3.07295456707789e-05	2.95804692851186e-05	1.43896420911518e-05	2.49611028203481e-07	1.98547732392434e-05	6.29735039023751e-05	1.24805514101741e-07	0	4.75494552568336e-06	0.0251061123756082	0.0214042738154213	2.99533233844177e-05	2.65218505229148e-05	0.0137628065446882	0.00207824132365927	1.5139535449985e-05	0.0034474767825399	9.89618654726361e-06	0.00344451383357156	0.00619266702249159	0.00687983044414166	0.00138325987008628	0.00344346518131682	0.00138041942193681	1.84877933031991e-06	5.75390111175021e-06	0.00275079129117136	0.00137810012681666	0.000690377569681206	3.22354106128215e-06	0.00206309346837852	0.000690574773348715	0.00137539564558568	0.00137539564558568	1.43847527793755e-06	7.06870467661686e-07	1.43847527793755e-06	3.69755866063982e-07	1.43847527793755e-06	3.84119320884736e-07	0	2.09911679674584e-06	0.00068769782279284	0.00068769782279284	0.00068769782279284
"Cirsium_palustre"	0.00675002506783907	0.00121643726455752	1.00175813953544	4.13025081068953e-05	1.41084197009032e-05	1.39443640501457e-05	3.49290073984711e-07	2.69527475743344e-05	6.82355978434869e-06	7.47312385312872e-05	0.000109329145105015	2.74162956156049e-05	9.72034146240459e-08	5.46645725525074e-05	0	6.68888865959322e-06	0.0353173321226522	0.000128995683317493	0.0131194974126018	3.35797249888911e-05	2.69993611862594e-05	0.0348574179699995	9.51674825232102e-06	0.0174334846127678	1.30165772658054e-05	1.16892196921983e-05	1.04040554681188e-05	1.04342290540231e-05	8.74395646228637e-06	4.65503301690711e-06	2.70840433714387e-06	4.26472486521793e-07	9.71823720162241e-07	3.33270483440415e-06	2.02551138099385e-06	2.80889028032445e-06	3.2557891617469e-07	2.49952862580311e-06	1.31908806868216e-06	1.66635241720208e-06	1.66635241720208e-06	2.4295593004056e-07	9.29755518986097e-07	2.4295593004056e-07	8.52944973043586e-08	2.4295593004056e-07	3.3690934467918e-07	0	3.24011382080153e-09	8.33176208601038e-07	8.33176208601038e-07	8.33176208601038e-07
"Ranunculus_acris"	0.00204220741500705	0.00210017390578883	5.58798639093289e-05	1.00543927711495	2.90370176521253e-05	0.00015312804780483	5.02281428358716e-07	9.2568083532273e-06	2.36188187212442e-06	3.15546116519581e-05	4.94501710215845e-05	1.253709652585e-05	0.000148642290816813	2.47250855107923e-05	0	2.27650871372193e-06	0.0120199660084518	0.00599122412916406	0.00593402052259015	1.03500100131251e-05	3.20871208920998e-05	9.63462272042979e-06	8.04162909117534e-06	1.04145664073784e-05	3.93814102067476e-06	9.47226621061776e-06	1.50662319280514e-05	0.00592929603326525	7.51386530070832e-06	0.0118408444972399	9.53822090137974e-06	1.47617617007776e-07	0.023657394755646	5.75390111175022e-06	0.00591850170653241	3.27713391735991e-06	6.70085022741353e-07	4.31542583381266e-06	0.0118301358531009	2.87695055587511e-06	2.87695055587511e-06	0.00591434868891149	2.81295787191054e-07	0.00591434868891149	2.95235234015552e-08	0.00591434868891149	1.15710104415341e-07	0	4.95474302722709e-06	1.43847527793755e-06	1.43847527793755e-06	1.43847527793755e-06
"Cirsium_arvense"	0.0058817245115056	0.00156878998315731	2.49610502400595e-05	3.797148462201e-05	1.00255278724295	6.52516914391098e-06	2.64123083028782e-07	1.21535821678039e-05	3.10929999965203e-06	9.1252236357746e-06	2.44251794332834e-07	1.2620448656515e-07	1.04815742549836e-07	1.22125897166417e-07	0	3.00103257953606e-06	0.0158454520199504	0.0463943174275483	2.931021531994e-05	0.00774111009334361	0.00774234649480069	1.38136102011181e-05	7.02660037090711e-06	1.22879127881721e-05	1.13421684794874e-05	1.18926738166015e-05	1.21554642675549e-05	1.25888083279715e-05	8.08078421009453e-06	5.82278564204947e-06	2.21770753510024e-06	1.94331249978252e-07	8.9344669698847e-07	4.2980547483762e-06	2.42676545796781e-06	2.74919987941056e-06	0.0231358335517605	3.22354106128215e-06	1.52123703558828e-06	2.1490273741881e-06	2.1490273741881e-06	2.23361674247118e-07	8.10154891391956e-07	2.23361674247118e-07	3.88662499956504e-08	2.23361674247118e-07	1.51919777097549e-07	0	3.49385808499452e-09	1.07451368709405e-06	1.07451368709405e-06	1.07451368709405e-06
"Filipendula_ulmaria"	0.00439192988498786	0.00184836869144059	2.67266977627793e-05	0.000216931401056842	7.0689332392369e-06	1.00152460738263	0.00119690555926728	0.00047175855033543	3.33416010578919e-06	9.82283332804311e-06	2.71227465809998e-07	0.000279474197368062	0.000120445895090877	1.35613732904999e-07	0	3.22907319837937e-06	0.0170495064874431	0.000107392902263308	3.25472958971998e-05	2.18325411284807e-05	3.20289346900411e-05	1.19870303687836e-05	0.0334998708588631	1.16344340599786e-05	8.46928627959091e-06	1.12112989262961e-05	0.00835924729549254	1.51460246353968e-05	0.0167047404266356	1.28970270649839e-05	0.00839182371549165	2.08385006611824e-07	5.10426826016099e-06	5.06402381216599e-06	0.00834984647382638	0.00834851429884824	1.63129228597775e-07	3.79801785912449e-06	3.81814008312199e-06	2.53201190608299e-06	2.532011906083e-06	1.27606706504025e-06	6.04949019970779e-07	1.27606706504025e-06	4.16770013223648e-08	1.27606706504025e-06	5.89698187919287e-06	0	4.0148631696959e-06	1.2660059530415e-06	1.2660059530415e-06	1.2660059530415e-06
"Galium_verum"	0.00290796848630988	0.000727684313494546	1.00420896270604e-06	1.06734803526227e-06	4.2920000992177e-07	0.00179535833890092	1.00286982324116	0.000718795290204559	9.28596815131221e-08	3.1281656442751e-07	3.16836724035106e-07	0.000717655799890449	0.000360291476644677	1.58418362017553e-07	0	5.14660674699856e-08	0.000271740836241524	5.95370476434596e-05	3.80204068842127e-05	1.44229799830496e-05	1.43775926636317e-05	6.33673022895968e-06	0.0753201781362894	5.71390705813066e-06	5.60765272842125e-06	5.69760330045034e-06	2.06486845813888e-05	5.79151089829609e-06	4.27082343001545e-05	1.4514342490627e-05	0.025123635304231	5.80373009457014e-09	2.51140714179358e-08	1.99365565340971e-06	1.59644258354003e-05	1.62608266511108e-05	9.90461561357932e-09	1.49524174005728e-06	5.10970949061396e-07	9.96827826704857e-07	9.96827826704857e-07	6.27851785448396e-09	4.0054662345866e-07	6.27851785448396e-09	1.16074601891403e-09	6.27851785448396e-09	8.98494112755699e-06	0	1.20097158881559e-05	4.98413913352428e-07	4.98413913352428e-07	4.98413913352428e-07
"Hypochoeris_radicata"	0.00619356662759239	0.000560814208491715	7.74891492762113e-05	1.9670717750608e-05	1.97495710226813e-05	0.000707637825503145	0.000718795290204559	1.00163412731093	9.70305306058239e-06	2.88516280408426e-05	3.01578744843186e-07	0.000120147510827632	4.37893973558658e-07	1.50789372421593e-07	0	9.56694622280698e-06	0.0505134760564209	0.000106776846314312	3.61894493811823e-05	3.08638204097871e-05	1.72184980547807e-05	1.40849329309842e-05	0.0251291805408901	1.00931007904047e-05	1.19435169127126e-05	8.8667515749453e-06	1.19133808198796e-05	5.66312001507878e-06	0.0125389605522431	2.16661327903965e-06	2.86546162694494e-05	6.064408162864e-07	4.62840417661365e-07	1.53647728353894e-06	6.78093062537769e-06	7.9873179018937e-06	4.55759331292646e-07	1.15235796265421e-06	6.15539529715419e-07	7.68238641769472e-07	7.68238641769472e-07	1.15710104415341e-07	8.53108350908043e-07	1.15710104415341e-07	1.2128816325728e-07	1.15710104415341e-07	0.0125204265913866	0	1.45964657852886e-08	3.84119320884736e-07	3.84119320884736e-07	3.84119320884736e-07
"Primula_veris"	0.00185701720040059	0.000539843564453414	1.96177343800025e-05	5.01899897826439e-06	5.05261249943455e-06	5.00124015868378e-06	9.28596815131222e-08	9.70305306058239e-06	1.00764978107776	7.27326108232426e-06	7.95187970180834e-08	4.28430937597693e-08	3.52100387389008e-08	3.97593985090417e-08	0	2.41116722793841e-06	0.0127309629635148	3.98617771198527e-05	9.54225564217001e-06	9.24721600404815e-06	1.02476459961247e-05	4.86107349464431e-06	2.46397685638783e-06	4.23625726488235e-06	3.58102490435375e-06	0.0125995173427477	4.13684227540258e-06	4.23865717037763e-06	2.73466635020685e-06	1.90900004508099e-06	7.86111996571447e-07	0.06297811131736	1.18094093606221e-07	1.47902346425593e-06	8.10712256851885e-07	9.23007853722598e-07	1.16598749986951e-07	1.10926759819195e-06	4.28802912867093e-07	7.39511732127965e-07	7.39511732127965e-07	2.95235234015552e-08	2.55787493168125e-07	2.95235234015553e-08	0.012595622263472	2.95235234015552e-08	1.2128816325728e-07	0	1.17366795796336e-09	3.69755866063982e-07	3.69755866063982e-07	3.69755866063982e-07
"Lotus_corniculatus"	0.00832609550593204	0.000420177549061634	0.000343763697243921	0.000107285679616657	2.37255814530139e-05	2.35747999873034e-05	5.00506503084016e-07	4.61626048653481e-05	1.16372177317188e-05	1.00020152858487	0.000334218646309459	8.36721409048383e-05	8.51761343832573e-08	0.00016710932315473	0	1.14730872393106e-05	0.0605779006235601	0.000136800659376938	0.0401062375571351	4.14689284690727e-05	1.85536575302854e-05	2.65825180225941e-05	1.39412620271825e-05	1.65922241796975e-05	1.60558315541389e-05	1.0759190318841e-05	6.22712757599796e-06	5.80271087328937e-06	9.57344735465411e-06	2.70398787967295e-06	3.57646558075809e-06	7.27326108232426e-07	2.52436893215664e-06	1.15117136729215e-06	1.4031345832461e-06	2.77793973040375e-06	5.47513418146476e-07	8.6337852546911e-07	1.54997730790136e-06	5.75585683646073e-07	5.75585683646074e-07	6.31092233039161e-07	1.14684511100992e-06	6.31092233039162e-07	1.45465221646485e-07	6.31092233039161e-07	5.77032560816851e-07	0	2.83920447944191e-09	2.87792841823037e-07	2.87792841823037e-07	2.87792841823037e-07
"Lathyrus_pratensis"	0.00737075222294933	9.11080252942706e-06	0.000628642584353836	0.000210163226841734	7.9381833158171e-07	8.13682397429995e-07	6.33673448070211e-07	6.03157489686372e-07	1.59037594036167e-07	0.000417773307886824	1.00083494905677	0.000208909573101849	1.31835758733546e-07	0.000417474528386984	0	9.95931666132175e-08	0.000525851919717788	0.000113144404575628	0.100193886812876	3.65552908714666e-05	1.12987182073681e-05	3.40676113736543e-05	1.51754206461808e-05	1.9086156906051e-05	1.42135717797921e-05	8.15523036547494e-06	3.10870854937505e-06	3.3291672868465e-06	7.1403672832178e-06	2.50810445489578e-06	7.00315003627661e-06	9.93984962726044e-09	4.94501710215845e-06	2.49611028203481e-08	1.25551551359504e-06	2.04353121660635e-06	1.83188845749625e-08	1.87208271152611e-08	2.47874882678431e-06	1.24805514101741e-08	1.24805514101741e-08	1.23625427553961e-06	1.01525512712801e-06	1.23625427553961e-06	1.98796992545209e-09	1.23625427553961e-06	7.53946862107965e-09	0	4.39452529111821e-09	6.24027570508703e-09	6.24027570508703e-09	6.24027570508703e-09
