"Nephrosperma_vanhoutteanum"	"Phoenicophorium_borsigianum"	"Erythroxylum_sechellarum"	"Memecylon_eleagni"	"Canthium_bibracteatum"	"Paragenipa_wrightii"	"Apis_mellifera"	"Lasioglossum_mahense"	"Megachile_seychellensis"	"Chalcidoma_disjunctum"	"Unidentified_sp3_M_PL_091"	"Cratopus_aurostriatus"	"Hemipyrellia_germana"	"Ceratina_tabescens"	"Neophyllomyza_approximatonervis"	"Phelsuma_sp1_M_PL_091"	"Tricimba_seychellensis"	"Polistes_olivaceus"	"Rhiparida_seychellensis"	"Unidentified_sp1_M_PL_091"	"Unidentified_sp4_M_PL_091"	"Geron_seychellarum"	"Lygistorrhina_sp1_M_PL_091"	"Melanostoma_annulipes"	"Unidentified_sp2_M_PL_091"
"Nephrosperma_vanhoutteanum"	1.00459868656321	0.0016590356821789	0.00205218039955517	0.000833381151253535	0.000246977071618377	0.000710749233192534	0.0495168284322355	0.0293791911944932	0.00184352274015233	3.50897326843593e-05	3.23714279449542e-05	2.42785709587157e-05	0.00548772205642194	6.17442679045944e-06	0.00183868235195792	0.00183868235195792	1.68725559903391e-05	8.09285698623856e-06	0.00183058949497169	1.28744204139966e-05	0.00365308613295713	0.00182654306647857	6.41306374860991e-06	0.00182654306647857	0.00182654306647857
"Phoenicophorium_borsigianum"	0.0022255356712156	1.00602663980948	0.00111635794692985	0.000312091659723364	2.38941339470505e-05	0.000396490879716798	0.0149202516332809	0.0222115412165123	5.689150201979e-06	1.31407014620364e-05	0.0196297880938435	0.0147223410703826	0.00491958630894022	5.97353348676263e-07	0.00736521696368441	0.00736521696368442	0.00246070074889875	0.00490744702346087	0.00245776994022355	7.09308112703577e-06	8.09285698623856e-06	4.04642849311928e-06	3.48861858415578e-06	4.04642849311928e-06	4.04642849311928e-06
"Erythroxylum_sechellarum"	0.00352718506173545	0.00143033361950387	1.00317878679133	0.000914775126840769	8.50346391046797e-05	0.000964894862492132	0.0535669074867869	0.0346805372239119	1.22591951870566e-05	3.85168474459271e-05	2.79089486732463e-05	2.09317115049347e-05	2.62164284141413e-05	2.12586597761699e-06	1.68789195010772e-05	1.68789195010773e-05	0.00627335603602999	6.97723716831157e-06	9.90168233276569e-06	0.00314370548020012	1.28261274972198e-05	6.41306374860991e-06	0.00313493370872292	6.41306374860991e-06	6.41306374860991e-06
"Memecylon_eleagni"	0.00241241912204971	0.000673460949929364	0.00154067389783709	1.00495280878408	7.58034319421666e-05	0.000445843915169688	0.0478298457366938	0.0107406927975407	9.59770253156888e-06	0.0423138024751192	1.31407014620364e-05	9.85552609652727e-06	1.64438251221439e-05	1.89508579855417e-06	9.31397963380856e-06	9.31397963380856e-06	1.12717995442363e-05	3.28517536550909e-06	6.02880426829947e-06	8.8677324322835e-06	8.77243317108984e-06	4.38621658554492e-06	4.81460593074089e-06	4.38621658554492e-06	4.38621658554492e-06
"Canthium_bibracteatum"	0.000848983683688173	6.1228718239317e-05	0.000170069278209359	9.00165754313229e-05	1.00889042109315	4.0290752287601e-05	0.00636290253440746	3.50331039315887e-05	0.069362760056852	3.79017159710833e-06	1.19470669735253e-06	8.96030023014394e-07	4.92949676718271e-06	0.0252222605273289	1.99162170912206e-06	1.99162170912206e-06	1.21227132597756e-06	2.98676674338132e-07	1.69294503478393e-06	8.97746060655166e-07	3.08721339522972e-06	1.54360669761486e-06	5.31466494404248e-07	1.54360669761486e-06	1.54360669761486e-06
"Paragenipa_wrightii"	0.00355374616596267	0.00147782964258079	0.00280696687270438	0.000770094035293097	5.86047306001469e-05	1.00143376865387	0.0367978213440105	0.0548640777171772	1.04904318941468e-05	3.24250120123409e-05	2.88357003430399e-05	2.16267752572799e-05	2.659299508192e-05	1.46511826500367e-06	1.72747442940266e-05	1.72747442940266e-05	2.11480054972824e-05	7.20892508575997e-06	1.00658192082667e-05	0.00911271512287601	1.29227133307734e-05	6.46135666538668e-06	8.7717714772012e-06	6.46135666538668e-06	6.46135666538668e-06
"Apis_mellifera"	0.0425535244339524	0.00955828620257061	0.0267834537433934	0.014199485453081	0.00159072563360186	0.00632462554350181	1.00456427516295	0.00286286581485531	0.000186732431735496	0.000597873071708672	0.000186503145416012	0.000139877359062009	0.000278735919630107	3.97681408400466e-05	0.000147308723956372	0.000147308723956372	0.000190709479073211	4.6625786354003e-05	0.000100682937602369	0.000141194888798121	0.000154740088850736	7.73700444253679e-05	8.36982929481045e-05	7.73700444253679e-05	7.73700444253679e-05
"Lasioglossum_mahense"	0.0367239889931166	0.0206971179517501	0.0252222088901178	0.00463802643530168	1.27393105205777e-05	0.0137160194292943	0.00416416845797137	1.0031866424805	6.76467166766835e-05	0.00019528532359165	0.000403846203936588	0.00030288465295244	0.000301274218219328	3.18482763014443e-07	0.000218213215554614	0.000218213215554614	0.00020811958105531	0.000100961550984147	0.000117251664570467	0.000203510488502475	0.000133541778156788	6.67708890783938e-05	7.88194027816181e-05	6.67708890783938e-05	6.67708890783938e-05
"Megachile_seychellensis"	0.00844947922569818	1.94379298567616e-05	3.26911871654844e-05	1.51963623416507e-05	0.0924836800758026	9.61622923630121e-06	0.000995906302589312	0.00024803796114784	1.00637361569471	6.39846835437925e-07	3.79276680131934e-07	2.8445751009895e-07	4.61828876738413e-05	0.00231209200189507	1.55049182563189e-05	1.55049182563189e-05	2.51729504800769e-07	9.48191700329834e-08	1.54100990862859e-05	1.89580225676695e-07	3.07253790025388e-05	1.53626895012694e-05	1.02159959892139e-07	1.53626895012694e-05	1.53626895012694e-05
"Chalcidoma_disjunctum"	0.000241241912204971	6.73460949929364e-05	0.000154067389783709	0.100495280878408	7.58034319421666e-06	4.45843915169688e-05	0.00478298457366938	0.00107406927975407	9.59770253156888e-07	1.00423138024751	1.31407014620364e-06	9.85552609652728e-07	1.64438251221439e-06	1.89508579855417e-07	9.31397963380856e-07	9.31397963380856e-07	1.12717995442363e-06	3.28517536550909e-07	6.02880426829947e-07	8.86773243228351e-07	8.77243317108984e-07	4.38621658554492e-07	4.81460593074089e-07	4.38621658554492e-07	4.38621658554492e-07
"Unidentified_sp3_M_PL_091"	0.00022255356712156	0.100602663980948	0.000111635794692985	3.12091659723364e-05	2.38941339470505e-06	3.96490879716798e-05	0.00149202516332809	0.00222115412165123	5.689150201979e-07	1.31407014620364e-06	1.00196297880938	0.00147223410703826	0.000491958630894022	5.97353348676263e-08	0.000736521696368441	0.000736521696368442	0.000246070074889875	0.000490744702346087	0.000245776994022355	7.09308112703577e-07	8.09285698623856e-07	4.04642849311928e-07	3.48861858415578e-07	4.04642849311928e-07	4.04642849311928e-07
"Cratopus_aurostriatus"	0.00022255356712156	0.100602663980948	0.000111635794692985	3.12091659723364e-05	2.38941339470505e-06	3.96490879716798e-05	0.00149202516332809	0.00222115412165123	5.689150201979e-07	1.31407014620364e-06	0.00196297880938435	1.00147223410704	0.000491958630894022	5.97353348676263e-08	0.000736521696368441	0.000736521696368442	0.000246070074889875	0.000490744702346087	0.000245776994022355	7.09308112703576e-07	8.09285698623856e-07	4.04642849311928e-07	3.48861858415578e-07	4.04642849311928e-07	4.04642849311928e-07
"Hemipyrellia_germana"	0.0603649426206413	0.0403406077333098	0.000167785141850504	6.24865354641466e-05	1.57743896549847e-05	5.8504589180224e-05	0.00356781977126536	0.00265121312033009	0.000110838930417219	2.63101201954301e-06	0.000787133809430436	0.000590350357072827	1.00052604677574	3.94359741374617e-07	0.000404929619664852	0.000404929619664852	9.94403833153702e-05	0.000196783452357609	0.000208146167307243	1.05618846992123e-06	0.000219508882256878	0.000109754441128439	5.24328568282825e-07	0.000109754441128439	0.000109754441128439
"Ceratina_tabescens"	8.48983683688172e-05	6.1228718239317e-06	1.70069278209359e-05	9.00165754313229e-06	0.100889042109315	4.0290752287601e-06	0.000636290253440746	3.50331039315887e-06	0.0069362760056852	3.79017159710833e-07	1.19470669735253e-07	8.96030023014395e-08	4.92949676718271e-07	1.00252222605273	1.99162170912206e-07	1.99162170912206e-07	1.21227132597756e-07	2.98676674338132e-08	1.69294503478393e-07	8.97746060655167e-08	3.08721339522972e-07	1.54360669761486e-07	5.31466494404248e-08	1.54360669761486e-07	1.54360669761486e-07
