"Nephrosperma_vanhoutteanum"	"Memecylon_eleagni"	"Cinnamomum_verum"	"Canthium_bibracteatum"	"Paragenipa_wrightii"	"Erythroxylum_sechellarum"	"Apis_mellifera"	"Lasioglossum_mahense"	"Unidentified_sp2_M_PL_086"	"Phelsuma_sp1_M_PL_086"	"Megachile_seychellensis"	"Hemipyrellia_sp1_M_PL_086"	"Plagiostenopterina_cyanosoma"	"Unidentified_sp1_M_PL_086"	"Lygistorrhina_sp1_M_PL_086"	"Unidentified_sp4_M_PL_086"	"Musca_domestica"	"Nectarinia_dussumieri"	"Physiphoa_azurea"	"Unidentified_sp3_M_PL_086"
"Nephrosperma_vanhoutteanum"	1.00744254869766	0.00107878884503273	0.000560473072985739	0.000575730874786445	0.000139456550245047	0.000304012060305271	0.0387875151748224	0.0282732635075175	0.0178891667525752	0.00753228073792639	0.00471717102791257	1.64388363150847e-05	4.6485516748349e-06	0.00188776057076435	1.0133735343509e-05	3.09903444988993e-06	4.00337909275528e-06	1.54951722494497e-06	0.000941535092240799	0.000941535092240799
"Memecylon_eleagni"	0.00501871332254358	1.00266667347085	0.000806067646543648	0.00126167193586855	0.000346086347010709	1.79737819658606e-06	0.0962581493152452	0.00015807433553258	8.91173393722691e-05	3.7523090262008e-05	3.31870564544818e-05	2.69780468776714e-05	1.15362115670236e-05	0.00436880109200397	5.99126065528685e-08	7.69080771134909e-06	5.75762604674034e-06	3.84540385567454e-06	4.69038628275101e-06	4.69038628275101e-06
"Cinnamomum_verum"	0.00428361562924815	0.00132425399075028	1.00293030190586	0.00119987338548899	0.000181729051273381	0.000181236138390245	0.0505449067941696	0.0216205267919706	7.60642027623503e-05	3.20270327420422e-05	3.22672930432727e-05	0.0215005934075414	6.05763504244602e-06	1.37643842322509e-05	6.04120461300817e-06	4.03842336163068e-06	0.00716378787075613	2.01921168081534e-06	4.00337909275528e-06	4.00337909275528e-06
"Canthium_bibracteatum"	0.00473870796939613	0.00223218880961359	0.00129217133821892	1.00141944705677	0.0003063473233142	0.000112147603693934	0.0852054021911229	0.000166157737108238	8.41452816995574e-05	3.54295922945505e-05	0.00772723913773366	0.00773091590164031	1.02115774438067e-05	1.8562566811088e-05	3.73825345646447e-06	6.80771829587111e-06	9.22979527299225e-06	3.40385914793556e-06	4.42869903681881e-06	4.42869903681881e-06
"Paragenipa_wrightii"	0.00165798343069111	0.000884442886805145	0.000282689635314147	0.000442501689231623	1.00683279290192	5.99557049910345e-07	0.0337607991201712	5.25731296432905e-05	2.94408272739544e-05	1.23961377995597e-05	1.11614378901589e-05	9.46149419038157e-06	0.0335610930967306	6.94443830556448e-06	1.99852349970115e-08	0.0223740620644871	2.01921168081534e-06	0.0111870310322435	1.54951722494497e-06	1.54951722494497e-06
"Erythroxylum_sechellarum"	0.00542154840877734	6.88994975357988e-06	0.000422884322910572	0.00024298647467019	8.99335574865517e-07	1.00400580160932	0.000250135201222596	0.0503613579175383	9.6270485763336e-05	4.05349413740362e-05	0.0167606334919091	1.09309336477445e-05	2.99778524955172e-08	1.01636916467855e-05	0.0334668600536441	1.99852349970115e-08	3.02060230650409e-06	9.99261749850574e-09	5.06686767175453e-06	5.06686767175452e-06
"Apis_mellifera"	0.0494079062345952	0.0263563980267933	0.0084241511323616	0.0131865503391024	0.0036172284771612	1.78668000873283e-05	1.0060718137811	0.00156667926337006	0.00087733665276384	0.00036940490642688	0.000332610849126735	0.000281952526873371	0.00012057428257204	0.000206944261505821	5.95560002910942e-07	8.03828550480266e-05	6.01725080882971e-05	4.01914275240133e-05	4.617561330336e-05	4.617561330336e-05
"Lasioglossum_mahense"	0.0840344220917881	0.00010099193659026	0.00840798264132189	6.00014050668636e-05	1.31432824108226e-05	0.00839355965292305	0.00365558494786347	1.00295595433154	0.00149220001845231	0.0006282947446115	0.000533038425533983	0.0001806326058695	4.38109413694088e-07	0.000157512781529354	0.000279785321764102	2.92072942462725e-07	6.00570188665849e-05	1.46036471231363e-07	7.85368430764375e-05	7.85368430764375e-05
"Unidentified_sp2_M_PL_086"	0.100744254869766	0.000107878884503273	5.60473072985739e-05	5.75730874786445e-05	1.39456550245047e-05	3.04012060305272e-05	0.00387875151748224	0.00282732635075175	1.00178891667526	0.000753228073792639	0.000471717102791257	1.64388363150847e-06	4.6485516748349e-07	0.000188776057076435	1.01337353435091e-06	3.09903444988993e-07	4.00337909275528e-07	1.54951722494497e-07	9.41535092240799e-05	9.41535092240799e-05
"Phelsuma_sp1_M_PL_086"	0.100744254869765	0.000107878884503273	5.60473072985739e-05	5.75730874786445e-05	1.39456550245047e-05	3.04012060305272e-05	0.00387875151748224	0.00282732635075175	0.00178891667525752	1.00075322807379	0.000471717102791257	1.64388363150847e-06	4.6485516748349e-07	0.000188776057076435	1.0133735343509e-06	3.09903444988993e-07	4.00337909275528e-07	1.54951722494497e-07	9.41535092240799e-05	9.41535092240799e-05
"Megachile_seychellensis"	0.0721053285695207	0.000109043185493298	6.45345860865455e-05	0.0143505869700768	1.435042014449e-05	0.0143662572787792	0.00399133018952082	0.00274134047417477	0.00128037499329055	0.000539105260332865	1.00068676753956	0.000111772014526621	4.78347338149667e-07	0.000135250415889709	0.000478875242625973	3.18898225433111e-07	4.60961329189611e-07	1.59449112716556e-07	6.73881575416081e-05	6.73881575416081e-05
"Hemipyrellia_sp1_M_PL_086"	0.000439738871428514	0.000155123769546611	0.0752520769263949	0.025125476680331	2.12883619283585e-05	1.63964004716168e-05	0.00592100306434079	0.0016256934528255	7.80844724966521e-06	3.28776726301693e-06	0.000195601025421587	1.00180581740311	7.09612064278618e-07	1.49639298769602e-06	5.46546682387225e-07	4.73074709519079e-07	0.000537514835188535	2.36537354759539e-07	4.10970907877116e-07	4.10970907877116e-07
"Plagiostenopterina_cyanosoma"	0.000165798343069111	8.84442886805145e-05	2.82689635314147e-05	4.42501689231623e-05	0.100683279290192	5.99557049910345e-08	0.00337607991201712	5.25731296432905e-06	2.94408272739544e-06	1.23961377995597e-06	1.11614378901589e-06	9.46149419038157e-07	1.00335610930967	6.94443830556448e-07	1.99852349970115e-09	0.00223740620644871	2.01921168081534e-07	0.00111870310322435	1.54951722494497e-07	1.54951722494497e-07
"Unidentified_sp1_M_PL_086"	0.0673301270239284	0.0334941417053637	6.42337930838376e-05	8.04377895147147e-05	2.08333149166934e-05	2.0327383293571e-05	0.005794439322163	0.00189015337835225	0.00119558169481742	0.000503402818870493	0.000315584303742654	1.99519065026136e-06	6.94443830556448e-07	1.00027147740778	6.77579443119032e-07	4.62962553704298e-07	4.58812807741697e-07	2.31481276852149e-07	6.29253523588117e-05	6.29253523588116e-05
"Lygistorrhina_sp1_M_PL_086"	0.000542154840877734	6.88994975357988e-07	4.22884322910572e-05	2.42986474670191e-05	8.99335574865517e-08	0.100400580160932	2.50135201222596e-05	0.00503613579175383	9.6270485763336e-06	4.05349413740362e-06	0.00167606334919091	1.09309336477445e-06	2.99778524955172e-09	1.01636916467855e-06	1.00334668600536	1.99852349970115e-09	3.02060230650409e-07	9.99261749850574e-10	5.06686767175453e-07	5.06686767175453e-07
"Unidentified_sp4_M_PL_086"	0.000165798343069111	8.84442886805145e-05	2.82689635314147e-05	4.42501689231623e-05	0.100683279290192	5.99557049910344e-08	0.00337607991201712	5.25731296432905e-06	2.94408272739544e-06	1.23961377995597e-06	1.11614378901589e-06	9.46149419038158e-07	0.00335610930967306	6.94443830556448e-07	1.99852349970115e-09	1.00223740620645	2.01921168081534e-07	0.00111870310322435	1.54951722494497e-07	1.54951722494497e-07
"Musca_domestica"	0.000428361562924815	0.000132425399075028	0.100293030190586	0.000119987338548899	1.8172905127338e-05	1.81236138390245e-05	0.00505449067941696	0.00216205267919706	7.60642027623504e-06	3.20270327420422e-06	3.22672930432728e-06	0.00215005934075414	6.05763504244602e-07	1.37643842322509e-06	6.04120461300817e-07	4.03842336163068e-07	1.00071637878708	2.01921168081534e-07	4.00337909275528e-07	4.00337909275528e-07
"Nectarinia_dussumieri"	0.000165798343069111	8.84442886805145e-05	2.82689635314147e-05	4.42501689231623e-05	0.100683279290192	5.99557049910345e-08	0.00337607991201712	5.25731296432905e-06	2.94408272739544e-06	1.23961377995597e-06	1.11614378901589e-06	9.46149419038158e-07	0.00335610930967306	6.94443830556448e-07	1.99852349970115e-09	0.00223740620644871	2.01921168081534e-07	1.00111870310322	1.54951722494497e-07	1.54951722494497e-07
"Physiphoa_azurea"	0.100744254869765	0.000107878884503273	5.60473072985739e-05	5.75730874786445e-05	1.39456550245047e-05	3.04012060305272e-05	0.00387875151748224	0.00282732635075175	0.00178891667525752	0.000753228073792639	0.000471717102791257	1.64388363150847e-06	4.6485516748349e-07	0.000188776057076435	1.01337353435091e-06	3.09903444988993e-07	4.00337909275528e-07	1.54951722494497e-07	1.00009415350922	9.41535092240799e-05
"Unidentified_sp3_M_PL_086"	0.100744254869765	0.000107878884503273	5.60473072985739e-05	5.75730874786445e-05	1.39456550245047e-05	3.04012060305272e-05	0.00387875151748224	0.00282732635075175	0.00178891667525752	0.000753228073792639	0.000471717102791257	1.64388363150847e-06	4.6485516748349e-07	0.000188776057076435	1.01337353435091e-06	3.09903444988993e-07	4.00337909275528e-07	1.54951722494497e-07	9.41535092240799e-05	1.00009415350922
