"Clethrionomys_centralis"	"Alticola_argentatus"	"Microtus_gregalis"	"Sicista_tianshanica"	"Sorex_minutus"	"Sorex_asper"	"Apodemus_uralensis"	"Amalaraeus_penicilliger"	"Amphipsylla_primaris"	"Paraneopsylla_ioffi"	"Corrodopsylla_birulai"	"Frontopsylla_ornata"	"Amphipsylla_kuznetzovi"	"Neopsylla_mana"	"Rhadinopsylla_dahurica"	"Frontopsylla_elata"	"Amphipsylla_sibirica"	"Stenoponia_suknevi"	"Rhadinopsylla_angusta"	"Pectinoctenus_nemorosa"	"Palaeopsylla_soricis"	"Callopsylla_caspia"	"Ctenophthalmus_assimilis"
"Amphipsylla_kuznetzovi"	0.00283474288560029	0.00135922925972609	0.0928520729994515	0.00263057704193949	2.06117490712712e-05	0.00131278197236904	8.5101943373006e-08	0.00152365509221466	0.000228946302600969	4.9747694894446e-05	0.000374596554462809	0.000753271528629872	1.00435185027011	0.00116218627639368	0.000130710536145671	0.000615433823560756	6.90002312698382e-07	0.000603600463388707	0.00018454167967059	4.48526375357031e-07	2.88496013701227e-07	4.55746444630271e-07	0.000120587107791495
"Neopsylla_mana"	0.0613754906598546	0.0110165286290325	0.0258487802455868	2.71696849429663e-05	1.91622087092456e-05	0.00272132589617007	1.64368580496235e-06	0.00495869695052736	0.00154131147263743	0.000469568760474958	0.000339387676653263	0.000281707587770819	0.00122500715619874	1.00056464865322	0.000211311244158743	0.00018137882302299	1.49244397777808e-05	0.000176325235651752	8.15687743228943e-05	6.74595934109829e-06	4.99008055151635e-06	9.86744222827244e-06	3.3569844474788e-05
"Rhadinopsylla_dahurica"	0.0665792380923717	0.030094317163407	0.00430627532862348	1.23522124933405e-05	8.63567010587737e-06	7.30352750871966e-06	1.97901559086827e-06	0.00537966463511247	0.00246666218491949	0.00105844534636503	0.000105834011727167	0.000122027385936073	0.00021692386849707	0.000332702809952063	1.00023924186291	4.83980087484746e-05	1.62045125259964e-05	4.29914849077964e-05	4.00001198332271e-05	1.02398188318284e-05	5.3774278152836e-06	1.07040575711209e-05	5.59256536184868e-06
"Frontopsylla_elata"	0.0120953569200226	0.0119010606216226	0.0591961705493742	0.0177546812928886	2.56797272371187e-05	3.6722882265981e-05	4.2901668998954e-07	0.00207373916281372	0.000816743329380439	0.000388881332551132	0.000390603257895906	0.00161839653747207	0.00282375519045523	0.000789531347276544	0.000133806259481077	1.00046849149289	2.94906296879647e-06	0.000389189721020805	0.000122156473124596	2.89637478728734e-06	1.04782418187002e-06	1.94459114469817e-06	7.68781435706158e-05
"Amphipsylla_sibirica"	0.0203037092938752	7.54002925379978e-05	6.44323778058272e-06	2.70316928863644e-06	1.87994393860495e-06	1.38798670712607e-06	0.0806185770859729	0.0014573625868276	0.000336396442876855	4.47410647111184e-05	1.99639343587842e-05	2.80197900693864e-05	3.58801202603159e-06	7.36272362370521e-05	5.07741392481221e-05	3.342271364636e-06	1.00605128967436	1.6982146455979e-06	8.18776392071803e-06	0.00201710868035502	1.63766021905472e-06	3.26426194435293e-06	8.36784127348404e-09
"Stenoponia_suknevi"	0.00801121053134582	0.0155398174929965	0.0773773342067565	4.65755660293613e-05	1.32188973295521e-05	2.15774558737311e-05	3.66859769649757e-07	0.00191251226857746	0.000938919745187498	0.000491470501580731	0.000226924603023774	0.000469357500497918	0.00362160278033224	0.00100369749524844	0.000155430753128187	0.000508940404411822	1.95947843722835e-06	1.00050809093599	0.000156491224687453	3.15152242007233e-06	6.82867094627674e-07	1.28797596966975e-06	0.000100490044424359
"Rhadinopsylla_angusta"	0.0505034904617765	0.010186186877107	0.0301999428088419	3.79997835358423e-05	4.29738777602781e-05	0.0100381425672368	1.36463384273204e-06	0.00423650123139358	0.00133093131554305	0.000434318313837836	0.000880623198726219	0.000408578959907067	0.00143942510143061	0.000603608929989418	0.000188000563216167	0.000207666004311813	1.22816458810771e-05	0.000203438592093688	1.00009837831505	5.73153258368811e-06	4.18615987240918e-06	8.11953222858143e-06	3.92207049465479e-05
"Pectinoctenus_nemorosa"	0.0169885926176529	0.016823483564316	8.18907900305155e-06	2.8229430338856e-06	2.60258391229944e-06	2.07991008392788e-06	0.0671823303120989	0.00152395225255916	0.00104404698592158	0.000549410977140225	3.30382190597734e-05	2.62159373340268e-05	5.83084287964141e-06	8.32001652068789e-05	8.02119141826561e-05	8.20639523064746e-06	0.00504277170088756	6.82829857682338e-06	9.55255430614686e-06	1.00168362864042	1.37329715194605e-06	2.73128498676092e-06	1.06351675364306e-08
"Palaeopsylla_soricis"	0.0336934842219167	0.00010673896600827	3.33086743821562e-05	6.12227078027495e-05	0.0669267380644489	0.000187770205167778	8.38170374548026e-07	0.00291142504054653	0.000655851188558598	7.40104018669944e-05	0.00555886092237227	0.00044722906226721	7.50089635623191e-06	0.00012308865360407	8.42463691061097e-05	5.93767036393013e-06	8.18830109527358e-06	2.95909074338659e-06	1.39538662413639e-05	2.74659430389209e-06	1.00019955182669	5.41695887812165e-06	4.3258018678125e-08
"Callopsylla_caspia"	0.100739549264383	0.000206504618270689	3.19410009794656e-05	1.34065219341842e-05	9.31729553574361e-06	6.8774948335773e-06	2.50481416396394e-06	0.00722785253400759	0.00166144985123875	0.000216868981842856	9.88903715725599e-05	0.00013899619727151	1.77741113405806e-05	0.00036509536244608	0.00025154535292134	1.65290247299345e-05	2.4481964582647e-05	8.37184380285335e-06	4.05976611429071e-05	8.19385496028276e-06	8.12543831718248e-06	1.00001619606901	4.14818194538514e-08
"Ctenophthalmus_assimilis"	0.000258016917002956	6.8332294427118e-05	0.100583956711662	5.8523221292725e-05	1.5009680218689e-05	2.62550377589053e-05	7.14773827137654e-09	0.00139210057950655	0.000137990743390829	2.67264601351305e-06	0.000265431018260707	0.000592825796188697	0.00470289720386832	0.00124208424556716	0.000131425286003444	0.000653464220350234	6.27588095511303e-08	0.000653185288758334	0.000196103524732739	3.19055026092918e-08	6.48870280171875e-08	4.14818194538514e-08	1.00013062851521
