"Nephrosperma_vanhoutteanum"	"Canthium_bibracteatum"	"Erythroxylum_sechellarum"	"Paragenipa_wrightii"	"Premna_serratifolia"	"Ochna_kirkii"	"Lasioglossum_mahense"	"Apis_mellifera"	"Rhiparida_seychellensis"	"Megachile_seychellensis"	"Rhynchium_brunneum"	"Neophyllomyza_approximatonervis"	"Unidentified_sp1_M_PL_115"	"Unidentified_sp2_M_PL_115"	"Ceratina_tabescens"	"Hemipyrellia_sp1_M_PL_115"	"Lygistorrhina_sp1_M_PL_115"	"Tricimba_seychellensis"	"Unidentified_sp4_M_PL_115"	"Xylocopa_caffra"	"Hemipyrellia_germana"	"Ornidia_obesa"	"Phelsuma_sp1_M_PL_115"	"Unidentified_sp3_M_PL_115"
"Ceratina_tabescens"	0.000279968934904529	0.100495704799244	0.000117327904528212	8.51426738014064e-05	3.19566976224472e-05	0	0.00311419626393175	0.00284920543606159	6.25462514148416e-06	0.00257713251054659	2.2369688335713e-06	1.19135716980651e-06	1.21459926607975e-06	8.9351787735488e-07	1.00051536258871	0.000515362588714074	7.02418273583391e-07	5.95678584903253e-07	5.95678584903253e-07	0	0.000257681294357037	0.000257681294357037	2.97839292451627e-07	4.05441303816221e-07
"Hemipyrellia_sp1_M_PL_115"	0.000279968934904529	0.100495704799244	0.000117327904528212	8.51426738014064e-05	3.19566976224472e-05	0	0.00311419626393175	0.00284920543606159	6.25462514148416e-06	0.00257713251054659	2.2369688335713e-06	1.19135716980651e-06	1.21459926607975e-06	8.93517877354879e-07	0.000515362588714074	1.00051536258871	7.02418273583391e-07	5.95678584903253e-07	5.95678584903253e-07	0	0.000257681294357037	0.000257681294357037	2.97839292451627e-07	4.05441303816221e-07
"Lygistorrhina_sp1_M_PL_115"	0.0505445442583702	0.000136971563348761	0.0501903355581632	0.00012580589673919	1.24437334796133e-05	0	0.00462133799752993	0.00312444181938895	0.0011291866270487	3.63652870271309e-06	8.7106134357293e-07	0.000215083167056894	0.00034673932092747	0.000161312375292671	7.02418273583391e-07	7.02418273583391e-07	1.00022684091438	0.000107541583528447	0.000107541583528447	0	3.51209136791696e-07	3.51209136791696e-07	5.37707917642236e-05	5.99075698758046e-07
"Tricimba_seychellensis"	0.10066095645966	0.000116157324056134	0.00013208329420577	9.19148310512718e-05	8.9891011282308e-06	0	0.0033368564737529	0.00311549909986813	0.00224880860175835	3.06828393579857e-06	6.29237078976155e-07	0.00042834449557302	1.34860894205735e-06	0.000321258371679765	5.95678584903253e-07	5.95678584903253e-07	0.000107541583528447	1.00021417224779	0.00021417224778651	0	2.97839292451627e-07	2.97839292451627e-07	0.000107086123893255	4.37689671672723e-07
"Unidentified_sp4_M_PL_115"	0.10066095645966	0.000116157324056134	0.00013208329420577	9.19148310512718e-05	8.9891011282308e-06	0	0.0033368564737529	0.00311549909986813	0.00224880860175835	3.06828393579857e-06	6.29237078976155e-07	0.00042834449557302	1.34860894205735e-06	0.000321258371679765	5.95678584903253e-07	5.95678584903253e-07	0.000107541583528447	0.00021417224778651	1.00021417224779	0	2.97839292451627e-07	2.97839292451627e-07	0.000107086123893255	4.37689671672723e-07
"Xylocopa_caffra"	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0
"Hemipyrellia_germana"	0.000279968934904529	0.100495704799244	0.000117327904528212	8.51426738014064e-05	3.19566976224472e-05	0	0.00311419626393175	0.00284920543606159	6.25462514148416e-06	0.00257713251054659	2.2369688335713e-06	1.19135716980651e-06	1.21459926607975e-06	8.9351787735488e-07	0.000515362588714074	0.000515362588714074	7.02418273583391e-07	5.95678584903253e-07	5.95678584903253e-07	0	1.00025768129436	0.000257681294357037	2.97839292451627e-07	4.05441303816221e-07
"Ornidia_obesa"	0.000279968934904529	0.100495704799244	0.000117327904528212	8.51426738014064e-05	3.19566976224472e-05	0	0.00311419626393175	0.00284920543606159	6.25462514148416e-06	0.00257713251054659	2.2369688335713e-06	1.19135716980651e-06	1.21459926607975e-06	8.9351787735488e-07	0.000515362588714074	0.000515362588714074	7.02418273583391e-07	5.95678584903253e-07	5.95678584903253e-07	0	0.000257681294357037	1.00025768129436	2.97839292451627e-07	4.05441303816221e-07
"Phelsuma_sp1_M_PL_115"	0.10066095645966	0.000116157324056134	0.00013208329420577	9.19148310512718e-05	8.9891011282308e-06	0	0.0033368564737529	0.00311549909986813	0.00224880860175835	3.06828393579857e-06	6.29237078976155e-07	0.00042834449557302	1.34860894205735e-06	0.000321258371679765	5.95678584903253e-07	5.95678584903253e-07	0.000107541583528447	0.00021417224778651	0.00021417224778651	0	2.97839292451627e-07	2.97839292451627e-07	1.00010708612389	4.37689671672723e-07
"Unidentified_sp3_M_PL_115"	0.000411428291372359	0.000158122108488326	0.000220533900494577	0.100203234840585	1.67818691611671e-05	0	0.00623475455708354	0.00288694657722692	9.19148310512718e-06	4.22223172977388e-06	1.1747308412817e-06	1.75075868669089e-06	0.000478679184597328	1.31306901501817e-06	8.10882607632442e-07	8.10882607632442e-07	1.19815139751609e-06	8.75379343345445e-07	8.75379343345445e-07	0	4.05441303816221e-07	4.05441303816221e-07	4.37689671672723e-07	1.00047715826115
