"Nephrosperma_vanhoutteanum"	"Canthium_bibracteatum"	"Erythroxylum_sechellarum"	"Paragenipa_wrightii"	"Premna_serratifolia"	"Ochna_kirkii"	"Lasioglossum_mahense"	"Apis_mellifera"	"Rhiparida_seychellensis"	"Megachile_seychellensis"	"Rhynchium_brunneum"	"Neophyllomyza_approximatonervis"	"Unidentified_sp1_M_PL_115"	"Unidentified_sp2_M_PL_115"	"Ceratina_tabescens"	"Hemipyrellia_sp1_M_PL_115"	"Lygistorrhina_sp1_M_PL_115"	"Tricimba_seychellensis"	"Unidentified_sp4_M_PL_115"	"Xylocopa_caffra"	"Hemipyrellia_germana"	"Ornidia_obesa"	"Phelsuma_sp1_M_PL_115"	"Unidentified_sp3_M_PL_115"
"Nephrosperma_vanhoutteanum"	1.0066095645966	0.00116157324056134	0.0013208329420577	0.000919148310512718	8.9891011282308e-05	0	0.033368564737529	0.0311549909986813	0.0224880860175835	3.06828393579857e-05	6.29237078976155e-06	0.0042834449557302	1.34860894205735e-05	0.00321258371679765	5.95678584903253e-06	5.95678584903253e-06	0.00107541583528447	0.0021417224778651	0.0021417224778651	0	2.97839292451627e-06	2.97839292451627e-06	0.00107086123893255	4.37689671672723e-06
"Canthium_bibracteatum"	0.00279968934904529	1.00495704799244	0.00117327904528212	0.000851426738014064	0.000319566976224472	0	0.0311419626393174	0.0284920543606159	6.25462514148416e-05	0.0257713251054659	2.2369688335713e-05	1.19135716980651e-05	1.21459926607975e-05	8.93517877354879e-06	0.00515362588714074	0.00515362588714074	7.02418273583392e-06	5.95678584903253e-06	5.95678584903253e-06	0	0.00257681294357037	0.00257681294357037	2.97839292451627e-06	4.05441303816221e-06
"Erythroxylum_sechellarum"	0.00428132057080773	0.00157785802641388	1.00248587822121	0.00159696962427108	0.000158983658309958	0	0.0590581952130696	0.0313338453890976	9.56465233903854e-05	4.20477346962761e-05	1.11288560816971e-05	1.82183854076925e-05	0.00692130032912883	1.36637890557693e-05	8.0915796226353e-06	8.0915796226353e-06	0.00346140245228712	9.10919270384623e-06	9.10919270384623e-06	0	4.04578981131765e-06	4.04578981131765e-06	4.55459635192312e-06	7.6046172584337e-06
"Paragenipa_wrightii"	0.00411428291372359	0.00158122108488326	0.00220533900494577	1.00203234840585	0.000167818691611671	0	0.0623475455708354	0.0288694657722692	9.19148310512717e-05	4.22223172977388e-05	1.1747308412817e-05	1.75075868669089e-05	0.00478679184597327	1.31306901501817e-05	8.10882607632442e-06	8.10882607632442e-06	1.19815139751609e-05	8.75379343345445e-06	8.75379343345445e-06	0	4.05441303816221e-06	4.05441303816221e-06	4.37689671672723e-06	0.00477158261145641
"Premna_serratifolia"	0.000844975506053695	0.00124631120727544	0.000461052609098878	0.000352419252384509	1.0071962515262	0	0.0202589829329906	8.55984114011577e-05	1.88771123692847e-05	0.0101039192128844	0.0705037376068338	3.59564045129232e-06	4.85786008231587e-06	2.69673033846924e-06	6.39133952448944e-06	6.39133952448944e-06	2.48874669592266e-06	1.79782022564616e-06	1.79782022564616e-06	0	3.19566976224472e-06	3.19566976224472e-06	8.98910112823079e-07	1.67818691611671e-06
"Ochna_kirkii"	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0
"Lasioglossum_mahense"	0.0418219344710364	0.0161938205724451	0.0228358354823869	0.0174573127598339	0.00270119772439875	0	1.00435087258059	0.0029544786623513	0.000934319812650812	0.00044223814576822	0.000189083840707912	0.000177965678600155	0.0002406185813293	0.000133474258950116	8.30452337048465e-05	8.30452337048465e-05	0.000123235679934132	8.89828393000774e-05	8.89828393000773e-05	0	4.15226168524232e-05	4.15226168524232e-05	4.44914196500387e-05	8.31300607611139e-05
"Apis_mellifera"	0.0532467118886552	0.0202034567284367	0.0165214821142515	0.0110228869312301	1.55633475274832e-05	0	0.00402883453956995	1.00304023407284	0.00118955420176783	0.000518192985486472	1.08943432692382e-06	0.000226581752717682	0.000166431193728117	0.000169936314538261	0.00010360747040224	0.00010360747040224	0.000113616066159598	0.000113290876358841	0.000113290876358841	0	5.18037352011198e-05	5.18037352011198e-05	5.66454381794205e-05	5.24899377677622e-05
"Rhiparida_seychellensis"	0.10066095645966	0.000116157324056134	0.00013208329420577	9.19148310512718e-05	8.98910112823079e-06	0	0.0033368564737529	0.00311549909986813	1.00224880860176	3.06828393579857e-06	6.29237078976155e-07	0.00042834449557302	1.34860894205735e-06	0.000321258371679765	5.95678584903253e-07	5.95678584903253e-07	0.000107541583528447	0.00021417224778651	0.00021417224778651	0	2.97839292451627e-07	2.97839292451627e-07	0.000107086123893255	4.37689671672723e-07
"Megachile_seychellensis"	0.000262198809059151	0.0913710617375611	0.000110853118744728	8.0606242113865e-05	0.00918538110262221	0	0.00301526008478332	0.00259096492743236	5.85763296834273e-06	1.00243470154789	0.000642976677183554	1.11573961301766e-06	1.14834351536628e-06	8.36804709763247e-07	0.000468569547372108	0.000468569547372108	6.61187036856926e-07	5.57869806508832e-07	5.57869806508832e-07	0	0.000234284773686054	0.000234284773686054	2.78934903254416e-07	3.83839248161262e-07
"Rhynchium_brunneum"	8.44975506053694e-05	0.000124631120727544	4.61052609098878e-05	3.52419252384509e-05	0.10071962515262	0	0.00202589829329906	8.55984114011577e-06	1.88771123692847e-06	0.00101039192128844	1.00705037376068	3.59564045129232e-07	4.85786008231587e-07	2.69673033846924e-07	6.39133952448944e-07	6.39133952448943e-07	2.48874669592266e-07	1.79782022564616e-07	1.79782022564616e-07	0	3.19566976224472e-07	3.19566976224472e-07	8.98910112823079e-08	1.67818691611671e-07
"Neophyllomyza_approximatonervis"	0.10066095645966	0.000116157324056134	0.00013208329420577	9.19148310512718e-05	8.9891011282308e-06	0	0.0033368564737529	0.00311549909986813	0.00224880860175835	3.06828393579857e-06	6.29237078976155e-07	1.00042834449557	1.34860894205735e-06	0.000321258371679765	5.95678584903253e-07	5.95678584903253e-07	0.000107541583528447	0.00021417224778651	0.00021417224778651	0	2.97839292451627e-07	2.97839292451627e-07	0.000107086123893255	4.37689671672723e-07
"Unidentified_sp1_M_PL_115"	0.000422564135177968	0.000157897904590368	0.0669059031815787	0.0335075429218129	1.61928669410529e-05	0	0.00601546453323249	0.00305123855168215	9.44026259440142e-06	4.21059288967636e-06	1.1335006858737e-06	1.79814525607646e-06	1.00062097975014	1.34860894205735e-06	8.09732844053167e-07	8.09732844053167e-07	0.00023115954728498	8.9907262803823e-07	8.9907262803823e-07	0	4.04866422026584e-07	4.04866422026584e-07	4.49536314019115e-07	0.000159559728199109
"Unidentified_sp2_M_PL_115"	0.10066095645966	0.000116157324056134	0.00013208329420577	9.19148310512718e-05	8.9891011282308e-06	0	0.0033368564737529	0.00311549909986813	0.00224880860175835	3.06828393579857e-06	6.29237078976155e-07	0.00042834449557302	1.34860894205735e-06	1.00032125837168	5.95678584903253e-07	5.95678584903253e-07	0.000107541583528447	0.00021417224778651	0.00021417224778651	0	2.97839292451627e-07	2.97839292451627e-07	0.000107086123893255	4.37689671672723e-07
