"Dillenia_ferruginea"	"Erythroxylum_sechellarum"	"Nephrosperma_vanhoutteanum"	"Excoecaria_benthiamiana"	"Psychotria_pervillei"	"Roscheria_melanochaetes"	"Memecylon_eleagni"	"Aphloia_theiformis"	"Soulamea_terminaloides"	"Syzygium_wrightii"	"Apis_mellifera"	"Lasioglossum_mahense"	"Lygistorrhina_sp1_M_PL_105"	"Unidentified_sp2_M_PL_105"	"Unidentified_sp4_M_PL_105"	"Ornidia_obesa"	"Eristalinus_vicarians"	"Forcipomyia_sp1_M_PL_105"	"Cratopus_aurostriatus"	"Hemipyrellia_germana"	"Neophyllomyza_approximatonervis"	"Unidentified_sp3_M_PL_105"	"Nectarinia_dussumieri"	"Phelsuma_sp1_M_PL_105"	"Rhiparida_seychellensis"	"Simosyrphus_aegyptius"	"Unidentified_sp1_M_PL_105"	"Xylocopa_caffra"
"Dillenia_ferruginea"	1.00408732819845	0.00200406858183495	0.000917518133599084	0	0.00219478022849955	0	0.000493661761357881	0.00040365319726571	0	0	0.0646240845058201	0.0122012200156649	0	0	0	0.0080730639453142	1.64553920452627e-05	0	0.00803269862558762	1.67005715152912e-05	0	0	0	4.82904280841623e-06	0.00401634931279381	0	8.35028575764561e-06	0.00401634931279381
"Erythroxylum_sechellarum"	0.0020875714394114	1.00352198405058	0.00184930262493682	0	0.00200082856919385	0	0.000640484192187483	8.39224699260865e-07	0	0	0.0589132856484856	0.0294715222791842	0	0	0	1.67844939852173e-05	2.13494730729161e-05	0	1.67005715152912e-05	0.00836268320042151	0	0	0	9.7331717101938e-06	8.35028575764561e-06	0	0.00418134160021075	8.35028575764561e-06
"Nephrosperma_vanhoutteanum"	0.00120726070210406	0.00233596121044651	1.00524683623057	0	0.000368944071818358	0	0.000941522555137928	4.85330935519219e-07	0	0	0.0108633532257628	0.0847663685718262	0	0	0	9.70661871038438e-06	3.13840851712643e-05	0	9.65808561683246e-06	1.94663434203876e-05	0	0	0	0.00529077282226614	4.82904280841623e-06	0	9.7331717101938e-06	4.82904280841623e-06
"Excoecaria_benthiamiana"	0	0	0	1.00877387610329	0	0.000377252758452987	0	0	0.000949881239268633	0	0	0	0.0617422805524612	2.51501838968658e-05	0.0280214965584247	0	0	0.00560849100900108	0	0	4.19169731614431e-06	4.1916973161443e-06	0	0	0	0.00560429931168494	0	0
"Psychotria_pervillei"	0.00304830587291604	0.0026677714255918	0.000389440964697156	0	1.00342054303519	0	0.000573723353015517	1.22544959715218e-06	0	0	0.100715989369555	0.000166308810761347	0	0	0	2.45089919430435e-05	1.91241117671839e-05	0	2.43864469833283e-05	2.22314285465983e-05	0	0	0	2.04968928787977e-06	1.21932234916642e-05	0	1.11157142732992e-05	1.21932234916642e-05
"Roscheria_melanochaetes"	0	0	0	0.000377252758452987	0	1.00972340211397	0	0	3.55228586113924e-07	0	0	0	2.30898580974051e-05	0.0673148934742647	1.04792432903608e-05	0	0	0.0112212447610355	0	0	0.0112191489123775	0.0112191489123775	0	0	0	2.09584865807215e-06	0	0
"Memecylon_eleagni"	0.00137128267043856	0.00170795784583329	0.0019876587275134	0	0.00114744670603103	0	1.00388611288178	5.51269415251682e-07	0	0	0.0337859307886916	0.0336965230461881	0	0	0	1.10253883050336e-05	0.0334628704293926	0	1.09702613635085e-05	1.42329820486107e-05	0	0	0	1.04613617237548e-05	5.48513068175423e-06	0	7.11649102430537e-06	5.48513068175423e-06
"Aphloia_theiformis"	0.00504566496582137	1.00706963911304e-05	4.61064388743258e-06	0	1.10290463743696e-05	0	2.48071236863257e-06	1.00502715403617	0	0	0.000324744143245327	6.13126633953009e-05	0	0	0	0.100543080723343	8.26904122877523e-08	0	4.0365319726571e-05	8.39224699260866e-08	0	0	0	2.42665467759609e-08	2.01826598632855e-05	0	4.19612349630433e-08	2.01826598632855e-05
"Soulamea_terminaloides"	0	0	0	0.0085489311534177	0	3.19705727502532e-06	0	0	1.00154888189032	0	0	0	0.100677322870629	2.13137151668355e-07	0.000237470309817158	0	0	4.75295848220431e-05	0	0	3.55228586113924e-08	3.55228586113924e-08	0	0	0	4.74940619634317e-05	0	0
"Syzygium_wrightii"	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0
"Apis_mellifera"	0.0304830587291604	0.026677714255918	0.00389440964697156	0	0.0342054303519243	0	0.00573723353015517	1.22544959715218e-05	0	0	1.00715989369555	0.00166308810761347	0	0	0	0.000245089919430435	0.000191241117671839	0	0.000243864469833283	0.000222314285465983	0	0	0	2.04968928787977e-05	0.000121932234916642	0	0.000111157142732992	0.000121932234916642
