"Dillenia_ferruginea"	"Erythroxylum_sechellarum"	"Nephrosperma_vanhoutteanum"	"Excoecaria_benthiamiana"	"Psychotria_pervillei"	"Roscheria_melanochaetes"	"Memecylon_eleagni"	"Aphloia_theiformis"	"Soulamea_terminaloides"	"Syzygium_wrightii"	"Apis_mellifera"	"Lasioglossum_mahense"	"Lygistorrhina_sp1_M_PL_105"	"Unidentified_sp2_M_PL_105"	"Unidentified_sp4_M_PL_105"	"Ornidia_obesa"	"Eristalinus_vicarians"	"Forcipomyia_sp1_M_PL_105"	"Cratopus_aurostriatus"	"Hemipyrellia_germana"	"Neophyllomyza_approximatonervis"	"Unidentified_sp3_M_PL_105"	"Nectarinia_dussumieri"	"Phelsuma_sp1_M_PL_105"	"Rhiparida_seychellensis"	"Simosyrphus_aegyptius"	"Unidentified_sp1_M_PL_105"	"Xylocopa_caffra"
"Lasioglossum_mahense"	0.0105182931169525	0.0243902253344973	0.0555365863056792	0	0.000103226158403595	0	0.0104575416350239	4.22845954450351e-06	0	0	0.00303943688632806	1.00586295097341	0	0	0	8.45691908900702e-05	0.000348584721167463	0	8.41463449356198e-05	0.000203251877787478	0	0	0	0.00029229782266147	4.20731724678099e-05	0	0.000101625938893739	4.20731724678099e-05
"Lygistorrhina_sp1_M_PL_105"	0	0	0	0.085489311534177	0	3.19705727502532e-05	0	0	0.0154888189031738	0	0	0	1.00677322870629	2.13137151668355e-06	0.00237470309817158	0	0	0.000475295848220431	0	0	3.55228586113924e-07	3.55228586113924e-07	0	0	0	0.000474940619634317	0	0
"Unidentified_sp2_M_PL_105"	0	0	0	3.77252758452987e-05	0	0.100972340211397	0	0	3.55228586113924e-08	0	0	0	2.30898580974051e-06	1.00673148934743	1.04792432903608e-06	0	0	0.00112212447610355	0	0	0.00112191489123775	0.00112191489123775	0	0	0	2.09584865807215e-07	0	0
"Unidentified_sp4_M_PL_105"	0	0	0	0.100877387610329	0	3.77252758452987e-05	0	0	9.49881239268633e-05	0	0	0	0.00617422805524612	2.51501838968658e-06	1.00280214965584	0	0	0.000560849100900108	0	0	4.19169731614431e-07	4.1916973161443e-07	0	0	0	0.000560429931168494	0	0
"Ornidia_obesa"	0.0504566496582137	0.000100706963911304	4.61064388743258e-05	0	0.000110290463743696	0	2.48071236863257e-05	0.0502715403616716	0	0	0.00324744143245327	0.000613126633953009	0	0	0	1.00543080723343	8.26904122877523e-07	0	0.00040365319726571	8.39224699260865e-07	0	0	0	2.42665467759609e-07	0.000201826598632855	0	4.19612349630433e-07	0.000201826598632855
"Eristalinus_vicarians"	0.000137128267043856	0.000170795784583329	0.00019876587275134	0	0.000114744670603103	0	0.100388611288178	5.51269415251681e-08	0	0	0.00337859307886916	0.00336965230461881	0	0	0	1.10253883050336e-06	1.00334628704294	0	1.09702613635085e-06	1.42329820486107e-06	0	0	0	1.04613617237548e-06	5.48513068175423e-07	0	7.11649102430537e-07	5.48513068175423e-07
"Forcipomyia_sp1_M_PL_105"	0	0	0	0.0336509460540065	0	0.0673274685662131	0	0	3.1686389881362e-05	0	0	0	0.00205961534228853	0.00448849790441421	0.00093474850150018	0	0	1.00093503268437	0	0	0.000748082984069035	0.000748082984069035	0	0	0	0.000186949700300036	0	0
"Cratopus_aurostriatus"	0.100408732819845	0.000200406858183495	9.17518133599084e-05	0	0.000219478022849955	0	4.93661761357881e-05	4.0365319726571e-05	0	0	0.00646240845058201	0.00122012200156649	0	0	0	0.000807306394531419	1.64553920452627e-06	0	1.00080326986256	1.67005715152912e-06	0	0	0	4.82904280841623e-07	0.000401634931279381	0	8.35028575764561e-07	0.000401634931279381
"Hemipyrellia_germana"	0.00020875714394114	0.100352198405058	0.000184930262493682	0	0.000200082856919385	0	6.40484192187483e-05	8.39224699260865e-08	0	0	0.00589132856484856	0.00294715222791843	0	0	0	1.67844939852173e-06	2.13494730729161e-06	0	1.67005715152912e-06	1.00083626832004	0	0	0	9.73317171019381e-07	8.35028575764561e-07	0	0.000418134160021076	8.35028575764561e-07
"Neophyllomyza_approximatonervis"	0	0	0	3.77252758452987e-05	0	0.100972340211397	0	0	3.55228586113924e-08	0	0	0	2.30898580974051e-06	0.00673148934742647	1.04792432903608e-06	0	0	0.00112212447610355	0	0	1.00112191489124	0.00112191489123775	0	0	0	2.09584865807215e-07	0	0
"Unidentified_sp3_M_PL_105"	0	0	0	3.77252758452987e-05	0	0.100972340211397	0	0	3.55228586113924e-08	0	0	0	2.30898580974051e-06	0.00673148934742647	1.04792432903608e-06	0	0	0.00112212447610355	0	0	0.00112191489123775	1.00112191489124	0	0	0	2.09584865807215e-07	0	0
"Nectarinia_dussumieri"	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0
"Phelsuma_sp1_M_PL_105"	0.000120726070210406	0.000233596121044651	0.100524683623057	0	3.68944071818358e-05	0	9.41522555137928e-05	4.85330935519219e-08	0	0	0.00108633532257628	0.00847663685718262	0	0	0	9.70661871038438e-07	3.13840851712643e-06	0	9.65808561683246e-07	1.94663434203876e-06	0	0	0	1.00052907728223	4.82904280841623e-07	0	9.73317171019381e-07	4.82904280841623e-07
"Rhiparida_seychellensis"	0.100408732819845	0.000200406858183495	9.17518133599084e-05	0	0.000219478022849955	0	4.93661761357881e-05	4.0365319726571e-05	0	0	0.00646240845058201	0.00122012200156649	0	0	0	0.000807306394531419	1.64553920452627e-06	0	0.000803269862558762	1.67005715152912e-06	0	0	0	4.82904280841623e-07	1.00040163493128	0	8.35028575764561e-07	0.000401634931279381
"Simosyrphus_aegyptius"	0	0	0	0.100877387610329	0	3.77252758452987e-05	0	0	9.49881239268634e-05	0	0	0	0.00617422805524612	2.51501838968658e-06	0.00280214965584247	0	0	0.000560849100900108	0	0	4.1916973161443e-07	4.1916973161443e-07	0	0	0	1.00056042993117	0	0
"Unidentified_sp1_M_PL_105"	0.00020875714394114	0.100352198405058	0.000184930262493682	0	0.000200082856919385	0	6.40484192187483e-05	8.39224699260865e-08	0	0	0.00589132856484856	0.00294715222791842	0	0	0	1.67844939852173e-06	2.13494730729161e-06	0	1.67005715152912e-06	0.000836268320042151	0	0	0	9.7331717101938e-07	8.35028575764561e-07	0	1.00041813416002	8.35028575764561e-07
"Xylocopa_caffra"	0.100408732819845	0.000200406858183495	9.17518133599084e-05	0	0.000219478022849955	0	4.93661761357881e-05	4.0365319726571e-05	0	0	0.00646240845058201	0.00122012200156649	0	0	0	0.000807306394531419	1.64553920452627e-06	0	0.000803269862558762	1.67005715152912e-06	0	0	0	4.82904280841623e-07	0.000401634931279381	0	8.35028575764561e-07	1.00040163493128
