"Spermophilus_xanthoprymnus"	"Meriones_vinogradovi"	"Cricetulus_migratorius"	"Meriones_persicus"	"Microtus_arvalis"	"Mesocricetus_brandti"	"Meriones_tristrami"	"Arvicola_terrestris"	"Microtus_socialis"	"Apodemus_flavicollis"	"Crocidura_suaveolens"	"Dryomys_nitedula"	"Chionomys_nivalis"	"Allactaga_elater"	"Sciurus_anomalus"	"Neomys_schelkovnikovi"	"Neopsylla_setosa"	"Xenopsylla_cheopis"	"Citellophilus_transcaucasicus"	"Amphipsylla_schelkovnikovi"	"Nosopsyllus_iranus"	"Oropsylla_ilovaiskii"	"Nosopsyllus_consimilis"	"Ctenophthalmus_teres"	"Megabothris_walkeri"	"Ctenophthalmus_acuminatus"	"Wagnerina_schelkovnikovi"	"Amphipsylla_rossica"	"Ctenophthalmus_secundus"	"Neopsylla_pleskei"	"Nosopsyllus_mokrzeckyi"	"Stenoponia_ivanovi"	"Leptopsylla_segnis"	"Nosopsyllus_fasciatus"	"Callopsylla_saxatilis"	"Ctenophthalmus_bogatschevi"	"Frontopsylla_elata"	"Callopsylla_caspia"	"Stenoponia_tripectinata"	"Ceratophyllus_sciurorum"	"Xenopsylla_conformis"	"Ctenophthalmus_proximus"	"Mesopsylla_tuschkan"	"Rhadinopsylla_cedestis"	"Megabothris_turbidus"	"Ctenophthalmus_golovi"	"Myoxopsylla_jordani"	"Rhadinopsylla_integella"	"Ophthalmopsylla_volgensis"	"Hystrichopsylla_talpae"	"Paradoxopsyllus_hesperius"	"Mesopsylla_apscheronica"	"Rhadinopsylla_ucrainica"
"Spermophilus_xanthoprymnus"	1.00987214508648	1.60010286444548e-05	5.39292155453468e-05	6.40419021452221e-06	4.70260888087752e-05	4.90519851409829e-05	4.6092209178222e-06	1.49196416901157e-05	1.47066677454465e-05	1.75709867140827e-05	4.42388743706251e-06	5.23218456265407e-09	6.64630496912608e-09	3.16926261221009e-09	1.1061700978127e-11	2.07042857695634e-07	0.0517888090579573	1.92775028100133e-06	0.0369581489949191	4.60132355888702e-06	0.000140033471830684	0.00990098227776184	0.00145106015330586	0.00068531185897255	1.2002480548261e-06	2.38332652067534e-06	3.31161195066035e-07	1.32021101201653e-06	9.65052890933984e-07	7.01269101540229e-05	2.21524531448116e-07	6.42655877430116e-07	1.98975430644133e-07	1.74591113181403e-07	1.63668952256379e-07	3.80414032532233e-07	3.30011619831904e-07	2.34009197525762e-07	1.35792389743243e-08	2.62715398230516e-10	1.51878028802898e-08	1.03836664773013e-07	5.36919761612283e-08	1.29016246278707e-08	9.98934095591899e-08	7.14062086033463e-08	1.08567122316927e-08	8.13016328303585e-08	5.52842421029907e-09	3.06026608300056e-08	1.10771749485435e-10	2.71005442767861e-08	2.71005442767861e-08
"Meriones_vinogradovi"	3.3781502104683e-05	1.00826571488587	6.40309422947184e-05	0.00104939452257752	4.81963222529584e-06	2.659611730619e-05	0.000601914401488615	4.99736014702594e-07	5.83918382095564e-06	2.78344501294341e-05	1.26124358223287e-07	3.09276591339853e-09	4.80710523716249e-10	2.04548006118953e-05	6.53861715306243e-12	2.22189700526822e-10	1.81052596784437e-06	0.0811856331202908	1.24331398187435e-06	5.38675402047877e-06	0.0180010854134013	3.33486333832002e-07	0.000622497222748703	7.35447908743781e-07	4.99795691672682e-08	1.51150448175795e-06	3.93192505344219e-07	4.99509247323644e-07	1.69042665474339e-06	0.000473039126716929	2.04434552326518e-06	6.58648221678173e-08	2.66101833236787e-07	1.0825642069706e-07	1.18377637079147e-08	2.76722052528789e-07	4.88836296227586e-08	1.01461861339512e-07	0.000617029157932032	1.55292157385233e-10	2.48868266223918e-06	1.55219760612155e-07	8.71584228900908e-07	6.03527970204836e-05	8.76516457209965e-08	7.31831357420193e-09	1.70565738499538e-08	4.40819623859502e-08	3.01822745667689e-05	3.1364201032294e-09	8.01184206193748e-12	1.46939874619834e-08	1.46939874619834e-08
"Cricetulus_migratorius"	0.00013962680154761	7.85242009219413e-05	1.00921747550361	5.43375074342801e-05	0.000174555849915189	0.000150869540425841	2.95226789588511e-05	1.77270739913441e-05	0.000127144432517647	0.000105448104885912	3.8016711052492e-06	1.90647424842359e-06	1.73377320060855e-08	4.61137169754723e-08	4.03060094804142e-09	2.77939885692197e-09	0.000151720266652643	0.000119128632884991	4.13115178038941e-05	0.0811779912008074	0.000401210448771026	3.73995411551714e-05	0.00556070275741887	9.19981021641173e-06	1.78150200082106e-06	0.000152069048127941	0.00619726546899753	0.000582416990255942	0.000512414280470387	0.00129857051459761	0.00216252248631784	2.3854704001425e-06	0.00151394176492007	0.0010452854889543	4.26951282723191e-07	1.76613848061847e-06	9.79786357850392e-07	9.22043800615564e-07	8.02219751975884e-08	9.57267725159837e-08	1.2886365399434e-07	3.66158091228344e-05	3.23261729151226e-07	8.65052794097733e-08	4.01276217920916e-07	2.650522666825e-07	1.16292377160168e-07	2.50060011755537e-07	4.52405542694945e-08	1.13593828578214e-07	2.88962200101425e-10	8.33533372518458e-08	8.33533372518458e-08
"Meriones_persicus"	9.17849554065515e-05	0.00712385412065965	0.000300789245698455	1.00157201716416	1.74498992432952e-05	6.217925933426e-05	0.00077713113976388	6.30936942775985e-06	8.96268545704001e-05	4.40112534663211e-05	2.67040898387363e-06	8.92933795102321e-09	2.61680145765293e-09	1.31742334248574e-05	1.88780929197108e-11	6.31853993900256e-10	4.94843184540065e-06	0.0522730580522719	3.39187414860273e-06	0.000222271850287018	0.0389563700816615	9.10615958490034e-07	0.0023884954038902	2.09143671980985e-06	5.02929504761029e-07	3.30114898404019e-06	1.84704570725221e-06	2.02733825695179e-06	0.000600274756457567	0.000601222919799574	0.00178248868425244	2.38469338899696e-07	7.24023332830393e-07	4.16229590042475e-07	6.44401896732911e-08	4.84351353182243e-07	1.78752341817599e-07	2.02557170401427e-07	0.000598172596139645	4.48354706843132e-10	0.00237526960592291	2.54583430407527e-07	6.40881936383392e-07	0.00039788444292298	1.66391345368747e-07	2.64965932110773e-08	2.70796575610552e-08	1.0305954585789e-07	0.000791963925529489	1.13556828047474e-08	4.36133576275489e-11	3.43531819526298e-08	3.43531819526298e-08
"Microtus_arvalis"	0.000739768321130667	3.59120101819766e-05	0.00106058771282526	1.91532516640073e-05	1.0050283048525	0.00082796760989178	1.32857477091608e-05	0.000960316168487052	0.00034797079848161	0.000620445255432959	0.000297126695738371	5.98519510675811e-05	8.0134717755795e-05	9.66900780121372e-08	1.26536894434632e-07	9.96178117208315e-06	4.03176139092104e-05	7.6529730267671e-06	0.000900212103905914	0.00553574528131142	2.92798157561261e-06	7.29069522623739e-06	0.0079066903745975	0.0329734956795952	0.00312025217950545	0.000479876633351657	6.51271283848428e-06	0.0183277314939219	2.3048936743024e-05	0.00022628959416496	5.77954490693693e-06	0.0137346601313899	6.07963120689513e-06	0.00109229406672753	0.00197336194402409	0.00458424790537707	0.00458497453328591	0.00327381406260339	3.33106235273532e-08	3.00525124282252e-06	4.54227312189897e-08	3.79580452373823e-06	1.89532023766943e-06	3.6867711240687e-08	2.27856250423032e-06	0.00152607334793221	2.01064621590978e-06	1.37232200534549e-06	1.6186383774073e-08	0.00065403143482809	1.33557862926325e-06	4.57440668448497e-07	4.57440668448497e-07
"Mesocricetus_brandti"	0.000982665735476266	0.000252369234659565	0.0011673634882121	8.69135503401535e-05	0.00105440074077379	1.00499808148379	0.000129505431210406	0.000244827310480838	0.000230541617566372	0.000838422455063978	0.000106167975333015	4.67657271325017e-06	1.31553430932927e-07	1.369087783231e-07	9.88704590539148e-09	4.79615613284783e-06	0.00254928719409274	3.51499277359399e-05	3.7189010382672e-05	9.97457299576331e-05	0.000569266305448193	9.6759201590234e-06	0.0228176832550954	0.0158752767997263	2.06700888632165e-05	0.0438754059590642	7.16838700365874e-06	0.00141933354279287	1.67128387806327e-05	0.00777647336794442	4.61662396332108e-06	1.44093810561276e-05	7.04277220659771e-06	0.00139047112213833	3.23957632196273e-06	1.25616351239367e-05	0.000285134718438422	6.43702123799002e-06	2.05816641279771e-07	2.34817340253048e-07	2.06119091715779e-07	4.73278554800961e-06	2.56143174377971e-06	3.14246004657765e-07	0.00138965259668998	1.60104233956974e-06	6.38776096486854e-07	0.00166574267649247	7.60533576362514e-08	6.86161002672745e-07	2.19255718221545e-09	0.000555247558830825	0.000555247558830825
"Meriones_tristrami"	0.000114082150498453	0.00705657327342454	0.0002822287500469	0.00134207630280042	2.09035143137308e-05	0.000160003297263368	1.00095652836799	1.92507661012632e-06	0.000108397914190011	4.566231231683e-05	4.86453351503677e-07	1.03449972970806e-08	2.03772084282445e-09	1.21292134445713e-05	2.18710302263861e-11	1.07017391751534e-09	6.34164551234704e-06	0.0481234833984354	4.20537853148151e-06	2.3132955524864e-05	0.0432222661534504	1.12855930086363e-06	0.00240853343542614	3.54227566697579e-06	1.99631076928783e-07	7.58979956369405e-06	1.73307193888136e-06	2.43449653133855e-06	0.00103245405505657	0.00410520383762683	3.44767787265216e-06	2.85666247671376e-07	7.03036216222334e-07	5.35874943482769e-07	5.0180007821687e-08	5.13572931769659e-07	1.77329313894981e-07	2.10768883843308e-07	5.1097596759565e-06	5.19436967876669e-10	3.18278965091009e-06	2.61369608673669e-07	6.05722576226193e-07	0.00205068165914349	3.04527649461055e-07	3.17406941857085e-08	2.81250096538411e-08	2.65198835243151e-07	1.26636141998093e-06	1.36031546510179e-08	3.39620140470742e-11	8.83996117477171e-08	8.83996117477171e-08
"Arvicola_terrestris"	0.000397783976237938	6.31100445038018e-06	0.000182549758271158	1.17372828325238e-05	0.0016275946826196	0.000325836347036998	2.07370384840813e-06	1.00698079477069	4.95066473739603e-05	0.000170174563812902	0.000139053625945992	6.15688973910432e-06	0.000196231348998755	2.65108283844517e-08	1.30166802095229e-08	5.16597164249896e-06	2.12597464702201e-05	2.06273761938302e-06	0.00112661695040646	2.35365147600249e-05	9.62641035833732e-07	3.90646776311163e-06	0.00151021849655409	0.0170993661366716	0.0703459925220229	1.70290700325586e-05	1.12097673768794e-06	0.00188363711954577	3.50034393501892e-06	3.25754385217349e-06	0.000741616373920345	2.22426171377516e-05	0.000741738431635604	2.40433916933398e-06	0.00483230598651045	0.000379184207870829	1.04849523024329e-05	0.00185688232355907	1.08171193353066e-08	3.09146154976168e-07	2.7835453357764e-08	0.000371153929597251	5.19844536919036e-07	9.25318770061868e-09	7.61345136893865e-07	2.47140190419462e-06	2.71680152637541e-07	5.40060243707731e-07	9.46221092858161e-09	1.05917224465484e-06	3.27052248331258e-06	1.8002008123591e-07	1.8002008123591e-07
"Microtus_socialis"	0.000522807620048912	9.8321551102856e-05	0.00174574291902906	0.000222309747120698	0.000786345775000109	0.000409098360583464	0.000155689161067026	6.60088631652804e-05	1.00549754686865	0.000550096122501583	9.68441968869228e-06	3.71022796056502e-05	7.54067340703225e-08	9.14833501823031e-08	7.84403374326642e-08	1.10830245888338e-08	0.000520968184559869	2.96375633612736e-05	1.99505116495005e-05	0.00063761904418996	1.80389611120711e-05	5.18803196055398e-06	0.0237050656136339	3.668481138904e-05	7.03234267800115e-06	2.51546142510158e-05	1.07200207808996e-05	0.011358713788447	0.0606280928553134	6.76530263887586e-06	0.00394767994444997	1.07461570119321e-05	6.02046007120827e-06	3.22536795257435e-06	1.85693271911173e-06	8.63768727580953e-06	4.23085470300092e-06	4.35707095905973e-06	1.91913443113367e-07	1.86295801402577e-06	5.27216791590588e-07	3.10541385107344e-06	1.68064091509157e-06	4.12411549962146e-07	1.57132637905127e-06	1.19401744577023e-06	1.34730481782136e-06	6.78063581077565e-07	1.78601275540468e-07	5.11721762472956e-07	1.25677890117204e-09	2.26021193692522e-07	2.26021193692522e-07
"Apodemus_flavicollis"	0.000776980461283706	0.000582995952406135	0.00180097647430145	0.000135790818621698	0.00174405648021094	0.00185066419959244	8.15796189562878e-05	0.000282240739982373	0.000684265908477579	1.00187404828032	4.67610478834094e-05	8.46897245923653e-05	1.93699949802175e-07	0.000154267038090841	1.79048043535656e-07	1.32060829623404e-06	4.50391403824967e-05	0.00495464537742899	3.03238729007512e-05	0.000154682816505946	2.09749938972058e-05	7.68196320646263e-06	0.0355162377500878	0.00437121346053466	2.5173074688136e-05	0.0122997648758762	1.10591914880346e-05	0.00981990314423119	0.00248591665265532	0.000628646122986147	0.000618050363262404	2.38341774952905e-05	0.0061118961294732	6.31239853303422e-06	4.76996887496178e-06	0.00917153063971508	0.000620322238919305	0.00306068767869034	4.36925129949439e-07	4.25239103397183e-06	3.22033561948691e-07	0.00549825735194609	0.003060427397254	2.54673951885665e-07	0.00183525259580261	2.64824194392117e-06	0.000613208529688635	3.06739922584382e-06	1.24316746338243e-07	1.13496083310907e-06	3.22833249670292e-09	1.02246640861461e-06	1.02246640861461e-06
