"Sorex_araneus"	"Apodemus_uralensis"	"Clethrionomys_glareolus"	"Microtus_agrestis"	"Clethrionomys_rutilus"	"Microtus_arvalis"	"Sorex_caecutiens"	"Arvicola_terrestris"	"Sicista_betulina"	"Hystrichopsylla_talpae"	"Amalaraeus_penicilliger"	"Rhadinopsylla_integella"	"Megabothris_walkeri"	"Amphipsylla_sibirica"	"Corrodopsylla_birulai"	"Ctenophthalmus_assimilis"	"Ceratophyllus_sciurorum"
"Sorex_araneus"	1.00953007630331	0.000103289567321734	2.26343403234707e-05	0.000188966229645197	0.000143799977350879	3.880748651696e-05	1.13602740991619e-06	7.13960405042413e-05	9.04128629412428e-07	0.0802452340335888	0.000232036998727821	0.0187544174911337	1.24023358641963e-05	1.0486720350119e-05	0.00109580173728209	0.000659292723041848	4.28970112547671e-07
"Apodemus_uralensis"	0.000703280436322982	1.00487399180161	0.00260664938502792	0.000892829920781304	0.000180814817052133	9.8204521452222e-05	0.000406328474767145	1.02681677680694e-06	0.000337883927222215	6.54793567445164e-05	0.0874420742909373	0.00593334503302421	0.00448474147591116	5.23263970520353e-05	0.00297452472614175	3.15537026846675e-05	2.60560276053954e-05
"Clethrionomys_glareolus"	0.000243713943482952	0.00412214321353252	1.00271543781629	0.000870902212019018	0.000820258698563495	0.000248485413235216	0.000510298651511292	0.000245233223354612	0.000324536929023615	4.69527268190416e-05	0.0750432477085043	3.97570086871842e-05	0.00241753869610746	0.0117147964136875	3.9269444244738e-05	0.00935215302939168	0.00235638598265902
"Microtus_agrestis"	0.00213393571526162	0.00148079108812509	0.000913385246751653	1.00249929902944	0.00183857427824906	0.000760753159792494	0.00012836478993171	0.00017744084739361	0.000168465946067583	0.00754024882831274	0.0173311182830857	0.00983439975806136	0.0343257573565009	0.012311159520062	0.0171511267833601	0.00250074012721777	1.55503535004193e-05
"Clethrionomys_rutilus"	0.00201755725798355	0.000372588107865001	0.00106882194055243	0.00228428925479428	1.00283869034386	0.000727316778809441	0.000141987575891288	0.000574875339978731	7.48835012787533e-05	0.0123603123616644	0.000164183985064671	0.00310085771144617	0.0244309843997074	0.0365302822801642	0.0122039561575326	0.0122049965313939	1.45275831276569e-05
"Microtus_arvalis"	0.00149732218811271	0.000556492288229258	0.000890406064092857	0.00259923996262435	0.00200012114172596	1.00154185787696	0.000419794606093838	0.000303382473368562	0.000292393499798007	0.0085198313386665	0.000202062152499573	6.25049278687239e-05	0.0502237342642212	0.000130824512353907	0.00841805702988532	0.025085967545321	0.00836711923928476
"Sorex_caecutiens"	5.84422989767994e-05	0.00307003736490732	0.00243809355722062	0.000584772931911124	0.00052062111160139	0.000559726141458451	1.00197422409041	0.000129722876733466	0.000765369727793815	2.47634675030969e-05	0.0561740662803928	2.64273221326611e-05	9.25457107804525e-05	0.0111923245213033	3.00515058418315e-05	4.76908674744844e-05	0.0334222313346724
"Arvicola_terrestris"	0.00413204584418296	8.72794260285897e-06	0.00131812857553104	0.000909384342892252	0.00237136077741227	0.000455073710052842	0.000145938236325149	1.00075935111588	9.99556130835699e-07	0.0378960875328583	0.000123443408239215	9.28600685003144e-05	0.000114413947984307	0.0376427456332232	5.25500450139198e-05	0.0250762614109263	1.17389633553919e-05
"Sicista_betulina"	6.9768592569659e-05	0.0038293511751851	0.00232584799133591	0.00115118396479515	0.000411859257033143	0.000584786999596015	0.00114805459169072	1.33274150778093e-06	1.0005788247873	2.38840557855342e-05	0.0672940441162354	3.63006342761236e-05	0.0167771494291992	6.88664131164559e-05	4.08579604162932e-05	4.41339944136831e-05	0.0167248644066583
"Hystrichopsylla_talpae"	0.0980304574077878	1.17482750887259e-05	5.32709037788599e-06	0.000815699741321431	0.00107622772542197	0.000269757192780997	5.88050679493067e-07	0.0007999174149416	3.78111701090251e-07	1.00784288026761	3.65731131130795e-05	0.00183215655725344	6.75019117083195e-05	7.91484913408206e-05	0.000135118720703152	0.000105344770544783	2.28626873978374e-06
"Amalaraeus_penicilliger"	0.000994751207509086	0.0550561208498494	0.0298783301061638	0.00657940601487513	5.01673287697606e-05	2.24513502777303e-05	0.00468117219003273	9.14395616586775e-06	0.00373855800645752	0.00012834453583201	1.00762228026174	0.000406677903862731	0.000601689829126173	0.000481839291003553	0.000276130518194326	0.000296027804932891	0.00028801995631335
