"Leycesteria_formosa"	"Juniperus_brevifolia"	"Duchesnea_indica"	"Vaccinium_cylindraceum"	"Ilex_perado"	"Rubus_ulmifolius"	"Cerastium_sp1_M_SD_031"	"Pittosporum_undulatum"	"Morella_faya"	"Potentilla_erecta"	"Solanum_nigrum"	"Fragaria_vesca"	"Acacia_melanoxylon"	"Clethra_arborea"	"Hedera_azorica"	"Unidentified_sp1_M_SD_031"	"Hedychium_gardneranum"	"Juncus_effusus"	"Laurus_azorica"	"Bellis_perennis"	"Hypericum_humifusum"	"Myrsine_africana"	"Calluna_vulgaris"	"Carex_viridula"	"Holcus_lanatus"	"Lotus_pedunculatus"	"Aphanes_microcarpa"	"Carex_vulcani"	"Centaurium_erythraea"	"Conyza_bonariensis"	"Cryptomeria_japonica"	"Epilobium_parviflorum"	"Persicaria_capitata"	"Sonchus_tenerrimus"	"Unidentified_sp2_M_SD_031"	"Unidentified_sp3_M_SD_031"	"Unidentified_sp4_M_SD_031"	"Unidentified_sp5_M_SD_031"	"Unidentified_sp6_M_SD_031"	"Unidentified_sp7_M_SD_031"	"Viburnum_tinus"	"Turdus_merula"	"Sylvia_atricapilla"	"Fringilla_coelebs"	"Erithacus_rubecula"	"Pyrrhula_murina"	"Serinus_serinus"	"Carduelis_carduelis"	"Regulus_regulus"
"Solanum_nigrum"	0.00422576838827193	3.27675983724508e-05	0.000342115615419484	0.000340506394981844	3.57857554193906e-06	0.000199655452584966	0.000847364727345177	0.0003841632722226	0.000142522128851573	0.000299406953145902	1.00074508923797	0.000114111057225831	0.000206287171924171	0.000242351483423962	0.000113799876743923	8.55443953591348e-05	8.53888051181809e-05	0.000149952049550884	6.22360963815489e-07	0.000121209547287898	9.63916678726897e-07	5.69777334924386e-05	2.85666618666962e-05	0.00024179673361198	6.13712974861529e-07	0.00024179673361198	0.00012089836680599	0.00012089836680599	1.55590240953872e-07	3.06856487430764e-07	1.55590240953872e-07	0.00012089836680599	0.00012089836680599	2.43569330074334e-07	1.55590240953872e-07	0.00012089836680599	0.00012089836680599	0.00012089836680599	3.06856487430764e-07	3.21305559575633e-07	1.55590240953872e-07	0.000211602727697266	0.0252858537469107	0.0628671507391148	0.0125662891029096	4.49827783405886e-05	2.45485189944611e-05	4.87138660148668e-06	4.80200953212719e-06
"Fragaria_vesca"	0.00258484020358096	0.000956878883936802	0.00105978351152259	0.000898087382234887	0.000732942301147117	0.000611544382379382	3.33243085173224e-05	0.00038710329208795	0.000418607669372922	0.000225357254072936	0.000130412636829521	1.00035400636944	0.000225852296009783	6.41612761244667e-05	0.000290272256298079	0.000257538012938076	0.000225670956366462	6.51642499913783e-05	0.000127468226286455	6.39154527865484e-05	5.72415624661931e-07	0.000161069656434846	9.646835650323e-05	3.62679286641691e-07	1.25249628308498e-07	3.62679286641691e-07	1.81339643320846e-07	1.81339643320846e-07	3.18670565716138e-05	6.26248141542488e-08	3.18670565716138e-05	1.81339643320846e-07	1.81339643320846e-07	6.4483694597454e-08	3.18670565716138e-05	1.81339643320846e-07	1.81339643320846e-07	1.81339643320846e-07	6.26248141542488e-08	1.90805208220644e-07	3.18670565716138e-05	0.0433391969373948	0.0574951569391384	9.42966145268397e-05	4.55008124526881e-05	2.67127291508901e-05	5.0099851323399e-06	1.28967389194908e-06	2.93731841316018e-06
"Acacia_melanoxylon"	0.00315406124702928	0.000487119318208293	0.000835465624469555	0.000647198719472199	0.000344426911409614	0.000549594354447777	0.000287100169195526	0.000446666231166001	0.000384010205688546	0.000258431567295145	0.000330059475078674	0.000316193214413696	1.00025724161122	0.000107689505450496	0.000286243048204165	0.000233401140034081	0.000218426056929315	0.000107114999263815	5.99003324190634e-05	6.87657205006418e-05	7.23680546782839e-07	0.000150609065654465	8.27920743796156e-05	7.76311085822203e-05	2.77470701992622e-07	7.76311085822203e-05	3.88155542911102e-05	3.88155542911102e-05	1.49750831047658e-05	1.38735350996311e-07	1.49750831047658e-05	3.88155542911102e-05	3.88155542911102e-05	1.08230658744217e-07	1.49750831047658e-05	3.88155542911102e-05	3.88155542911102e-05	3.88155542911102e-05	1.38735350996311e-07	2.41226848927613e-07	1.49750831047658e-05	0.0203661130224815	0.0603571222346163	0.0201840882313773	5.21581610135006e-05	3.37717588498658e-05	1.10988280797049e-05	2.16461317488435e-06	3.58416050798782e-06
"Clethra_arborea"	0.00209294561413716	0.000831373988400766	0.000447472050223328	0.000476606079853613	0.000682756090290483	0.00014977386465396	0.000572323506602918	0.00021518634981038	9.00184476648663e-05	0.000244462483253267	0.00038776237347834	8.98257865742534e-05	0.000107689505450496	1.0012204747778	3.04556917663854e-05	5.99480780797066e-05	3.02630306757725e-05	7.79572744869205e-05	0.000118740189615736	0.000136796569582592	5.07207932375876e-07	3.00703695851597e-05	2.98777084945469e-05	0.000154852949549447	4.35423850612189e-07	0.000154852949549447	7.74264747747237e-05	7.74264747747237e-05	2.9685047403934e-05	2.17711925306094e-07	2.9685047403934e-05	7.74264747747237e-05	7.74264747747237e-05	0.00100625173344503	2.9685047403934e-05	7.74264747747237e-05	7.74264747747237e-05	7.74264747747237e-05	2.17711925306094e-07	1.69069310791959e-07	2.9685047403934e-05	0.0403716644693503	0.000171468370645423	0.0402617668828563	3.670161352432e-05	2.36697035108742e-05	1.74169540244875e-05	0.0201250346689005	2.37834728879223e-06
"Hedera_azorica"	0.00308060558071564	0.000510410234620711	0.00103852515843022	0.000782783160676754	0.000345054815892727	0.000707416432105372	1.66411356601981e-05	0.000482142594178765	0.000496724661046875	0.000226342870689577	0.000182079802790277	0.00040638115881731	0.000286243048204165	3.04556917663854e-05	1.00037637639222	0.000301035273288062	0.000286032889988378	9.10104602449964e-05	6.00095331987352e-05	3.02149248151547e-05	6.85199699467016e-07	0.000195689387758813	0.000105345885529248	4.20316431574164e-07	1.11763233336507e-07	4.20316431574164e-07	2.10158215787082e-07	2.10158215787082e-07	1.50023832996838e-05	5.58816166682533e-08	1.50023832996838e-05	2.10158215787082e-07	2.10158215787082e-07	3.06087354436034e-08	1.50023832996838e-05	2.10158215787082e-07	2.10158215787082e-07	2.10158215787082e-07	5.58816166682533e-08	2.28399899822339e-07	1.50023832996838e-05	0.02040324128757	0.0804057169843126	0.000109282272209283	5.13010878318875e-05	3.19759859751274e-05	4.47052933346026e-06	6.12174708872068e-07	3.50068815990414e-06
"Unidentified_sp1_M_SD_031"	0.00264681087572279	0.000901070302772291	0.00105712621738605	0.00088367435454012	0.000684456365490319	0.000623528388595131	3.12389119101819e-05	0.000398983204849302	0.000428372293332166	0.000225480456150016	0.000136871032574616	0.000360553218113307	0.000233401140034081	5.99480780797066e-05	0.000301035273288062	1.00026297517048	0.000233216198069202	6.83950262730806e-05	0.00011903588965049	5.97028867901242e-05	5.86513634012567e-07	0.000165397122850342	9.75780476314823e-05	3.6988392975825e-07	1.23563828936999e-07	3.6988392975825e-07	1.84941964879125e-07	1.84941964879125e-07	2.97589724126225e-05	6.17819144684993e-08	2.97589724126225e-05	1.84941964879125e-07	1.84941964879125e-07	6.02493247032227e-08	2.97589724126225e-05	1.84941964879125e-07	1.84941964879125e-07	1.84941964879125e-07	6.17819144684993e-08	1.95504544670856e-07	2.97589724126225e-05	0.0404722024811667	0.0603589769447852	9.61698217371451e-05	4.6225846875088e-05	2.73706362539198e-05	4.94255315747995e-06	1.20498649406445e-06	3.00773963150318e-06
"Hedychium_gardneranum"	0.00297215690446743	0.000608075251658606	0.00104317542316918	0.000808005959142596	0.000429905203292125	0.000686444421227811	2.02905797226941e-05	0.000461352746846399	0.000479636569118198	0.000226127267054687	0.000170777610236362	0.000394924173641309	0.000273032571161644	3.78287883447157e-05	0.000357541112485472	0.000291520247586502	1.00027282871701	8.53566017520174e-05	7.47661223116739e-05	3.75869153088971e-05	6.60528183103404e-07	0.000188116321531695	0.000103403926054807	4.07708306120186e-07	1.1471338223663e-07	4.07708306120186e-07	2.03854153060093e-07	2.03854153060093e-07	1.86915305779185e-05	5.73566911183148e-08	1.86915305779185e-05	2.03854153060093e-07	2.03854153060093e-07	3.80188827585082e-08	1.86915305779185e-05	2.03854153060093e-07	2.03854153060093e-07	2.03854153060093e-07	5.73566911183148e-08	2.20176061034468e-07	1.86915305779185e-05	0.0254204815859691	0.0753940319744307	0.000106004159591248	5.00322775926876e-05	3.08246485448255e-05	4.58853528946518e-06	7.60377655170164e-07	3.3774510278039e-06
"Juncus_effusus"	0.00436998876227544	3.22475440555599e-05	0.00025825046095682	0.000173444569463809	3.15516505466546e-06	0.000199531220326263	0.000340284414206238	0.00023938102460531	0.00014244391103914	0.000513044458946126	0.000299904099101767	0.000114037437484912	0.000133893749079769	9.74465931086505e-05	0.000113763075306245	8.54937828413507e-05	8.53566017520175e-05	1.00079443496871	5.48724357333123e-07	4.8811509506418e-05	0.0010762370217425	5.69501281977894e-05	2.85436546435613e-05	9.70742946555029e-05	2.5813454842931e-07	9.70742946555029e-05	4.85371473277515e-05	4.85371473277515e-05	1.37181089333281e-07	1.29067274214655e-07	1.37181089333281e-07	4.85371473277515e-05	4.85371473277515e-05	9.79362744810559e-08	1.37181089333281e-07	4.85371473277515e-05	4.85371473277515e-05	4.85371473277515e-05	1.29067274214655e-07	0.000358745673914167	1.37181089333281e-07	0.000186566281493262	0.025281761463263	0.0252393166104308	6.08123031830936e-05	0.0502243943479834	1.03253819371724e-05	1.95872548962112e-06	4.96589632076754e-06
"Laurus_azorica"	0.00134542676074426	0.00207305050722703	0.00111292939425352	0.00118634793613022	0.00170266101428309	0.000371864258064409	7.50322406601333e-05	0.000149505036860913	0.000223315190188042	0.000222893212531333	1.24472192763098e-06	0.000223069396001297	7.48754155238292e-05	0.00014842523701967	7.5011916498419e-05	0.000148794862063113	7.47661223116739e-05	5.48724357333123e-07	1.00029611495901	0.000148166772715033	2.9045543764922e-07	7.45203281249289e-05	7.42745339381838e-05	2.18586424310508e-07	1.58965615738475e-07	2.18586424310508e-07	1.09293212155254e-07	1.09293212155254e-07	7.40287397514388e-05	7.94828078692375e-08	7.40287397514388e-05	1.09293212155254e-07	1.09293212155254e-07	1.49171092482081e-07	7.40287397514388e-05	1.09293212155254e-07	1.09293212155254e-07	1.09293212155254e-07	7.94828078692375e-08	9.68184792164066e-08	7.40287397514388e-05	0.100679086061957	0.000218756826203099	5.68324703207321e-05	3.10001240046896e-05	1.35545870902969e-05	6.358624629539e-06	2.98342184964161e-06	1.52889404630029e-06
"Bellis_perennis"	0.00219084404625506	0.00138313219962037	0.000743495072726038	0.000792221877683684	0.00113594525748192	0.00024864086781882	0.00050146766946904	0.000228976747388744	0.000149378377448675	0.000277811731106548	0.000323225459434394	0.000149136056501946	0.000114609534167736	0.000227994282637653	5.03582080252578e-05	9.95048113168737e-05	5.01158870785294e-05	6.5082012675224e-05	0.000197555696953377	1.00016327149557	5.19066958933007e-07	4.9873566131801e-05	4.96312451850727e-05	0.000128987294178414	4.1547707083118e-07	0.000128987294178414	6.4493647089207e-05	6.4493647089207e-05	4.93889242383443e-05	2.0773853541559e-07	4.93889242383443e-05	6.4493647089207e-05	6.4493647089207e-05	2.29139982550405e-07	4.93889242383443e-05	6.4493647089207e-05	6.4493647089207e-05	6.4493647089207e-05	2.0773853541559e-07	1.73022319644336e-07	4.93889242383443e-05	0.0671689369641482	0.000215665642588261	0.0335366964863876	4.08873142353773e-05	2.4223124750207e-05	1.66190828332472e-05	4.5827996510081e-06	2.48959550710803e-06
"Hypericum_humifusum"	0.00504193807305829	2.97221267303321e-06	4.2256573409081e-06	3.95827512561833e-06	2.22682502197735e-06	2.31315918089878e-06	2.37788516394124e-06	2.15097323430231e-06	1.59693171251833e-06	0.000718661891149194	2.57044447660506e-06	1.33563645754451e-06	1.20613424463807e-06	8.45346553959793e-07	1.14199949911169e-06	9.77522723354278e-07	8.80704244137872e-07	0.00143498269565667	3.87273916865626e-07	5.19066958933007e-07	1.0021515939556	6.1940898916405e-07	3.58113734190228e-07	6.50860001000387e-07	2.03778748231899e-09	6.50860001000387e-07	3.25430000500194e-07	3.25430000500194e-07	9.68184792164065e-08	1.01889374115949e-09	9.68184792164065e-08	3.25430000500194e-07	3.25430000500194e-07	8.49594526592757e-10	9.68184792164065e-08	3.25430000500194e-07	3.25430000500194e-07	3.25430000500194e-07	1.01889374115949e-09	0.000717197985200597	9.68184792164065e-08	0.000131673131734313	0.000232552776926701	0.000169223600260101	6.31055946234673e-05	0.100407717928084	8.15114992927596e-08	1.69918905318551e-08	5.72947508302079e-06
"Myrsine_africana"	0.00279140911072041	0.000770850280055098	0.00105092586440077	0.000850043956585665	0.000571322515624455	0.000651491069765211	2.63729864935207e-05	0.000426703001292456	0.000451156415903736	0.000225767927663203	0.000151940622646503	0.000375829198347974	0.000251015109424109	5.01172826419328e-05	0.000326148979598022	0.000275661871417237	0.00025082176204226	7.59335042637192e-05	9.93604374999052e-05	4.9873566131801e-05	6.1940898916405e-07	1.00017549454449	0.000100167326930738	3.86694763696888e-07	1.19630297070168e-07	3.86694763696888e-07	1.93347381848444e-07	1.93347381848444e-07	2.48401093749763e-05	5.9815148535084e-08	2.48401093749763e-05	1.93347381848444e-07	1.93347381848444e-07	5.03691282833496e-08	2.48401093749763e-05	1.93347381848444e-07	1.93347381848444e-07	1.93347381848444e-07	5.9815148535084e-08	2.06469663054683e-07	2.48401093749763e-05	0.0337825487499678	0.0670412236246276	0.000100540638561191	4.79175938606878e-05	2.89057528276557e-05	4.78521188280672e-06	1.00738256566699e-06	3.17205580763683e-06
"Calluna_vulgaris"	0.00242991352322637	0.00109640033684808	0.00106642674686396	0.000934119951471804	0.000854157140289114	0.000581584366840011	3.85378000351738e-05	0.000357403510184571	0.000394196109474812	0.000225049248880236	0.000114266647466785	0.000337639247761305	0.000206980185949039	7.46942712363672e-05	0.000263364713823121	0.000243945119078706	0.000206807852109614	5.70873092871227e-05	0.000148549067876368	7.4446867777609e-05	5.37170601285342e-07	0.000150250990396107	1.00009369412868	3.44667678850293e-07	1.29464126737245e-07	3.44667678850293e-07	1.72333839425147e-07	1.72333839425147e-07	3.71372669690919e-05	6.47320633686223e-08	3.71372669690919e-05	1.72333839425147e-07	1.72333839425147e-07	7.50696193330323e-08	3.71372669690919e-05	1.72333839425147e-07	1.72333839425147e-07	1.72333839425147e-07	6.47320633686223e-08	1.79056867095114e-07	3.71372669690919e-05	0.050506683077965	0.0503356069250215	8.96135965010763e-05	4.36882263966883e-05	2.5067961393316e-05	5.17856506948979e-06	1.50139238666065e-06	2.76126536730269e-06
"Carex_viridula"	0.00388167861727668	3.29558440704216e-06	4.62642967107081e-06	3.969760790611e-06	2.51374387957085e-06	2.19408732764155e-06	0.00135433852708685	0.000387920168444407	1.50475196994096e-06	0.000387648768256977	0.000967186934447921	1.26937750324592e-06	0.000194077771455551	0.000387132373873618	1.05079107893541e-06	9.24709824395626e-07	8.15416612240372e-07	0.000194148589311006	4.37172848621017e-07	0.000193480941267621	9.76290001500581e-07	5.80042145545333e-07	3.44667678850293e-07	1.00038652470969	9.28499981016589e-07	0.000386524709686621	0.00019326235484331	0.00019326235484331	1.09293212155254e-07	4.64249990508295e-07	1.09293212155254e-07	0.00019326235484331	0.00019326235484331	3.89077762687054e-07	1.09293212155254e-07	0.00019326235484331	0.00019326235484331	0.00019326235484331	4.64249990508295e-07	3.25430000500194e-07	1.09293212155254e-07	0.000148638768531146	0.000209483275358585	0.100496424518521	6.06616946967527e-05	4.55602000700271e-05	3.71399992406636e-05	7.78155525374107e-06	4.41099842872351e-06
