"Leycesteria_formosa"	"Juniperus_brevifolia"	"Duchesnea_indica"	"Vaccinium_cylindraceum"	"Ilex_perado"	"Rubus_ulmifolius"	"Cerastium_sp1_M_SD_031"	"Pittosporum_undulatum"	"Morella_faya"	"Potentilla_erecta"	"Solanum_nigrum"	"Fragaria_vesca"	"Acacia_melanoxylon"	"Clethra_arborea"	"Hedera_azorica"	"Unidentified_sp1_M_SD_031"	"Hedychium_gardneranum"	"Juncus_effusus"	"Laurus_azorica"	"Bellis_perennis"	"Hypericum_humifusum"	"Myrsine_africana"	"Calluna_vulgaris"	"Carex_viridula"	"Holcus_lanatus"	"Lotus_pedunculatus"	"Aphanes_microcarpa"	"Carex_vulcani"	"Centaurium_erythraea"	"Conyza_bonariensis"	"Cryptomeria_japonica"	"Epilobium_parviflorum"	"Persicaria_capitata"	"Sonchus_tenerrimus"	"Unidentified_sp2_M_SD_031"	"Unidentified_sp3_M_SD_031"	"Unidentified_sp4_M_SD_031"	"Unidentified_sp5_M_SD_031"	"Unidentified_sp6_M_SD_031"	"Unidentified_sp7_M_SD_031"	"Viburnum_tinus"	"Turdus_merula"	"Sylvia_atricapilla"	"Fringilla_coelebs"	"Erithacus_rubecula"	"Pyrrhula_murina"	"Serinus_serinus"	"Carduelis_carduelis"	"Regulus_regulus"
"Leycesteria_formosa"	1.00383168220638	0.000468026699847132	0.000672643194813574	0.000651717463442149	0.000351645630649067	0.000355999270496371	0.00032448986613317	0.000318479683915731	0.000245548655804264	0.000271254274559789	0.000384160762570175	0.000205612288921213	0.000179208025399391	0.000118917364439611	0.000175034407995207	0.000150386981575159	0.000135098041112156	0.000198635852830702	6.11557618520116e-05	7.46878652132408e-05	0.000171884252490624	9.51616742291048e-05	5.52253073460539e-05	8.82199685744701e-05	2.87357106347617e-07	8.82199685744701e-05	4.41099842872351e-05	4.41099842872351e-05	1.52889404630029e-05	1.43678553173808e-07	1.52889404630029e-05	4.41099842872351e-05	4.41099842872351e-05	1.19514939135288e-07	1.52889404630029e-05	4.41099842872351e-05	4.41099842872351e-05	4.41099842872351e-05	1.43678553173808e-07	5.72947508302078e-05	1.52889404630029e-05	0.0207929590296839	0.0355433665259154	0.0229371918293622	0.0125607161051847	0.0080212651162291	1.14942842539047e-05	2.39029878270575e-06	0.00114071782068907
"Juniperus_brevifolia"	0.00142021895126026	1.00200569532306	0.00110972231512321	0.0011689529027055	0.00164414350573178	0.000386327713842037	7.25153826859981e-05	0.000163842862607372	0.000235100081173336	0.000223041904693327	9.03933748205539e-06	0.000230970765088194	8.39860893462575e-05	0.000143340342827718	8.80017645897778e-05	0.000155356948753843	8.38724485046353e-05	4.44793711111171e-06	0.000285938000996832	0.000143082641340038	3.07470276520676e-07	7.97431324194929e-05	7.56138163343504e-05	2.27281683244287e-07	1.56931030290114e-07	2.27281683244287e-07	1.13640841622143e-07	1.13640841622143e-07	7.1484500249208e-05	7.84655151450571e-08	7.1484500249208e-05	1.13640841622143e-07	1.13640841622143e-07	1.44060646058008e-07	7.1484500249208e-05	1.13640841622143e-07	1.13640841622143e-07	1.13640841622143e-07	7.84655151450571e-08	1.02490092173559e-07	7.1484500249208e-05	0.0972189203389228	0.00367509131577678	5.90932376435145e-05	3.18751655489654e-05	1.43486129042982e-05	6.27724121160457e-06	2.88121292116017e-06	1.61388517188666e-06
"Duchesnea_indica"	0.00227663850552287	0.00123776719763742	1.00106948131447	0.00097208861757716	0.000984514464147345	0.000488619833368783	0.000189355760598626	0.000282105082508506	0.000324554180005098	0.000207389034553554	0.000105266343205995	0.000285326330025313	0.000160666466244145	8.60523173506399e-05	0.000199716376621196	0.00020329350334347	0.000160488526641412	3.97308401472031e-05	0.000171219906808234	8.57878930068505e-05	4.87575847027858e-07	0.000121260676661627	8.20328266818429e-05	3.55879205466985e-07	9.68701377849555e-05	3.55879205466985e-07	1.77939602733493e-07	1.77939602733493e-07	4.28049767020585e-05	4.84350688924777e-05	4.28049767020585e-05	1.77939602733493e-07	1.77939602733493e-07	8.64847410559195e-08	4.28049767020585e-05	1.77939602733493e-07	1.77939602733493e-07	1.77939602733493e-07	4.84350688924777e-05	1.62525282342619e-07	4.28049767020585e-05	0.0582147683147996	0.0349127864820081	9.25285934214162e-05	0.00388814178491382	2.27535395279667e-05	0.00387480551139822	1.72969482111839e-06	2.58708921082144e-06
"Vaccinium_cylindraceum"	0.00238963069928788	0.00141248475743581	0.00105309600237526	1.00107307315098	0.00113691677212479	0.000446040977014367	5.0793872334869e-05	0.000241253967829525	0.000290354318435733	0.000205613564113511	0.000113502131660615	0.000261942153151842	0.000134833066556708	9.92929333028359e-05	0.00016307982514099	0.000184098823862525	0.000134667659857099	2.89074282439681e-05	0.000197724656021703	9.90277347104604e-05	4.94784390702291e-07	0.000106255494573208	7.7843329289317e-05	3.30813399217584e-07	1.36574288121092e-07	3.30813399217584e-07	1.65406699608792e-07	1.65406699608792e-07	4.94311640054258e-05	6.82871440605458e-08	4.94311640054258e-05	1.65406699608792e-07	1.65406699608792e-07	9.97918927666693e-08	4.94311640054258e-05	1.65406699608792e-07	1.65406699608792e-07	1.65406699608792e-07	6.82871440605458e-08	1.64928130234097e-07	4.94311640054258e-05	0.0672263830473791	0.0252868271026631	8.60114837965717e-05	0.00837761513921826	2.30899382327736e-05	5.46297152484366e-06	1.99583785533339e-06	2.71548943100895e-06
"Ilex_perado"	0.00134542676074426	0.00207305050722703	0.00111292939425352	0.00118634793613022	1.00170266101428	0.000371864258064409	7.50322406601333e-05	0.000149505036860913	0.000223315190188042	0.000222893212531333	1.24472192763098e-06	0.000223069396001297	7.48754155238292e-05	0.00014842523701967	7.5011916498419e-05	0.000148794862063113	7.47661223116739e-05	5.48724357333123e-07	0.000296114959005755	0.000148166772715033	2.9045543764922e-07	7.45203281249289e-05	7.42745339381838e-05	2.18586424310508e-07	1.58965615738475e-07	2.18586424310508e-07	1.09293212155254e-07	1.09293212155254e-07	7.40287397514388e-05	7.94828078692375e-08	7.40287397514388e-05	1.09293212155254e-07	1.09293212155254e-07	1.49171092482081e-07	7.40287397514388e-05	1.09293212155254e-07	1.09293212155254e-07	1.09293212155254e-07	7.94828078692375e-08	9.68184792164066e-08	7.40287397514388e-05	0.100679086061957	0.000218756826203099	5.68324703207321e-05	3.10001240046896e-05	1.35545870902969e-05	6.358624629539e-06	2.98342184964161e-06	1.52889404630029e-06
"Rubus_ulmifolius"	0.00261066131697339	0.000933625308451589	0.00105867630563236	0.000892081954028734	0.000712739827956785	1.0006165377183	3.24553932643472e-05	0.000392053255738513	0.000422676262689274	0.000225408588271719	0.000133103635056644	0.00035673422305464	0.000228997647686574	6.240577693915e-05	0.000294756846710571	0.000259803495247971	0.000228814807075937	6.65104067754209e-05	0.000123954752688136	6.2160216954705e-05	5.78289795224696e-07	0.000162872767441303	9.69307278066685e-05	3.65681221273591e-07	1.24547211903706e-07	3.65681221273591e-07	1.82840610636795e-07	1.82840610636795e-07	3.09886881720341e-05	6.22736059518532e-08	3.09886881720341e-05	1.82840610636795e-07	1.82840610636795e-07	6.2719373808191e-08	3.09886881720341e-05	1.82840610636795e-07	1.82840610636795e-07	1.82840610636795e-07	6.22736059518532e-08	1.92763265074899e-07	3.09886881720341e-05	0.0421446159139664	0.0586884152748246	9.50771175311336e-05	4.58029101286881e-05	2.69868571104858e-05	4.98188847614825e-06	1.25438747616382e-06	2.96666058746976e-06
"Cerastium_sp1_M_SD_031"	0.00259591892906536	0.000191176917990359	0.000447568161414934	0.000110822994185169	0.000156885594107551	3.54058835611061e-05	1.00189855584815	0.000260814393867731	2.13921380937702e-05	0.000267294398194407	0.000616265256251038	2.1206378147387e-05	0.000130500076907057	0.000260147048455872	7.56415257281733e-06	1.41995054137191e-05	7.37839262643421e-06	0.000123739786984086	2.72844511491394e-05	0.000136763909855193	6.48514135620338e-07	7.19263268005109e-06	7.00687273366797e-06	0.000246243368561246	0.000686588630266115	0.000246243368561246	0.000123121684280623	0.000123121684280623	6.82111278728484e-06	0.000343294315133057	6.82111278728484e-06	0.000123121684280623	0.000123121684280623	2.61454320056153e-07	6.82111278728484e-06	0.000123121684280623	0.000123121684280623	0.000123121684280623	0.000343294315133057	2.16171378540113e-07	6.82111278728484e-06	0.00927671339070739	0.000165326352280979	0.064023275825924	4.27972432734401e-05	3.02639929956158e-05	0.0274635452106446	5.22908640112305e-06	2.94990787393791e-06
"Pittosporum_undulatum"	0.00311402357606492	0.000527938112845978	0.000814970238357906	0.000643343914212067	0.000382068427533445	0.000522737674318018	0.000318773148060561	1.00043348448091	0.000363891669791542	0.000261901154191368	0.000341478464197866	0.000301080338290628	0.000248147906203334	0.000119547972116878	0.000267856996765981	0.00022165733602739	0.000205045665265066	0.000106391566491249	6.64466830492948e-05	7.63255824629148e-05	7.1699107810077e-07	0.000142234333764152	7.94230022632379e-05	8.62044818765348e-05	2.97193820243356e-07	8.62044818765348e-05	4.31022409382674e-05	4.31022409382674e-05	1.66116707623237e-05	1.48596910121678e-07	1.66116707623237e-05	4.31022409382674e-05	4.31022409382674e-05	1.20148715695354e-07	1.66116707623237e-05	4.31022409382674e-05	4.31022409382674e-05	4.31022409382674e-05	1.48596910121678e-07	2.3899702603359e-07	1.66116707623237e-05	0.0225918722367602	0.0559020850358137	0.022413165287899	5.16894757051466e-05	3.34595836447026e-05	1.18877528097342e-05	2.40297431390709e-06	3.53866315461923e-06
"Morella_faya"	0.0027010352138469	0.000852237794253343	0.00105480108501657	0.0008710629553072	0.00064203117179062	0.000634014394033911	2.94141898789339e-05	0.000409378128515485	1.0004369163393	0.000225588257967461	0.000142522128851573	0.000366281710701307	0.000240006378555341	5.62615297905414e-05	0.000310452913154297	0.000267732683332604	0.000239818284559099	7.122195551957e-05	0.000111657595094021	5.6016891543253e-05	5.98849392194373e-07	0.000169183655963901	9.85490273687031e-05	3.7618799248524e-07	1.22088754486937e-07	3.7618799248524e-07	1.8809399624262e-07	1.8809399624262e-07	2.79143987735052e-05	6.10443772434686e-08	2.79143987735052e-05	1.8809399624262e-07	1.8809399624262e-07	5.65442510457703e-08	2.79143987735052e-05	1.8809399624262e-07	1.8809399624262e-07	1.8809399624262e-07	6.10443772434686e-08	1.99616464064791e-07	2.79143987735052e-05	0.0379635823319671	0.0628648194497261	9.78088780461623e-05	4.6860251994688e-05	2.79463049690707e-05	4.88355017947748e-06	1.13088502091541e-06	3.0693581975533e-06
"Potentilla_erecta"	0.00298379702015767	0.000808526904513309	0.00067401436229905	0.000616840692340534	0.000640817986027583	0.000338112882407579	0.00036752979751731	0.000294638798465289	0.000225588257967461	1.00032713120446	0.000299406953145902	0.000197187597313819	0.000161519729559466	0.000152789052033292	0.000141464294180986	0.00014092528509376	0.000113063633527343	0.000256522229473063	0.000111446606265667	0.000104179399164955	0.000269498209180948	8.46629728737012e-05	5.62623122200589e-05	9.69121920642442e-05	3.16982484025369e-07	9.69121920642442e-05	4.84560960321221e-05	4.84560960321221e-05	2.78616515664167e-05	1.58491242012684e-07	2.78616515664167e-05	4.84560960321221e-05	4.84560960321221e-05	1.53556836214364e-07	2.78616515664167e-05	4.84560960321221e-05	4.84560960321221e-05	4.84560960321221e-05	1.58491242012684e-07	8.98327363936493e-05	2.78616515664167e-05	0.0378918461303267	0.0252765879817416	0.0251971699367035	4.87727517010519e-05	0.0125765830951109	1.26792993610148e-05	3.07113672428728e-06	3.39067843199736e-06
