"Cecropia_schreberiana"	"Guarea_guidonia"	"Schefflera_morototoni"	"Alchornea_latifolia"	"Dendropanax_arboreus"	"Ocotea_floribunda"	"Inga_vera"	"Ficus_sp1_M_SD_006"	"Miconia_prasina"	"Musa_acuminata"	"Phytolacca_rivinoides"	"Tournefortia_hisutissima"	"Casearia_sylvestris"	"Citrus_sinensis"	"Coffea_arabica"	"Miconia_laevigatta"	"Momordica_charantia"	"Murraya_paniculata"	"Piper_amalaga"	"Roystonea_borinquena"	"Solanum_rugosum"	"Spindalis_portoricensis"	"Loxigilla_portoricensis"	"Vireo_altiloquous"	"Turdus_plumbeus"	"Coereba_flaveola"	"Tyrannus_dominicensis"	"Nesospingus_speculiferus"	"Melanerpes_portoricensis"	"Tyrannus_caudifasciatus"	"Columba_squamosa"	"Euphonia_musica"	"Icterus_dominicensis"	"Myarchus_antillarum"	"Vireo_flavirostris"	"Vireo_latimeri"
"Cecropia_schreberiana"	1.00449259863147	0.00113782895891363	0.00140998296063491	0.000323683632591054	0.000308573099037934	0.000148967118673289	0.00045394993871087	0.000213340217451903	0.000255451736601277	0.000137328517186764	0.000174991046026367	0.000174991046026367	0	7.82096435277807e-05	7.82096435277807e-05	0.00013664187460083	3.36216701593339e-05	0.00013271474206964	0.00013664187460083	0.00013664187460083	0.00013664187460083	0.045091818618274	0.0106865642409254	0.0132956393997227	0.00536888399957506	0.0132485177671694	0.00268973361274671	0.00530858968278561	0.00264814252934144	9.48190799094688e-06	2.97934237346578e-06	0.00264340157534597	6.86642585933821e-06	4.74095399547344e-06	4.74095399547344e-06	0
"Guarea_guidonia"	0.00180156251827991	1.00551412057956	0.000213947016993964	0.000826591678511715	0.000682777757987295	5.33637224640547e-05	0.000352401111094765	7.68838064321679e-07	0.000351866159730845	3.16227888980398e-07	5.41742406928588e-07	5.41742406928588e-07	0	0.000123922556041601	0.000123922556041601	3.14646749535496e-07	5.25757080469473e-05	5.31598495788849e-07	3.14646749535496e-07	3.14646749535496e-07	3.14646749535496e-07	0.000103833427346714	0.0545788812464293	0.0210668345270722	3.17933920350328e-05	4.26619943883177e-05	0.00420605664375578	2.12639398315539e-05	0.00419438312307696	0.00837928433816297	1.06727444928109e-06	4.74095399547344e-06	1.58113944490199e-08	0.00418964216908149	0.00418964216908149	0
"Schefflera_morototoni"	0.00334870953150791	0.000320920525490946	1.00299250752695	1.59891650853943e-06	0.000314820963507349	0.000856190271465086	0.000158655403785741	0.000493979143402048	1.08058276958551e-06	0.000134445300411264	0.000313876108655628	0.000313876108655628	0	3.23004424686166e-07	3.23004424686166e-07	0.000133773073909207	0.000314168786682895	4.42626727658878e-07	0.000133773073909207	0.000133773073909207	0.000133773073909207	0.0441451143900384	7.55883881377112e-05	5.49107521966483e-05	0.0252144248644989	0.00632069790975259	0.0251335029346316	1.77050691063551e-05	1.01495623601805e-05	2.67433771242455e-06	1.71238054293017e-05	8.81239350396818e-06	6.72226502056318e-06	1.33716885621227e-06	1.33716885621227e-06	0
"Alchornea_latifolia"	0.00245999560769201	0.00396764005685623	5.11653282732616e-06	1.0014004415761	0.000505003208967565	7.91079326890625e-07	0.000524331627529819	6.98686987216795e-07	0.000523628149742936	3.67344044419724e-07	5.3209715570721e-07	5.3209715570721e-07	0	0.000354709167185055	0.000354709167185055	3.65507324197626e-07	2.89727673708089e-07	7.61945287261655e-07	3.65507324197626e-07	3.65507324197626e-07	3.65507324197626e-07	0.000120617416985216	0.0403576889449486	0.0603005584214594	2.33225764113419e-05	5.86169229657671e-05	2.31782138966471e-05	3.04778114904662e-05	2.30055062220554e-05	3.30636671404686e-05	1.58215865378125e-08	6.47367265182107e-06	1.83672022209862e-08	1.65318335702343e-05	1.65318335702343e-05	0
"Dendropanax_arboreus"	0.0023451555526883	0.00327733323833902	0.00100742708322352	0.000505003208967565	1.00095874045904	0.000432818038670581	0.000253322518251047	0.000348817122337442	0.000252597393730673	6.1604679215326e-05	0.000205056889078346	0.000205056889078346	0	8.49165219795105e-07	8.49165219795105e-07	6.12966558192494e-05	6.71702815951241e-07	5.20371856788801e-07	6.12966558192494e-05	6.12966558192494e-05	6.12966558192494e-05	0.0202278964203523	0.0602946855969815	0.000144358087365168	0.0201264326562735	4.98198550864927e-05	5.37362252760992e-05	2.0814874271552e-05	1.98270171405046e-05	2.73111103194918e-05	8.65636077341163e-06	6.17146198075869e-06	3.0802339607663e-06	1.36555551597459e-05	1.36555551597459e-05	0
"Ocotea_floribunda"	0.001132150101917	0.000256145867827462	0.00273980886868828	7.91079326890625e-07	0.000432818038670581	1.00355344084393	1.13762430038492e-06	0.000863577969682768	4.85435350758843e-07	7.66005570906831e-07	0.00043217007261291	0.00043217007261291	0	1.19700651703275e-07	1.19700651703275e-07	7.62175543052297e-07	0.000252110271031521	1.49746013165168e-07	7.62175543052297e-07	7.62175543052297e-07	7.62175543052297e-07	0.000251517929207258	5.18372846136961e-05	2.03491107895567e-05	0.0603971055897801	3.20773985116499e-05	0.0201688216825217	5.9898405266067e-06	4.04661682274687e-06	2.13454889856219e-06	0.0200710688168786	2.97934237346578e-06	3.83002785453416e-08	1.06727444928109e-06	1.06727444928109e-06	0
"Inga_vera"	0.00431252441775327	0.00211440666656859	0.000634621615142965	0.000655414534412274	0.000316653147813809	1.42203037548115e-06	1.00150694418405	1.33464959845958e-06	0.000254324078109997	6.92805077197953e-07	1.01199532513577e-06	1.01199532513577e-06	0	0.000148329033139942	0.000148329033139942	6.89341051811963e-07	4.51223494758756e-07	7.81327473831498e-07	6.89341051811963e-07	6.89341051811963e-07	6.89341051811963e-07	0.000227482547097948	0.0252512921990939	0.0252159356337901	4.51715982653336e-05	0.0501360573366361	3.60978795807005e-05	3.12530989532599e-05	2.01587762451409e-05	1.76200555547382e-05	2.84406075096231e-08	1.13487484677718e-05	3.46402538598976e-08	8.81002777736911e-06	8.81002777736911e-06	0
"Ficus_sp1_M_SD_006"	0.00270230942105743	6.15070451457343e-06	0.00263455543147759	1.16447831202799e-06	0.000581361870562403	0.00143929661613795	1.77953279794611e-06	1.00105894599701	8.33896352852399e-07	0.000102696750321256	0.000580564631790911	0.000580564631790911	0	2.10995265899899e-07	2.10995265899899e-07	0.00010218326656965	1.27392724188869e-06	3.57154829788352e-07	0.00010218326656965	0.00010218326656965	0.00010218326656965	0.0337204779679846	6.37791017193955e-05	3.58691952029828e-05	0.0669733911309765	5.21116509952827e-05	0.000101914179351095	1.42861931915341e-05	7.13696851720748e-06	5.12558709547786e-08	2.87859323227589e-05	7.11134058173009e-06	5.13483751606282e-06	2.56279354773893e-08	2.56279354773893e-08	0
"Miconia_prasina"	0.00323572199694951	0.00281492927784676	5.76310810445604e-06	0.000872713582904894	0.000420995656217789	8.09058917931404e-07	0.00033909877081333	8.33896352852399e-07	1.00117443947507	4.68191157878954e-07	6.49873277470979e-07	6.49873277470979e-07	0	0.000197494353648227	0.000197494353648227	4.65850202089559e-07	2.55371573951282e-07	0.00083682986044133	4.65850202089559e-07	4.65850202089559e-07	4.65850202089559e-07	0.000153730566689554	0.0336276626352255	0.0335740401201986	2.57632305533988e-05	5.95662473998655e-05	2.04297259161026e-05	0.0334731944176532	2.02439298777374e-05	2.34577439820564e-05	1.61811783586281e-08	8.51505788670923e-06	2.34095578939477e-08	1.17288719910282e-05	1.17288719910282e-05	0
"Musa_acuminata"	0.00260924182654852	3.79473466776478e-06	0.00107556240329011	9.1836011104931e-07	0.000154011698038315	1.91501392726708e-06	1.3856101543959e-06	0.000154045125481885	7.02286736818431e-07	1.00517894784136	0.000153549113817519	0.000153549113817519	0	2.03323543506201e-07	2.03323543506201e-07	0.000153053102153153	4.2314890631521e-07	3.44768453046876e-07	0.000153053102153153	0.000153053102153153	0.000153053102153153	0.0505075237105405	3.70067376636848e-05	3.45650023960542e-05	6.9441633011209e-05	4.1123674824974e-05	3.38519125052168e-05	1.3790738121875e-05	6.88223725378723e-06	3.16227888980398e-08	3.83002785453416e-08	6.86642585933821e-06	0.050258947392068	1.58113944490199e-08	1.58113944490199e-08	0
