"Sideroxylon_cinereum"	"Geniostoma_borbonicum"	"Croton_fothergillifolius"	"Aphloia_theiformis"	"Psiadia_terebinthina"	"Erythroxylum_macrocarpum"	"Toddalia_asiatica"	"Molinaea_alternifolia"	"Claoxylon_linostachys"	"Antirhea_borbonica"	"Roussea_simplex"	"Pachycerina_crinicornis"	"Melanostoma_annulipes"	"Apis_mellifera"	"Stomorhina_lunata"	"Musca_domestica"	"Stomoxys_niger"	"Fannia_pusio"	"Stomoxys_calcitrans"	"Brachymyrmex_sp1_M_PL_060"	"Nacoleia_sp1_M_PL_060"	"Technomyrmex_albipes"	"Zosterops_mauritianus"	"Chrysomya_megacephala"	"Henotesia_narcissus"	"Miridae_sp1_M_PL_060"	"Nyctemera_insulare"	"Orthellia_albigena"	"Ceratitis_roas"	"Chaetocnema_sp1_M_PL_060"	"Homoneura_quadrivittata"	"Lygistorrhina_sp1_M_PL_060"	"Ophyra_capensis"	"Orchisia_costata"	"Chironomidae_sp1_M_PL_060"	"Cicadellidae_sp1_M_PL_060"	"Dysauxes_florida"	"Episyrphus_sp1_M_PL_060"	"Eristalinus_flaveolus"	"Ischiodon_aegyptius"	"Limnophora_quaterna"	"Ornidia_obesa"	"Pelecophora_intemipta"	"Psyllidae_sp1_M_PL_060"	"Sapromyza_sp1_M_PL_060"	"Scirtidae_sp1_M_PL_060"	"Scirtidae_sp2_M_PL_060"	"Syritta_nigrofemorata"	"Tarundia_servillei"	"Tettigoniidae_sp1_M_PL_060"
"Sideroxylon_cinereum"	1.00695740652785	0.000984180211288733	0.0006008707314203	0.000662885971997045	0.000282273740067766	0.000295480696190092	0.000169975165023917	1.06056124802355e-05	0.000126826655914514	1.04708419395705e-05	3.39468413229653e-08	0.011812567423514	0.00339600900984909	0.0520261326706054	0.00171027471161495	0.00339152970152708	0.00506342028609082	0.0151138577274304	0.00169710288806002	7.07040832015702e-07	1.25933882261865e-05	6.08864261726186e-06	0.00336279392524804	5.9090631895741e-06	1.01840523968896e-06	3.39729961418643e-06	6.1307613449414e-06	5.60264137521985e-06	3.71417668842485e-06	2.07340143262616e-06	4.47354641494879e-06	1.95117932176175e-06	2.60649844122152e-06	3.18107967982948e-06	0.00167826234421308	1.12909496027106e-06	1.46553836931781e-06	9.44306472355093e-07	2.23677320747439e-06	1.4655383693178e-06	1.65721492999261e-06	1.4655383693178e-06	1.65721492999261e-06	1.46553836931781e-06	0.00167826234421308	9.44306472355092e-07	2.23677320747439e-06	1.46553836931781e-06	2.23677320747439e-06	7.07040832015702e-08
"Geniostoma_borbonicum"	0.00134206392448464	1.00465259359316	0.00146012115822871	0.00121445209663154	0.000336054878578901	0.000285536777392424	0.000436054776892776	7.64132280990724e-06	0.0002286048693827	0.000137803978745009	8.27247053631856e-08	0.0343374618004931	0.00235518885903424	6.93399694317062e-05	5.99562163953321e-05	0.00463161631384522	0.0182914879463154	0.00687441535584924	3.08005555418545e-05	5.09421520660482e-07	0.00914669299659789	1.09687740241202e-05	1.34011746720307e-05	1.09777511151043e-05	2.48174116089557e-06	5.60870942050686e-06	0.0045696388283923	0.00456794691766503	0.00228472903296232	3.76674605260881e-06	0.00456660269815072	3.51699799050308e-06	2.77190340127773e-06	0.00228572387561365	2.2367732074744e-06	1.3442195143156e-06	3.561271117631e-06	2.4225265382932e-06	0.00228330134907536	3.561271117631e-06	3.03613024157885e-06	3.561271117631e-06	3.03613024157885e-06	3.561271117631e-06	2.23677320747439e-06	2.4225265382932e-06	0.00228330134907536	3.561271117631e-06	0.00228330134907536	5.09421520660482e-08
"Croton_fothergillifolius"	0.000879323021590683	0.00156695929175764	1.00390082972069	0.00130021245736522	0.00101196761681089	0.000555352293556545	0.000698575551042953	8.23129783208678e-06	0.000136491896334204	4.29353202294099e-05	1.31633799413129e-07	0.036818879743025	0.00253294529097545	4.54316894488519e-05	0.0172139713075298	0.0220825067431977	5.29661388979586e-05	3.11720602874098e-05	0.00493288376450678	5.48753188805785e-07	0.00246818099070026	1.09112817321095e-05	1.49856619610271e-05	0.00245908754182893	3.94901398239385e-06	7.70767441546395e-06	1.0373073378675e-05	1.11704127025056e-05	6.33803258541372e-06	7.92884575081555e-06	7.122542235262e-06	2.09987532821852e-06	6.8246319350263e-06	7.44224640120296e-06	1.46553836931781e-06	4.04787046724357e-06	0.00244853860907486	3.88097528357196e-06	3.561271117631e-06	0.00244853860907486	3.25053114341304e-06	0.00244853860907486	3.25053114341304e-06	0.00244853860907486	1.4655383693178e-06	3.88097528357196e-06	3.561271117631e-06	0.00244853860907486	3.561271117631e-06	5.48753188805785e-08
"Aphloia_theiformis"	0.000994328957995569	0.00133589730629469	0.00133271776879935	1.00326794381987	0.000742876605733599	0.00102463144340693	0.000286233564180753	0.000322310921055253	0.000689133549808807	0.000104811116172813	1.25047690346908e-07	0.00513687342398403	0.0226661568475361	5.1373662829771e-05	0.00258346460990827	0.0201172181678883	0.0125805341689943	0.00253516469106729	0.00756796849205867	2.14873947370169e-05	0.00252880546746805	0.00753410808490267	0.00502990046339341	0.00502256175666571	3.75143071040723e-06	1.20143709909271e-05	0.00251424212003284	9.04376690609208e-06	8.15928745861349e-06	4.56169289060525e-06	6.07226048315769e-06	1.06020546124432e-05	8.09466363996905e-06	4.62631670924969e-06	1.65721492999262e-06	2.97150642293439e-06	3.25053114341304e-06	1.59018646767085e-06	3.03613024157885e-06	3.25053114341304e-06	0.00250816985954968	3.25053114341304e-06	0.00250816985954968	3.25053114341304e-06	1.65721492999261e-06	1.59018646767085e-06	3.03613024157885e-06	3.25053114341304e-06	3.03613024157884e-06	2.14873947370169e-06
"Psiadia_terebinthina"	0.000677456976162639	0.000591456586298866	0.00165962689156987	0.00118860256917376	1.00322857062925	0.000982783439073932	0.00121033000443343	6.22206127363648e-05	0.000438414400601077	6.13092338641027e-05	2.38757848330931e-07	0.00413791095059505	0.0201591562252766	3.5001943768403e-05	0.0442179409146325	0.00408789163144557	3.72849087715418e-05	0.00403008030212531	0.00406726119643296	4.14804084909099e-06	1.54617166406455e-05	1.31165459047835e-05	1.80290371571502e-05	0.0040229051658301	7.16273544992793e-06	1.50103912417175e-05	5.6599454515656e-06	0.00401560272154562	6.25813670968527e-06	0.00401963833809718	2.68843902863121e-06	6.74483693232427e-06	0.00401782819971236	8.06827509450134e-06	1.12909496027107e-06	0.00401291428251699	4.04787046724357e-06	6.72405558018574e-06	1.34421951431561e-06	4.04787046724357e-06	2.9715064229344e-06	4.04787046724357e-06	2.9715064229344e-06	4.04787046724358e-06	1.12909496027107e-06	6.72405558018574e-06	1.3442195143156e-06	4.04787046724358e-06	1.3442195143156e-06	4.14804084909099e-07
"Erythroxylum_macrocarpum"	0.000886442088570275	0.000628180910263334	0.00113847220179092	0.00204926288681386	0.00122847929884242	1.00272622279652	0.000694905047854471	6.24444195399835e-05	0.000625076019952464	6.13813914098656e-05	1.43039455834718e-07	0.000108819347790588	0.0201772261816122	4.57995079094642e-05	0.0101266561260827	0.0101039624308427	0.00505990885868286	2.76167574018448e-05	0.0301129615827577	4.16296130266556e-06	1.66797238031591e-05	2.10103409881945e-05	0.0100404633493611	1.79369930972217e-05	4.29118367504153e-06	0.00502229997465833	7.9785249909589e-06	7.7692849692939e-06	0.00501505879786954	8.77450079456118e-06	2.85536777392424e-06	9.61655415311484e-06	0.00501854503117796	5.28826748615363e-06	1.47740348095046e-06	4.91391719536966e-06	2.77676146778273e-06	3.86058359919151e-06	1.42768388696212e-06	2.77676146778273e-06	5.12315721703465e-06	2.77676146778273e-06	5.12315721703465e-06	2.77676146778273e-06	1.47740348095046e-06	3.8605835991915e-06	1.42768388696212e-06	2.77676146778273e-06	1.42768388696212e-06	4.16296130266556e-07
"Toddalia_asiatica"	0.000566583883413055	0.00106591167684901	0.0015911998662645	0.000636074587068339	0.00168101389504644	0.000772116719838301	1.00286956839632	0.000222469321154828	0.000475372561866958	3.43118777725049e-05	0.000186387315418377	0.0224007142219714	0.0112433573164737	2.92735006430078e-05	0.0279688751095143	6.88291580933798e-05	3.76813596753178e-05	2.4080579913932e-05	0.00561486197581961	1.48312880769885e-05	1.68768617930408e-05	1.13935290327715e-05	1.27901530784349e-05	1.37854037990994e-05	0.0055916194625513	0.00557901489781532	6.43523954425725e-06	1.15691086567721e-05	6.2831101374847e-06	0.00557822165778196	4.8450530765864e-06	7.31342402872244e-06	1.05846391793773e-05	0.00557392012874006	9.44306472355093e-07	6.72405558018574e-06	3.88097528357196e-06	0.00557149760220177	2.4225265382932e-06	3.88097528357196e-06	1.59018646767085e-06	3.88097528357196e-06	1.59018646767085e-06	3.88097528357196e-06	9.44306472355092e-07	0.00557149760220176	2.4225265382932e-06	3.88097528357196e-06	2.4225265382932e-06	1.48312880769885e-06
"Molinaea_alternifolia"	4.24224499209421e-05	2.24145469090612e-05	2.24988807410372e-05	0.000859495789480676	0.000103701021227275	8.32592260533113e-05	0.000266963185385793	1.00808630697201	0.000368572638435166	2.05573805234411e-05	0.000224818010321776	1.55621630515272e-05	0.00676774081129392	2.19182657924867e-06	1.54146520220948e-05	1.91744824755162e-05	1.46148171067171e-05	3.35270676362307e-06	1.10223828162751e-05	0.0672057537981341	3.43525242701852e-06	0.0134504321521897	5.27147937433963e-06	4.76715835119306e-06	0.00674454030965328	4.73459907977438e-06	2.25062377783379e-06	5.16688389041195e-07	4.67238282332605e-07	1.89793289260795e-06	1.01884304132097e-07	5.67034828361794e-06	8.31100215175656e-07	1.5340709597649e-06	7.07040832015702e-08	4.14804084909099e-07	5.48753188805785e-08	1.48312880769885e-06	5.09421520660483e-08	5.48753188805785e-08	2.14873947370169e-06	5.48753188805785e-08	2.14873947370169e-06	5.48753188805785e-08	7.07040832015702e-08	1.48312880769885e-06	5.09421520660483e-08	5.48753188805785e-08	5.09421520660483e-08	0.00672057537981341
"Claoxylon_linostachys"	0.000585353796528525	0.000773739557910677	0.000430474442284797	0.00212041092248864	0.000843104616540533	0.000961655415311484	0.000658208162585019	0.000425276121271345	1.00313825510645	0.000164314839700683	2.17119938333451e-07	0.00779400511485609	0.054122065215954	3.02432794873071e-05	7.86228979685717e-05	7.03148073582979e-05	0.00776475629075578	2.27292497060662e-05	5.4857339847632e-05	2.83517414180897e-05	2.16007029363711e-05	0.00773802154640575	2.21697880873198e-05	1.50244107427146e-05	6.51359815000353e-06	0.00772491310529438	8.81802529672467e-06	6.88941645666521e-06	6.56677607180895e-06	7.02913048052336e-06	3.51699799050308e-06	0.0154328962324069	8.18069554271955e-06	5.41521100961276e-06	9.75589660880876e-07	3.37241846616213e-06	1.04993766410926e-06	3.65671201436122e-06	1.75849899525154e-06	1.04993766410926e-06	5.30102730622159e-06	1.04993766410926e-06	5.30102730622159e-06	1.04993766410926e-06	9.75589660880876e-07	3.65671201436122e-06	1.75849899525154e-06	1.04993766410926e-06	1.75849899525154e-06	2.83517414180897e-06
"Antirhea_borbonica"	0.000314125258187114	0.00303168753239019	0.000880174064702903	0.00209622232345626	0.000766365423301284	0.000613813914098656	0.000308806899952544	0.000154180353925809	0.00106804645805444	1.00086749611833	9.17546125350268e-08	0.000167843959759685	0.0501901966947835	1.62298050063342e-05	6.92276471952819e-05	8.52764234750094e-05	9.41798083876698e-05	3.36884931864038e-05	4.37342145506316e-05	1.02786902617206e-05	0.0500783229234855	2.59931474633003e-05	1.76663349522249e-05	1.56933393219569e-05	2.7526383760508e-06	1.30004054441527e-05	1.90209536831415e-05	1.6845859567706e-05	9.95926850774372e-06	4.78105558183038e-06	1.37803978745009e-05	1.64314839700683e-05	6.13453126369842e-06	8.60579282587568e-06	5.23542096978525e-07	3.06546169320514e-06	2.14676601147049e-06	1.71559388862524e-06	6.89019893725044e-06	2.14676601147049e-06	5.24055580864066e-06	2.14676601147049e-06	5.24055580864066e-06	2.14676601147049e-06	5.23542096978524e-07	1.71559388862524e-06	6.89019893725044e-06	2.14676601147049e-06	6.89019893725044e-06	1.02786902617206e-06
