"Sideroxylon_puberulum"	"Labourdonnaisia_callophylloides"	"Psiadia_terebinthina"	"Bakerella_hoyifolia"	"Stillingia_lineata"	"Warneckea_trinervis"	"Gaertnera_sp1_M_PL_066"	"Eugenia_orbiculata"	"Phyllanthus_phillyreifolius"	"Euodia_chapelieri"	"Flagellaria_indica"	"Gaertnera_petrinensis"	"Agauria_salicifolia"	"Antidesma_madagascariense"	"Cordemoya_integrifolia"	"Erythrospermum_monticolum"	"Euodia_obtusifolia"	"Helichrysum_proteoides"	"Olea_lancea"	"Smilax_anceps"	"Mimusops_erythroxylon"	"Monimiastrum_globosum"	"Pandanus_barklyi"	"Pyrostria_fasciculata"	"Badula_platiphylla"	"Grangeria_borbonica"	"Ocotea_laevigata"	"Pandanus_wiehii"	"Gaertnera_rotundifolia"	"Apis_mellifera"	"Technomyrmex_albipes"	"Villa_unifasciata"	"Chrysomya_megacephala"	"Paragus_borbonicus"	"Lygistorrhina_sp1_M_PL_066"	"Pachycerina_crinicornis"	"Fannia_pusio"	"Musca_domestica"	"Nacoleia_sp1_M_PL_066"	"Phelsuma_cepediana"	"Stomorhina_lunata"	"Ceratitis_roas"	"Chaetocnema_sp1_M_PL_066"	"Melanostoma_bituberculatum"	"Brachymyrmex_sp1_M_PL_066"	"Cerambycidae_sp1_M_PL_066"	"Hippotion_eson"	"Macroglossum_milvus"	"Mordellidae_sp1_M_PL_066"	"Panara_naso"	"Psilopa_iceryae"	"Ahasverus_advena"	"Allograpta_nasuta"	"Bactrocera_cucurbitae"	"Dioxyna_sororcula"	"Ischiodon_aegyptius"	"Lauxania_sp1_M_PL_066"	"Ornidia_obesa"	"Orthellia_albigena"	"Phalanta_phalantha"	"Phorinia_sp1_M_PL_066"	"Polistes_hebraeus"	"Sapromyza_sp1_M_PL_066"	"Sepsis_lateralis"	"Siphona_sp1_M_PL_066"	"Stomoxys_calcitrans"	"Syritta_sp1_M_PL_066"	"Zosterops_mauritianus"
"Sideroxylon_puberulum"	1.00637949941996	0.000225621140453498	0.000709015689249934	0.000193143234704266	0.000317993322981718	0.000336162695422399	5.69581916302914e-05	5.69411011887297e-05	0.000120813413857718	0.000136602323660018	0.000112426762864171	3.28457525892551e-07	0.000168058461271451	5.01300129498499e-07	0.000112015128349584	0.000160770338360397	5.64992237216138e-05	0.00022351775349103	0.000136440450854825	5.66405674145164e-05	0.000191861976683919	4.54314415135927e-07	5.61975931091356e-05	0.000235984780063631	1.28769650286143e-07	5.60075641747921e-05	2.46200785789972e-07	1.48122587273857e-07	3.18024520548807e-08	0.0312924854887442	5.38128368545791e-05	2.97094216599755e-05	0.00720927899445637	2.22020788464615e-05	0.0167729916569993	1.71478847302715e-05	0.00240481421045784	0.00719236397190823	0.00719629115519229	2.96245174547714e-06	9.76373770965237e-06	0.00718842499585683	8.67254517222867e-06	0.00479630258903023	5.35499023675143e-06	4.22445557406677e-06	6.36049041097615e-07	1.26573759178426e-06	1.3138301035702e-08	1.91016537553135e-08	0.00239815522218324	6.43848251430715e-09	4.01925845900993e-06	2.01355689762863e-06	0.00239614166528561	2.24853525728341e-06	2.89084839074289e-06	0.00239614166528561	0.00239614166528561	3.93897605138852e-06	3.93897605138852e-06	1.0743863831119e-06	1.23100392894986e-08	0.00239614166528561	2.01355689762863e-06	0.00239614166528561	4.20146153178627e-06	0.00239614166528561
"Labourdonnaisia_callophylloides"	0.000451242280906997	1.00330417888691	0.000449261385104451	0.00178152337486458	3.53988708261181e-05	0.000207576742381887	0.000207614605299691	0.000378245041704509	0.000344171723742993	0.000206366177117996	6.95175645394752e-05	0.000172880942862927	0.000103488245956534	0.00034355165488807	0.000411300295323143	4.88651560593162e-07	0.000206065544624755	0.00013763936712219	3.52280281516269e-05	3.49850555549078e-05	6.91203160543353e-05	0.000342827404461026	0.000155049601257469	3.48662686821608e-05	0.000172100809930678	0.000205650147661572	2.13118744043404e-07	0.000240342073724745	1.15921052651977e-07	0.0192695113971066	0.0719209284700301	5.20189048467194e-05	2.70569243916422e-05	1.83009431574484e-05	7.52070468178328e-06	1.48437205226231e-05	2.03981013291512e-06	5.71905573324931e-06	4.38536810540772e-06	0.00480684147449491	1.87489045819446e-05	3.22315914933569e-06	9.65423749803219e-07	2.16098905523862e-06	3.37052297278631e-06	6.28420129956937e-06	2.31842105303954e-06	4.61365789554869e-06	6.91523771451708e-06	1.20464102294603e-05	6.81058177882846e-06	8.60504049653389e-06	1.2216289014829e-08	5.73619539571657e-06	1.0743863831119e-06	1.3903512907895e-06	3.21807916601073e-07	1.0743863831119e-06	1.0743863831119e-06	2.49589658391362e-06	2.49589658391362e-06	0.00477763894708052	1.06559372021702e-08	1.0743863831119e-06	5.73619539571656e-06	1.0743863831119e-06	2.58720614891334e-06	1.0743863831119e-06
"Psiadia_terebinthina"	0.00165436994158318	0.000524138282621859	1.00295660848437	0.000357910397982131	0.000144053757350915	0.00063018368440869	0.000393436320771245	0.000331630689917513	2.77707160662151e-05	0.00015649259512114	0.000235537336421962	8.90790727931204e-05	0.000240678437459329	0.000306685750946664	0.000187174172700586	9.27019116979508e-07	9.42484170001232e-05	0.000320102321820907	0.000143020457368752	0.000359744407189681	0.00022229533903147	0.000101811826135538	0.000359479666066852	0.00015513910058831	1.36296541658956e-05	9.35870863502928e-05	3.27926123878785e-07	7.27565433139465e-07	2.19674104283219e-07	0.044814325054927	0.00569583247592776	0.0112033221518108	0.00560197603089152	3.01539740913856e-05	2.75728323597197e-05	2.28400545281574e-05	7.86771488823167e-06	0.00558379808640067	1.69882315071092e-05	1.45513086627893e-05	0.0111636121158022	1.18169281541656e-05	3.92873883684314e-06	7.90112758070153e-06	0.00558097476842624	8.3130927187547e-06	4.39348208566438e-06	8.74302935047212e-06	3.56316291172482e-06	9.44872522952902e-06	4.40182131915878e-06	6.81482708294779e-07	2.31754779244877e-08	4.62845267770253e-07	3.93897605138853e-06	4.71074672843925e-06	1.30957961228105e-06	3.93897605138852e-06	3.93897605138853e-06	0.0055719811582465	0.0055719811582465	2.49589658391362e-06	1.63963061939392e-08	3.93897605138852e-06	4.62845267770252e-07	3.93897605138853e-06	6.01696093648322e-06	3.93897605138853e-06
"Bakerella_hoyifolia"	0.000624001219813782	0.00287784545170432	0.000495568243359874	1.0019847052968	0.000115049235933489	0.000168396874462013	0.000214203304214657	0.000397986013062943	0.000370499039571385	0.000298552833580317	5.6439449303159e-05	0.000186057278629772	8.38251633878315e-05	0.000369656585696597	0.000424359637524478	5.91992144845652e-07	0.000212670789787266	0.000111487467305816	0.000114446348120372	2.85754516706201e-05	0.000141625777445959	0.000368972873440287	2.86327234064102e-05	2.83639017692316e-05	0.000185234122548527	0.000212179818762239	2.27002193896732e-07	7.36605531358983e-07	1.19599834849055e-07	0.0156082454228142	0.0774093398130296	5.35454353076273e-05	0.00772938394137458	2.38593457890057e-05	1.04000203302297e-05	1.58107028049074e-05	4.6234236245825e-06	7.21030847765331e-06	5.40261496240617e-06	1.47321106271797e-05	1.57021525710717e-05	4.45715157009845e-06	3.13770643454969e-06	2.98623418368677e-06	3.46754319932036e-06	8.54667317533705e-06	2.3919966969811e-06	4.76007342699238e-06	7.44229114519088e-06	1.29625602150104e-05	7.66070118288924e-06	9.26170612742638e-06	1.47998036211413e-08	6.17498399285643e-06	1.48571719003282e-06	1.12878898606318e-06	1.0459021448499e-06	1.48571719003282e-06	1.48571719003282e-06	2.75315690755486e-06	2.75315690755486e-06	1.37040259604968e-05	1.13501096948366e-08	1.48571719003282e-06	6.17498399285642e-06	1.48571719003282e-06	2.09562908469579e-06	1.48571719003282e-06
"Stillingia_lineata"	0.00121415632411201	6.75796624862254e-05	0.000235724330210589	0.000135967278830487	1.00624369212299	9.98826536591743e-05	1.6871389879976e-05	1.72832286444119e-05	0.000205017816798078	0.000322720948173136	3.34716766914779e-05	1.41965094684338e-07	4.97341157638863e-05	2.63859094085799e-07	3.32570652931527e-05	0.000204993750959146	0.000220746247876475	6.61463739659688e-05	0.000322762246925174	0.000424803387035996	0.000135047887279645	2.32864600427476e-07	1.66381228887814e-05	1.68164070836267e-05	9.24011608886099e-08	1.66285326465764e-05	2.83979964674803e-07	4.40408046680294e-08	9.42009485202457e-09	0.00926049235523563	3.86144451353501e-05	7.34794353887135e-06	0.00917772302669945	0.0183451639648543	2.02359387352002e-05	1.97792045396e-05	0.0274459006335632	9.98212478450973e-06	9.23309207501623e-06	8.80816093360589e-07	3.18035979820696e-06	8.67254517222867e-06	0.0274430097851725	1.09065405554644e-05	1.19296642881809e-05	8.31595943947809e-06	1.88401897040491e-07	3.74919775110578e-07	5.67860378737353e-09	9.43577924583175e-09	6.30781200404419e-06	4.6200580444305e-09	5.12484377397864e-06	3.41696361330131e-06	2.89084839074289e-06	6.69433533829558e-07	0.00914766992839084	2.89084839074289e-06	2.89084839074289e-06	1.30957961228105e-06	1.30957961228105e-06	3.21807916601073e-07	1.41989982337401e-08	2.89084839074289e-06	3.4169636133013e-06	2.89084839074289e-06	1.24335289409716e-06	2.89084839074289e-06
"Warneckea_trinervis"	0.00141188332077408	0.000435911159001963	0.00113433063193564	0.000218915936800617	0.000109870919025092	1.00148886309301	0.000646451171367655	0.000511305074582826	1.14440372322004e-06	0.000395778702558612	0.000637905361650126	0.000135107494450704	0.000324216528048103	1.12295720430085e-06	0.000216184350989101	0.000288462029161819	0.000395368556095549	0.000431207982303976	0.000109104935308158	0.000109035770510434	0.000216014137615051	0.000134720733200502	0.000108350982929482	0.000242396488034312	2.91638109102096e-07	0.000108092175494551	0.000288326820514019	2.85802354512644e-07	3.60944260953464e-07	0.0603691175225567	0.000121875565793766	0.0201210560045084	3.6913181675682e-05	3.52074770594026e-05	2.3531388679568e-05	0.0200819630488014	6.35810656399922e-06	1.63867177067589e-05	1.8164763797149e-05	5.71604709025287e-06	1.62434470492641e-05	1.0084880862672e-05	2.99647960977523e-06	1.39348046374935e-05	9.02773110684775e-06	1.003198159103e-05	7.21888521906929e-06	1.43655815859479e-05	5.40429977802818e-06	2.73022381912161e-06	3.380700349611e-06	1.45819054551048e-08	7.21155072904548e-06	1.90733953870007e-08	3.361626954224e-06	1.27581072330025e-05	9.98826536591743e-07	3.36162695422399e-06	3.361626954224e-06	6.3018368440869e-06	6.3018368440869e-06	2.07576742381887e-06	1.4416341025701e-05	3.36162695422399e-06	1.90733953870006e-08	3.361626954224e-06	8.10541320120257e-06	3.36162695422399e-06
"Gaertnera_sp1_M_PL_066"	0.000265804894274693	0.000484434079032613	0.00078687264154249	0.000309404772754505	2.06205876310818e-05	0.000718279079297394	1.00403151802286	0.000969182004600405	5.40811487166215e-05	4.76182018927485e-05	0.000339603189548536	0.00032674582929405	6.07986661030318e-05	5.44333164036052e-05	9.419991160822e-05	4.32211499226425e-07	4.74885353452796e-05	8.08622259170322e-05	2.11192634739687e-05	2.05705824560308e-05	4.0560779505985e-05	0.000351928457826928	2.05604671063839e-05	0.000318688254361475	2.70194968088964e-05	4.709995580411e-05	3.34885461004112e-07	1.50360696046255e-07	0.00056059827918641	0.0113207116283845	0.0112914477164378	0.0447239488765836	1.16699892722009e-05	4.98316567233931e-06	4.43008157124489e-06	2.33247723589364e-05	1.19524845855799e-06	6.27012106291244e-06	1.25215481997256e-05	3.0072139209251e-06	1.07892111641084e-05	1.89860638767638e-06	5.62379662665866e-07	1.27654287926491e-06	4.88577923663682e-06	1.43734387954264e-05	0.0112119655837282	0.0223118115116192	1.3069833171762e-05	7.89574949597114e-06	1.53422127450249e-06	1.35097484044482e-06	1.08052874806606e-08	9.0135247861036e-07	6.32868795892127e-07	6.79206379097072e-06	1.87459887555289e-07	6.32868795892127e-07	6.32868795892127e-07	4.37151467523605e-06	4.37151467523605e-06	2.30682894777435e-06	1.67442730502056e-08	6.32868795892127e-07	9.01352478610359e-07	6.32868795892127e-07	1.51996665257579e-06	6.32868795892127e-07
"Eugenia_orbiculata"	0.000341646607132378	0.00113473512511353	0.000852764631216462	0.000739116881402609	2.71593592983615e-05	0.000730435820832608	0.00124609114877195	1.00174076824663	0.000138281785157112	9.5693702040448e-05	0.000339947192532666	0.000357641652262495	7.80469541915885e-05	0.000138240353457547	0.000189265811733696	7.24720645509857e-07	9.5300981156693e-05	0.000103802449074813	0.000743101682072077	2.68217217668717e-05	5.22939454211613e-05	0.000424362937157505	2.64538584428416e-05	0.000313271029744075	6.90274307519042e-05	9.46329058668479e-05	3.69571506511056e-07	3.15844013929987e-07	6.95751618521467e-07	0.0145323428704738	0.0288465633112208	0.0430497524941824	3.53448795379504e-05	2.70316476779922e-05	5.69411011887297e-06	2.57406554284951e-05	1.55415410174236e-06	7.17791419262432e-06	1.28827005662242e-05	6.31688027859975e-06	1.38129666869385e-05	2.44033290808842e-06	7.40709799046222e-07	1.64500662153002e-06	5.40812432870769e-06	0.014329159945575	1.39150323704294e-05	2.76909144171544e-05	1.43056660904998e-05	1.06088418816886e-05	3.11814072198134e-06	3.45137153759521e-06	1.81180161377464e-08	2.3046964192852e-06	8.13444302696138e-07	6.79894385065332e-06	2.46903266348741e-07	8.13444302696138e-07	8.13444302696138e-07	4.7375812845359e-06	4.7375812845359e-06	5.4035005957787e-06	1.84785753255528e-08	8.13444302696138e-07	2.3046964192852e-06	8.13444302696138e-07	1.95117385478971e-06	8.13444302696138e-07
"Phyllanthus_phillyreifolius"	0.000845693897004025	0.00120460103310048	8.33121481986454e-05	0.000802747919071335	0.000375865997463143	1.90733953870006e-06	8.11217230749324e-05	0.000161328749349964	1.00453261188831	0.00026747954374512	7.5829275417913e-07	8.09352822110683e-05	5.92161205050408e-07	0.000160818710345936	0.000160806497044154	0.000187545100026977	0.000267188961089122	7.87574402717043e-07	0.000187382890781534	0.000373779161997395	6.84369857356668e-07	0.000160535937333478	4.65450770897835e-07	4.71530801018255e-07	8.06094019310531e-05	8.04032485220771e-05	2.40966308170437e-07	2.89030674442872e-07	4.52940944025306e-08	0.000110260416380386	0.0336866690669871	1.84841236023997e-05	2.61524390398332e-05	0.0167891355981374	1.40948982834004e-05	1.6783303364071e-05	1.22644477375325e-05	6.50351596065614e-06	6.05638838625316e-06	5.78061348885745e-06	4.96167331988551e-06	6.04067069288589e-06	1.02508908399039e-05	8.71574129593167e-06	9.80732431770512e-06	6.98926868882354e-06	9.05881888050613e-07	1.80270495722072e-06	3.23741128844273e-06	5.63917340286977e-06	0.0167442237550362	4.03047009655266e-06	4.68862750067442e-06	0.0167422101981386	2.01355689762863e-06	1.51658550835826e-08	3.4169636133013e-06	2.01355689762863e-06	2.01355689762863e-06	4.62845267770252e-07	4.62845267770252e-07	5.73619539571657e-06	1.20483154085219e-08	2.01355689762863e-06	0.0167422101981385	2.01355689762863e-06	1.48040301262602e-08	2.01355689762863e-06
"Euodia_chapelieri"	0.00114745951874415	0.000866737943895583	0.000563373342436104	0.000776237367308824	0.000709986085980898	0.000791557405117224	8.57127634069472e-05	0.000133971182856627	0.000320975452494144	1.00081740049341	0.00036029745202495	4.87518321687282e-05	0.000108877730639733	9.66013233545584e-05	0.000168588156037049	0.000512084148355463	0.000594489142781256	0.000144807381750845	0.000483129789291767	0.000483596808623876	0.000295315041500692	9.64795539345046e-05	3.65835412225838e-05	3.67324480694706e-05	4.83339020912696e-05	8.42940780185245e-05	0.000288319675851859	2.68682156605329e-07	4.78574893394457e-08	0.0202730334451183	0.0201987376839416	4.42633159317096e-05	0.0200620215562742	0.0200985288561119	1.91243253124025e-05	0.020081465423082	2.20953033635885e-05	1.13259913220239e-05	9.4205543552501e-06	5.37364313210658e-06	9.8941882627957e-06	8.19613941960108e-06	1.93632568903881e-05	1.82661966552873e-05	1.52197721180197e-05	1.39921187731031e-05	9.57149786788914e-07	1.90472807570994e-06	1.95007328674913e-06	3.39006972723852e-06	8.08163734810276e-06	2.41669510456348e-06	1.28021037088866e-05	5.34959087490241e-06	2.73204647320036e-06	7.205949040499e-06	6.45441896346271e-06	2.73204647320036e-06	2.73204647320036e-06	3.1298519024228e-06	3.1298519024228e-06	4.12732354235992e-06	1.4415983792593e-05	2.73204647320036e-06	5.3495908749024e-06	2.73204647320036e-06	2.72194326599333e-06	2.73204647320036e-06
