"Clethrionomys_rutilus"	"Sorex_araneus"	"Clethrionomys_glareolus"	"Microtus_arvalis"	"Microtus_agrestis"	"Sorex_caecutiens"	"Clethrionomys_rufocanus"	"Microtus_oeconomus"	"Apodemus_agrarius"	"Neomys_fodiens"	"Sorex_isodon"	"Sorex_roboratus"	"Micromys_minutus"	"Tamias_sibiricus"	"Arvicola_terrestris"	"Sorex_arcticus"	"Sorex_minutus"	"Apodemus_peninsulae"	"Sorex_minutissimus"	"Sciurus_vulgaris"	"Sicista_betulina"	"Myopus_schisticolor"	"Sorex_daphaenodon"	"Talpa_altaica"	"Cricetus_cricetus"	"Apodemus_uralensis"	"Talpa_europaea"	"Peromyscopsylla_silvatica"	"Corrodopsylla_birulai"	"Megabothris_rectangulatus"	"Doratopsylla_dasycnema"	"Palaeopsylla_soricis"	"Ctenophthalmus_uncinatus"	"Amalaraeus_penicilliger"	"Hystrichopsylla_talpae"	"Rhadinopsylla_li"	"Ceratophyllus_indages"	"Megabothris_walkeri"	"Ctenophthalmus_assimilis"	"Tarsopsylla_octodecimdentata"	"Neopsylla_pleskei"	"Frontopsylla_elata"	"Amphipsylla_sibirica"	"Neopsylla_acanthina"	"Nosopsyllus_fasciatus"	"Leptopsylla_segnis"	"Catallagia_dacenkoi"	"Megabothris_calcarifer"	"Megabothris_turbidus"	"Catallagia_ioffi"	"Ctenophthalmus_pisticus"	"Neopsylla_mana"	"Rhadinopsylla_integella"
"Clethrionomys_rutilus"	1.0033802803951	0.00105185829201626	0.00186156858801358	0.000965427117599249	0.000836357838291435	0.00034097367869512	0.000586232845012256	0.000301990112248047	0.000142148676014231	6.29726952708833e-05	5.27290969549141e-05	4.27733578690884e-05	6.03672344647504e-05	1.06974330929857e-05	8.72680462861917e-05	2.17872768246655e-05	4.53663711306281e-05	4.80381186967788e-05	9.8764590562196e-05	2.59220751538014e-06	2.8648859111494e-05	2.17982991369288e-05	7.8699663477706e-06	1.0836467950691e-05	1.35237623066708e-05	8.26526430367799e-06	9.87351019719029e-06	0.0551948591419061	0.00390209413889551	0.0169543882139794	0.00199926721313374	0.00149759171359336	0.0053244589095743	0.00876359997166797	0.00531145825004267	0.000694711614121878	1.71166494567383e-06	6.17800308433746e-06	0.000290794581214611	1.9201537150964e-07	2.17576466430273e-06	2.73242561540221e-06	2.80282380092077e-06	2.07020106331972e-06	1.23607544360201e-06	0.000192521745827547	0.000384050255915384	9.27797555792727e-07	9.61070221212154e-07	0.000287501513007191	4.19507180117086e-08	1.0627939914471e-07	0.000191667675338127
"Sorex_araneus"	0.00106097845061756	1.00376821697675	0.00132251133837128	0.000478532379063242	0.000575242709542201	0.000959167371685761	0.000154708691254774	0.000145894951200691	0.000141916289035621	0.00031113745232977	0.000293052939620558	0.000275858752899987	0.000141594742031406	2.18526506435009e-05	2.56716714771922e-05	0.000121784997267282	9.6627481920552e-05	5.98826515016496e-05	2.24974735256794e-05	2.63466435317213e-06	2.27444892519488e-05	1.62995803109028e-05	4.01619040311993e-05	2.09568977694748e-05	9.68867346344675e-06	4.06308934253649e-06	7.33083174927331e-06	0.010220638155743	0.0276594433732343	0.00423557270370709	0.0309019854064222	0.0184507425997164	0.00255610688871612	0.00167966031806496	0.00419068765860983	0.000706090046650131	0.000195295024044364	3.49219067340342e-06	3.60840761207228e-06	1.95160322457195e-07	1.92445086441137e-06	2.00225170241026e-06	0.000194983360505676	1.3157172041141e-06	1.23405468726627e-06	1.42100157592353e-06	1.28646831646595e-06	5.57433917057411e-07	6.71892506969529e-07	3.04005286709902e-07	8.56966691901995e-08	5.94073157401376e-07	2.02670191139935e-07
"Clethrionomys_glareolus"	0.00251491911180674	0.00177131196029598	1.0019410605386	0.000884211173609902	0.00079928754916779	0.000478728497366889	0.000427402529654932	0.000323133511589182	0.000210428569013401	8.43540204621266e-05	0.000111443942963697	6.1779846343398e-05	5.59068450200365e-05	8.51324494424306e-06	9.20469452492398e-05	3.22567786029844e-05	5.20943236217779e-05	5.07628210524665e-05	7.24551715057483e-05	3.47499314392643e-06	2.72441380530103e-05	2.25150287296414e-05	1.05990066075401e-05	1.88749503797292e-05	1.81240337344786e-05	1.48481295214669e-05	1.32324399743095e-05	0.0341269329384532	0.00526698555979559	0.0122615161886053	0.0148229755178269	0.00434352151846527	0.0103920687755752	0.0112913511325823	0.00431574087361097	0.000931298162572283	1.49745876832628e-06	0.000393085535566552	0.000649737408412355	2.57406899550106e-07	0.000389957600246776	0.000519320109655383	0.000519096169634458	0.000260230807320288	1.82981364359479e-06	1.5108049062589e-06	1.72653322519437e-06	0.000259044151291167	0.000259024795638143	7.20607195360097e-07	3.33852742911493e-08	1.57350139526753e-07	4.80404796906732e-07
"Microtus_arvalis"	0.00255253078819801	0.00125433487239304	0.00173046378673655	1.00125356376495	0.000858498016227583	0.000463305210322037	0.000381111473744761	0.000413421692680986	0.000260691530328645	8.79356853144306e-05	0.000138551058637865	4.22274038499044e-05	7.61147393559043e-05	1.08690125846948e-05	0.000123880486101913	4.36210988779311e-05	7.21714926258641e-05	7.36851489538761e-05	8.18666551968196e-05	6.72065066543209e-06	4.09128074131064e-05	3.38473009334934e-05	1.02246603210768e-05	2.09093190677191e-05	3.19352265662972e-05	1.41024452302188e-05	2.35137737335016e-05	0.0280998857052875	0.00261796029316591	0.0221128064723773	0.00211635187624889	0.00841625933344652	0.0129530815656484	0.00587469745857215	0.0116783749410325	0.0018011343783358	1.5297105649931e-06	0.00253258451585001	0.000510003035498976	4.97825975217192e-07	3.23422248085173e-06	3.57764532895634e-06	0.000508230548219563	0.00126533568131929	2.266882872423e-06	1.84785885957214e-06	0.000506967667109986	1.05904788155259e-06	9.39960964301592e-07	7.3138417999943e-07	4.26235787635091e-08	2.1278584818503e-07	4.87589453332954e-07
"Microtus_agrestis"	0.00251628349623889	0.00171581015087588	0.00178002255920988	0.00097691153570725	1.00092643565285	0.000458770862582086	0.00041679607614621	0.000317207489454969	0.000197613632060213	7.46109997800916e-05	9.50023366142327e-05	6.11308058986467e-05	6.7344623458879e-05	1.29190867658878e-05	0.000107388187160788	3.19855717688877e-05	5.62128996408513e-05	5.23412108113561e-05	7.97913030749725e-05	7.61690719294885e-06	3.31952198815202e-05	2.62989580815559e-05	1.43328663476069e-05	1.9847946827894e-05	2.3529959983852e-05	1.34029607168898e-05	1.82068018752968e-05	0.0359532705751378	0.00498898710787317	0.0173765770761217	0.0144783646154357	0.00238199578062123	0.00667903737497313	0.00380036063327881	0.00867966600238245	0.00204133112771029	1.82019933822456e-06	0.00230536505150633	0.000579238387773358	5.64215347625841e-07	2.6817439998047e-06	0.000577890509684164	0.00057769269373727	2.20834864445356e-06	1.71837940921925e-06	1.52852924224555e-06	1.76056775483085e-06	9.29297681856028e-07	0.000575704438621851	7.20998136458134e-07	5.06630853564225e-08	1.56027179360428e-07	4.80665424305423e-07
"Sorex_caecutiens"	0.00118999813864597	0.00331871910603273	0.00123671528486446	0.000611562877625088	0.00053217420059522	1.00095612927253	0.000159854600720685	0.000200341987106041	0.000176163496586395	0.000337364461725583	0.000333578721876735	0.000275679140324912	0.000157829206591027	1.02119981414056e-05	4.41213195863326e-05	0.00014109902861986	0.000114544554351365	8.16128489779674e-05	3.39053113340247e-05	8.84566695521532e-06	3.42293913633071e-05	2.7307745336976e-05	4.4791520866541e-05	2.80281534293199e-05	1.91833622465991e-05	1.13030819118425e-05	1.5715622663162e-05	0.00887246162598592	0.0265283813294198	0.00743224355001154	0.0188219842524088	0.0238117675684707	0.00505376286691394	0.00237660952767285	0.00504973383640448	0.00237063874399771	1.62307691740787e-06	3.90689853031873e-06	3.93472452060564e-06	6.55234589275209e-07	2.42794127382348e-06	2.23167739851779e-06	2.33767137534031e-06	1.55088462973134e-06	1.53185649205561e-06	1.71257588543327e-06	0.000668067587893496	6.15955275438728e-07	6.24999573299316e-07	3.4097367869512e-07	4.00470515349241e-08	6.88287944487124e-07	2.27315785796747e-07
"Clethrionomys_rufocanus"	0.00350734736415904	0.000917643551556888	0.00189278263132898	0.000862400820588144	0.000828828768565034	0.000274036458378318	1.00071953611307	0.00023610630618894	0.000119117324109217	5.39388865039913e-05	6.09561958208259e-05	1.70367637558109e-05	2.91242107313251e-05	0.000130171134795309	7.53924564604594e-05	2.17690833695951e-05	3.24588697059295e-05	4.18455826214728e-05	0.000103970736915756	1.50363395562645e-05	4.2800665301656e-05	2.49276397005116e-05	1.50231346376791e-05	1.86774484592805e-05	2.30274032083111e-05	1.67276229598253e-05	2.03265885599591e-05	0.0712407954923913	7.23225258256263e-05	0.00528391960869808	0.0023701486787812	0.00177365421755645	0.00578450748610041	0.00692964004227925	0.00234269490740465	0.00402973900107889	0.00115406578054463	5.70827215247598e-06	4.15754100788845e-06	1.11380293009367e-06	2.20571521799992e-06	2.54608849365486e-06	2.59030502379771e-06	1.88809080437869e-06	1.03580281834102e-06	1.31478102544953e-06	1.95820773084567e-06	8.38247154171262e-07	9.64798406629876e-07	1.00497059144958e-06	5.10475038412975e-07	1.06190650583391e-07	6.69980394299722e-07
"Microtus_oeconomus"	0.00234210109276819	0.00112177006923198	0.00185502571467864	0.00121270363186423	0.000817690417261699	0.000445204415791203	0.000306063730244923	1.00060516454261	0.000207104706721782	9.24589597909484e-05	0.000149028330471853	4.75360063203629e-05	0.000100795222906225	2.15365476220017e-05	0.000156384549303854	5.71300509362257e-05	9.38036487952024e-05	9.00004013120879e-05	0.000100108162096679	1.94989528000673e-05	4.74053001969908e-05	5.39678762981082e-05	2.24966983979297e-05	2.9306098498912e-05	4.28544395953324e-05	2.88494027264702e-05	3.50211317677748e-05	0.0136422562938675	0.00231474095014909	0.0282952927208187	9.23547610099497e-05	0.00823143486829894	0.0134094555680853	0.0141426230326908	0.00969187545410632	0.00522571935041804	2.2550687786863e-06	0.00222999008924154	4.72844153392649e-06	1.44436687407906e-06	3.36652658868726e-06	3.4508584536275e-06	0.00222582301921545	2.55018091580934e-06	1.80091049323289e-06	1.8474702029903e-06	1.8040650433824e-06	0.00148285673785807	9.48653334880223e-07	6.71089138328993e-07	8.44570494980458e-08	2.78683175298662e-07	4.47392758885995e-07
"Apodemus_agrarius"	0.00129417098945131	0.00128094876538239	0.00141810557378597	0.000897685617479508	0.000597996034408297	0.000459556947616683	0.000181265493209678	0.00024312291658644	1.00206568455726	0.000134838508181036	0.000196451286880598	0.000127903960507299	0.000131205813103851	2.42831316120042e-05	0.000151925592999295	7.22437175282786e-05	7.45976784450001e-05	0.000224370847857063	4.4802633254931e-05	2.29421302433391e-05	5.54280698834273e-05	4.12103345100915e-05	2.8823094745955e-05	8.63123323202941e-05	4.89612850605368e-05	0.000155941202476588	4.02315862196355e-05	0.00891896809156241	0.00445750090664996	0.00707599135456289	0.00269930624765425	0.0131531943515762	0.0122540896169065	4.56486579902806e-05	0.0131150766011231	0.00614849090521487	2.35853084323944e-06	5.4719040945018e-06	0.00610310494406364	1.69941705506215e-06	0.00697655200820802	0.00610134695561974	2.31606199918949e-06	0.00261558379866213	0.008713614648324	0.00261603037243568	1.25417805033653e-06	7.26144827365536e-07	7.09638610562808e-07	3.70822633080604e-07	9.52279671058989e-08	3.52408378186725e-07	2.47215088720403e-07
"Neomys_fodiens"	0.000732582354984609	0.00358845195020335	0.000726381842868313	0.000386917015383495	0.000288495865816354	0.00112454820575194	0.000104881168202205	0.000138688439686423	0.000172293649342435	1.0006024164066	0.00035696574181235	0.000573898850467656	0.000279806607969502	3.01326214751199e-05	3.49722062462063e-05	0.000244077435073033	0.00019266831856099	0.000109034387705903	3.49559781964949e-05	2.92253810579296e-05	4.93344455678096e-05	4.05652619364484e-05	0.00010477262509498	6.41598065789304e-05	3.12150960358e-05	2.9088742114974e-05	3.04796962751323e-05	0.00570550961197496	0.0558126132113385	8.22420593919189e-05	0.000154651640360156	0.0290550797795899	0.00226679382651883	3.10629685469272e-05	4.2771043515609e-05	0.00783240212352514	3.17462361375763e-06	2.40024478596835e-06	4.47436226183235e-06	2.16484304132812e-06	2.79633820692676e-06	1.76004905989243e-06	1.73573470674437e-06	1.12544665782168e-06	1.49820564645595e-06	2.21509685569894e-06	1.22499008351507e-06	3.92917733895722e-07	3.53255600538263e-07	2.09908984236278e-07	1.18167143039686e-07	1.1906216345026e-06	1.39939322824185e-07
