"Meriones_persicus"	"Meriones_libycus"	"Meriones_tristrami"	"Microtus_socialis"	"Apodemus_fulvipectus"	"Microtus_arvalis"	"Cricetulus_migratorius"	"Allactaga_elater"	"Arvicola_terrestris"	"Dryomys_nitedula"	"Xenopsylla_conformis"	"Nosopsyllus_iranus"	"Nosopsyllus_laeviceps"	"Stenoponia_tripectinata"	"Rhadinopsylla_ucrainica"	"Nosopsyllus_consimilis"	"Ctenophthalmus_secundus"	"Leptopsylla_taschenbergi"	"Amphipsylla_schelkovnikovi"	"Mesopsylla_apscheronica"	"Ctenophthalmus_bogatschevi"	"Amphipsylla_rossica"	"Ctenophthalmus_proximus"	"Nosopsyllus_mokrzeckyi"	"Myoxopsylla_jordani"	"Ceratophyllus_sciurorum"	"Callopsylla_caspia"	"Megabothris_turbidus"	"Neopsylla_pleskei"	"Stenoponia_ivanovi"
"Meriones_persicus"	1.00579042334631	0.00221205796878091	0.0018137687417422	0.000164019070349757	7.20773678707942e-06	4.86886010543126e-05	5.44602310288842e-05	1.03823297836668e-05	2.07517250991944e-09	0	0.0537383798844926	0.0369023228830509	6.48381754578163e-05	0.00614359347343138	0.00212390775214397	0.00183161600837218	0.000199258857186647	6.6933043144408e-07	2.74872473104873e-06	8.59227292441393e-07	9.52603064106116e-07	4.51976215644463e-07	2.19305625922242e-08	1.46796657046234e-08	0	2.91221688366845e-08	1.34441860942424e-07	1.45610844183423e-08	1.81534103429614e-07	1.0584478490068e-07
"Meriones_libycus"	0.00427938649425126	1.00353269161615	0.00190654574111076	0.000278643755018514	5.76332149860308e-06	3.63349563469571e-05	5.49382391098668e-05	6.70431821619719e-06	1.65931230468461e-09	0	0.0406307855412398	0.0238294217848906	0.0203910191445097	0.00289270693546632	0.0115858143027405	0.00136652199921321	0.000308121914294503	5.73170433807038e-07	2.85039638097352e-06	5.54840128237009e-07	7.10901319831769e-07	4.65363627117569e-07	1.7535723986314e-08	1.17378915805337e-08	0	2.32861474691034e-08	2.28396520506979e-07	1.16430737345517e-08	1.83127463699556e-07	7.89890355368632e-08
"Meriones_tristrami"	0.00466346468973637	0.00253389725473713	1.00263542944991	0.000190850192045803	3.40121459133417e-06	2.42785320754177e-05	3.6019692351418e-05	1.36680963193481e-05	9.79240395254985e-10	0	0.0190768894671001	0.0485810520454383	0.0102578409603276	0.0165809427784084	0.00558808180529952	0.000913080913498435	7.70297268199885e-06	3.50248850887949e-07	1.87170926298638e-06	1.1311527988426e-06	4.75014757997304e-07	3.14772836309869e-07	1.03486783283418e-08	6.92709718256846e-09	0	1.37422811771078e-08	1.56434583644101e-07	6.87114058855389e-09	1.20065641171393e-07	5.2779417555256e-08
"Microtus_socialis"	0.00174908861086093	0.00153596660040943	0.000791558993239152	1.0044485727644	0.000241193729901709	0.00115839646956209	0.000172997085208962	3.1664055755559e-06	6.94418529203494e-08	0	0.00182105001765245	0.0112544798096934	0.00909573603103179	2.80227286383665e-05	0.00414345665415767	0.0412571390470351	0.0308765889781511	1.68998689743476e-05	0.00083382799987769	2.6204735797704e-07	2.26642787523018e-05	0.000830873261850002	7.33866170022113e-07	4.91228166288657e-07	0	9.74520120814987e-07	0.000823318502265901	4.87260060407494e-07	5.76656950696539e-07	2.5182531947002e-06
"Apodemus_fulvipectus"	0.000189439708282633	7.82996708648601e-05	3.47679713780827e-05	0.000594457273697142	1.00774867412007	0.000244642670496186	0.000920581796220233	6.94632756951511e-09	0.00029013994367698	0	3.94202542949561e-05	2.46896051428596e-05	7.30300396955926e-06	1.94528430914977e-06	1.00613917070415e-05	0.00920374293165879	0.00205879075741816	0.0682042415009818	0.0102227272804503	5.74868488511596e-10	4.78648703144712e-06	2.08275573755653e-06	0.00306621842998463	0.00205243533266624	0	0.00407171181462653	4.87260060407494e-07	0.00203585590731327	3.06860598740078e-06	5.31831892383013e-07
"Microtus_arvalis"	0.00137704065155784	0.000531201263985405	0.000267063852829595	0.00307226889753424	0.000263256786729591	1.00458919106483	8.80928124482288e-07	3.08614126087517e-08	7.57940062198546e-08	0	0.000104817545206368	0.000109691932008058	4.12009284965797e-05	1.4269611048218e-05	2.30544219656366e-05	0.0722000966755673	9.53933213675883e-05	1.78193048219125e-05	5.21852263575777e-06	2.55404794003462e-09	0.019655005912138	0.00655418689057403	8.00996153126799e-07	5.36162978452719e-07	0	1.06366378476603e-06	2.5182531947002e-06	5.31831892383013e-07	2.93642708160763e-09	0.00218388954579311
"Cricetulus_migratorius"	0.00236175868561928	0.00123153219337952	0.00060753214432725	0.000703521479849778	0.00151895996376339	1.35075645753951e-06	1.0036735215202	2.396035119539e-06	4.37322290419991e-07	0	0.02695255663719	0.00851632181434423	3.75235057729781e-05	2.78460970190424e-05	0.00671649573207029	4.91929705609867e-05	0.00504388093942551	0.00344837670564527	0.0468540173578305	1.98292561617021e-07	2.64278437344686e-08	5.85466231941362e-07	4.62165136497631e-06	3.09359583256763e-06	0	6.13721197480155e-06	5.76656950696539e-07	3.06860598740078e-06	0.00334557840506734	2.93642708160763e-09
"Allactaga_elater"	0.000931545589555211	0.00031094165519949	0.000476969430178629	2.66414813943324e-05	2.37133251511033e-08	9.79051710346604e-08	4.95731404042552e-06	1.00834983300532	6.82728045238322e-12	0	7.12468963913111e-05	0.0174500304459902	1.14060472985411e-05	1.44060147702275e-05	8.29819559291649e-06	3.62206904253075e-06	1.11521151021921e-06	1.81292213318466e-08	2.53418130254824e-07	0.0834496413521643	1.91553595502597e-09	2.24757918164287e-08	7.2151158797623e-11	4.82958376875311e-11	0	9.58114147519326e-11	2.183727983142e-08	4.79057073759663e-11	1.65243801347517e-08	2.12837328336218e-10
"Arvicola_terrestris"	7.71371267258625e-07	3.188250071144e-07	1.41570182856864e-07	2.42054458750932e-06	0.00410340777486015	9.96149796032375e-07	3.74847677502849e-06	2.82844475884448e-11	1.00598920536025	0	1.60513610302815e-07	1.00532523934997e-07	2.97367826305407e-08	7.92091814504098e-09	4.09685410825643e-08	3.74763185241197e-05	8.38310009008593e-06	0.000277717869584836	4.16254763515344e-05	2.34078186938853e-12	1.94898873136769e-08	8.48068204514038e-09	0.0431262576558826	0.0574933871618336	0	1.65794253529703e-05	1.98405294058141e-09	8.28971267648515e-06	1.24949225834283e-08	2.16554303485299e-09
"Dryomys_nitedula"	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0
