"Decagonocarpus_cornutus"	"Retiniphyllum_rhabdocalyx"	"Aechmea_chantiniii"	"Aphelandra_macrostachya"	"Isertia_hypoleuca"	"Monotagma_secundum"	"Payparola_hulkiana"	"Tachia_occidentalis"	"Drymonia_semicordata"	"Satyria_panurensis"	"Billbergia_decora"	"Passiflora_vitifolia"	"Aechmea_contracta"	"Heliconia_sp1_M_PL_071"	"Alloplectus_savanarum"	"Pepinia_sp1_M_PL_071"	"Ischnosiphon_lasiocoleus"	"Palicourea_sp1_M_PL_071"	"Symphonia_globulifera"	"Ryania_pyrifera"	"Markea_coccinea"	"Pslicourea_quadrifolia"	"Psychotria_bahiensis"	"Psychotria_platypoda"	"Tabernamontana_macrocalyx"	"Psychotria_peppigiana"	"Psittacanthus_lasianthus"	"Aechmea_corymbosa"	"Vriesea_chrysostachys"	"Zygia_lathetica"	"Costus_scaber"	"Columnea_ericae"	"Isertia_rosea"	"Amasonia_arborea"	"Bromelia_sp1_M_PL_071"	"Calathea_zingiberea"	"Heliconia_tarumaensis"	"Passiflora_sp1_M_PL_071"	"Aechmea_rubiginosa"	"Ferdinandusa_sprucei"	"Gurania_rufipila"	"Justicia_cuatrecasii"	"Palicourea_subspicata"	"Renealmia_sp1_M_PL_071"	"Phaethornis_bourcieri"	"Chlorostilbon_olivaresi"	"Phaethornis_malaris"	"Thalurania_furcata"	"Phaethornis_ruber"	"Amazilia_versicolor"	"Florisuga_mellivora"	"Topaza_pyra"
"Decagonocarpus_cornutus"	1.00647004548333	0.000318970539205497	0.00241077599034707	8.0897899108532e-07	2.42161441708711e-07	1.08407521397435e-06	1.04263298565295e-06	6.1957866008693e-07	7.52920922452412e-07	0.000571362669793389	4.31157948015757e-07	2.43716854871801e-07	6.35750171049468e-07	1.63276111262637e-07	5.11163305435046e-07	2.16395323113893e-07	3.49042281875851e-07	4.57064474656573e-07	4.43955327059032e-07	4.20346468390383e-07	4.01107325587582e-07	3.5377956777159e-07	3.54094105886405e-07	3.61112032422007e-07	3.49519892384438e-07	3.22633746816405e-07	6.37006799196725e-05	2.68861455680337e-07	0.000127024953801393	1.58257279603754e-07	1.88203018976236e-07	1.6022444444174e-07	5.20228193930183e-08	1.07760102477089e-07	8.08761297990383e-08	1.32245869907245e-07	8.08761297990383e-08	1.0546857088668e-07	8.06584367041011e-08	0.000126890523073552	8.06584367041011e-08	8.06584367041011e-08	8.06584367041011e-08	1.73688229846931e-08	0.000116417010309586	0.100856591357748	1.57827493829462e-07	3.22421457519649e-05	4.68958220586715e-06	2.15520204954178e-09	4.65695080209059e-10	4.65695080209059e-10
"Retiniphyllum_rhabdocalyx"	0.000439662094580549	1.00202782944485	0.000282963360266783	0.000275993126770105	0.000222040413817164	0.000641367603817184	0.000476635773987681	0.000211296229789233	0.000256599713221652	0.000444179821401732	0.000147057260071536	8.32762176170142e-05	0.000210792260977294	5.58906043294854e-05	0.000174239350130987	7.39102360884139e-05	1.92721577107097e-05	0.000155761791108884	0.000567982118705393	0.000455764578505743	0.00020614026244059	0.000531388005568577	0.000213116021635947	0.000609198131736577	0.000119111957906794	0.000109949499606271	9.5934995697192e-05	9.16245830052258e-05	6.35955751870678e-05	0.000158131593316302	6.41372081036581e-05	8.93264437695112e-05	8.72318277618744e-05	3.67232797616136e-05	2.75891365156066e-05	0.000114515679435364	2.75891365156066e-05	0.000105404101941861	2.74873749015678e-05	1.77832836844549e-05	2.74873749015678e-05	2.74873749015678e-05	2.74873749015678e-05	5.57200652743839e-08	0.0396734444412628	0.00685355618022622	7.37771701781837e-05	0.0543926903336229	1.50444176240837e-05	7.34465595232271e-07	4.27000795802238e-07	4.27000795802238e-07
"Aechmea_chantiniii"	0.00472882982721926	0.00040267862807196	1.00184478723553	0.00017555601582607	3.02336145798921e-05	0.000194278145248627	0.000214365982941981	0.000134467206011702	0.000163433626206975	0.000481731695746148	9.35712919520895e-05	5.28682736472319e-05	0.000141427817132212	3.54026900835107e-05	0.000110951144069253	4.69463924383407e-05	0.000134010633699919	9.92145459596678e-05	2.96682191947888e-05	4.12186511236752e-05	7.59511919741878e-05	1.35199927439995e-05	6.70399606538695e-05	5.68715446975483e-07	7.58699469103342e-05	7.00337971480008e-05	0.000104722574360778	5.8361497623334e-05	0.000127739052048888	1.76731826060596e-05	4.08530483363338e-05	2.92213713435938e-05	1.66976510411485e-07	2.33913818129595e-05	1.75513150102791e-05	1.75896943508538e-05	1.75513150102791e-05	1.17749774501599e-05	1.75084492870002e-05	9.85583032372208e-05	1.75084492870002e-05	1.75084492870002e-05	1.75084492870002e-05	7.19637259854424e-06	0.0252705284709036	0.0737141120125355	3.10776493772187e-05	5.07781649085253e-05	0.00194302060160694	4.6782763625919e-07	5.81415664997925e-08	5.81415664997925e-08
"Aphelandra_macrostachya"	1.58684340559044e-06	0.00039275944963438	0.00017555601582607	1.0010504475802	0.00127336284815393	0.000431118471419733	0.000473804286716579	0.000632870638529511	0.000406162692169204	0.000148585253772112	0.000479882200827086	0.000591482267091016	0.000309523399409002	0.000609912144255487	0.000343857433010901	0.000460431520385507	2.75697850265586e-05	0.000228749552914524	6.80178315588354e-05	9.47449058439621e-05	0.000175049220580985	1.42331175153572e-05	0.000121364762650032	8.61643171500614e-07	0.000174926128699342	0.000161470272645547	0.000134574117826246	0.000134558560537955	8.07662508993535e-05	9.93496513097081e-05	9.41909923765689e-05	6.73408262097992e-05	0.000117717982533357	5.39312867887597e-05	9.91650134872437e-05	4.04906600430296e-05	9.91650134872437e-05	5.64335266521626e-05	4.03675681613867e-05	1.34869706303758e-05	4.03675681613867e-05	4.03675681613867e-05	4.03675681613867e-05	3.87101717039727e-08	0.0582638567129347	2.47360883812627e-05	0.0426281478612464	7.69324260268405e-05	1.04517463600726e-05	1.07862573577519e-06	2.44877470798833e-06	2.44877470798833e-06
"Isertia_hypoleuca"	4.7500898181324e-07	0.000315980588893656	3.02336145798921e-05	0.00127336284815393	1.00266596261046	0.000123754874805312	0.000155925331869008	0.000655170371669674	0.000119439920878176	6.90278175925069e-05	0.000529535333918666	0.000896457734900905	5.31678349402989e-05	0.000998981588161027	0.000208097063443766	0.000675232199237039	4.82811728960778e-06	3.92890136345066e-05	8.62360529802657e-05	7.21881746947373e-05	4.24912832939558e-05	7.70036897951719e-05	3.94944024480245e-05	8.71272041906264e-05	3.00445398381521e-05	2.77334213890634e-05	2.31158414416883e-05	2.31111844908862e-05	1.38760245961359e-05	0.00013506067913836	1.61778291436203e-05	1.7778963973345e-05	0.00023136116067058	9.26299979594638e-06	0.000116390563954654	1.93800988030696e-05	0.000116390563954654	7.17975846576752e-05	6.93335534726586e-06	2.3204323506928e-06	6.93335534726586e-06	6.93335534726586e-06	6.93335534726586e-06	1.21106112606199e-08	0.0100071428845537	7.40455177532403e-06	0.0793564762403566	0.00777921465987736	3.26986504036737e-06	1.85259995918928e-07	0.00192820377425088	0.00192820377425088
"Monotagma_secundum"	2.69696760549716e-06	0.00115759030932858	0.00024640155007143	0.000546784402776247	0.000156957402192102	1.00071676796185	0.000690272129852248	0.000418773742849658	0.000508908287037893	0.000310466340255829	0.000291419110225771	0.000164720504904585	0.000427123724261006	0.000110348210701554	0.000345499836738712	0.000146256244531803	0.000191925858869987	0.000308935775605761	0.000279998468584297	0.000269060102656971	0.0002677675057368	0.000216459490412624	0.000229141570555124	0.000220657506032644	0.000236245004874994	0.000218072312192302	0.000181753367685796	0.000181726926826918	0.000109089037813906	0.00010194761318583	0.000127208848778843	0.000106624713844362	3.18140685518959e-05	7.28364436180033e-05	5.46638618931203e-05	8.60405789098818e-05	5.46638618931203e-05	6.79407781497123e-05	5.45180780480755e-05	1.82255744004467e-05	5.45180780480755e-05	5.45180780480755e-05	5.45180780480755e-05	9.15179255909432e-06	0.0786877593160556	4.20409656151027e-05	0.000105693287657483	0.0197015630386289	0.00247098399095547	1.45672887236007e-06	3.01841158061735e-07	3.01841158061735e-07
"Payparola_hulkiana"	2.59386742772197e-06	0.000860269445733864	0.000271878807633733	0.000600922509982003	0.000197758957492401	0.000690272129852248	1.0007337543474	0.00045035895554358	0.000526405867066288	0.000261771756816848	0.000315670637295543	0.000196857555237894	0.000458284590557265	0.000144173747795208	0.000361298784209169	0.000171064682139761	0.000502062350104393	0.000318532613674228	0.000188715002105361	0.000202432192428505	0.000259421919941273	0.000141094853297674	0.000247049550873856	0.000110867095803333	0.000243583763397939	0.000224846550828867	0.000187397555763543	0.000187372125690723	0.000112474135560075	8.34967027867471e-05	0.000131160487983506	0.000101605141117028	2.28938170723943e-05	7.50990483730351e-05	5.97394679717473e-05	7.204979425055e-05	5.97394679717473e-05	5.5076496813743e-05	5.62116377072168e-05	1.87880727147139e-05	5.62116377072168e-05	5.62116377072168e-05	5.62116377072168e-05	2.73287014686029e-05	0.0811321304240829	4.04338157850778e-05	0.00255767694178463	0.00989884783958326	0.00737874939652277	1.5019809674607e-06	3.80305687485386e-07	3.80305687485386e-07
"Tachia_occidentalis"	1.85873598026079e-06	0.000459880029541272	0.000205655726841427	0.000967919800103959	0.00100202527431833	0.000504991866377529	0.000543079916979023	1.00061006343144	0.000463863794298485	0.000174022494183769	0.000454719972622884	0.000501889423640726	0.000362592670814249	0.000499603468221826	0.000367000190335598	0.000396120744510541	3.22911899070893e-05	0.000267970004207963	7.9613791240939e-05	0.000110939903058697	0.000205051419198796	1.66070436072475e-05	0.000142156279970817	9.32264807775059e-07	0.000204918238511971	0.000189155297087974	0.000157647637141745	0.000157629414239978	9.46140943475212e-05	9.24914641553241e-05	0.000110340589967985	7.88812974634014e-05	9.01389183930114e-05	6.31781219398709e-05	9.22916931250866e-05	4.74220049588184e-05	9.22916931250866e-05	5.41604979613672e-05	4.72888242719934e-05	1.57993872275323e-05	4.72888242719934e-05	4.72888242719934e-05	4.72888242719934e-05	4.50180622996318e-08	0.0682535363659104	2.89744138099476e-05	0.0326270799184926	8.32379292656303e-05	1.21548768209006e-05	1.26356243879742e-06	1.9269716813814e-06	1.9269716813814e-06
"Drymonia_semicordata"	2.64820462379814e-06	0.00065477168201387	0.000293053398715954	0.000728291723889607	0.000214168133988453	0.000719491026501849	0.000744228984473028	0.000543840310556844	1.00063140500385	0.000247882193027959	0.000381658800603631	0.000241747194029967	0.000516684873444688	0.00017931064321813	0.000434197616580113	0.000209387653118107	4.60002847992258e-05	0.000381850703300586	0.000113283877935448	0.000157963778200228	0.00029216595358672	2.34999873144994e-05	0.000202526633946919	1.13732214507664e-06	0.000292003478994566	0.000269541672918061	0.00022464402355548	0.000224618060765051	0.000134822762039889	7.25779975354237e-05	0.000157232642535536	0.000112390267678602	1.00602094275093e-05	9.00272788637478e-05	7.23342856471929e-05	6.7547892821669e-05	7.23342856471929e-05	4.75605204540028e-05	6.73854182295152e-05	2.25137316573639e-05	6.73854182295152e-05	6.73854182295152e-05	6.73854182295152e-05	6.33336850715105e-08	0.097259620311267	4.12808367827357e-05	0.00358792887781635	0.000101546620096129	1.71000949693078e-05	1.80054557727496e-06	4.1186179613164e-07	4.1186179613164e-07
"Satyria_panurensis"	0.00215848119699725	0.00121738173273067	0.000927779562177767	0.000286164192449994	0.000132942463511495	0.000471448887055147	0.00039750526035151	0.000219139437120301	0.000266243836955956	1.00044130961178	0.000152502976192128	8.62548096654743e-05	0.000218711184513609	5.78195944745174e-05	0.000180765616093521	7.6575066763997e-05	1.98019356971909e-05	0.000161621849402521	0.000298295629111047	0.000254620016572002	0.00016538647746345	0.000260313288103004	0.000148347115149307	0.000292553089560062	0.000123593178954869	0.000114086011342956	0.000116233256481848	9.50716761191302e-05	9.93661663969143e-05	9.12977382433916e-05	6.65501732833911e-05	6.84324873138552e-05	4.19658737981445e-05	3.81048802080682e-05	2.86077904805212e-05	7.03148013443193e-05	2.86077904805212e-05	6.08507775547974e-05	2.85215028357391e-05	5.18303283373492e-05	2.85215028357391e-05	2.85215028357391e-05	2.85215028357391e-05	4.63294396096994e-08	0.0411660357595834	0.0336469127767218	6.25585424670499e-05	0.0261208115678627	1.25089486946188e-05	7.62097604161364e-07	2.55658583675951e-07	2.55658583675951e-07
