"Clethrionomys_rutilus"	"Clethrionomys_rufocanus"	"Tamias_sibiricus"	"Apodemus_peninsulae"	"Microtus_maximowiczii"	"Sciurus_vulgaris"	"Megabothris_advenarius"	"Amphipsylla_marikovskii"	"Catallagia_dacenkoi"	"Catallagia_ioffi"	"Ceratophyllus_indages"	"Amalaraeus_ioffi"	"Catallagia_striata"	"Amalaraeus_penicilliger"	"Hystrichopsylla_microti"	"Neopsylla_acanthina"	"Peromyscopsylla_ostsibirica"	"Ctenophthalmus_pisticus"	"Rhadinopsylla_integella"	"Stenoponia_montana"	"Ctenophthalmus_congeneroides"	"Tarsopsylla_octodecimdentata"	"Frontopsylla_elata"	"Ctenophyllus_armatus"	"Megabothris_bispinosa"	"Nosopsyllus_fasciatus"	"Ceratophyllus_anisus"
"Clethrionomys_rutilus"	1.00768595651604	0.00207492644483094	0.000184301949282117	0.000133175985095092	2.264920575873e-05	0	0.0237550697039643	0.0156933659095839	0.011831796235917	0.0130474526799669	0.000345005481446609	0.00854333479102792	0.00740244719753627	0.00740144803552432	0.00356552440760503	0.00119440242141104	0.00139100873038629	0.00019386219055596	0.00313127938302829	0.00241897400860498	0.000239426130161564	0	1.77356405710113e-06	0.000331787473923438	0.000237657160810428	0.000142290872908253	0.000142194631681474
"Clethrionomys_rufocanus"	0.00708072812473608	1.00245509065519	0.000254359124147656	0.000281652633038191	2.91795638960527e-05	0	0.0251158526068321	0.0252115120174967	0.0144037174563523	0.00620648165475885	0.000662366093929949	0.00569171989293761	0.00407464940477904	0.00359192624716017	0.00485355053380859	0.00258979172073711	0.00549138476354667	8.06318119905956e-06	0.00147015103711968	0.000821524350234725	5.43146401221525e-06	0	0.000484035350104006	2.33137802789993e-06	0.00032348070843251	1.13198661986712e-06	9.99162011957114e-07
"Tamias_sibiricus"	0.00102304424066261	0.00041374865363966	1.00839769135427	0.000265507400285247	1.01845214861003e-06	0	0.00293775105833072	2.62401218355438e-05	1.78927277860022e-05	0.0015954921229493	0.0650330384633544	1.09861410485506e-05	9.16712328765055e-06	8.96788637578555e-06	0.000533317732886861	0.0131701400014138	1.38945158480562e-05	0.0171162671996031	3.77367121930773e-06	2.78621280264392e-06	1.8330651093758e-06	0	9.75541695388743e-07	3.36844293727106e-07	3.73427674857936e-07	0.000526722790745795	1.4436184016876e-07
"Apodemus_peninsulae"	0.00404474491874523	0.0025067084340399	0.00145270477584642	1.00158449756126	0.000512354411122229	0	0.0273519840925138	0.000125551265479055	8.31827208986814e-05	6.98846290833044e-05	9.66273861403921e-05	4.83278849620761e-05	3.97382421439845e-05	3.85311594309637e-05	0.0043196032647966	0.0129076738426022	0.0386517424674929	0.00861042524332352	1.61778410194569e-05	1.17146262929152e-05	0.00576216091696627	0	0.00287178758724296	1.33175985095092e-06	1.75597884507406e-06	1.32934679407967e-06	5.7075422183611e-07
"Microtus_maximowiczii"	0.00209357441056783	0.000790385578575689	1.6959442300767e-05	0.00155933951211113	1.00564075115745	0	0.00885597771470921	5.22880429050658e-05	3.58114496550977e-05	3.1928111846054e-05	2.29052337653043e-06	2.21658337953619e-05	1.85337617207096e-05	1.81531587133697e-05	1.78833803758706e-05	2.47618064079811e-05	6.7315222781605e-05	1.40474899105563e-05	7.6411463266985e-06	5.65655353554563e-06	0.0743393714493479	0	0.017494240226712	6.89323653526565e-07	7.46109376459807e-07	3.04280528580044e-07	2.95424422939957e-07
"Sciurus_vulgaris"	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0
"Megabothris_advenarius"	0.0735127775700554	0.0227760934120181	0.00163778552451334	0.00278695616663169	0.00029648833688255	0	1.00237848717917	0.00171138952095692	0.00118636437238649	0.00109238327132457	0.000144450277985847	0.000750359153996025	0.000630813273506438	0.000619845652280747	0.000381810372692356	0.000202152226209255	0.000332072719147763	6.55147019159297e-05	0.000261117507121271	0.000194627047734547	5.51288072838331e-05	0	2.40866720326581e-05	2.42045833955968e-05	2.46007356235059e-05	1.12286333666018e-05	1.03733928838272e-05
"Amphipsylla_marikovskii"	0.0686504031353402	0.0323184608783959	2.06789437510561e-05	1.80835156039791e-05	2.47453700991052e-06	0	0.00241918642159959	1.00187485733022	0.00126573511955629	0.00108515854373075	4.46874320021508e-05	0.000762800161386313	0.000633426518998457	0.000617863857259262	0.000397896489255926	0.000164230515946632	0.000270717881510443	1.34223002367326e-05	0.000259807769174898	0.000190621238986885	1.64316731150662e-05	0	1.56573643528947e-05	2.26036134500179e-05	2.65205460047145e-05	9.69806131119809e-06	9.68726290715053e-06
"Catallagia_dacenkoi"	0.0744212982176321	0.0265488638322707	2.02748956865055e-05	1.72271907186618e-05	2.43687379309836e-06	0	0.002411338236182	0.0018199623316697	1.00125090180957	0.00112461319070571	4.285708498224e-05	0.000779246577940059	0.000652619274914753	0.000639834910308524	0.000390467921598407	0.000156182741442885	0.000247069354385159	1.44938782766717e-05	0.000269388168247839	0.000199834377311695	1.77812150021647e-05	0	1.28759655649334e-05	2.45037200152128e-05	2.602556689121e-05	1.05121817051252e-05	1.05015942922341e-05
"Catallagia_ioffi"	0.086955750462726	0.0121211224793566	0.0019155908560802	1.53351850653019e-05	2.30202687291298e-06	0	0.00235256209216294	0.00165325094750202	0.00119159642150009	1.00120171433938	0.000159951300861217	0.000804316094141254	0.000686697385405581	0.00068086056880236	0.000366192488643709	0.000158587332691075	0.000185355294346737	4.90019142589568e-05	0.000287457746636566	0.000218323666129186	2.07083322312071e-05	0	5.92066666765749e-06	2.86307739058834e-05	2.43417638587311e-05	1.32706402149841e-05	1.227033167395e-05
