"Clethrionomys_rutilus"	"Clethrionomys_rufocanus"	"Tamias_sibiricus"	"Apodemus_peninsulae"	"Microtus_maximowiczii"	"Sciurus_vulgaris"	"Megabothris_advenarius"	"Amphipsylla_marikovskii"	"Catallagia_dacenkoi"	"Catallagia_ioffi"	"Ceratophyllus_indages"	"Amalaraeus_ioffi"	"Catallagia_striata"	"Amalaraeus_penicilliger"	"Hystrichopsylla_microti"	"Neopsylla_acanthina"	"Peromyscopsylla_ostsibirica"	"Ctenophthalmus_pisticus"	"Rhadinopsylla_integella"	"Stenoponia_montana"	"Ctenophthalmus_congeneroides"	"Tarsopsylla_octodecimdentata"	"Frontopsylla_elata"	"Ctenophyllus_armatus"	"Megabothris_bispinosa"	"Nosopsyllus_fasciatus"	"Ceratophyllus_anisus"
"Ceratophyllus_indages"	0.00284295214556392	0.00159943440510991	0.096541293532809	2.62167326737498e-05	2.04193944419379e-07	0	0.000384640856497196	8.41786509807958e-05	5.61461035813842e-05	0.000197769244088094	1.00622799418728	3.30557364139294e-05	2.7279072656558e-05	2.65088795240814e-05	6.8256725973459e-05	0.00126811804813257	1.3618040923008e-05	0.00163918887068243	1.11363010158317e-05	8.1035310168321e-06	8.33517771006058e-07	0	8.48649282006493e-07	9.3606138376987e-07	1.18207736243912e-06	5.08143772756002e-05	4.01169164472801e-07
"Amalaraeus_ioffi"	0.0844796733289551	0.0164927511316285	1.95706605655577e-05	1.57346602202108e-05	2.37122873159686e-06	0	0.00239765925021056	0.0017242831555058	0.00122504810857554	0.00119338062340028	3.96668836967153e-05	1.00080791184123	0.000686071267313393	0.000678129332579062	0.000377520307931259	0.000142155881897575	0.000205851180555193	1.63615840195535e-05	0.000286086314067108	0.000215892406421912	2.01333975207019e-05	0	8.02812966693881e-06	2.78155086219514e-05	2.5162843600472e-05	1.19311519326423e-05	1.19209322665506e-05
"Catallagia_striata"	0.0869480814473045	0.0140248982274991	1.93978354650285e-05	1.53683809396625e-05	2.35511889268685e-06	0	0.00239430231435869	0.00170080269742127	0.00121870339735462	0.00121025671792475	3.88839820187402e-05	0.000814946532996572	1.00069428066184	0.000687527099293258	0.000374342856868287	0.000138713575004724	0.000195735901120954	1.68199343959703e-05	0.000290184176619009	0.000219833179059804	2.07106424892317e-05	0	6.83843079862317e-06	2.86282488302508e-05	2.49511241973699e-05	1.22793789166763e-05	1.22692494986789e-05
"Amalaraeus_penicilliger"	0.0884015647389028	0.0125717418650606	1.9296070123179e-05	1.51527031470082e-05	2.34563286745789e-06	0	0.00239232563548805	0.00168697659903371	0.00121496741395663	0.00122019394071884	3.84229826809719e-05	0.000819088800587069	0.000699114634674605	1.00069306082639	0.000372471864792232	0.000136686626739516	0.000189779677942858	1.70898268051175e-05	0.000292597138521937	0.000222153641037944	2.10505441086925e-05	0	6.13789533437973e-06	2.91068181172305e-05	2.48264565572707e-05	1.24844268984969e-05	1.24743506216702e-05
"Hystrichopsylla_microti"	0.0689118626415299	0.027488745296025	0.00185691537905152	0.0027488384412342	3.73925226040931e-06	0	0.00238457932763317	0.00175797903434891	0.00119980143182056	0.00106195821706675	0.000160093048192295	0.000737880601865641	0.000615964155392363	0.000602727199391067	1.00038822390168	0.000211215667962341	0.000350045649199587	6.80412453244051e-05	0.00025364233246019	0.000187372270415363	3.21909568760012e-05	0	2.11558105932022e-05	2.26897007756684e-05	2.50315664596748e-05	1.06938260805353e-05	9.72415747528644e-06
"Neopsylla_acanthina"	0.0253929954791987	0.0161344024201922	0.0504416362054147	0.00903537168982156	5.69521547383566e-06	0	0.00138878579405758	0.000798160307500632	0.000527897666076952	0.000505893591284528	0.00327174456418203	0.000305635146079786	0.00025107157075855	0.000243302195596339	0.000232337234758576	1.00084597279272	0.000471197782476242	0.000938282752833153	0.000102138685299763	7.38634820956485e-05	5.80236581863998e-05	0	3.36837700730477e-05	8.36081694987728e-06	1.11515955485294e-05	2.99234872670607e-05	3.58320726423312e-06
"Peromyscopsylla_ostsibirica"	0.032858717342236	0.0380125856409952	5.91288841089502e-05	0.0300624663636055	1.72027791552991e-05	0	0.00253482175616126	0.00146187656015639	0.000927882686468709	0.000656981543295655	3.90383839792895e-05	0.00049175559799296	0.000393646645587697	0.000375342029709208	0.00042783357124394	0.000523553091640269	1.00141182597974	0.000264864036951806	0.000156921154530461	0.000109331521186038	0.000180784858121322	0	0.00010449655568528	1.08189567918933e-05	1.99309035322497e-05	4.66757246983885e-06	4.63669576795428e-06
"Ctenophthalmus_pisticus"	0.00549534689495962	6.69781584935214e-05	0.0874070711659734	0.00803639689376861	4.30789690590393e-06	0	0.000600114669549916	8.69765055340269e-05	6.53190781002005e-05	0.000208421475314763	0.00563880971514755	4.69032075227199e-05	4.05921083422751e-05	4.05598556174788e-05	9.97938264757942e-05	0.0012510436704442	0.000317836844342168	1.0015533271576	1.71566309433132e-05	1.32363834991324e-05	4.75330923394044e-05	0	2.30683066531819e-05	1.80938044518896e-06	1.31391642023723e-06	4.64188279611655e-05	7.75448762223841e-07
"Rhadinopsylla_integella"	0.0887613329109086	0.0122120546150074	1.92708810265981e-05	1.50993182848264e-05	2.34328487352087e-06	0	0.00239183636523084	0.00168355434425334	0.00121404267823693	0.00122265361569419	3.8308875494461e-05	0.000820114100325708	0.000700311146240541	0.000694430542092062	0.000372008754274946	0.000136184913733017	0.000188305385436553	1.71566309433132e-05	1.00029319439815	0.000222728004960055	2.11346770223642e-05	0	5.96449783827298e-06	2.92252742415974e-05	2.47955986525077e-05	1.25351806553647e-05	1.25251175321132e-05
"Stenoponia_montana"	0.0918346203981105	0.00913945839636133	1.90557054180826e-05	1.4643282866144e-05	2.32322734495624e-06	0	0.00238765681774346	0.00165432003835047	0.00120614320591702	0.00124366516955733	3.73341250418336e-05	0.000828872631798414	0.000710532239461152	0.000706131216156323	0.000368052674030177	0.000131899075170801	0.000175711373334703	1.77272993291951e-05	0.000298296435214359	1.00022763445748	2.18533749255372e-05	0	4.48326520970034e-06	3.02371751075623e-05	2.45319977562399e-05	1.29687400918218e-05	1.29587893318124e-05
"Ctenophthalmus_congeneroides"	0.0195776904893648	0.000130146233831158	2.70024591111897e-05	0.015513510161063	0.0657617516667308	0	0.0014566727155382	0.000307145889766237	0.000231155795028141	0.000254075306990579	8.27106095844474e-06	0.000166487710267342	0.000144177934251959	0.000144115263513357	0.000136192509860005	0.000223167916101538	0.000625793739650731	0.00013711468944059	6.09654144875891e-05	4.70688075319263e-05	1.0049539041883	0	0.00118806962316677	6.44608811973441e-06	4.64612914935481e-06	2.77670969501324e-06	2.76260919417189e-06
"Tarsopsylla_octodecimdentata"	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0
"Frontopsylla_elata"	0.000418955242821889	0.0335060025683106	4.15147188148765e-05	0.0223361256785564	0.0447075028015973	0	0.00183861596515957	0.000845497675056315	0.000483564040105275	0.00020985474077586	2.43279460841861e-05	0.000191783097599094	0.000137528441616755	0.000121393929946621	0.00025857101836136	0.000374264111922752	0.0010449655568528	0.000192235888776516	4.97041486522748e-05	2.78958724159132e-05	0.0034322011335929	0	1.00085747380146	1.37943871107866e-07	1.0854872449928e-05	8.07975062453431e-08	5.9118801903371e-08
"Ctenophyllus_armatus"	0.100768595651604	0.000207492644483094	1.84301949282117e-05	1.33175985095092e-05	2.264920575873e-06	0	0.00237550697039643	0.00156933659095839	0.0011831796235917	0.00130474526799669	3.45005481446609e-05	0.000854333479102792	0.000740244719753627	0.000740144803552432	0.000356552440760503	0.000119440242141104	0.000139100873038628	1.9386219055596e-05	0.000313127938302829	0.000241897400860498	2.39426130161564e-05	0	1.77356405710113e-07	1.00003317874739	2.37657160810427e-05	1.42290872908253e-05	1.42194631681474e-05
"Megabothris_bispinosa"	0.0721798748404241	0.0287897830504934	2.04318284957985e-05	1.75597884507406e-05	2.45150223693936e-06	0	0.00241438648190694	0.00184128362261304	0.00125666308703271	0.00110928895299074	4.35679942156135e-05	0.000772858767728783	0.000645164782817706	0.000631301323884885	0.000393353187223462	0.000159308507836135	0.000256254473986068	1.40776759311131e-05	0.000265667128419726	0.000196255982049919	1.7257051126175e-05	0	1.39562645784788e-05	2.37657160810428e-05	1.00002621781744	1.01959762540143e-05	1.01853068918755e-05
"Nosopsyllus_fasciatus"	0.0605020791605891	0.000141045532835443	0.0403469657711279	1.86108551171154e-05	1.3996904314682e-06	0	0.00154281422457109	0.000942651559448454	0.000710623483266463	0.000846666845715985	0.00262202186742097	0.000513039533103617	0.000444513516783682	0.000444445597586491	0.000235264173771776	0.000598469745341213	8.40163044570993e-05	0.000696282419417483	0.00018802770983047	0.000145249889028405	1.44388904140689e-05	0	1.45435511241618e-07	1.99207222071554e-05	1.427436675562e-05	1.000029606364	8.53745237449517e-06
"Ceratophyllus_anisus"	0.100768595651604	0.000207492644483094	1.84301949282117e-05	1.33175985095092e-05	2.264920575873e-06	0	0.00237550697039643	0.00156933659095839	0.0011831796235917	0.00130474526799669	3.45005481446609e-05	0.000854333479102792	0.000740244719753627	0.000740144803552432	0.000356552440760503	0.000119440242141104	0.000139100873038628	1.9386219055596e-05	0.000313127938302829	0.000241897400860498	2.39426130161564e-05	0	1.77356405710113e-07	3.31787473923439e-05	2.37657160810427e-05	1.42290872908253e-05	1.00001421946317
