"Dillenia_ferruginea"	"Gastonia_crassa"	"Erythroxylum_sechellarum"	"Nephrosperma_vanhoutteanum"	"Psychotria_pervillei"	"Roscheria_melanochaetes"	"Memecylon_eleagni"	"Aphloia_theiformis"	"Campnosperma_seychellarum"	"Cinnamomum_verum"	"Paragenipa_wrightii"	"Lasioglossum_mahense"	"Apis_mellifera"	"Nectarinia_dussumieri"	"Lygistorrhina_sp1_M_PL_102"	"Phelsuma_sp1_M_PL_102"	"Ornidia_obesa"	"Unidentified_sp1_M_PL_102"	"Mabuya_sechellensis"	"Neavella_albipectus"	"Cratopus_aurostriatus"	"Pachycerina_seychellensis"	"Parasarcophaga_hirticeps"	"Polistes_olivaceus"	"Unidentified_sp2_M_PL_102"	"Dichaetomyia_fasciculifera"	"Foudia_madagascariensis"	"Plagiostenopterina_cyanosoma"	"Scaptodrosophila_sp1_M_PL_102"	"Unidentified_sp3_M_PL_102"	"Unidentified_sp4_M_PL_102"	"Unidentified_sp5_M_PL_102"
"Paragenipa_wrightii"	0.0046093880273409	0.0002925709611802	0.00202056617323432	0.000294943491692803	5.38468825432399e-06	9.97171037751774e-07	0.00229818884691914	3.27850220103097e-06	3.65769676294497e-07	0.000288342703604484	1.00028698376587	0.000312555679195578	0.100444318054098	9.73476550972266e-06	3.16919116546298e-06	1.39538621102222e-05	9.83550660309289e-05	4.35997454143041e-05	4.30251413500293e-06	2.42467940788118e-05	1.27947439895869e-05	1.61645293858746e-05	2.43846450862998e-08	1.72100565400117e-06	1.17314239735503e-08	8.08226469293728e-06	8.60502827000587e-07	8.08226469293728e-06	2.99149347462444e-08	5.86571198677514e-09	5.86571198677514e-09	8.08226469293729e-06
"Lasioglossum_mahense"	0.0416082379403876	0.0110430669944104	0.0110172610407619	0.0196919300009418	0.0109726482119479	2.69170369952154e-05	0.00224685039516251	2.03755357176595e-05	4.61424066292804e-06	0.00437140492443489	6.79468867816475e-06	1.00386035422405	0.00237814103735766	0.000905908107475381	0.000209025164323226	0.000706883426652054	0.000611266071529785	0.000550017487021022	0.000162398044035447	0.000132207132489143	0.000205125244018739	8.81380883260956e-05	3.07616044195203e-07	6.49592176141788e-05	3.16671023473123e-07	4.40690441630478e-05	3.24796088070894e-05	4.40690441630478e-05	6.09591567330441e-05	1.58335511736561e-07	1.58335511736561e-07	4.40690441630478e-05
"Apis_mellifera"	0.046093880273409	0.002925709611802	0.0202056617323432	0.00294943491692803	5.38468825432399e-05	9.97171037751774e-06	0.0229818884691914	3.27850220103097e-05	3.65769676294497e-06	0.00288342703604484	0.00286983765868851	0.00312555679195578	1.00444318054098	9.73476550972266e-05	3.16919116546298e-05	0.000139538621102222	0.000983550660309289	0.000435997454143041	4.30251413500293e-05	0.000242467940788118	0.000127947439895869	0.000161645293858746	2.43846450862998e-07	1.72100565400117e-05	1.17314239735503e-07	8.08226469293728e-05	8.60502827000587e-06	8.08226469293728e-05	2.99149347462444e-07	5.86571198677514e-08	5.86571198677514e-08	8.08226469293728e-05
"Nectarinia_dussumieri"	0.000104457135945676	0.0554786114183383	4.72419994808401e-05	9.49763478914521e-05	0.0452408722604874	8.56603146427176e-06	1.26515750920101e-05	8.45625670148826e-06	4.23542707393569e-06	9.54581935023994e-06	4.86738275486133e-07	0.00208358864719338	0.000170358396420146	1.00405693986479	1.5540236545951e-06	0.00147055098078159	0.000253687701044648	0.000504862907213134	0.000815861932622621	5.66903993770081e-07	7.54649017524695e-07	3.7793599584672e-07	2.82361804929046e-07	0.000326344773049048	1.00776840756138e-07	1.8896799792336e-07	0.000163172386524524	1.8896799792336e-07	0.00025133817922493	5.03884203780692e-08	5.03884203780692e-08	1.8896799792336e-07
"Lygistorrhina_sp1_M_PL_102"	3.85681985974389e-05	3.11660144223354e-05	5.86378868286308e-05	0.0155204239324821	2.76498678228629e-05	0.0853165528142176	3.56967672162158e-06	2.30387115467791e-08	9.80624066639558e-06	3.45955569462371e-06	2.43783935804845e-07	0.00073962750452834	8.53243775316956e-05	2.390805622454e-06	1.00568385571265	0.000327570749734333	6.91161346403373e-07	0.00116890388743435	4.58323741504933e-07	7.03654641943569e-07	8.17805105269729e-05	4.69103094629046e-07	6.53749377759705e-07	1.83329496601973e-07	0.0010037241507555	2.34551547314523e-07	9.16647483009866e-08	2.34551547314523e-07	1.53610376793683e-07	0.000501862075377751	0.000501862075377751	2.34551547314523e-07
"Phelsuma_sp1_M_PL_102"	0.000128746453377797	0.0697203354368028	4.85387340189759e-05	0.0309147172378078	0.000134564261773856	3.3268591179094e-05	1.40675908733686e-05	8.6067970278328e-08	2.75475863934819e-06	1.19485036492795e-05	1.07337400847863e-06	0.00250127981738419	0.00037568090296752	0.00226238612427937	0.000327570749734333	1.00249637444335	2.58203910834984e-06	0.000328367229810304	0.00102529905054122	5.82464808227711e-07	0.000163023053833671	3.88309872151807e-07	1.83650575956546e-07	0.000410119620216487	3.91395190342282e-07	1.94154936075903e-07	0.000205059810108243	1.94154936075903e-07	7.47579232076978e-07	1.95697595171141e-07	1.95697595171141e-07	1.94154936075904e-07
"Ornidia_obesa"	0.0420752733028757	5.72487369222761e-05	8.71210198516402e-05	6.08855613693069e-05	0.00841921340112679	1.66688831610862e-06	0.0168075448346576	0.033473761813415	8.05172702617164e-07	1.83840233614072e-05	8.19625550257742e-06	0.00234318660753085	0.0028686894259021	0.000422812835074413	7.48758125270321e-07	2.79720903404566e-06	1.00421285440245	9.5976586151966e-05	8.41893190033473e-07	1.04545223821968e-06	0.000102943068134888	6.96968158813121e-07	5.36781801744776e-08	3.36757276013389e-07	1.96104507777485e-08	3.48484079406561e-07	1.68378638006695e-07	3.48484079406561e-07	4.67734077840377e-05	9.80522538887426e-09	9.80522538887426e-09	3.48484079406561e-07
"Unidentified_sp1_M_PL_102"	0.000153651174967759	9.76872017133703e-05	0.0419191370510716	0.0167744030769323	0.0167655542079566	0.0168414345207257	3.52495857705773e-05	3.19921953839887e-06	0.00840335138907194	1.28002702348757e-05	3.63331211785867e-06	0.00210840036691392	0.00127165924125054	0.000841438178688556	0.00126631254472055	0.00035573116562783	9.5976586151966e-05	1.00167948557738	1.43657649578486e-06	0.00050302964461286	8.86610909471903e-05	0.000335353096408573	0.000560223425938129	5.74630598313943e-07	0.000198134523773244	0.000167676548204286	2.87315299156971e-07	0.000167676548204287	9.3141967821981e-05	9.90672618866219e-05	9.90672618866219e-05	0.000167676548204287
"Mabuya_sechellensis"	7.56022454455039e-05	0.100617891742075	2.24789143681052e-05	0.000112230624967191	0.000163259953173234	1.58667618535504e-07	1.0165659224315e-05	6.73514552026778e-08	2.8924358975534e-08	7.35642458841847e-06	8.60502827000587e-07	0.00149406200512611	0.000301175989450206	0.00326344773049049	1.19164172791283e-06	0.00266577753140717	2.02054365608033e-06	3.44778358988366e-06	1.00147967487856	2.69746972417263e-07	7.75083220426113e-07	1.79831314944842e-07	1.92829059836894e-09	0.000591869951423968	1.86667786512358e-09	8.99156574724209e-08	0.000295934975711984	8.9915657472421e-08	9.06999739851298e-07	9.3333893256179e-10	9.3333893256179e-10	8.9915657472421e-08
"Neavella_albipectus"	0.00021326910412947	3.05713235406231e-05	0.100483997440845	8.14517294574105e-05	5.58057545254115e-05	3.38730175606932e-05	6.91347187756843e-05	1.39393631762624e-07	1.68801894165389e-05	1.68960735255469e-05	8.08226469293728e-06	0.0020271760315002	0.00282879264252805	3.7793599584672e-06	3.0491701150888e-06	2.52401416898675e-06	4.18180895287873e-06	0.00201211857845144	4.49578287362105e-07	1.00120580796929	9.48861859590984e-07	0.000803871979526759	1.12534596110259e-06	1.79831314944842e-07	3.98506088949331e-07	0.00040193598976338	8.99156574724209e-08	0.00040193598976338	3.10031969585619e-07	1.99253044474666e-07	1.99253044474666e-07	0.00040193598976338
"Cratopus_aurostriatus"	0.0503423040308307	0.000131764147472439	0.000118607732448873	0.0501676938327798	6.56706492580666e-05	5.39723837286215e-05	7.17295449727734e-05	2.05886136269777e-05	4.46280659130152e-06	2.69098963966674e-05	6.39737199479346e-06	0.004717880612431	0.00223908019817771	7.54649017524695e-06	0.000531573318425324	0.00105964984991886	0.000617658408809329	0.000531966545683142	1.93770805106528e-06	1.42329278938648e-06	1.00038682660125	9.48861859590984e-07	2.97520439420101e-07	7.75083220426113e-07	6.34969220336723e-07	4.74430929795492e-07	3.87541610213056e-07	4.74430929795492e-07	3.64836940322592e-07	3.17484610168362e-07	3.17484610168362e-07	4.74430929795492e-07
"Pachycerina_seychellensis"	0.00021326910412947	3.05713235406231e-05	0.100483997440845	8.14517294574104e-05	5.58057545254115e-05	3.38730175606931e-05	6.91347187756843e-05	1.39393631762624e-07	1.68801894165389e-05	1.68960735255468e-05	8.08226469293728e-06	0.0020271760315002	0.00282879264252805	3.7793599584672e-06	3.0491701150888e-06	2.52401416898675e-06	4.18180895287873e-06	0.00201211857845144	4.49578287362105e-07	0.00120580796929014	9.48861859590984e-07	1.00080387197953	1.12534596110259e-06	1.79831314944842e-07	3.98506088949331e-07	0.00040193598976338	8.99156574724209e-08	0.00040193598976338	3.10031969585619e-07	1.99253044474666e-07	1.99253044474666e-07	0.00040193598976338
"Parasarcophaga_hirticeps"	5.15607969690465e-07	3.27809401722719e-07	0.000140668245137824	5.62899432111822e-05	5.62602490199885e-05	5.65148809420326e-05	1.18287200572407e-07	1.07356360348955e-08	0.100699340105332	4.29539269626702e-08	1.21923225431499e-08	7.07516901648967e-06	4.26731289010247e-06	2.82361804929046e-06	4.24937095543809e-06	1.19372874371755e-06	3.22069081046866e-07	0.00336134055562878	4.82072649592234e-09	1.68801894165389e-06	2.97520439420102e-07	1.12534596110259e-06	1.00671328934036	1.92829059836894e-09	6.64880952259208e-07	5.62672980551297e-07	9.64145299184468e-10	5.62672980551297e-07	3.12556938999936e-07	3.32440476129604e-07	3.32440476129604e-07	5.62672980551297e-07
"Polistes_olivaceus"	7.56022454455039e-05	0.100617891742075	2.24789143681052e-05	0.000112230624967191	0.000163259953173234	1.58667618535504e-07	1.0165659224315e-05	6.73514552026778e-08	2.8924358975534e-08	7.35642458841847e-06	8.60502827000587e-07	0.00149406200512611	0.000301175989450205	0.00326344773049049	1.19164172791283e-06	0.00266577753140717	2.02054365608033e-06	3.44778358988366e-06	0.00147967487855992	2.69746972417263e-07	7.75083220426113e-07	1.79831314944842e-07	1.92829059836894e-09	1.00059186995142	1.86667786512358e-09	8.99156574724209e-08	0.000295934975711984	8.99156574724209e-08	9.06999739851298e-07	9.33338932561789e-10	9.33338932561789e-10	8.9915657472421e-08
"Unidentified_sp2_M_PL_102"	4.31339937799142e-07	3.17335237071009e-07	4.98132611186664e-05	0.00012044426262451	1.99500335860641e-05	0.100809059522404	6.47202921456321e-08	3.92209015554971e-09	9.97321428388811e-06	3.75328143340874e-08	5.86571198677514e-09	7.28343353988183e-06	2.0529991953713e-06	1.00776840756138e-06	0.00652420697991076	2.54406873722484e-06	1.17662704666491e-07	0.00118880714263946	4.66669466280895e-09	5.97759133423997e-07	6.34969220336723e-07	3.98506088949331e-07	6.64880952259208e-07	1.86667786512358e-09	1.00118598893556	1.99253044474666e-07	9.3333893256179e-10	1.99253044474666e-07	1.10833519922578e-07	0.000592994467778849	0.00059299446777885	1.99253044474666e-07
"Dichaetomyia_fasciculifera"	0.00021326910412947	3.05713235406231e-05	0.100483997440845	8.14517294574105e-05	5.58057545254115e-05	3.38730175606932e-05	6.91347187756843e-05	1.39393631762624e-07	1.68801894165389e-05	1.68960735255468e-05	8.08226469293728e-06	0.0020271760315002	0.00282879264252805	3.7793599584672e-06	3.0491701150888e-06	2.52401416898675e-06	4.18180895287873e-06	0.00201211857845144	4.49578287362105e-07	0.00120580796929014	9.48861859590984e-07	0.00080387197952676	1.12534596110259e-06	1.79831314944842e-07	3.98506088949331e-07	1.00040193598976	8.99156574724209e-08	0.00040193598976338	3.10031969585619e-07	1.99253044474666e-07	1.99253044474666e-07	0.00040193598976338
"Foudia_madagascariensis"	7.5602245445504e-05	0.100617891742075	2.24789143681052e-05	0.000112230624967191	0.000163259953173234	1.58667618535504e-07	1.0165659224315e-05	6.73514552026778e-08	2.8924358975534e-08	7.35642458841847e-06	8.60502827000587e-07	0.00149406200512611	0.000301175989450206	0.00326344773049048	1.19164172791283e-06	0.00266577753140717	2.02054365608033e-06	3.44778358988366e-06	0.00147967487855992	2.69746972417263e-07	7.75083220426113e-07	1.79831314944842e-07	1.92829059836894e-09	0.000591869951423968	1.86667786512358e-09	8.99156574724209e-08	1.00029593497571	8.99156574724209e-08	9.06999739851298e-07	9.3333893256179e-10	9.3333893256179e-10	8.9915657472421e-08
"Plagiostenopterina_cyanosoma"	0.00021326910412947	3.05713235406231e-05	0.100483997440845	8.14517294574105e-05	5.58057545254115e-05	3.38730175606932e-05	6.91347187756843e-05	1.39393631762624e-07	1.68801894165389e-05	1.68960735255468e-05	8.08226469293728e-06	0.0020271760315002	0.00282879264252805	3.77935995846721e-06	3.0491701150888e-06	2.52401416898675e-06	4.18180895287873e-06	0.00201211857845144	4.49578287362105e-07	0.00120580796929014	9.48861859590984e-07	0.000803871979526759	1.1253459611026e-06	1.79831314944842e-07	3.98506088949331e-07	0.00040193598976338	8.99156574724209e-08	1.00040193598976	3.10031969585619e-07	1.99253044474666e-07	1.99253044474666e-07	0.00040193598976338
"Scaptodrosophila_sp1_M_PL_102"	0.000139724224334775	0.000308379911549442	7.75079923964048e-05	7.38877870211039e-05	0.100335731747205	1.88416983868383e-05	1.56899167080819e-05	1.87093631136151e-05	9.37670816999809e-06	1.22217462813551e-05	2.99149347462444e-08	0.00280412120972003	1.04702271611855e-05	0.0050267635844986	1.99693489831788e-06	9.71853001700072e-06	0.000561280893408452	0.00111770361386377	4.53499869925649e-06	9.30095908756858e-07	7.29673880645184e-07	6.20063939171239e-07	6.25113877999873e-07	1.8139994797026e-06	2.21667039845156e-07	3.10031969585619e-07	9.06999739851299e-07	3.10031969585619e-07	1.00055742073193	1.10833519922578e-07	1.10833519922578e-07	3.10031969585619e-07
"Unidentified_sp3_M_PL_102"	4.31339937799142e-07	3.17335237071008e-07	4.98132611186664e-05	0.000120444262624509	1.99500335860641e-05	0.100809059522404	6.47202921456321e-08	3.9220901555497e-09	9.97321428388811e-06	3.75328143340874e-08	5.86571198677514e-09	7.28343353988183e-06	2.0529991953713e-06	1.00776840756138e-06	0.00652420697991076	2.54406873722483e-06	1.17662704666491e-07	0.00118880714263946	4.66669466280895e-09	5.97759133423997e-07	6.34969220336723e-07	3.98506088949331e-07	6.64880952259207e-07	1.86667786512358e-09	0.0011859889355577	1.99253044474666e-07	9.3333893256179e-10	1.99253044474666e-07	1.10833519922578e-07	1.00059299446778	0.000592994467778849	1.99253044474666e-07
"Unidentified_sp4_M_PL_102"	4.31339937799142e-07	3.17335237071009e-07	4.98132611186664e-05	0.000120444262624509	1.99500335860641e-05	0.100809059522404	6.47202921456321e-08	3.9220901555497e-09	9.97321428388811e-06	3.75328143340874e-08	5.86571198677514e-09	7.28343353988183e-06	2.0529991953713e-06	1.00776840756138e-06	0.00652420697991076	2.54406873722483e-06	1.17662704666491e-07	0.00118880714263946	4.66669466280895e-09	5.97759133423997e-07	6.34969220336723e-07	3.98506088949331e-07	6.64880952259207e-07	1.86667786512358e-09	0.0011859889355577	1.99253044474666e-07	9.3333893256179e-10	1.99253044474666e-07	1.10833519922578e-07	0.000592994467778849	1.00059299446778	1.99253044474666e-07
"Unidentified_sp5_M_PL_102"	0.00021326910412947	3.05713235406231e-05	0.100483997440845	8.14517294574105e-05	5.58057545254115e-05	3.38730175606932e-05	6.91347187756843e-05	1.39393631762624e-07	1.68801894165389e-05	1.68960735255468e-05	8.08226469293728e-06	0.0020271760315002	0.00282879264252805	3.77935995846721e-06	3.0491701150888e-06	2.52401416898675e-06	4.18180895287873e-06	0.00201211857845144	4.49578287362105e-07	0.00120580796929014	9.48861859590984e-07	0.00080387197952676	1.1253459611026e-06	1.79831314944842e-07	3.98506088949331e-07	0.00040193598976338	8.99156574724209e-08	0.00040193598976338	3.10031969585619e-07	1.99253044474666e-07	1.99253044474666e-07	1.00040193598976
