"Hamelia_versicolor"	"Vitex_mollis"	"Combretum_farinosum"	"Ipomoea_bracteata"	"Mirabilis_sp1_M_PL_065"	"Ipomoea_wolcottiana"	"Opuntia_excelsa"	"Nopalea_karwinskiana"	"Ceiba_aesculifolia"	"Caesalpinia_pulcherrima"	"Cordia_seleriana"	"Psittacanthus_calyculatus"	"Tillandsia_bartramii"	"Pithecellobium_mangens"	"Tillandsia_paucifolia"	"Tillandsia_dasyrifolia"	"Groton_suberosus"	"Justicia_mexicana"	"Erythrina_lanata"	"Ipomoea_quamoclit"	"Tabebuia_donnell-smithii"	"Amazilia_rutila"	"Chlorostilbon_canivetii"	"Cynanthus_latirostris"	"Heliomaster_constantii"	"Archilochus_colubris"
"Hamelia_versicolor"	1.0024838897585	0.00202801942449584	0.00135936986117072	0.000892313332653084	0.000617531575375572	0.00034405581781782	0.00055451996690504	0.000201938536722363	0.000308344266130871	0.000350582498107819	0.000216810530262393	5.68909843509054e-05	0.000171684433229755	0.000109968465704795	0.000138097467389475	0.000122631738021253	8.36781271203847e-05	5.17149316328383e-05	1.86453482759564e-06	5.98512969025345e-06	1.11872089655738e-06	0.052919201771995	0.0297232074130942	0.0162705289078221	0.00208082086759673	1.63420495929903e-05
"Vitex_mollis"	0.00214976466640871	1.00644514296519	0.000522814995870528	4.23170789681708e-05	1.80827613075033e-06	4.50856643698421e-06	3.6647685684622e-05	4.89075089919852e-06	1.36799208309572e-05	1.94036637353915e-05	0.000457737090475172	3.13091615266203e-06	9.50220569757854e-06	0.000362676251786075	7.2106711569966e-06	6.78728978398467e-06	4.63132714671895e-06	1.21019496762282e-06	5.28464517953968e-09	7.13712825263982e-06	3.17078710772381e-09	0.0029289151679595	0.0980272061317939	4.7643894226468e-05	5.89766402036628e-06	4.38152100802731e-07
"Combretum_farinosum"	0.00260362657520139	0.000944648598628099	1.00160361492072	0.00110936159863652	0.000838815078360829	0.000459783440945105	0.000667725917843703	0.000104648766260324	0.000337795433380576	0.000436536433090833	0.000158718100308363	7.08765647006104e-05	0.000213777100978639	4.79308462713957e-05	0.000172389758629153	0.000152697929270456	0.000104193881149252	6.79605861014639e-05	3.50674663206115e-08	5.85246258858776e-06	2.10404797923669e-08	0.0658936475957686	0.0129551546989321	0.0221008374713252	3.91352924138025e-05	2.13259516613915e-05
"Ipomoea_bracteata"	0.00258449890450454	0.000115626090590729	0.00167761012973666	1.00126340891827	0.000685104158236288	0.000502795055853925	0.000810873330087518	0.000403882703668116	0.000473240529867963	0.00050429985899771	0.000114684612197778	0.000148023283724162	0.000246961659344558	4.34135042587751e-07	0.000196408775347932	0.000176401185246113	0.0001203678675797	6.40197563466194e-05	4.44844461293045e-06	5.25163498308675e-06	2.66906676775827e-06	0.0761222997038519	0.000117341692760978	0.0180509101978684	0.00496446418803038	0.00175508522758935
"Mirabilis_sp1_M_PL_065"	0.00198260137357421	5.47674062566966e-06	0.00140605206915029	0.000759405725636715	1.00381721248406	0.00171424493132398	3.04901984336141e-06	1.22202059343841e-06	0.000153794640474119	1.92106982181995e-06	7.91352637730812e-07	2.40666572310372e-06	9.40770818092896e-07	2.85234076604083e-07	4.94183759607581e-05	6.7197915578064e-07	4.58526953356201e-07	0.000194928540945096	1.20155650655614e-08	6.10935473324886e-06	7.20933903933683e-09	0.000289978769812163	7.70954797436614e-05	0.100574721270572	1.34093706131665e-05	5.48961193601761e-05
"Ipomoea_wolcottiana"	0.00145807233951005	1.80247740291221e-05	0.00101733136091222	0.000735668555407322	0.00226280330934765	1.00281712477449	0.000101102168370876	1.6318664066605e-05	0.000136491594371519	6.61423680361648e-05	1.52429424216097e-05	0.00120830993985775	3.23907069806733e-05	2.17958078887564e-07	5.33711709381786e-05	2.31362192719095e-05	1.57870672678912e-05	0.000119296645730264	1.25200562878108e-08	4.15750982896852e-06	7.51203377268648e-09	0.00998395909286636	5.89115538223983e-05	0.0596196342430992	1.39723828171969e-05	0.0313336237374959
"Opuntia_excelsa"	0.00266407802715954	0.000166095358269922	0.00167489245740748	0.00134500468833132	4.56261441954082e-06	0.000114614630014716	1.00099351002058	0.000776639365407334	0.000623765003597302	0.000590819334179133	0.000136516329965138	9.53094804766191e-05	0.000289331278877847	2.23343144584748e-06	0.000220867892088189	0.000206665199198462	0.000141018606511892	3.42718346896567e-05	9.9385064514039e-06	4.91293807110428e-06	5.96310387084234e-06	0.0891821118423481	0.000603670749449738	0.000120214338454249	0.0110913731997668	1.27308800821181e-05
"Nopalea_karwinskiana"	0.00107540284238655	2.45702009459735e-05	0.00029096786597778	0.0007425885689136	2.02700241292562e-06	2.05062577556544e-05	0.000860878026734585	1.00493849131724	0.00170957089055318	0.000102588600609969	2.34038440730795e-05	1.65837442585251e-05	5.02388620271042e-05	1.47361567769622e-07	5.3331383317326e-05	3.58849014479316e-05	2.44861680468239e-05	6.01390583493951e-06	7.65487122196564e-05	8.50417357320335e-07	4.59292273317939e-05	0.0154853904130604	3.98301314423469e-05	5.34068259354565e-05	0.0854283628371366	3.11080252628875e-06
"Ceiba_aesculifolia"	0.0020621163047224	8.63062114883314e-05	0.00117947840692022	0.00109269823341606	0.000320362922183631	0.000215393712048078	0.0008682974634793	0.00214690297883422	1.00096018278906	0.000375475210913429	8.54034238500033e-05	6.07567028558317e-05	0.00018387469176419	3.35458091562748e-07	0.000149566254221691	0.00013133906554585	8.96195976665799e-05	3.79825774594417e-05	3.20689804773311e-05	3.60772772058111e-06	1.92413882863986e-05	0.0566766696967267	9.06704514791235e-05	0.00844082212834701	0.0357889822127015	1.29565208467095e-05
"Caesalpinia_pulcherrima"	0.00290420810160921	0.000151636038821022	0.00188806498427352	0.00144233910289469	4.95683447852307e-06	0.00012929063710773	0.00101873786428418	0.000159582267615508	0.000465094808580009	1.00066695898708	0.000151585082731331	0.000107586994266357	0.000326617775567691	5.01829840708751e-07	0.000247094858824847	0.000233298411119779	0.000159191856999379	3.86786010430811e-05	4.88332991553467e-08	5.50693059027554e-06	2.9299979493208e-08	0.100675126116159	0.00013563881559926	0.000130601125335249	5.44979618573669e-05	1.42369911502851e-05
