"Diplopterys_pubipetala"	"Byrsonima_gardnerana"	"Banisteriopsis_muricata"	"Heteropterys_sp1_M_PL_059"	"Heteropterys_sp2_M_PL_059"	"Dicella_bracteosa"	"Carolus_chasei"	"Stigmaphyllon_paralias"	"Banisteriopsis_stellaris"	"Banisteriopsis_schizoptera"	"Stigmaphyllon_auriculatum"	"Stigmaphyllon_ciliatum"	"Janusia_anisandra"	"Centris_aenea"	"Centris_fuscata"	"Centris_caxiensis"	"Centris_tarsata"	"Centris_flavifrons"	"Centris_trigonoides"	"Centris_obsoleta"	"Epicharis_sp1_M_PL_059"	"Apis_mellifera"	"Centris_sp1_M_PL_059"	"Centris_sp2_M_PL_059"	"Xylocopa_sp1_M_PL_059"	"Xylocopa_grisescens"
"Diplopterys_pubipetala"	1.00285594492616	0.00126079885614837	0.000983104730652188	0.00100454657344991	0.00106654702585445	0.000694557283041223	0.000558975249958026	0.000484245701947713	0.000316802992656332	0.000236838933514364	0.000226793067465735	0.000220909416595874	0.000190945343565537	0.0244113705380222	0.0243199485541129	0.0132473849906587	0.00820735802679033	0.00742407823764785	0.00457086780945486	2.25727974409566e-05	0.00582181898879041	0.00645125148328887	0.00651573071562195	9.10832177442108e-06	6.5314730491527e-06	2.07907344850916e-06
"Byrsonima_gardnerana"	0.00172993331425009	1.00271492386708	0.000451591704015148	0.00111964512781561	0.00101077880723556	0.000815290657783338	0.000768851830390964	0.00026300335972112	0.00042554083652013	0.000279885075367108	0.000224286509979524	0.000160735121915526	0.000136543888940257	0.0226464227755264	0.00796436584518552	0.0513182912791206	0.0113363461861528	0.00696028707548079	3.77553659783087e-05	1.03688729622813e-05	1.93412936616567e-05	0.000695923496012585	1.12396797253537e-05	4.1839311953065e-06	4.62018132653765e-06	9.55027772841702e-07
"Banisteriopsis_muricata"	0.00140188952528046	0.000469327934082208	1.00510388859829	0.000921830539891015	0.000808885866165243	0.000375408555356071	0.000224917770339582	0.00022505067019327	0.000128802821118386	9.95247335811162e-05	0.000128876191217568	0.000125410633216765	8.71962622732378e-05	0.010156104821691	0.0119667271086551	0.00282471098028834	0.00358798568873991	0.00692498599419918	0.0165232960268565	0.0230779140584503	0.00922321278064984	0.00112607259329217	9.10832177442108e-06	0.00931214076042731	0.00415224452758811	0.00212559734748884
"Heteropterys_sp1_M_PL_059"	0.00184253620207912	0.00149672768381569	0.00118572244314997	1.00131982599725	0.00102510855950507	0.000853619987244664	0.000598373437511377	0.000462045027127915	0.000337439530147433	0.000250449767466652	0.000278552353793995	0.000258482754730689	0.000192126357190447	0.0249986931602571	0.0222517247403325	0.0172898592472343	0.0100597572883462	0.0131685464020201	0.00976745076860016	2.72250470330507e-05	0.000933697431265007	1.83986242551295e-05	1.19712804089886e-05	1.0985545294038e-05	0.00246928390493306	2.5075701214652e-06
"Heteropterys_sp2_M_PL_059"	0.00214826541765277	0.00148381753779103	0.00114256566870851	0.00112572376662576	1.00126737599525	0.000594507540703979	0.000650436115208749	0.000489975579920717	0.00036690242513865	0.000273392115770109	0.000175864242913159	0.000173433915028492	0.000208749780300376	0.0265727194295568	0.0235617246755881	0.0189695490768968	0.0118953467919721	7.320487585745e-05	0.0115760523475701	2.62341361999538e-05	0.00415433785685915	0.00414648405112282	1.39576566683654e-05	1.05857040806831e-05	7.48810571029463e-06	2.4163020184168e-06
"Dicella_bracteosa"	0.00189133290920456	0.00161803838237001	0.00071688595282419	0.00126729736567862	0.000803728463682495	1.00115112758522	0.000603390771745627	0.000509492150005151	0.000340235892371531	0.000247676698649148	0.000397157907061773	0.000361989316924072	0.000192656705270248	0.0269992601013363	0.024853210641461	0.0173137509028833	0.00643073096725822	0.0252889257273719	4.18884366303942e-05	1.64602212733047e-05	2.19869104495982e-05	1.73619154135705e-05	1.22883211614986e-05	6.64184367168434e-06	6.07894817831683e-06	1.5160730120149e-06
"Carolus_chasei"	0.00187561363493025	0.00188022532929733	0.000529249634945983	0.00109465472454688	0.00108354641941173	0.000743514695042006	1.00081262951425	0.00060164518688568	0.0004543449380865	0.000332484910675356	0.000225804016505177	0.000219973698731133	0.000247323397704775	0.0360533094726774	0.0270187247333305	0.025806828474276	0.0119403970374001	7.57576538717207e-05	4.02842051440586e-05	1.21519553643187e-05	2.11741111376999e-05	1.83851785245749e-05	1.21861902834451e-05	4.90342058560226e-06	4.8793184589192e-06	1.11925904671356e-06
"Stigmaphyllon_paralias"	0.0020778542847211	0.000822483234036956	0.000677197925763386	0.00108090533619015	0.00104379646267959	0.000802836115159633	0.000769376572320476	1.00106632805159	0.000451235998927863	0.000342283455494576	0.000290631791579778	0.000336606353565588	0.000339474518983796	0.0384630280373695	0.0620955747397804	0.000163123123205119	8.33944897969384e-05	7.72415907299995e-05	4.30352676285843e-05	1.55489553951714e-05	2.35246562287564e-05	1.89673429045808e-05	1.3500183205815e-05	6.27413989629723e-06	5.45634333131953e-06	1.43214062850263e-06
"Banisteriopsis_stellaris"	0.00188484469580406	0.00184520228272594	0.000537400005758646	0.00109455175325134	0.0010837496003045	0.000743372537954606	0.000805603209548332	0.000625663359857961	1.00045728123207	0.000334390886105175	0.000220652973454327	0.000215123266879379	0.000253174297293239	0.0309437415325554	0.0317555674239465	0.0258428943755276	0.012276732021635	7.53575785615052e-05	4.04610557015085e-05	1.23390937878118e-05	2.13030038485904e-05	1.84306132557522e-05	1.22461661026817e-05	4.97893258104687e-06	4.91271711708196e-06	1.13649548045635e-06
"Banisteriopsis_schizoptera"	0.00192737890722034	0.00166000803321181	0.000567977358885336	0.00111119092232331	0.00110456699647349	0.000740183237342282	0.000806371450028738	0.000649158277662126	0.000457385235017424	1.00035058402121	0.000219306894044238	0.000225100695508406	0.000281798072079053	0.0330310092083651	0.0324311914728923	0.0180208338901329	0.0173328104532637	7.49636648223109e-05	4.15567340551833e-05	1.30411719864911e-05	2.19304959963558e-05	1.86980930483347e-05	1.2522518323748e-05	5.26222729279465e-06	5.07991934407595e-06	1.20116057770313e-06
