"Diplopterys_pubipetala"	"Byrsonima_gardnerana"	"Banisteriopsis_muricata"	"Heteropterys_sp1_M_PL_059"	"Heteropterys_sp2_M_PL_059"	"Dicella_bracteosa"	"Carolus_chasei"	"Stigmaphyllon_paralias"	"Banisteriopsis_stellaris"	"Banisteriopsis_schizoptera"	"Stigmaphyllon_auriculatum"	"Stigmaphyllon_ciliatum"	"Janusia_anisandra"	"Centris_aenea"	"Centris_fuscata"	"Centris_caxiensis"	"Centris_tarsata"	"Centris_flavifrons"	"Centris_trigonoides"	"Centris_obsoleta"	"Epicharis_sp1_M_PL_059"	"Apis_mellifera"	"Centris_sp1_M_PL_059"	"Centris_sp2_M_PL_059"	"Xylocopa_sp1_M_PL_059"	"Xylocopa_grisescens"
"Stigmaphyllon_auriculatum"	0.00192298792533821	0.00138601004969383	0.000766311723826616	0.00128767914448482	0.000740314747113476	0.00123665935133007	0.000570594580629849	0.000574302342642674	0.00031446351905467	0.000228499398585014	1.0004552274886	0.000426813182121935	0.000191146647587654	0.0361985013241651	0.0247944230421913	0.0103660775186119	8.13370240251549e-05	0.029442728126268	4.23101830519677e-05	1.75950728129374e-05	2.23800565592985e-05	1.72011232677326e-05	1.24939893454178e-05	7.09976622276422e-06	6.33318476766838e-06	1.62059881171792e-06
"Stigmaphyllon_ciliatum"	0.0019924059484061	0.00105655188418358	0.000793202285249988	0.00127101074300696	0.00077658625646516	0.00119894550828355	0.000591266884487505	0.000707516539341682	0.000326110430046447	0.000249474656168552	0.000453998735123332	1.0004494060993	0.000234534130951562	0.0429489563451286	0.0314652119981687	0.000171532109828321	7.9852374298842e-05	0.0262138735992233	4.33213309545085e-05	1.82124996009061e-05	2.31629952882347e-05	1.76031867928942e-05	1.29450103992487e-05	7.34890334773402e-06	6.40319000112769e-06	1.67746706850451e-06
"Janusia_anisandra"	0.0020483227764303	0.00106752494989655	0.000655953700282766	0.00112364808902292	0.00111175072387246	0.00075895065712522	0.000790685407813749	0.000848686297459489	0.000456480929968113	0.000371461095013297	0.000241829470811653	0.000278953473934812	1.00034676252938	0.035883118001657	0.0464774584457044	0.000177151292697577	0.0182695543747904	7.50811767027279e-05	4.37512891911713e-05	1.50611725744683e-05	2.34780349759717e-05	1.9200557576335e-05	1.33083118242647e-05	6.07731524934688e-06	5.47382389380397e-06	1.38721326343787e-06
"Centris_aenea"	0.0195511881684612	0.0132189526608276	0.00570419235743165	0.0109157189591168	0.0105659625333588	0.0079409588533342	0.00860548450083137	0.00717918509747282	0.004165503667844	0.00325078936779159	0.00341920233095904	0.00381390619128122	0.00267905632139068	1.00278264230911	0.00255974949039914	0.00188665188109738	0.000868966407143586	0.000816385663935919	0.000409788747804436	0.00013097239249692	0.000218978373216665	0.00018451842165636	0.000127027493749889	5.28485092531432e-05	5.04171644646049e-05	1.20632466773479e-05
"Centris_fuscata"	0.0215366148546741	0.0051402286130278	0.00743149469599405	0.0107431716695038	0.0103589070962717	0.00808234492405235	0.0071306453017295	0.012815221803707	0.00472659477604707	0.00352909775877627	0.002589536365257	0.00308945483659318	0.00383678831446716	0.00283029211946571	1.00290621669355	0.00147347141940502	0.000812313965832376	0.000745258116436629	0.000443053926230242	0.000170632506614969	0.00024529456141959	0.000192857404198113	0.000139927158660312	6.88517131955139e-05	5.71243640726188e-05	1.57161519250629e-05
"Centris_caxiensis"	0.0143302499211403	0.0404587292590164	0.00214280978107435	0.0101969223367951	0.0101876187937803	0.00687788423949527	0.00831969565786437	4.11234764382654e-05	0.00469870806827776	0.00239543552091912	0.00132248658946386	2.05733699335725e-05	1.78639959022767e-05	0.00254820513810556	0.00179990893783699	1.00313196041662	0.0010417909450085	0.000744289903259663	0.000316389109851823	4.9200466272402e-05	0.000153894591780053	0.000163936502453549	9.31061435554315e-05	1.98528197239517e-05	3.39435046515869e-05	4.53162189351071e-06
"Centris_tarsata"	0.0196311131181336	0.0197620088920772	0.00601836112993028	0.0131184672746677	0.0141257243154669	0.0056486150388079	0.0085115668070656	4.6486793298969e-05	0.00493557807626542	0.00509444091024981	2.29447348179069e-05	2.11770654812807e-05	0.00407361685383841	0.00259515643214503	0.002194070998929	0.00230355464022994	1.00105913340299	0.000636511747499094	0.000477722545228867	0.000138185935309578	0.00023900226585435	0.000204502855284513	0.000127546780146066	5.57592370547418e-05	5.71356083981274e-05	1.27276519364085e-05
"Centris_flavifrons"	0.0186061854593086	0.0127133031184003	0.0121708160924598	0.0179931288891319	9.10850048279423e-05	0.023274763501298	5.65835928033029e-05	4.51145574175218e-05	3.17435463675013e-05	2.30861551842161e-05	0.00870254087979957	0.00728420912403198	1.75410890703718e-05	0.00255463690944904	0.00210914642156136	0.00172438138649009	0.000666929123043299	1.00157478203882	0.00045973173439998	0.00027945076224379	0.000235973611889072	0.000142055029467323	0.000120887645639576	0.000112760833887845	9.45357181239909e-05	2.57388859961385e-05
"Centris_trigonoides"	0.0168990830762091	0.000101732474385417	0.0428397727275941	0.0196879164317476	0.021247949870344	5.68720288454439e-05	4.4386252143062e-05	3.70799956068743e-05	2.51429014542011e-05	1.88795606412582e-05	1.84485654560799e-05	1.77583523756079e-05	1.50787732982627e-05	0.00189166189587009	0.00184972122204219	0.00108134032583822	0.000738411871476473	0.000678194334036525	1.00121567933159	0.000983632243896421	0.000595955293023232	0.000243779381879163	0.000109796302472545	0.000396904238765223	0.000225335953447656	9.05977066746704e-05
"Centris_obsoleta"	0.000140188952528046	4.69327934082208e-05	0.10051038885983	9.21830539891015e-05	8.08885866165242e-05	3.75408555356071e-05	2.24917770339582e-05	2.2505067019327e-05	1.28802821118386e-05	9.95247335811162e-06	1.28876191217568e-05	1.25410633216765e-05	8.71962622732378e-06	0.0010156104821691	0.00119667271086551	0.000282471098028834	0.000358798568873991	0.000692498599419918	0.00165232960268565	1.00230779140584	0.000922321278064984	0.000112607259329217	9.10832177442108e-07	0.000931214076042731	0.000415224452758811	0.000212559734748884
"Epicharis_sp1_M_PL_059"	0.0394435200388862	9.55034213341134e-05	0.0438212932592598	0.00344887280830902	0.0139736818821626	5.47042748028281e-05	4.27534684215758e-05	3.71441940454049e-05	2.42589230428925e-05	1.82579248964876e-05	1.78826289253725e-05	1.7399953398339e-05	1.48282326164032e-05	0.00185241035333524	0.00187667944358816	0.000963866127464545	0.000676982494668781	0.000637919094341271	0.00109210946042056	0.00100616866697998	1.00069077186602	0.000359737825584508	0.000256271457879769	0.000405997883167362	0.000189421997703674	9.26734298534195e-05
"Apis_mellifera"	0.0661954500024423	0.00520429744844194	0.0081028267039067	0.000102925637137391	0.0211230310720242	6.54217102540339e-05	5.62213430244248e-05	4.53566895544323e-05	3.17861301077465e-05	2.35758564522481e-05	2.08158520703721e-05	2.00268139600318e-05	1.836575072519e-05	0.00236397514122062	0.00223463035733901	0.00155502088196881	0.000877287611075594	0.000581602113398824	0.000676576110577677	0.000186046776283054	0.0005448203300519	1.00052505085903	0.000430083432219258	7.5071506219478e-05	3.37090943375554e-05	1.71358872892287e-05
"Centris_sp1_M_PL_059"	0.100285594492616	0.000126079885614837	9.83104730652188e-05	0.000100454657344991	0.000106654702585445	6.94557283041223e-05	5.58975249958026e-05	4.84245701947713e-05	3.16802992656332e-05	2.36838933514364e-05	2.26793067465736e-05	2.20909416595874e-05	1.90945343565537e-05	0.00244113705380222	0.00243199485541129	0.00132473849906587	0.000820735802679033	0.000742407823764785	0.000457086780945486	2.25727974409566e-06	0.000582181898879041	0.000645125148328887	1.00065157307156	9.10832177442108e-07	6.5314730491527e-07	2.07907344850916e-07
"Centris_sp2_M_PL_059"	0.000140188952528046	4.69327934082208e-05	0.10051038885983	9.21830539891015e-05	8.08885866165243e-05	3.75408555356071e-05	2.24917770339582e-05	2.2505067019327e-05	1.28802821118387e-05	9.95247335811162e-06	1.28876191217568e-05	1.25410633216765e-05	8.71962622732378e-06	0.0010156104821691	0.00119667271086551	0.000282471098028834	0.000358798568873991	0.000692498599419918	0.00165232960268565	0.00230779140584503	0.000922321278064984	0.000112607259329217	9.10832177442108e-07	1.00093121407604	0.000415224452758811	0.000212559734748884
"Xylocopa_sp1_M_PL_059"	0.000154142763960004	7.94671188164476e-05	0.0687196469315832	0.0317714529101387	8.77356385722854e-05	5.26842175454126e-05	3.4317873161065e-05	3.00098883222574e-05	1.94871112310918e-05	1.47317660978203e-05	1.76273642700103e-05	1.67550138362841e-05	1.20424125663687e-05	0.00148562577955703	0.00152236430253529	0.000740534126482121	0.000563738002861524	0.000890211345667581	0.00143839450284087	0.00157785292048348	0.000659819958667798	7.75309169763774e-05	1.00149253420341e-06	0.000636677494230177	1.00036193069971	0.000145328558465584
"Xylocopa_grisescens"	0.000140188952528046	4.69327934082208e-05	0.10051038885983	9.21830539891015e-05	8.08885866165243e-05	3.75408555356071e-05	2.24917770339582e-05	2.2505067019327e-05	1.28802821118386e-05	9.95247335811162e-06	1.28876191217568e-05	1.25410633216765e-05	8.71962622732378e-06	0.0010156104821691	0.00119667271086551	0.000282471098028834	0.000358798568873991	0.000692498599419918	0.00165232960268565	0.00230779140584503	0.000922321278064984	0.000112607259329217	9.10832177442108e-07	0.000931214076042731	0.000415224452758811	1.00021255973475
