"Cecropia_membranacea"	"Cecropia_tessmannii"	"Cecropia_ficifolia"	"Cecropia_sp1_M_PA_002"	"Cecropia_polystachya"	"Cecropia_engleriana"	"Azteca_xanthochroa"	"Azteca_ovaticeps"	"Camponotus_balzani"	"Pachycondyla_luteola"
"Cecropia_membranacea"	1.00573530013291	0.00028818391447521	0.00173054334322514	0.000833310945961061	0.000758307230561521	0.000755364533881228	0.021077865103721	0.0494442370059639	0.0304619693855603	2.60295148558254e-05
"Cecropia_tessmannii"	0.000492701531199553	1.00920729816543	0.000368337206046286	1.17239765021571e-06	3.10606670165636e-05	4.40133665634805e-07	2.96547640936916e-05	2.5981836858254e-05	0.00980025683291651	0.0911542075762325
"Cecropia_ficifolia"	0.00382161654962219	0.00047576889114312	1.0032939824385	0.00199480258668303	0.000394354727954575	0.000120484907109246	0.0504567713102177	0.000220050493658279	0.0502903065321863	4.29726740387334e-05
"Cecropia_sp1_M_PA_002"	0.00259796941976096	2.13790159745219e-06	0.00281619188708192	1.00397759982143	0.000470648225659538	0.000236462845482391	0.100609877836116	0.000174046977888038	0.000225983095307462	1.93100789447294e-07
"Cecropia_polystachya"	0.00574146903139438	0.000137554382501925	0.00135207335298711	0.00114300283374459	1.00083758237327	0.000889328127113778	0.0289112481476573	0.0575464866413691	0.014539941954268	1.24242668066255e-05
"Cecropia_engleriana"	0.00667238671595085	2.27402393911316e-06	0.000481939628436984	0.000669978062200109	0.00103754948163274	1.00123688218885	0.016946503926238	0.083823020022227	0.000240371665925355	2.05395710629576e-07
"Azteca_xanthochroa"	0.0259796941976096	2.13790159745219e-05	0.0281619188708192	0.0397759982142784	0.00470648225659538	0.00236462845482391	1.00609877836116	0.00174046977888038	0.00225983095307462	1.93100789447294e-06
"Azteca_ovaticeps"	0.0748727017518882	2.30124840744535e-05	0.000150891767079963	8.45371035456186e-05	0.0115092973282738	0.0143696605752389	0.00213829144262447	1.00552814631095	0.00243249380048933	2.07854694866032e-06
"Camponotus_balzani"	0.0504526367948342	0.00949399880688787	0.0377177298991397	0.000120053519382089	0.00318061230249612	4.5069687361004e-05	0.00303664784319402	0.00266054009428521	1.00354629969065	0.000857522472880195
"Pachycondyla_luteola"	4.92701531199553e-05	0.100920729816543	3.68337206046286e-05	1.17239765021571e-07	3.10606670165636e-06	4.40133665634805e-08	2.96547640936916e-06	2.5981836858254e-06	0.000980025683291651	1.00911542075762
