"Cornus_canadensis"	"Maianthemum_canadense"	"Oxalis_montana"	"Chimaphila_umbellata"	"Aralia_nudicaulis"	"Linnaea_borealis"	"Clintonia_borealis"	"Cypripedium_acaule"	"Pyrola_secunda"	"Trillium_undulatum"	"Trientalis_borealis"	"Medeola_virginiana"	"Eusphalerum_sp1_M_PL_004"	"Paramyia_nitens"	"Parasyrphus_relictus"	"Dialictus_sp1_M_PL_004"	"Bombus_vagans"	"Eusphalerum_phothos"	"Bombus_terricola"	"Evylaeus_quebecensis"	"Blera_confusa"	"Xylota_bigelowi"	"Pidonia_ruficolis"	"Andrena_w.scripta"	"Dialictus_cressoni"	"Eusphalerum_convexum"	"Bombylius_major"	"Bombus_perplexus"	"Carposcalis_confusus"	"Hylaeus_ellipticus"	"Sphaerophoria_bifurcata"	"Anthaxia_expansa"	"Eclimus_harrisi"	"Tropidia_quadrata"	"Andrena_melanochroa"	"Andrena_miranda"	"Bombus_ternarius"	"Orthoneura_pulchella"	"Osmia_proxima"	"Phaonia_serva"	"Sphaerophoria_sp1_M_PL_004"	"Temnostoma_balyras"	"Tychius_stephensi"	"Xylota_hinei"	"Agiotes_stabilis"	"Ancistrocerus_sp1_M_PL_004"	"Andrena_nivalis"	"Andrena_rufosignata"	"Celastrina_argiolus"	"Chalcosyrphus_nigra"	"Cheilosia_pallipes"	"Cheilosia_sialia"	"Crabro_sp1_M_PL_004"	"Dialictus_imitatus"	"Evylaeus_divergens"	"Fannia_ungulata"	"Halictus_rubicundus"	"Mallota_posticata"	"Melagyna_lasiophthalma"	"Melanostoma_sp1_M_PL_004"	"Sarcophaga_nearctica"	"Sphecodes_sp1_M_PL_004"	"Temnostoma_barberi"	"Zeraea_americana"	"Acmaeopsoides_rufula"	"Andrena_sigmundi"	"Andrena_thaspii"	"Andrena_wheeleri"	"Andrena_wilkella"	"Anthonomus_sp1_M_PL_004"	"Blera_badia"	"Blera_nigripes"	"Bombylius_pigmaeus"	"Cantharis_sp1_M_PL_004"	"Carposcalis_obscura"	"Cateres_pennatus"	"Chalcosyrphus_curvarius"	"Chalcosyrphus_inarmatus"	"Chalcosyrphus_memorum"	"Cheilosia_slossonae"	"Cheilosia_tristis"	"Dalopius_sp1_M_PL_004"	"Ephemerella_sp1_M_PL_004"	"Eremomyioides_setosa"	"Eudasyphora_cyanicolor"	"Eupyses_vestris"	"Evodinus_monticola"	"Halictus_confusus"	"Hoplitis_producta"	"Hylaeus_basalis"	"Hylaeus_stevensi"	"Judolia_montivagans"	"Lygus_refidorsus"	"Nomada_cuneata"	"Nomada_sayi"	"Orsodacne_atra"	"Osmia_lignaria"	"Osmia_pumila"	"Passaloecus_sp1_M_PL_004"	"Pegohylemyia_fugax"	"Phalaenophana_pyramusalis"	"Pieris_napi"	"Poanes_hobomok"	"Psithyrus_sp1_M_PL_004"	"Pyrophaena_rosarum"	"Rhopalum_sp1_M_PL_004"	"Sphaerophoria_longipilosa"	"Syritta_pipiens"	"Syritta_rectus"	"Temnostoma_alternans"	"Thamnotettix_confinis"	"Trachysida_aspera"	"Vespula_arenaria"	"Xylota_sp1_M_PL_004"
"Cornus_canadensis"	1.00714195075638	0.00111330518725518	7.43340106342499e-05	0.000261329551532224	0.000463849752510436	0.000478541228631586	0.000373183434675133	5.03222116834083e-05	4.97940795968245e-05	8.20634507313747e-05	1.23364373791905e-05	0	3.53308328875705e-05	0.00062585201620535	0.00427836355210837	0.0102840860729187	0.0102742678908183	0.000605494091958099	0.002419879759683	0.00422744572448258	0.0060307901242897	0.00603079012428972	0.00482618703040958	0.00422225588965811	8.88600604135336e-06	5.01138897073097e-06	0.00241624536214149	0.0012082664328239	6.62085730591653e-06	6.46677335988631e-06	0.000608144938757075	0.00181128862355519	0.000606959076444901	0.00120877756647501	0.00180923703728691	0.00120746779566647	0.000606188874384596	0.00120746779566647	0.00120745137952992	0.000605665721772925	4.15805645832583e-06	0.00180923703728691	0.00180923703728691	0.00120746779566647	2.619541617071e-06	0.00120615802485794	0.000604388783237506	0.00120615802485794	0.00120615802485794	0.00120615802485794	1.83540766998149e-07	0.00120615802485794	0.000604372367100949	2.2577336331319e-06	0.000604388783237505	2.58670934395453e-06	2.01257346385435e-06	0.00060378181508429	2.60312548051276e-06	1.83540766998149e-07	0.000604633943406784	0.00120615802485794	0.00120615802485794	0.000604372367100946	0.000603079012428972	0.000603079012428972	0.000603079012428972	7.02802655318841e-07	1.55493097781306e-06	0.000603079012428972	0.000603079012428972	0.000603079012428971	1.3097708085355e-06	0.00060307901242897	4.11214579306349e-07	7.0280265531884e-07	0.000603079012428971	0.000603079012428972	0.00060307901242897	1.30977080853551e-06	7.02802655318841e-07	0.000603079012428971	0	1.30977080853551e-06	0.000603079012428971	1.29335467197726e-06	0.00060307901242897	0.00060307901242897	1.24485198992061e-06	0.000603079012428971	1.29335467197726e-06	0.000603079012428971	0.000603079012428971	1.3097708085355e-06	0.000603079012428972	0.000603079012428971	1.55493097781306e-06	1.29335467197726e-06	1.29335467197726e-06	1.3097708085355e-06	1.3097708085355e-06	0.000603079012428971	1.55493097781306e-06	0.000603079012428971	1.29335467197726e-06	1.55493097781306e-06	0.000603079012428971	0.000603079012428971	0.000603079012428971	0.000603079012428971	1.3097708085355e-06	7.02802655318841e-07	1.24485198992062e-06	0.000603079012428971
"Maianthemum_canadense"	0.00218731725025429	1.00646263162592	0.000114462697320977	1.54927968519028e-05	0.000303299109446452	0.000466000393389171	0.00036100765221274	1.2945710863195e-05	4.27466264201725e-05	8.73263339289135e-05	4.77799043998553e-05	0	0.00121085336709584	2.65985739134419e-06	0.048559197847659	0.0166122113252391	0.00122180376394741	3.78329071099257e-06	1.07592973649702e-05	0.00119748000559878	1.30977080853551e-05	1.30977080853551e-05	1.19823650191705e-05	9.62793976497044e-06	0.0035563633441866	3.35812070855448e-06	0.00355746013603151	3.99817393273671e-06	0.00119061316516757	6.29730261336718e-06	0.00119041873742522	6.11247077382935e-06	5.0881523765558e-06	0.00237076691014865	3.92931242560651e-06	0.00118669322588286	4.31816791030834e-06	0.00118669322588286	3.87900213974444e-06	3.82869185388237e-06	0.00118683734333935	3.92931242560652e-06	3.92931242560652e-06	0.00118669322588286	0.00236814736853157	2.61954161707101e-06	0.00118538345507433	2.61954161707102e-06	2.61954161707101e-06	2.61954161707101e-06	2.82623944002413e-07	2.61954161707101e-06	2.56923133120895e-06	1.96374265610832e-06	0.00118538345507432	2.51892104534687e-06	0.00118453322837101	1.7693149137574e-06	0.00118533314478846	2.82623944002412e-07	2.81396935942193e-06	2.61954161707101e-06	2.61954161707102e-06	2.56923133120894e-06	1.30977080853551e-06	1.30977080853551e-06	1.30977080853551e-06	4.59544105221895e-07	1.50419855088642e-06	1.30977080853551e-06	1.30977080853551e-06	1.30977080853551e-06	0.00118407368426579	1.3097708085355e-06	1.59266347999518e-06	4.59544105221895e-07	1.30977080853551e-06	1.30977080853551e-06	1.3097708085355e-06	0.00118407368426579	4.59544105221896e-07	1.3097708085355e-06	0	0.00118407368426579	1.30977080853551e-06	1.25946052267343e-06	1.3097708085355e-06	1.3097708085355e-06	1.06866566050431e-06	1.30977080853551e-06	1.25946052267344e-06	1.30977080853551e-06	1.30977080853551e-06	0.00118407368426579	1.30977080853551e-06	1.30977080853551e-06	1.50419855088642e-06	1.25946052267344e-06	1.25946052267343e-06	0.00118407368426579	0.00118407368426579	1.30977080853551e-06	1.50419855088642e-06	1.30977080853551e-06	1.25946052267344e-06	1.50419855088642e-06	1.30977080853551e-06	1.30977080853551e-06	1.30977080853551e-06	1.30977080853551e-06	0.00118407368426579	4.59544105221896e-07	1.06866566050431e-06	1.30977080853551e-06
"Oxalis_montana"	0.000153256540443453	0.000120115176201025	1.0064943419312	8.46736191319291e-07	0.00268952430466524	0.000172478915464081	4.32068518559993e-06	0.000459961488304445	3.11260912709283e-06	3.0220594618406e-06	2.96547612357975e-08	0	0.0796873757522781	1.65557394456898e-07	6.47218924642296e-06	0.0012531674332308	4.64587800055532e-05	0.0136766835245812	8.57600224183883e-06	6.2572191746971e-06	9.1770383499074e-07	9.17703834990744e-07	7.52165922932594e-07	4.71742950974388e-06	1.31332084776787e-05	0.00127111086509923	7.91017449999913e-07	1.24086512427492e-05	7.02014036512413e-07	2.33079615492001e-06	7.75781565071492e-07	3.50862637043237e-07	1.49024807645108e-06	4.6616471100056e-07	2.75311150497222e-07	3.24852738999354e-07	1.27776093379073e-07	3.24852738999353e-07	6.49699997982149e-07	1.02408884546708e-06	6.25474057925208e-07	2.75311150497223e-07	2.75311150497222e-07	3.24852738999353e-07	2.82623944002411e-07	1.83540766998148e-07	2.3308235550028e-07	1.83540766998149e-07	1.83540766998148e-07	1.83540766998148e-07	0.00248517121464496	1.83540766998148e-07	5.57929614483077e-07	4.09303968019037e-06	2.3308235550028e-07	9.32318461968006e-07	4.21634879725157e-06	4.16680720874944e-06	6.07471202985207e-07	0.00248517121464496	1.09773238439074e-07	1.83540766998148e-07	1.83540766998149e-07	5.57929614483075e-07	9.17703834990742e-08	9.17703834990743e-08	9.17703834990743e-08	4.07503682525035e-06	1.80028549399998e-08	9.17703834990742e-08	9.17703834990742e-08	9.1770383499074e-08	1.41311972001206e-07	9.17703834990739e-08	9.8849204119325e-10	4.07503682525035e-06	9.17703834990741e-08	9.17703834990742e-08	9.17703834990739e-08	1.41311972001206e-07	4.07503682525036e-06	9.1770383499074e-08	0	1.41311972001206e-07	9.1770383499074e-08	4.66159230984001e-07	9.1770383499074e-08	9.17703834990739e-08	7.78152281773206e-08	9.17703834990741e-08	4.66159230984002e-07	9.1770383499074e-08	9.1770383499074e-08	1.41311972001206e-07	9.17703834990741e-08	9.1770383499074e-08	1.80028549399997e-08	4.66159230984002e-07	4.66159230984001e-07	1.41311972001206e-07	1.41311972001206e-07	9.1770383499074e-08	1.80028549399997e-08	9.1770383499074e-08	4.66159230984002e-07	1.80028549399997e-08	9.1770383499074e-08	9.1770383499074e-08	9.1770383499074e-08	9.1770383499074e-08	1.41311972001206e-07	4.07503682525036e-06	7.78152281773208e-08	9.1770383499074e-08
"Chimaphila_umbellata"	0.000623457644369734	1.88126818915963e-05	9.79794735669468e-07	1.00891584934763	0.000230886820480278	1.81415765250997e-05	0.000239732211535115	3.53135096216841e-05	1.77267187621196e-05	7.92829835893189e-08	3.05124716210991e-08	0	1.36908082369736e-05	0.0879201830567959	5.51849918896442e-06	8.74569088477958e-06	0.00722307745885731	1.08629081695376e-06	0.0057704230462426	3.13235046184977e-06	3.7332793076032e-06	3.73327930760321e-06	3.98550766081222e-06	2.96312403120145e-06	2.16379875106682e-06	2.45000923428492e-06	1.55970942383515e-06	1.79614140915827e-06	1.07304722654371e-06	2.45156439528375e-07	4.47490942574389e-07	1.12196586687069e-06	5.20421794477344e-07	7.9092099538322e-07	1.11998379228096e-06	7.68788428451929e-07	2.37109636021961e-06	7.68788428451928e-07	7.95687149426314e-07	4.7139050657167e-07	1.07004806956661e-06	1.11998379228096e-06	1.11998379228096e-06	7.68788428451929e-07	4.42651338625795e-08	7.4665586152064e-07	3.9546049769161e-07	7.46655861520642e-07	7.46655861520639e-07	7.46655861520641e-07	2.41924626091227e-09	7.46655861520639e-07	4.22359218665996e-07	1.34871273060886e-06	3.95460497691609e-07	9.80625758113501e-08	3.71961082810499e-07	7.23156446639529e-07	7.11638548369645e-08	2.41924626091227e-09	1.37221214548997e-06	7.4665586152064e-07	7.46655861520643e-07	4.22359218665994e-07	3.73327930760321e-07	3.73327930760321e-07	3.73327930760321e-07	3.49828515879208e-07	9.98884214729651e-07	3.73327930760321e-07	3.73327930760321e-07	3.7332793076032e-07	2.21325669312898e-08	3.7332793076032e-07	1.01708238736997e-09	3.49828515879208e-07	3.7332793076032e-07	3.73327930760321e-07	3.7332793076032e-07	2.21325669312898e-08	3.49828515879208e-07	3.7332793076032e-07	0	2.21325669312898e-08	3.7332793076032e-07	4.90312879056749e-08	3.7332793076032e-07	3.7332793076032e-07	4.43167969052992e-07	3.7332793076032e-07	4.90312879056749e-08	3.7332793076032e-07	3.7332793076032e-07	2.21325669312898e-08	3.7332793076032e-07	3.7332793076032e-07	9.98884214729649e-07	4.90312879056749e-08	4.90312879056749e-08	2.21325669312898e-08	2.21325669312898e-08	3.7332793076032e-07	9.98884214729648e-07	3.7332793076032e-07	4.90312879056749e-08	9.98884214729648e-07	3.7332793076032e-07	3.7332793076032e-07	3.7332793076032e-07	3.7332793076032e-07	2.21325669312898e-08	3.49828515879208e-07	4.43167969052993e-07	3.7332793076032e-07
"Aralia_nudicaulis"	0.00117368043438246	0.000390612489438612	0.00330077982845279	0.000244879961115445	1.00399296059727	0.000240006880601109	0.000387283477785904	0.00033324813706555	3.36229032615766e-05	3.84044999080049e-06	9.49416412420561e-08	0	0.0474447979646539	2.20423421239505e-05	2.69882892162122e-05	0.00155010002334716	0.0122032705056261	0.00308793111863391	0.00305145447905794	0.00152852661987748	7.02802655318841e-06	7.02802655318843e-06	7.23610239999201e-06	0.00152612107403765	0.00456724534706923	0.0106524852249782	4.18984293694105e-06	0.00456500997166189	2.82106847867577e-06	3.24333622433932e-06	1.91018997655335e-06	2.20441921572654e-06	2.64880438992242e-06	2.32469352108148e-06	2.10840796595652e-06	1.86514941585958e-06	3.93016497020138e-06	1.86514941585957e-06	2.05427255550554e-06	2.00013714505456e-06	2.72189250753103e-06	2.10840796595653e-06	2.10840796595653e-06	1.86514941585958e-06	9.19088210443789e-07	1.40560531063768e-06	1.16234676054074e-06	1.40560531063769e-06	1.40560531063768e-06	1.40560531063768e-06	8.15007365050074e-06	1.40560531063768e-06	1.35146990018671e-06	0.00152281513660786	1.16234676054074e-06	1.29733448973573e-06	0.00152166099955564	0.00152190425810574	1.10821135008976e-06	8.15007365050074e-06	2.31648381276012e-06	1.40560531063768e-06	1.40560531063769e-06	1.3514699001867e-06	7.02802655318842e-07	7.02802655318843e-07	7.02802655318843e-07	0.00152120145545041	1.61368115744127e-06	7.02802655318843e-07	7.02802655318842e-07	7.02802655318841e-07	4.59544105221896e-07	7.0280265531884e-07	3.1647213747352e-09	0.00152120145545041	7.02802655318841e-07	7.02802655318843e-07	7.02802655318841e-07	4.59544105221896e-07	0.00152120145545042	7.02802655318841e-07	0	4.59544105221896e-07	7.02802655318841e-07	6.48667244867862e-07	7.02802655318841e-07	7.0280265531884e-07	8.40572581539416e-07	7.02802655318842e-07	6.48667244867862e-07	7.02802655318841e-07	7.02802655318841e-07	4.59544105221896e-07	7.02802655318842e-07	7.02802655318841e-07	1.61368115744127e-06	6.48667244867862e-07	6.48667244867861e-07	4.59544105221896e-07	4.59544105221896e-07	7.02802655318841e-07	1.61368115744127e-06	7.02802655318841e-07	6.48667244867862e-07	1.61368115744127e-06	7.02802655318841e-07	7.02802655318841e-07	7.02802655318841e-07	7.02802655318841e-07	4.59544105221896e-07	0.00152120145545041	8.40572581539417e-07	7.02802655318841e-07
"Linnaea_borealis"	0.00215990230220202	0.00107054144427242	0.000377588977097041	3.43219015339723e-05	0.000428120381612789	1.00542192023216	0.000259971192848899	4.51071342080149e-05	4.58789444336123e-05	0.000148206440736834	0.000109451149900745	0	0.00548929845329818	4.28426323422342e-06	6.28577907405258e-05	0.0163508088981578	0.00275481145730004	7.71844070253701e-06	9.9165182398787e-06	0.00816303123397543	1.29335467197726e-05	1.29335467197726e-05	1.14300506793552e-05	9.70214994870869e-06	0.00272416413777417	5.00682994505904e-06	8.95180025592934e-06	4.53271107855811e-06	0.00272705274767599	0.0135867827058401	0.00272726288904445	7.58522503435262e-06	0.008153362978176	5.10563038930139e-06	3.88006401593177e-06	3.84616986662795e-06	3.45978127905141e-06	3.84616986662795e-06	0.00271994325051196	0.005436006437008	0.00271969921499423	3.88006401593179e-06	3.88006401593178e-06	3.84616986662795e-06	2.51892104534686e-06	2.58670934395452e-06	2.55281519465069e-06	2.58670934395453e-06	2.58670934395452e-06	2.58670934395452e-06	9.32318461968006e-07	2.58670934395452e-06	0.00271864989583999	1.73188054840494e-06	2.55281519465069e-06	0.00543471308233604	1.9081277675413e-06	1.94202191684512e-06	0.00271861600169068	9.32318461968005e-07	2.37656797551434e-06	2.58670934395452e-06	2.58670934395453e-06	0.00271864989583998	1.29335467197726e-06	1.29335467197726e-06	1.29335467197726e-06	6.48667244867861e-07	1.08321330353708e-06	1.29335467197726e-06	1.29335467197726e-06	1.29335467197726e-06	1.25946052267343e-06	1.29335467197726e-06	3.64837166335816e-06	6.48667244867861e-07	1.29335467197726e-06	1.29335467197726e-06	1.29335467197726e-06	1.25946052267343e-06	6.48667244867862e-07	1.29335467197726e-06	0	1.25946052267343e-06	1.29335467197726e-06	0.00271735654116801	1.29335467197726e-06	1.29335467197726e-06	1.14697361084031e-06	1.29335467197726e-06	0.00271735654116801	1.29335467197726e-06	1.29335467197726e-06	1.25946052267343e-06	1.29335467197726e-06	1.29335467197726e-06	1.08321330353708e-06	0.00271735654116801	0.00271735654116801	1.25946052267343e-06	1.25946052267343e-06	1.29335467197726e-06	1.08321330353708e-06	1.29335467197726e-06	0.00271735654116801	1.08321330353708e-06	1.29335467197726e-06	1.29335467197726e-06	1.29335467197726e-06	1.29335467197726e-06	1.25946052267343e-06	6.48667244867861e-07	1.14697361084031e-06	1.29335467197726e-06
"Clintonia_borealis"	0.0025967347329478	0.00127856876825346	1.45823125013998e-05	0.000699218950310752	0.00106502956391124	0.000400788922308719	1.00367276423225	0.00012302143233125	7.17842011396695e-05	9.42555172378199e-05	8.42614678134552e-05	0	6.40735311796437e-05	6.24868680763215e-05	0.00843649635936649	0.00424174441409602	0.0251436143554536	4.98032469703559e-06	0.0125593521759882	1.72520364636303e-05	1.55493097781305e-05	1.55493097781306e-05	0.00419440929879024	1.24981980021327e-05	0.00419240670339625	1.13137709570289e-05	1.07323195639115e-05	7.95090542794993e-06	0.00418972236634686	5.4160665176854e-06	9.30744635696391e-06	7.02118086438466e-06	4.80457088842429e-06	6.11825905739895e-06	4.66479293343916e-06	4.61406050651252e-06	0.00836549463291325	4.61406050651252e-06	4.19307525916319e-06	3.72135758488721e-06	0.00418455726282216	4.66479293343917e-06	4.66479293343917e-06	4.61406050651252e-06	3.00839710177283e-06	3.10986195562611e-06	3.05912952869947e-06	3.10986195562612e-06	3.10986195562611e-06	3.10986195562611e-06	3.60057098799995e-08	3.10986195562611e-06	2.63814428135014e-06	0.00418358353212518	3.05912952869947e-06	2.16642660707416e-06	3.11787970832769e-06	3.16861213525433e-06	2.58741185442349e-06	3.60057098799995e-08	0.00418352478194555	3.10986195562611e-06	3.10986195562612e-06	2.63814428135013e-06	1.55493097781306e-06	1.55493097781306e-06	1.55493097781306e-06	1.61368115744127e-06	0.00418196985096774	1.55493097781306e-06	1.55493097781306e-06	1.55493097781306e-06	1.50419855088642e-06	1.55493097781305e-06	2.80871559378184e-06	1.61368115744127e-06	1.55493097781306e-06	1.55493097781306e-06	1.55493097781305e-06	1.50419855088642e-06	1.61368115744127e-06	1.55493097781305e-06	0	1.50419855088642e-06	1.55493097781305e-06	1.08321330353708e-06	1.55493097781305e-06	1.55493097781305e-06	1.79460502849174e-06	1.55493097781306e-06	1.08321330353708e-06	1.55493097781305e-06	1.55493097781306e-06	1.50419855088642e-06	1.55493097781306e-06	1.55493097781305e-06	0.00418196985096773	1.08321330353708e-06	1.08321330353708e-06	1.50419855088642e-06	1.50419855088642e-06	1.55493097781305e-06	0.00418196985096773	1.55493097781305e-06	1.08321330353708e-06	0.00418196985096773	1.55493097781306e-06	1.55493097781306e-06	1.55493097781306e-06	1.55493097781306e-06	1.50419855088642e-06	1.61368115744127e-06	1.79460502849174e-06	1.55493097781306e-06
"Cypripedium_acaule"	0.00105047616889115	0.000137548177921447	0.00465711006908251	0.000308993209189736	0.00274929713079079	0.000208620495712069	0.000369064296993752	1.00055810996043	6.15279027034822e-05	1.89797005336467e-07	7.28922945860077e-08	0	0.0755402505905295	2.75555787325768e-05	1.41134061479669e-05	2.93378351633706e-05	0.0250716685926071	7.22049357145426e-05	1.72262932043153e-05	1.04221341542081e-05	6.29027646042605e-06	6.29027646042608e-06	6.56998907248149e-06	8.56879523561762e-06	1.50838763790688e-05	3.49087305970412e-05	3.00157474154023e-06	1.37548604320434e-05	2.27060313581703e-06	2.81919588800094e-06	1.36186287771901e-06	1.89182786326123e-06	2.32054517884316e-06	1.58169806366509e-06	1.88708293812781e-06	1.41987667787515e-06	3.70456345432387e-06	1.41987667787515e-06	1.8218944696854e-06	1.75670600124298e-06	2.26342846753076e-06	1.88708293812782e-06	1.88708293812782e-06	1.41987667787515e-06	3.23642771579874e-07	1.25805529208521e-06	7.90849031832543e-07	1.25805529208521e-06	1.25805529208521e-06	1.25805529208521e-06	1.14990372076112e-05	1.25805529208521e-06	1.1928668236428e-06	5.70336961746002e-06	7.90849031832542e-07	1.12767835520038e-06	4.32742309910932e-06	4.79462935936199e-06	7.25660563390123e-07	1.14990372076112e-05	2.16679555018325e-06	1.25805529208521e-06	1.25805529208522e-06	1.19286682364279e-06	6.29027646042607e-07	6.29027646042608e-07	6.29027646042608e-07	4.16560171331937e-06	1.53776790414064e-06	6.29027646042607e-07	6.29027646042607e-07	6.29027646042606e-07	1.61821385789938e-07	6.29027646042605e-07	2.42974315286693e-09	4.16560171331937e-06	6.29027646042606e-07	6.29027646042607e-07	6.29027646042605e-07	1.61821385789938e-07	4.16560171331937e-06	6.29027646042605e-07	0	1.61821385789938e-07	6.29027646042605e-07	5.63839177600187e-07	6.29027646042605e-07	6.29027646042605e-07	1.53819756758706e-06	6.29027646042606e-07	5.63839177600187e-07	6.29027646042605e-07	6.29027646042606e-07	1.61821385789938e-07	6.29027646042606e-07	6.29027646042605e-07	1.53776790414064e-06	5.63839177600187e-07	5.63839177600187e-07	1.61821385789938e-07	1.61821385789938e-07	6.29027646042605e-07	1.53776790414064e-06	6.29027646042605e-07	5.63839177600187e-07	1.53776790414064e-06	6.29027646042606e-07	6.29027646042605e-07	6.29027646042605e-07	6.29027646042605e-07	1.61821385789938e-07	4.16560171331937e-06	1.53819756758706e-06	6.29027646042605e-07
"Pyrola_secunda"	0.00207890282316742	0.000908365811428666	6.30303348236296e-05	0.000310217578337094	0.000554777903816015	0.000424380236010913	0.000430705206838017	0.000123055805406964	1.00514708007365	6.02836459928978e-05	2.1068153772431e-07	0	4.36297229187777e-05	2.82780981021531e-05	5.61184660671045e-05	0.0251759027305702	0.025174839570745	3.78196466294998e-06	1.38170400844485e-05	1.4064123004009e-05	1.24485198992061e-05	1.24485198992062e-05	1.17534209478567e-05	9.55453651098372e-06	8.66929336546323e-06	5.96182329895324e-06	8.18540494119538e-06	5.01142172445948e-06	5.52435816758293e-06	5.73486805420155e-06	4.97460512901183e-06	5.24164711958429e-06	4.68577282244153e-06	4.62703530084985e-06	3.73455596976184e-06	3.55836964034553e-06	4.83406204690409e-06	3.55836964034553e-06	3.63667759068153e-06	3.53879921160123e-06	4.01024429983636e-06	3.73455596976185e-06	3.73455596976185e-06	3.55836964034553e-06	2.13733132100861e-06	2.48970397984123e-06	2.31351765042492e-06	2.48970397984123e-06	2.48970397984123e-06	2.48970397984123e-06	1.55630456354642e-07	2.48970397984123e-06	2.39182560076093e-06	2.63517761003116e-06	2.31351765042492e-06	2.29394722168062e-06	1.90923824204373e-06	2.08542457146003e-06	2.21563927134461e-06	1.55630456354642e-07	3.03945701841236e-06	2.48970397984123e-06	2.48970397984124e-06	2.39182560076092e-06	1.24485198992062e-06	1.24485198992062e-06	1.24485198992062e-06	8.40572581539415e-07	1.79460502849175e-06	1.24485198992062e-06	1.24485198992062e-06	1.24485198992061e-06	1.06866566050431e-06	1.24485198992061e-06	7.02271792414367e-09	8.40572581539414e-07	1.24485198992061e-06	1.24485198992062e-06	1.24485198992061e-06	1.06866566050431e-06	8.40572581539415e-07	1.24485198992061e-06	0	1.06866566050431e-06	1.24485198992061e-06	1.14697361084031e-06	1.24485198992061e-06	1.24485198992061e-06	0.0251286770018412	1.24485198992061e-06	1.14697361084031e-06	1.24485198992061e-06	1.24485198992061e-06	1.06866566050431e-06	1.24485198992061e-06	1.24485198992061e-06	1.79460502849174e-06	1.14697361084031e-06	1.14697361084031e-06	1.06866566050431e-06	1.06866566050431e-06	1.24485198992061e-06	1.79460502849174e-06	1.24485198992061e-06	1.14697361084031e-06	1.79460502849174e-06	1.24485198992061e-06	1.24485198992061e-06	1.24485198992061e-06	1.24485198992061e-06	1.06866566050431e-06	8.40572581539414e-07	0.0251286770018413	1.24485198992061e-06
"Trillium_undulatum"	0.00342614906803489	0.00185568459598942	6.11967041022721e-05	1.38745221281308e-06	6.33674248482079e-05	0.00137090957681571	0.000565533103426919	3.79594010672935e-07	6.02836459928979e-05	1.0016894078504	0.0010067110851732	0	1.74335938176804e-05	2.17249281825808e-06	0.000108583372017018	0.0251339423876238	5.7198194884349e-05	3.07467511983056e-06	1.54754596638729e-05	2.77557565312459e-05	2.05158626828437e-05	2.05158626828437e-05	1.87690780772204e-05	1.44571151277606e-05	1.28990577433449e-05	7.47630234936101e-07	1.4755820117806e-05	4.39120628587877e-06	0.02508403693973	1.85258050921042e-05	0.0250837321380675	0.0250483899550649	1.31670693235469e-05	8.46948923301441e-06	6.15475880485309e-06	6.28633088479157e-06	6.76436213017535e-06	6.28633088479156e-06	7.80833355498957e-06	9.46190830512605e-06	8.24470729758919e-06	6.15475880485311e-06	6.1547588048531e-06	6.28633088479156e-06	4.36631669644566e-06	4.10317253656873e-06	4.2347446165072e-06	4.10317253656874e-06	4.10317253656873e-06	4.10317253656874e-06	1.51102973092031e-07	4.10317253656873e-06	5.75674728670522e-06	2.45239918071551e-06	4.2347446165072e-06	7.41032203684171e-06	2.27916959799285e-06	2.14759751805438e-06	5.88831936664367e-06	1.5110297309203e-07	4.40797419922987e-06	4.10317253656873e-06	4.10317253656874e-06	5.7567472867052e-06	2.05158626828437e-06	2.05158626828437e-06	2.05158626828437e-06	9.60112497700121e-08	2.3563879309455e-06	2.05158626828437e-06	2.05158626828437e-06	2.05158626828437e-06	2.18315834822284e-06	2.05158626828436e-06	3.35570361724399e-05	9.60112497700121e-08	2.05158626828437e-06	2.05158626828437e-06	2.05158626828436e-06	2.18315834822284e-06	9.60112497700122e-08	2.05158626828436e-06	0	2.18315834822284e-06	2.05158626828436e-06	3.70516101842084e-06	2.05158626828436e-06	2.05158626828436e-06	1.50709114982245e-06	2.05158626828437e-06	3.70516101842085e-06	2.05158626828436e-06	2.05158626828437e-06	2.18315834822284e-06	2.05158626828437e-06	2.05158626828436e-06	2.35638793094549e-06	3.70516101842085e-06	3.70516101842085e-06	2.18315834822284e-06	2.18315834822284e-06	2.05158626828436e-06	2.35638793094549e-06	2.05158626828436e-06	3.70516101842085e-06	2.35638793094549e-06	2.05158626828436e-06	2.05158626828436e-06	2.05158626828436e-06	2.05158626828436e-06	2.18315834822284e-06	9.60112497700121e-08	1.50709114982245e-06	2.05158626828436e-06
