"Microtus_maximowiczii"	"Clethrionomys_rutilus"	"Microtus_oeconomus"	"Spermophilus_undulatus"	"Clethrionomys_rufocanus"	"Cricetulus_barabensis"	"Micromys_minutus"	"Apodemus_peninsulae"	"Amalaraeus_penicilliger"	"Megabothris_calcarifer"	"Ctenophthalmus_assimilis"	"Frontopsylla_luculenta"	"Catallagia_dacenkoi"	"Oropsylla_alaskensis"	"Megabothris_rectangulatus"	"Neopsylla_bidentatiformis"	"Amphipsylla_vinogradovi"	"Peromyscopsylla_ostsibirica"	"Amphipsylla_sibirica"	"Leptopsylla_segnis"	"Rhadinopsylla_rothschildi"
"Microtus_maximowiczii"	1.00744560411409	0.00197453064482534	0.000536273049086184	2.39871934578404e-07	7.64329761776613e-05	2.19469859473025e-08	6.7907469321092e-05	2.85842484335797e-11	0.0592016119045592	0.0347459884692921	0.00502738686551426	2.93161757599567e-06	0.00201550733032833	8.39551771024413e-09	9.82697119420835e-06	3.19679156204958e-09	1.00044869517529e-09	2.97908408556486e-06	9.55412202220766e-07	9.55412202220766e-07	1.94535038899048e-06
"Clethrionomys_rutilus"	0.00683790661730155	1.00265065071412	0.000296662362179571	0.000121805023347391	0.000164942412938614	1.11445015041653e-05	1.78839547735651e-05	1.45148495756255e-08	0.0769648224220181	0.00915062352580747	0.00546918775574014	0.00148865163370356	0.00396804273661722	4.2631758171587e-06	0.0029672404613185	1.62330483362538e-06	5.08019735146893e-07	3.18126077373106e-06	2.06178016173268e-06	2.06178016173268e-06	0.000987833153412922
"Microtus_oeconomus"	0.00711320666995448	0.00113627282117836	1.0013987574754	1.38037847393866e-07	0.000300693794790153	1.262971719586e-08	0.000151928655678103	1.64492279185465e-11	0.0137352954891978	0.0777368288219627	4.53300737593896e-05	1.68704263082597e-06	2.42816342837175e-05	4.83132465878532e-09	0.00567541196790518	1.83964091742448e-09	5.75722977149127e-10	0.00378262190819109	3.75867243487691e-06	3.75867243487691e-06	1.11948061199838e-06
"Spermophilus_undulatus"	4.21574925021545e-06	0.000618160493488011	1.82900147796873e-07	1.00855716898291	1.01691335169052e-07	0.000919971066924772	1.10259284232953e-08	1.19819102230369e-06	4.74508370145937e-05	5.64160004325275e-06	3.37189807801849e-06	0.0554882845784067	2.44640269719249e-06	0.035299500914402	1.82938177575594e-06	0.0101190251831719	4.19366857806291e-05	1.96133092658248e-09	1.27114168961315e-09	1.27114168961315e-09	6.09025116736957e-07
"Clethrionomys_rufocanus"	0.00335827389080599	0.00209270686415867	0.00099604819524238	2.5422833792263e-07	1.00365329075549	2.32605192833442e-08	4.12876163756989e-07	3.02950238126389e-11	0.0191882574313792	0.000211254970455659	0.012573725638872	3.10707571971719e-06	0.0188334342077279	8.89799182729205e-09	0.0125574894835811	3.38812044407518e-09	1.06032583344236e-09	0.0125494248068785	0.0125456661344436	0.0125456661344436	2.06178016173268e-06
"Cricetulus_barabensis"	1.4026119200867e-06	0.000205666709576868	6.08522737618709e-08	0.0033453493342719	3.38334825939552e-08	1.00523924687217	3.66841045770128e-09	0.00130924621890098	1.57872552812193e-05	1.87700335085715e-06	1.12185620084127e-06	0.0184613753701928	8.13936830858494e-07	0.000117087226699516	6.08649265592235e-07	0.0365876079250581	0.0458236176615343	6.52549754167349e-10	4.2291853242444e-10	4.2291853242444e-10	2.02627300075732e-07
"Micromys_minutus"	0.00795649182212128	0.000605073803172285	0.00134203645848991	7.35061894886351e-08	1.10100310335197e-06	6.72541917245234e-09	1.00019622677376	8.75933729155033e-12	0.000530243826140508	0.100402699238116	4.29051780179158e-05	8.98362859448719e-07	1.82502472862513e-05	2.57271663210223e-09	9.39859080005356e-06	9.79622592066436e-10	3.06576805204261e-10	5.07805106139533e-06	1.37625387918996e-08	1.37625387918996e-08	5.96131825785503e-07
"Apodemus_peninsulae"	1.00473633244033e-08	1.47325723192599e-06	4.35904539841482e-10	2.39638204460738e-05	2.42360190501112e-10	0.0072008542039554	2.6278011874651e-11	1.00287470806747	1.13089221212173e-07	1.34455827425298e-08	8.03621920373406e-09	0.000132244809242069	5.8304930577256e-09	8.38733715612582e-07	4.3599517592567e-09	0.000262088881984657	0.100614782361472	4.67442517311854e-12	3.0295023812639e-12	3.02950238126389e-12	1.45148495756255e-09
"Amalaraeus_penicilliger"	0.0721295202234057	0.0270777451502074	0.00126164759259529	3.28948610153163e-06	0.000532083394977586	3.00970204667959e-07	5.51380061844549e-06	3.91990368153112e-10	1.00632137320985	0.00282122798310461	0.00051248630470789	4.02027660642873e-05	0.000260330315135894	1.15132013553607e-07	9.38251881910676e-05	4.38392320941512e-08	1.37196628853589e-08	1.14119767489002e-05	6.65104243721983e-06	6.65104243721983e-06	2.66775814287758e-05
"Megabothris_calcarifer"	0.0795649182212128	0.00605073803172285	0.0134203645848991	7.35061894886351e-07	1.10100310335197e-05	6.72541917245234e-08	0.00196226773755276	8.75933729155033e-11	0.00530243826140508	1.00402699238116	0.000429051780179158	8.98362859448719e-06	0.000182502472862513	2.57271663210223e-08	9.39859080005356e-05	9.79622592066436e-09	3.06576805204261e-09	5.07805106139533e-05	1.37625387918996e-07	1.37625387918996e-07	5.96131825785503e-06
