"Clethrionomys_glareolus"	"Apodemus_uralensis"	"Microtus_arvalis"	"Sorex_araneus"	"Crocidura_suaveolens"	"Arvicola_terrestris"	"Cricetus_cricetus"	"Microtus_oeconomus"	"Allocricetulus_eversmanni"	"Micromys_minutus"	"Lagurus_lagurus"	"Sicista_subtilis"	"Ctenophthalmus_wagneri"	"Nosopsyllus_consimilis"	"Megabothris_turbidus"	"Amphipsylla_rossica"	"Nosopsyllus_mokrzeckyi"	"Leptopsylla_taschenbergi"	"Amalaraeus_penicilliger"	"Peromyscopsylla_bidentata"	"Ctenophthalmus_breviatus"	"Palaeopsylla_soricis"	"Corrodopsylla_birulai"	"Megabothris_walkeri"	"Leptopsylla_segnis"	"Hystrichopsylla_talpae"
"Clethrionomys_glareolus"	1.00457794075259	0.00362436566010849	0.00128651741385683	0.000406928599750386	7.07080695214016e-05	5.13906755245129e-05	2.62101614196011e-05	3.16177441639725e-05	9.33835596948513e-06	7.85258764170654e-06	4.29773590279792e-06	3.8423445610261e-06	0.0560284539322602	0.0108832530009781	0.0259358257869262	0.00462126703731314	0.000238289518271993	0.000234516202815412	0.00137663354801375	9.42175659166246e-06	0.000421085699133053	0.000100915142612907	0.000100112727406446	0.000735841044115863	0.000257925185086865	6.65604285753921e-05
"Apodemus_uralensis"	0.0036757254311374	1.00461761684165	0.00124536097100637	0.000346703800320671	8.91173986229103e-05	4.39172872313722e-05	2.82950678153706e-05	2.09975339915541e-05	1.44869215560908e-05	1.05332391015584e-05	6.25504016441231e-06	2.00056841448006e-06	0.0458545523693581	0.0289607239794495	0.0135038367977404	0.00136510773619269	0.00388433803157644	0.00310688121663185	0.000815708297894539	0.00107316676116365	0.000942520104949261	0.00055315938220085	4.15185251907226e-06	0.000230254053052095	0.000551671590546256	0.000164028836826247
"Microtus_arvalis"	0.00382553667255446	0.00365141247872974	1.00203415784247	0.00036657912270983	8.31087697452783e-05	6.00873319341876e-05	2.52189711915494e-05	2.91241280291615e-05	1.10179690011519e-05	8.5042483594108e-06	4.88055434014067e-06	1.38201194953907e-06	0.0471591614406116	0.0184130037007535	0.0093285806593887	0.0167713529565077	0.000771928442035646	1.21397804639858e-05	0.00104961538687197	0.00416745929129361	0.00114215628757179	0.000194292724222654	4.36641473151662e-06	0.000288422718520301	0.000570695771753802	0.00113692543537418
"Sorex_araneus"	0.00375782451792952	0.0031569363636237	0.00113843780337158	1.00182063114259	9.77672416863728e-05	5.12900839016006e-05	2.87791264753771e-05	2.95634021038176e-05	7.68608777417955e-06	7.4240578246674e-06	3.77753639971174e-06	8.92737334325119e-07	0.0700464660202268	0.00191936938017651	0.00602597700669455	0.00121620277244599	1.38960672194756e-05	1.05959134982513e-05	0.000890479262318291	8.39562345970503e-06	0.000594650197482802	0.00734702747425653	0.0105769186778669	0.000592023206634438	3.3281138239629e-06	0.00176477129399681
"Crocidura_suaveolens"	0.00353428112576021	0.00439221464641486	0.00139701884381349	0.000529184593889732	1.00012119830762	3.00186373202895e-05	3.65047729404615e-05	2.20136922668108e-05	1.77091393716553e-05	1.3131568098834e-05	7.71017686762232e-06	2.45966499215628e-08	0.0624171664764108	0.0335307095734158	0.000166027386970549	4.6366693303524e-05	1.88157372688274e-05	1.43654392927765e-05	1.04292680235065e-05	0.00318546040736283	8.20514717770359e-06	6.88495010603739e-06	0.00159341737018554	4.7125212649213e-06	4.09414754163866e-06	3.44589177653798e-06
"Arvicola_terrestris"	0.00404573093066728	0.00340907942133526	0.00159081211295762	0.000437247965261145	4.72793537794559e-05	1.00047802962903	1.93377908955819e-05	6.01887488627811e-05	4.87892059588945e-06	4.855201730826e-06	2.43353058167886e-06	1.13649531557308e-06	0.0480154984535621	0.000173740686589755	0.00767134338011827	0.00755426215874728	1.52762696297744e-05	1.14394857572083e-05	0.00501269655347344	1.03828758959503e-05	0.025018864011382	5.75798167728814e-06	5.07658421087862e-06	0.00750858907017557	3.79560819683639e-06	3.37789068456435e-06
"Cricetus_cricetus"	0.00393027611001543	0.00418362788412979	0.00127175669008813	0.000467318196576361	0.000109514318821385	3.68338874201561e-05	1.00003898948842	2.70357439158862e-05	1.58912964839082e-05	1.26145368148473e-05	7.12645832468887e-06	2.54900018457996e-08	0.0767052457133874	0.024002264575871	0.000172057512459147	4.58348585341763e-05	1.80030049395908e-05	1.38085601914894e-05	1.06515965750069e-05	1.00780072200777e-05	8.16596610145584e-06	6.3312511494649e-06	5.48182766815638e-06	4.98190102096352e-06	4.00957748270193e-06	3.18665750031862e-06
"Microtus_oeconomus"	0.00474115601773092	0.00310463538303693	0.00146868817061343	0.000480053338923896	6.60410768004323e-05	0.000114645235929107	2.70357439158862e-05	1.00007963403304	6.80278997063716e-06	6.77940117508216e-06	3.39554778642983e-06	2.14336208606695e-06	0.067190267893181	0.000171322927440353	0.0144676940809519	0.00957631863159768	1.41620062493695e-05	1.06527974873191e-05	1.14949260057022e-05	9.61146495018101e-06	9.66887137653378e-06	5.94830770953382e-06	5.62452095474363e-06	0.00953028821121276	3.73640380639604e-06	3.30996717742171e-06
"Allocricetulus_eversmanni"	0.00326738699421208	0.00499798793685133	0.00129644768580221	0.000291217325666136	0.000123963975601587	2.16840915372864e-05	3.70796917957858e-05	1.58731765981534e-05	1.00002354447176	1.59313790610288e-05	9.86896270539506e-06	2.44094185687836e-08	0.0449482098670072	0.0557659040240036	0.00016476357533929	4.38650472159459e-05	2.10215870058501e-05	1.61790329019013e-05	1.01970678790791e-05	1.10919702904999e-05	8.19884846945573e-06	5.42756518576435e-06	3.58248185722861e-06	4.36510069412835e-06	4.3010258690704e-06	2.99381638198138e-06
"Micromys_minutus"	0.00353254264053341	0.00467224391576271	0.00128657128751658	0.000361657674030226	0.000118184112889506	2.77440098904343e-05	3.78436104445419e-05	2.03382035252465e-05	2.04832016498941e-05	1.00001460464216	8.77196095311258e-06	2.484165187959e-08	0.0576510242055593	0.0430604482447506	0.000167681150187233	4.4652971743238e-05	1.98141541793464e-05	1.52308438177365e-05	1.03788793574502e-05	1.0686385062331e-05	8.18569552225578e-06	5.78903957124457e-06	4.34222018159971e-06	4.61182082486242e-06	4.18444651452301e-06	3.07095282931628e-06
