"Sorex_araneus"	"Clethrionomys_glareolus"	"Talpa_europaea"	"Microtus_oeconomus"	"Apodemus_uralensis"	"Clethrionomys_rutilus"	"Microtus_arvalis"	"Sorex_caecutiens"	"Apodemus_agrarius"	"Sciurus_vulgaris"	"Sorex_minutus"	"Microtus_agrestis"	"Neomys_fodiens"	"Myopus_schisticolor"	"Micromys_minutus"	"Palaeopsylla_soricis"	"Ctenophthalmus_uncinatus"	"Doratopsylla_dasycnema"	"Megabothris_turbidus"	"Ctenophthalmus_bisoctodentatus"	"Ctenophthalmus_agyrtes"	"Peromyscopsylla_bidentata"	"Amalaraeus_penicilliger"	"Palaeopsylla_kohauti"	"Megabothris_walkeri"	"Hystrichopsylla_talpae"	"Amphipsylla_rossica"	"Peromyscopsylla_silvatica"	"Ctenophthalmus_assimilis"	"Megabothris_rectangulatus"	"Ceratophyllus_sciurorum"	"Tarsopsylla_octodecimdentata"	"Corrodopsylla_birulai"	"Ceratophyllus_indages"	"Rhadinopsylla_integella"	"Leptopsylla_segnis"
"Sorex_araneus"	1.00818496880865	0.000556566395549037	0.000241118618778189	5.32022399925627e-05	6.11744022885074e-05	5.15547458272117e-05	2.82537619188566e-05	0.000496114395543403	4.03937758568597e-05	5.05191549299568e-07	0.000271812829693517	1.72520965448636e-05	7.39225537736821e-05	1.04062354236648e-05	1.37640496193109e-05	0.0596039443999725	0.00306471456107551	0.0328898603489276	0.000668012076705444	0.000123134404275283	0.00153084998030999	0.00038796003877978	0.000169806733006286	0.000113716466589731	0.000113197027264043	0.00184679204094412	2.38910298480386e-06	2.59693541490088e-06	0.000109531297742014	1.11742996862727e-06	2.16510663985529e-08	1.58774486922721e-08	0.000328082949751283	9.38212877270627e-09	5.42958946725814e-05	5.24110726727306e-08
"Clethrionomys_glareolus"	0.00057289070045446	1.00677529510469	0.000399508125165441	0.000357727817248458	0.000608472536520718	0.000667301121772648	0.000184538357380665	2.87231791364014e-05	0.00029052811550457	1.0025474339037e-05	2.55317242204577e-05	0.000146009369215856	5.51470804722058e-06	1.86922302096173e-05	1.02515371038749e-05	0.00126547514290742	0.0406571571339085	0.000635001197958167	0.0196148481457584	0.000245434210520349	0.00795736633816383	0.0101059509094887	0.0108189563906966	8.85885077544168e-06	0.0015305027546121	0.000791308988521526	0.000682057469541506	0.00396109368598343	0.0010052916171524	0.00156166576497207	4.29663185958727e-07	3.15086336369733e-07	5.80070999730507e-07	1.86187380582115e-07	0.000167176671372973	4.44729865029824e-07
"Talpa_europaea"	0.000453010738310537	0.000729203214317124	1.00817155326794	0.000192106252417161	0.000186979167674095	6.32036095677054e-05	6.51205008752776e-05	1.49148762444314e-05	0.000116400060885684	2.03895669954381e-05	4.36108274502086e-05	2.96540321864858e-05	7.25534714571404e-06	7.29131862687968e-07	6.87950714008868e-06	0.00247571919059851	0.00187335777583004	0.000323303759461366	0.000133554103281875	0.0557045941868846	0.0148881560336303	1.02023788667011e-05	0.000110817899346356	0.0222001899848129	0.00011542353164987	0.00173483767634136	5.39796468664383e-06	3.36791526668719e-06	0.00132530716312664	1.3535585905321e-06	8.73838585518775e-07	6.40814962713768e-07	0.000102335812915009	3.78663387058136e-07	1.45418484270153e-07	1.43339391944805e-07
"Microtus_oeconomus"	0.000400632252575574	0.0026170613998703	0.00076998052588255	1.00469635198276	0.000418950499602665	0.000119527186213132	0.000248766925805847	1.11351777561865e-05	0.000248856383448977	3.1684249868974e-05	7.55679907151178e-06	0.000440098387189408	2.25731143250804e-05	6.20295783666425e-05	5.80563827534669e-06	0.0012534827531048	0.0119258269057977	1.65772243860359e-05	0.00213256950599882	4.36855071414362e-05	0.0232423687524503	0.000446614494741893	3.02591241242777e-05	1.69982054683912e-05	0.0589968795785859	1.21824426533815e-05	0.00245899414881659	1.12336488182318e-05	5.53855169890528e-06	5.26263198286061e-06	1.35789642295603e-06	9.95790710167753e-07	0.00040782659685915	5.88421783280945e-07	4.56026595845319e-07	4.0280196006197e-07
"Apodemus_uralensis"	0.000557766609101097	0.00538975428182812	0.000907398901947814	0.000507258693146364	1.00128709977297	0.000352547482932371	0.000216992602738459	2.31923970189422e-05	0.000625403180165212	2.59125888291503e-06	1.18908509915251e-05	0.000189066523631393	3.19640459506021e-06	3.67592685141238e-06	2.31752142104162e-05	0.00102751005938898	0.0188973241330464	0.00100532071063077	0.0492294703892591	5.17950246753888e-05	0.0275768413281431	0.000558711522124093	6.34481863574907e-05	2.00410820380048e-05	0.00102536469667551	1.67454864776043e-05	0.000511181446810096	2.3981585415602e-05	0.000500029768744043	9.57223051525723e-06	1.1105395212493e-07	8.14395648916151e-08	5.98716853415083e-07	4.81233792541362e-08	9.24800005809147e-07	0.000490999226044012
"Clethrionomys_rutilus"	0.000544839927492124	0.00685121094910895	0.000355520303818343	0.000167745539742294	0.000408634582489794	1.0010192964395	0.000208504404277159	3.35500330212055e-05	0.00022923415868988	9.27062687267364e-06	3.59798145592246e-05	0.000186986597702772	2.68047619338339e-06	2.74643026238869e-05	2.00919449141677e-05	4.68826579782834e-05	0.0247515569040899	2.5775512461762e-05	0.0132532923522353	2.17395644503745e-05	0.00577185677222859	0.0250997697919924	0.0148616968706376	7.88721385080352e-06	2.61300850467892e-05	0.00740596598644761	1.8737819867606e-05	0.00798957302829484	9.00872954775712e-06	0.00171745265621867	3.97312580257442e-07	2.91362558855457e-07	3.81692509900164e-07	1.72168784778225e-07	1.16673756315066e-06	3.65790755782191e-07
"Microtus_arvalis"	0.000417079342611693	0.0026465143792608	0.000511661078305752	0.000487662148206701	0.000351321356814648	0.000291244247244286	1.00473621723113	1.64300662172182e-05	0.000427964339220589	1.82449801965229e-06	2.57474467848566e-05	0.000160902359024228	1.07032342559631e-06	7.07369501901265e-06	1.82975897233717e-05	0.000830857072902729	0.00412260086395356	1.75803186731323e-05	0.0104640645940351	0.00162384288907701	0.00325491079735303	0.00721375081472096	0.000830285788233209	1.13117275513081e-05	0.000835067399737838	0.00718695162411443	0.0598106943412413	1.27153055824662e-05	0.00399175156860281	5.07834046592474e-06	7.81927722708122e-08	5.7341366331929e-08	4.24432954462609e-07	3.38835346506853e-08	4.61800661953056e-07	0.000797581912566564
"Sorex_caecutiens"	0.00823904264027437	0.000463417720531048	0.000131836852517742	2.45570438015898e-05	4.22432945702162e-05	5.27214804618944e-05	1.84838244943704e-05	1.0007617043733	1.81897329880789e-05	2.04447389013304e-07	0.000272808807453012	1.34649405768418e-05	4.93494525887765e-05	6.32014438119558e-06	6.66534568473871e-06	0.0290983507996714	0.00183519581083836	0.0663995241862003	1.86930903600205e-05	9.54278394228417e-06	0.000914348189202311	0.00179666837986545	7.52460815646581e-06	3.78899268961862e-06	3.58812820122559e-06	0.00091135344419059	1.57871024816647e-06	2.24021980444766e-06	1.66477967709603e-06	9.0363527148264e-07	8.76203095771304e-09	6.42548936898956e-09	4.56099381343646e-06	3.79688008167565e-09	5.19896368707685e-07	3.53771993180003e-08
"Apodemus_agrarius"	0.000689288285263844	0.00481636976804364	0.00105721156217273	0.000563922263411903	0.00117047934636425	0.000370139558985494	0.000494711071025635	1.86903678409618e-05	1.0006457984097	2.21831319576278e-06	2.51583195489529e-05	0.000205641082616617	2.61370992072255e-06	6.27557675903823e-06	3.24924661645576e-05	0.00189053007297047	0.0112571471346845	2.88918993942061e-05	0.0451520657782757	6.04598334821129e-05	0.0276466509861349	6.55295111311192e-05	5.78285246219905e-05	2.33541291970577e-05	0.00188291983367576	0.00552407987153853	0.0037070446251569	2.18686003875989e-05	0.00276286799497951	0.000926196140232326	9.50705655326908e-08	6.97184147239732e-08	6.57018616857242e-07	4.1197245064166e-08	8.3667717648676e-07	9.66392219620001e-07
"Sciurus_vulgaris"	1.34236611671028e-05	0.00025880045900914	0.000288366733221195	0.00011180013882338	7.55166874449522e-06	2.33090047084366e-05	3.28409643537411e-06	3.27115822421287e-07	3.45423054768777e-06	1.00937533653725	2.66317276565867e-06	1.08896043877165e-05	1.59978950413764e-07	1.63712269703151e-06	6.57647950549804e-09	2.16202798269662e-06	0.00145523089550121	7.94282793088833e-07	6.44187177185433e-06	0.00289993857318432	9.44687899988561e-06	3.46595442407312e-06	0.00144512552724936	6.351337125863e-06	0.00144925083627671	1.04297143343139e-06	6.74408932561507e-07	1.20228207755579e-06	6.64145686729177e-07	4.64383284151206e-07	0.0432589429944536	0.0317232248625993	8.48158164351092e-08	0.0187455419642632	4.36880208091578e-08	6.30822414652473e-09
