"Psychotria_hoffmannseggiana"	"Psychotria_marginata"	"Psychotria_acuminata"	"Psychotria_deflexa"	"Psychotria_horizontalis"	"Psychotria_limonensis"	"Psychotria_poeppigiana"	"Psychotria_emetica"	"Psychotria_psychotrifolia"	"Psychotria_brachybotrya"	"Psychotria_pittieri"	"Psychotria_racemosa"	"Psychotria_grandis"	"Pipra_mentalis"	"Pipra_coronata"	"Catharus_ustulatus"	"Manacus_vitellinus"	"Catharus_fuscescens"	"Catharus_minimus"	"Habia_fuscicauda"	"Schiffornis_turdinus"	"Empidonax_virescens"	"Mionectes_oleagineus"	"Trogon_rufus"
"Psychotria_hoffmannseggiana"	1.0030295034513	0.00151183614093152	0.00175512340442313	0.000741055069247874	0.000855846795789158	0.0011087139457672	0.00038601416374292	0.000199564079287012	0.000192267059605788	0.000103474501361833	3.70000248403378e-05	7.92384092540929e-05	0.000101373055459815	0.0770435221494592	0.0104539438681773	0.00452897899770913	0.00152066579690741	0.0015124344889635	0.00445012116008448	1.38785551841403e-05	0.0014777430948229	3.05659569924699e-06	3.05659569924699e-06	2.69970739452057e-06
"Psychotria_marginata"	0.00183580102827399	1.00325991961242	0.00123993190814119	0.000878792375806948	0.000874274521381571	0.000758901802618095	0.000410373856405296	4.62850163096394e-05	0.000175089741360679	0.000147327727536115	0.000254827643232796	0.000176552769241915	4.29320982827804e-05	0.0326283946949131	0.0287798144234921	0.00546123040495813	0.0179533661638088	0.0125582445987969	2.13059807121796e-05	1.57290765426285e-05	0.00179423527813098	3.12240900493418e-06	3.12240900493418e-06	0.00179153557073646
"Psychotria_acuminata"	0.00238696783001545	0.00138872373711813	1.00221408885631	0.00097478446768618	0.00102712797844847	0.000829996498549159	0.000362603602061109	0.000437956877701877	0.000158165320557667	0.000161668388935719	2.77510395893717e-05	6.20567003894691e-05	6.9118803642932e-05	0.0525302907686283	0.0141666499242499	0.0261438739275544	4.5673383846356e-05	0.00203927407164133	0.00605250969507042	1.60226362514239e-05	5.99011062512864e-06	3.66831420874454e-06	3.66831420874454e-06	2.47986381628238e-06
"Psychotria_deflexa"	0.00179970516817341	0.0017575847516139	0.00174068654943961	1.00192361081292	0.000732843969951772	0.000501671558223665	0.000836910046804818	0.000150996696795632	0.000216342460559695	0.000223381031723233	7.65934079867917e-05	9.77491333201115e-05	4.29345134943352e-05	0.0326302302556948	0.0395045794827299	0.0179903104768345	5.6075654492613e-05	3.73457799925259e-05	2.96296776053002e-05	0.0107477713693201	5.78516944662437e-06	2.6172998926849e-06	2.6172998926849e-06	3.13854419931053e-06
"Psychotria_horizontalis"	0.00207848507548795	0.00174854904276314	0.00183415710437227	0.000732843969951771	1.00172815643252	0.000859202903490572	0.000327922805454222	0.000311201376171288	0.000120760775635557	0.000118894065540872	9.40992383217304e-05	8.49617573172229e-05	6.17755539797475e-05	0.0469494210246082	0.00730533561314333	0.0215671837986224	0.00720454643898862	0.00719065651354562	0.00361555822419278	1.2896865915812e-05	6.17900470418117e-06	0.00357760055868758	0.00357760055868758	3.12240900493418e-06
"Psychotria_limonensis"	0.00301570193248677	0.00169994003786453	0.00165999299709832	0.000561872145210505	0.00096230725190944	1.00132638590869	0.000369200764991128	3.52740391052268e-05	0.000167544868018794	6.76544564428268e-05	4.53577332694993e-05	7.8477626115339e-05	0.000111300339807126	0.0845882582534155	0.000154533160107544	0.00410757416321689	0.00405544987039017	0.00804648880274802	2.87169963232001e-05	1.17000704677783e-05	7.47046299354116e-06	3.43681161396229e-06	3.43681161396229e-06	3.03560721047238e-06
"Psychotria_poeppigiana"	0.00201915101034758	0.00176776430451512	0.00139462923869657	0.00180257548542576	0.000706295273286018	0.000710001471136785	1.00100009487305	6.59501322647092e-05	0.000181663942009643	0.000141968680697821	0.000130955067817092	0.000118567641893993	6.13929798642901e-05	0.0466586646968605	0.0232893627754342	0.0078111786788884	0.00775510485394389	3.85806300117831e-05	2.35668567009111e-05	0.0154193147683579	6.12606169344782e-06	2.52248311887863e-06	2.52248311887863e-06	3.15672197234843e-06
"Psychotria_emetica"	0.0019386224845024	0.000370280130477115	0.00312826341215627	0.000603986787182527	0.00124480550468515	0.000125978711090096	0.000122478817063031	1.0024432845937	1.27352507234293e-06	0.000120431769149843	4.43416525779697e-07	6.0907396169679e-07	5.51875445769664e-07	0.000419425338784944	0.000115885094958994	0.0430956430283771	1.98504516541931e-05	2.36352414529913e-05	0.0573142414660276	8.35557649880447e-06	3.51212993709501e-06	4.44573394530411e-06	4.44573394530411e-06	6.61214518709135e-07
"Psychotria_psychotrifolia"	0.00261483201063872	0.0019610051032396	0.00158165320557667	0.00121151777913429	0.00067626034355912	0.000837724340093972	0.000472326249225073	1.78293510128011e-06	1.0002740872697	0.000194737081053304	7.79636298901835e-05	0.000117461023639674	7.96591301597681e-05	0.0605409389214238	0.0401956293592857	0.00011121894526646	5.97908394709105e-05	4.30534371399382e-05	2.35430403283059e-05	2.02471053139674e-05	7.34713601932934e-06	2.41521551271114e-06	2.41521551271114e-06	3.50179482721357e-06
"Psychotria_brachybotrya"	0.00175906652315115	0.00206258818550561	0.00202085486169649	0.00156366722206263	0.000832258458786104	0.000422840352767667	0.000461398212267918	0.000210755596012225	0.00024342135131663	1.00027972338977	9.72419871153227e-05	0.000113667179072195	3.35267814830082e-05	0.0254803539270862	0.0502141065639507	0.0251383751782271	6.08757812337291e-05	4.17383506754439e-05	3.49012453258225e-05	2.38520114141335e-05	6.2700557224487e-06	2.9723516385218e-06	2.9723516385218e-06	3.68319318840288e-06
