"Psiadia_terebinthina"	"Gaertnera_sp1_M_PL_079"	"Stillingia_lineata"	"Syzygium_coriaceum"	"Antidesma_madagascariense"	"Psathura_terniflora"	"Tabernaemontana_persicarifolia"	"Labourdonnaisia_callophylloides"	"Euodia_obtusifolia"	"Tristhema_mauritiana"	"Olea_lancea"	"Psidium_cattleianum"	"Villa_unifasciata"	"Nacoleia_sp1_M_PL_079"	"Chaetocnema_sp1_M_PL_079"	"Technomyrmex_albipes"	"Ahasverus_advena"	"Apis_mellifera"	"Dysauxes_florida"	"Brachymyrmex_sp1_M_PL_079"	"Allograpta_nasuta"	"Polistes_hebraeus"	"Syritta_nigrofemorata"	"Chrysomya_megacephala"	"Miridae_sp1_M_PL_079"	"Orthellia_albigena"	"Pachycerina_crinicornis"	"Phalanta_phalantha"	"Phorinia_sp1_M_PL_079"	"Stomorhina_lunata"
"Olea_lancea"	0.00112748678867972	0.00112680702071598	0.00168743808607493	3.0596021244831e-07	1.46967086385046e-06	0.00279568201914639	3.00952814407148e-06	1.1138119994756e-06	8.95329770093476e-07	0.00112142601962243	1.00111768793289	0.00111768793289036	0.100591913960132	0.00011275724661216	4.17820559376955e-05	1.34710980485471e-07	6.9694124000322e-05	1.94917099908231e-05	5.84874768196062e-05	9.1788063734493e-09	1.71837282335507e-05	1.50240936095464e-05	1.18682819861023e-05	3.0596021244831e-09	5.93414099305116e-06	1.12495872404995e-05	1.12495872404995e-05	3.73808673207478e-05	3.0596021244831e-09	5.93414099305116e-06
"Psidium_cattleianum"	0.00112748678867972	0.00112680702071598	0.00168743808607493	3.0596021244831e-07	1.46967086385046e-06	0.00279568201914639	3.00952814407148e-06	1.1138119994756e-06	8.95329770093476e-07	0.00112142601962243	0.00111768793289036	1.00111768793289	0.100591913960132	0.00011275724661216	4.17820559376955e-05	1.34710980485471e-07	6.9694124000322e-05	1.94917099908231e-05	5.84874768196062e-05	9.1788063734493e-09	1.71837282335507e-05	1.50240936095464e-05	1.18682819861023e-05	3.0596021244831e-09	5.93414099305116e-06	1.12495872404995e-05	1.12495872404995e-05	3.73808673207478e-05	3.0596021244831e-09	5.93414099305116e-06
"Villa_unifasciata"	0.0112748678867972	0.0112680702071598	0.0168743808607493	3.0596021244831e-06	1.46967086385046e-05	0.0279568201914639	3.00952814407148e-05	1.1138119994756e-05	8.95329770093476e-06	0.0112142601962243	0.0111768793289036	0.0111768793289036	1.00591913960132	0.0011275724661216	0.000417820559376955	1.34710980485471e-06	0.00069694124000322	0.000194917099908231	0.000584874768196062	9.1788063734493e-08	0.000171837282335507	0.000150240936095464	0.000118682819861023	3.0596021244831e-08	5.93414099305116e-05	0.000112495872404995	0.000112495872404995	0.000373808673207478	3.0596021244831e-08	5.93414099305116e-05
"Nacoleia_sp1_M_PL_079"	9.86020682240226e-05	0.0566446453531992	0.0252758838258683	6.8247040121538e-06	5.6095877077885e-08	3.52773097313275e-05	0.0188643832469967	2.17625796281005e-05	2.03347197673579e-05	1.41417951436656e-05	1.409465582652e-05	1.409465582652e-05	0.0012685190243868	1.00501592145223	0.000948953589143367	2.77662816909309e-07	0.00122067938813742	0.000380845143491759	1.62680660109471e-06	2.04741120364614e-07	0.000169024850426266	0.000755261938042656	1.03791650762129e-06	6.82470401215381e-08	5.18958253810646e-07	0.000168505892172456	0.000168505892172456	4.7139317145552e-07	6.82470401215381e-08	5.18958253810646e-07
"Chaetocnema_sp1_M_PL_079"	0.0504292249873901	7.8544020835945e-05	6.86105727056901e-05	0.00722883397349285	2.94955244409639e-05	2.8217058425311e-05	0.0215595226214022	3.05377916115666e-05	0.0215391879016349	5.98882789360185e-06	5.9688651339565e-06	5.9688651339565e-06	0.000537197862056085	0.00108451838759242	1.00516210207629	0.000291611319309795	0.000268227619513605	0.000534411353202415	0.00053179582361679	0.000216865019204786	0.000265874377435881	1.04725361114593e-06	0.000530833947235685	7.22883397349286e-05	0.000265416973617843	4.57403818037934e-07	4.57403818037934e-07	1.99627596453395e-07	7.22883397349285e-05	0.000265416973617843
"Technomyrmex_albipes"	6.95729096360408e-05	7.36161829733153e-08	1.02156666011671e-07	0.044959587598705	0.0559377723867931	2.34103075500099e-05	9.7296327375568e-06	4.21170799870482e-08	9.72037731032648e-06	3.00358930848318e-08	2.99357734412157e-08	2.99357734412157e-08	2.69421960970941e-06	4.9362278561655e-07	0.000453617607815236	1.00645986453618	3.70069205364286e-07	7.37048899773343e-07	0.000933418724656274	0.00134878762796115	3.66854253050819e-07	9.81549106310871e-10	7.32346417221482e-07	0.00044959587598705	3.66173208610741e-07	6.81044440077809e-10	6.81044440077809e-10	1.00119643616106e-09	0.00044959587598705	3.66173208610741e-07
"Ahasverus_advena"	0.0144420751733225	0.0145221856613856	0.0718350997891175	3.87233160567211e-06	3.85091999775494e-06	5.36060036261732e-05	6.38103003279009e-05	1.43009433911273e-05	1.14954694077259e-05	1.99792042045835e-05	1.99126068572348e-05	1.99126068572348e-05	0.00179213461715114	0.00279012431574267	0.00053645523902721	4.75803264039796e-07	1.00256732881935	0.000250266509344727	0.000152979459323442	1.16169948170163e-07	0.000554911587225639	0.000193629142151809	0.00015202184392971	3.87233160567211e-08	7.60109219648552e-05	0.000478900665260783	0.000478900665260783	6.65973473486115e-07	3.87233160567211e-08	7.60109219648552e-05
"Apis_mellifera"	0.0288934073962952	0.0144509481571039	5.56886916112784e-05	7.71514068631024e-06	7.66834406707408e-06	2.15383477105353e-05	3.92252784297503e-05	0.0574942805048775	2.29033437086749e-05	5.58768561609835e-06	5.56905999737802e-06	5.56905999737802e-06	0.000501215399764022	0.000870503185124022	0.00106882270640483	9.47634299708584e-07	0.000250266509344727	1.00614990883536	0.000304627908683611	2.31454220589307e-07	0.000152441823187734	0.000192679308761385	0.000304141130487318	7.71514068631024e-08	0.000152070565243659	3.71257944075189e-07	3.71257944075189e-07	1.86256187203278e-07	7.71514068631025e-08	0.000152070565243659
"Dysauxes_florida"	0.050328960290454	4.11047604424824e-05	7.65227217942315e-05	0.000107172631212108	0.0251508627027376	0.0251072947081801	4.00066972663413e-05	3.04627908683611e-05	3.98846867712592e-05	2.93415435549864e-05	2.92437384098031e-05	2.92437384098031e-05	0.00263193645688228	6.50722640437885e-06	0.00186128538265876	0.00210019213047662	0.000267714053816024	0.000533098840196319	1.00136741448622	3.21517893636323e-06	0.000265399416165228	5.48063472566433e-07	0.0005297785293732	1.07172631212108e-06	0.0002648892646866	5.1015147862821e-07	5.1015147862821e-07	9.78051451832881e-07	1.07172631212108e-06	0.0002648892646866
"Brachymyrmex_sp1_M_PL_079"	5.09623282672706e-05	7.9234658862149e-08	6.93660295173234e-08	0.100690519783285	0.000224905110624737	1.22470641834523e-07	2.1706976032515e-05	3.0860562745241e-08	2.16865019204786e-05	6.13966981501625e-09	6.1192042489662e-09	6.1192042489662e-09	5.50728382406958e-07	1.09195264194461e-06	0.001012036756289	0.00404636288388345	2.71063212397048e-07	5.40059848041717e-07	4.28690524848431e-06	1.0030207155935	2.68685220550838e-07	1.05646211816199e-09	5.36445560708111e-07	0.00100690519783285	2.68222780354056e-07	4.62440196782156e-10	4.62440196782156e-10	2.04655660500542e-10	0.00100690519783285	2.68222780354056e-07
"Allograpta_nasuta"	0.0503157033597676	0.000128784293837823	0.0502953750589085	1.34342610275419e-05	1.33616843715241e-05	5.62292913921381e-05	6.52348841793221e-05	3.04883646375468e-05	3.98811566153821e-05	1.72411988965391e-05	1.71837282335507e-05	1.71837282335507e-05	0.00154653554101956	0.00135219880341013	0.00186112064205116	1.65084413872869e-06	0.00194219055528973	0.000533546381157069	0.000530798832330456	4.03027830826257e-07	1.00060012199176	1.71712391783764e-06	0.000529638982734395	1.34342610275419e-07	0.000264819491367198	0.000335302500392724	0.000335302500392724	5.74706629884638e-07	1.34342610275419e-07	0.000264819491367198
"Polistes_hebraeus"	4.45745240034902e-05	0.100508218346069	0.00022237817398868	5.28231059080993e-08	2.76485609048993e-08	3.75876371974942e-05	0.00011344637874807	3.8535861752277e-05	1.5708804167189e-07	1.50743414142606e-05	1.50240936095464e-05	1.50240936095464e-05	0.00135216842485917	0.00604209550434125	7.33077527802153e-06	4.41697097839892e-09	0.00067770199753133	0.000674377580664848	1.09612694513286e-06	1.58469317724298e-09	1.71712391783764e-06	1.00134010957795	4.69205515826212e-07	5.28231059080993e-10	2.34602757913106e-07	1.48252115992453e-06	1.48252115992453e-06	5.02478047142019e-07	5.28231059080993e-10	2.34602757913106e-07
"Syritta_nigrofemorata"	0.100526770477105	3.51904136869659e-05	8.2607559812909e-05	2.68222780354056e-05	2.66720130729654e-05	5.61596314339158e-05	7.9780779561496e-05	6.08282260974635e-05	7.96250920853528e-05	1.1907975236892e-05	1.18682819861023e-05	1.18682819861023e-05	0.00106814537874921	8.30333206097032e-06	0.0037158376306498	3.29555887749667e-06	0.000532076453753986	0.00106449395670561	0.0010595570587464	8.04668341062167e-07	0.000529638982734395	4.69205515826212e-07	1.00105817653134	2.68222780354056e-07	0.000529088265668976	5.50717065419393e-07	5.50717065419393e-07	3.96932507896399e-07	2.68222780354056e-07	0.000529088265668976
"Chrysomya_megacephala"	5.09623282672706e-05	7.9234658862149e-08	6.93660295173234e-08	0.100690519783285	0.000224905110624737	1.22470641834523e-07	2.1706976032515e-05	3.0860562745241e-08	2.16865019204786e-05	6.13966981501625e-09	6.1192042489662e-09	6.1192042489662e-09	5.50728382406958e-07	1.09195264194461e-06	0.001012036756289	0.00404636288388345	2.71063212397048e-07	5.40059848041717e-07	4.28690524848431e-06	0.00302071559349854	2.68685220550838e-07	1.05646211816199e-09	5.36445560708112e-07	1.00100690519783	2.68222780354056e-07	4.62440196782156e-10	4.62440196782156e-10	2.04655660500542e-10	0.00100690519783285	2.68222780354056e-07
"Miridae_sp1_M_PL_079"	0.100526770477105	3.51904136869659e-05	8.2607559812909e-05	2.68222780354056e-05	2.66720130729654e-05	5.61596314339158e-05	7.9780779561496e-05	6.08282260974635e-05	7.96250920853528e-05	1.1907975236892e-05	1.18682819861023e-05	1.18682819861023e-05	0.00106814537874921	8.30333206097033e-06	0.0037158376306498	3.29555887749667e-06	0.000532076453753986	0.00106449395670561	0.0010595570587464	8.04668341062167e-07	0.000529638982734395	4.69205515826212e-07	0.00105817653133795	2.68222780354056e-07	1.00052908826567	5.50717065419393e-07	5.50717065419393e-07	3.96932507896399e-07	2.68222780354056e-07	0.000529088265668976
"Orthellia_albigena"	0.000104636242429685	0.00022237817398868	0.100508142558004	4.62440196782156e-08	5.13556700828599e-08	5.62989513503604e-05	5.06889887971481e-05	1.48503177630076e-07	1.3722114541138e-07	2.25744225561863e-05	2.2499174480999e-05	2.2499174480999e-05	0.00202492570328991	0.00269609427475929	6.40365345253108e-06	6.12939996070029e-09	0.00335230465682548	2.59880560852633e-06	2.04060591451284e-06	1.38732059034647e-09	0.000670605000785447	2.96504231984906e-06	1.10143413083879e-06	4.62440196782156e-10	5.50717065419393e-07	1.00067005428372	0.000670054283720028	7.52480751872878e-07	4.62440196782156e-10	5.50717065419393e-07
"Pachycerina_crinicornis"	0.000104636242429685	0.00022237817398868	0.100508142558004	4.62440196782156e-08	5.13556700828599e-08	5.62989513503604e-05	5.06889887971481e-05	1.48503177630076e-07	1.3722114541138e-07	2.25744225561863e-05	2.2499174480999e-05	2.2499174480999e-05	0.00202492570328991	0.00269609427475929	6.40365345253108e-06	6.12939996070028e-09	0.00335230465682548	2.59880560852633e-06	2.04060591451284e-06	1.38732059034647e-09	0.000670605000785447	2.96504231984906e-06	1.10143413083879e-06	4.62440196782156e-10	5.50717065419393e-07	0.000670054283720028	1.00067005428372	7.52480751872878e-07	4.62440196782156e-10	5.50717065419393e-07
"Phalanta_phalantha"	7.54171765003158e-05	7.53717070713028e-05	0.000112872112780932	2.04655660500542e-08	9.83057434013686e-08	0.000187002141748922	2.01306230372674e-07	7.45024748813113e-08	5.98882789360185e-08	0.100409459934423	7.47617346414956e-05	7.47617346414956e-05	0.0067285561177346	7.54229074328831e-06	2.79478635034753e-06	9.01076792544955e-09	4.6618143144028e-06	1.30379331042295e-06	3.91220580733152e-06	6.13966981501625e-10	1.14941325976928e-06	1.00495609428404e-06	7.93865015792798e-07	2.04655660500542e-10	3.96932507896399e-07	7.52480751872878e-07	7.52480751872878e-07	1.00334698199781	2.04655660500542e-10	3.96932507896399e-07
"Phorinia_sp1_M_PL_079"	5.09623282672706e-05	7.9234658862149e-08	6.93660295173234e-08	0.100690519783285	0.000224905110624737	1.22470641834523e-07	2.1706976032515e-05	3.0860562745241e-08	2.16865019204786e-05	6.13966981501625e-09	6.1192042489662e-09	6.1192042489662e-09	5.50728382406958e-07	1.09195264194461e-06	0.001012036756289	0.00404636288388345	2.71063212397048e-07	5.40059848041717e-07	4.28690524848431e-06	0.00302071559349854	2.68685220550838e-07	1.05646211816199e-09	5.36445560708112e-07	0.00100690519783285	2.68222780354056e-07	4.62440196782156e-10	4.62440196782156e-10	2.04655660500542e-10	1.00100690519783	2.68222780354056e-07
"Stomorhina_lunata"	0.100526770477105	3.51904136869659e-05	8.2607559812909e-05	2.68222780354056e-05	2.66720130729654e-05	5.61596314339158e-05	7.9780779561496e-05	6.08282260974635e-05	7.96250920853528e-05	1.1907975236892e-05	1.18682819861023e-05	1.18682819861023e-05	0.00106814537874921	8.30333206097033e-06	0.0037158376306498	3.29555887749667e-06	0.000532076453753986	0.00106449395670561	0.0010595570587464	8.04668341062168e-07	0.000529638982734395	4.69205515826212e-07	0.00105817653133795	2.68222780354056e-07	0.000529088265668976	5.50717065419393e-07	5.50717065419393e-07	3.96932507896399e-07	2.68222780354056e-07	1.00052908826567
