"Prunus_mahaleb"	"Crataegus_monogyna"	"Juniperus_phoenicea"	"Berberis_vulgaris"	"Hedera_helix"	"Rosa_canina"	"Lonicera_arborea"	"Juniperus_sabina"	"Taxus_baccata"	"Juniperus_communis"	"Daphne_laureola"	"Rhamnus_myrtifolius"	"Rubus_ulmifolius"	"Sorbus_aria"	"Amelanchier_ovalis"	"Arum_italicum"	"Prunus_prostrata"	"Rhamnus_saxatilis"	"Rubia_peregrina"	"Cotoneaster_granatensis"	"Juniperus_oxycedrus"	"Lonicera_splendida"	"Lonicera_etrusca"	"Paeonia_officinalis"	"Polygonatum_odoratum"	"Turdus_viscivorus"	"Phoenicurus_ochruros"	"Turdus_merula"	"Fringilla_coelebs"	"Turdus_torquatus"	"Parus_ater"	"Turdus_iliacus"	"Erithacus_rubecula"	"Sylvia_communis"	"Sylvia_atricapilla"	"Garrulus_glandarius"	"Phoenicurus_phoenicurus"	"Turdus_pilaris"	"Coccothraustes_coccothraustes"	"Parus_major"	"Columba_palumbus"	"Parus_caeruleus"	"Parus_cristatus"	"Corvus_corone"	"Sylvia_melanocephala"	"Sitta_europaea"	"Sylvia_cantillans"	"Dendrocopos_major"	"Serinus_serinus"	"Pica_pica"	"Sylvia_borin"	"Turdus_philomelos"	"Loxia_curvirostra"	"Serinus_citinella"	"Sylvia_conspicillata"	"Corvus_corax"	"Ficedula_hypoleuca"	"Emberiza_cia"
"Prunus_mahaleb"	1.00841640549327	0.000613103044147101	0.00021673662726312	0.000181060598910275	0.000273078123958147	0.000103186698632727	4.65267173679943e-05	2.10034817696909e-05	7.23954784018495e-05	3.88905425383035e-05	2.07195239048989e-05	2.76475404974908e-05	1.64044583352949e-05	6.39561645601698e-08	1.84444250524237e-05	5.88006033537536e-06	4.54321332332006e-06	3.96592865059325e-06	5.66793255438566e-06	3.20636631126475e-06	3.22551397364603e-06	4.07814803216653e-06	2.10253359269431e-06	1.33684701205531e-06	1.33684701205531e-06	0.0183370469401777	0.0207973397334978	0.0129139421364543	0.0173063824897766	5.06997959058801e-05	0.00864141306597361	1.40672650113425e-05	0.00386990494936354	0.0040216075337699	0.00138194911967788	0.0029838234891685	0.0024528711465964	6.75117692577949e-06	7.10995818804932e-05	0.000908162005339382	0.00121692045569222	0.00134847427326661	0.000817685955107186	0.000420756758052077	0.000773325464335329	0.000729192259214685	0.000707040424535158	0.000463995278601198	0.000397710238801026	1.01939247327993e-06	0.000176760106133789	5.29654010970993e-07	3.523604374345e-07	0.000132570079600342	4.43162146744881e-05	1.13642825606506e-07	2.22212014077644e-05	5.68214128032532e-08
"Crataegus_monogyna"	0.00259332928034047	1.0040389410043	0.00099737210040207	0.000801225390700759	0.000240615868906276	0.000530513379866543	0.000289046829035521	0.000323106493946954	0.000120327881430381	7.0200306555409e-05	1.02132265848026e-05	5.45394695369638e-06	1.63583611430609e-05	4.42137846622992e-05	7.81881690644347e-07	3.33133526699509e-06	2.25352953586503e-06	6.3722143256346e-06	1.10265560283769e-06	1.17572380473498e-06	1.99805757383052e-06	8.24651718210945e-07	9.65852023600852e-08	1.07780573113005e-06	1.07780573113005e-06	0.0113589573072265	6.50165762760897e-05	0.0104116033627163	0.00637786267885353	0.0350494729322954	0.00039696518169995	0.0141651419454279	0.000202690412362202	1.05040858642076e-05	0.000574768723572255	0.00121854370955653	6.96464142155067e-06	0.00689811217950702	0.00623876515823404	0.00251760210608892	0.00112204116510062	0.000656077415906494	0.000281260577909762	0.00093387875862869	1.98874944811386e-06	9.49278351678547e-05	1.8182852097041e-06	1.19324966886832e-06	1.02278543045856e-06	0.00121092768099758	4.54571302426025e-07	0.000558763728079864	0.00037285396070244	3.40928476819519e-07	2.39476372860821e-07	0.000186105457090695	1.82654960057568e-07	9.30527285453475e-05
"Juniperus_phoenicea"	0.00294400585365738	0.00320287052480308	1.0015553069859	0.000677509671042175	8.45101935187689e-05	0.000501637894568685	0.000420292142854675	0.000422553837734758	0.000100914119639262	0.000102004924416267	1.40444544126143e-07	1.66888844917873e-06	6.42981154363089e-06	6.9096005837449e-05	6.73637829199656e-08	9.67416406354382e-07	6.47705964408889e-07	3.07494192909762e-07	3.03921125364781e-06	3.27995522463397e-07	6.04892770737503e-06	1.59786824560809e-08	7.28810305505004e-09	3.19710441945492e-07	3.19710441945492e-07	0.034388154016427	7.0296785360864e-05	0.00308840286919346	7.612947555303e-05	0.0547742882638687	2.99541035562557e-05	0.000660245685973883	1.7150116672063e-05	1.18906677740044e-05	1.2704918789168e-05	0.00120489479462183	7.69637651188985e-06	0.00241554907012118	0.00240628955455488	1.32033442354282e-05	0.000902763270218552	7.06306299727046e-06	3.27719390176835e-06	0.000899959218797952	2.2576732006575e-06	2.42550023812055e-06	2.06415835488686e-06	1.3546039203945e-06	1.16108907462386e-06	4.90928274112821e-06	5.16039588721715e-07	2.13450466306327e-06	1.79539367138442e-06	3.87029691541286e-07	1.7846998597759e-07	5.93673869286947e-07	1.13965037387375e-07	2.96836934643474e-07
"Berberis_vulgaris"	0.00320294795901742	0.00335086122700046	0.000882338176240972	1.00089143588316	0.000355229967468781	0.000443683857284533	0.000310399106722229	0.000332495111575208	0.000126372104223661	6.09017853568303e-05	2.73588662010809e-05	1.37558326829733e-05	1.71710689868911e-05	4.67869156833482e-05	6.92341353733945e-06	6.17617589326075e-06	5.11945751750795e-06	1.02474450074284e-05	3.36662275927478e-06	4.06273914175514e-06	7.07055293321191e-07	5.48159772284352e-07	7.73373317040525e-09	1.05671837575281e-06	1.05671837575281e-06	0.00401960934253097	0.00860644758280782	0.0102078995097721	0.00473413210263817	0.0370892640689815	3.17856433303656e-05	0.014410787475357	0.00622246298562484	1.30167977658079e-05	0.00312524557687631	1.45616858977386e-05	0.000783766356033916	0.00468549977942987	2.46151942989057e-05	0.0031152892429552	9.76569475679226e-06	0.00155822442550429	3.52826291929552e-06	0.000781893894177662	2.45624843482931e-06	2.62644385842629e-06	2.24571285470108e-06	1.47374906089759e-06	1.26321348076936e-06	0.00155580685023711	5.6142821367527e-07	2.26429931559297e-06	1.78000852295354e-06	4.21071160256453e-07	2.72442199471826e-07	6.21104954031597e-07	2.02263672762417e-07	3.10552477015799e-07
"Hedera_helix"	0.00508705533773463	0.00105969192877499	0.000115899693968597	0.000374078904518145	1.00248758069993	0.000323501974602912	0.000128737716953316	4.42536753338641e-05	7.11005389621432e-05	7.1919402405348e-05	0.000194861126784814	3.03972967960469e-05	6.03639223240375e-05	1.13788371244302e-06	1.42857978277529e-07	1.79604778475279e-05	1.19777471707724e-05	1.34282339215226e-06	3.2191400123122e-07	5.99501649401696e-06	5.96690202912565e-07	1.16042757391093e-07	1.09670100738985e-08	5.98273067675549e-06	5.98273067675549e-06	0.00339218380355793	0.000522218618946335	0.057793178337458	0.00092046354649862	0.000902031452045742	4.50744114037228e-05	0.00288840043896989	2.54316417312519e-05	2.07608718247726e-05	0.0343930599995977	1.64618750221251e-05	1.28647432144057e-05	1.30086091333461e-05	8.21168947167664e-06	9.66325379118485e-06	8.40439053311185e-06	8.06652918925145e-06	4.41866865027358e-06	3.59744611521399e-06	3.90111605654496e-06	3.77640569776536e-06	3.56673468026968e-06	2.34066963392698e-06	2.0062882576517e-06	1.8567045574109e-06	8.91683670067419e-07	1.24966301924423e-06	7.84965840528309e-07	6.68762752550565e-07	6.87258781547913e-07	1.96421117474511e-07	5.75798322789485e-07	9.82105587372555e-08
"Rosa_canina"	0.00285420662157435	0.00346923598106666	0.00102151716712169	0.000693760213208542	0.000480351416834626	1.00069530814134	0.000294032575271987	0.000296027225868674	0.000102852375643163	8.91156559823182e-05	2.16145776253468e-07	1.58275140548889e-05	1.25098499640041e-05	4.46921726101416e-05	6.51650331515144e-08	9.46326186556575e-06	6.31167095530656e-06	2.4597430891548e-06	1.20034370573124e-06	3.16008004504736e-06	2.37118952599688e-06	1.55424508846508e-08	6.86620088037503e-09	3.15159091025919e-06	3.15159091025919e-06	0.0134802124552923	6.95461050146233e-05	0.0304443681931038	7.60039500374559e-05	0.035428704105494	2.82200856183413e-05	0.00552403753512657	1.75725090115091e-05	1.15180466181208e-05	2.59662790285405e-05	1.38384423223988e-05	7.58496601054883e-06	0.0115526097904482	0.00245043271535449	1.37071350309948e-05	9.56209475464807e-06	7.1410410332123e-06	3.27845332667305e-06	6.5498452375648e-06	2.18880875887603e-06	2.38525723317972e-06	2.0011965795438e-06	1.31328525532562e-06	1.12567307599339e-06	5.25539961660799e-06	5.0029914488595e-07	0.000608507374112405	0.00121425010291039	3.75224358664463e-07	2.21304401329212e-07	6.43046521050355e-07	1.58767008218468e-07	3.21523260525178e-07
"Lonicera_arborea"	0.00223524145334238	0.00328296345820344	0.00148650694735969	0.000842978626677212	0.000332007796353288	0.000510688157051347	1.0005652386927	0.000504791056640796	0.000102958387586555	8.24708401704225e-05	2.83358803712312e-05	5.83873811929268e-06	8.36979956795011e-06	8.80590998986677e-05	1.25647310667832e-05	2.33369815980638e-06	1.55836764919811e-06	7.21965808962481e-07	1.18254014078298e-07	7.83037138589838e-07	2.11331876093531e-07	2.66380262603371e-06	2.05531760672222e-06	7.75330510608271e-07	7.75330510608271e-07	0.00120142171559173	0.00216325109634294	0.0074896927324759	0.0053303287691687	0.0698068501014893	0.00844735536362832	0.00112287424371686	1.59527199218429e-05	8.98186441193726e-06	0.00423362528497606	1.2336720203747e-05	6.12867633268141e-06	3.58560112655794e-05	2.5652863195193e-05	0.00106623014622032	8.98816614195401e-06	6.42426735745812e-06	2.72487266286563e-06	7.14158635990062e-06	1.71414221882084e-06	1.92045105492561e-06	1.56721574292191e-06	1.0284853312925e-06	8.81558855393575e-07	5.26232126773757e-06	3.91803935730478e-07	2.19944996779447e-06	1.83605522809059e-06	2.93852951797859e-07	1.62334057532236e-07	6.08519640074781e-07	1.13358565565926e-07	3.04259820037391e-07
"Juniperus_sabina"	0.00112776342113964	0.00410155184669133	0.0016703304644574	0.00100922045631063	0.000127554711256432	0.000574641085509779	0.000564178239775007	1.00058571006123	0.000130249177041262	9.68403718178139e-05	1.3386973574156e-07	2.52869452947688e-06	6.48422986899311e-06	9.25010922709496e-05	3.9312595013056e-08	1.50144804278329e-06	1.00302050596249e-06	4.73269419527098e-06	8.49319492434303e-07	5.04592969141692e-07	1.6813348534468e-06	9.92413496550849e-09	3.87751391985114e-09	4.984275368208e-07	4.984275368208e-07	0.00955838864184507	3.69806361790392e-05	0.00481481000568893	5.29684003599584e-05	0.0733281386002437	1.59365822105882e-05	0.0106735553823813	1.27624449042468e-05	4.57540543761687e-06	1.38484386237811e-05	1.0265964483715e-05	3.54200702186644e-06	4.34173763345411e-05	3.13467346824212e-05	1.50005169259368e-05	9.03533062480314e-06	5.73286857868313e-06	2.05464506743462e-06	0.00236086376817871	8.64849249340215e-07	1.19555457923148e-06	7.90719313682482e-07	5.18909549604129e-07	4.44779613946396e-07	6.5063116089544e-06	1.9767982842062e-07	2.67889773782983e-06	2.21703579708843e-06	1.48259871315465e-07	9.92986484051021e-08	7.60250573992834e-07	7.45886698525245e-08	3.80125286996417e-07
"Taxus_baccata"	0.00550688272376735	0.00216389640105635	0.000565119069979869	0.000543400048161743	0.000290327200762085	0.000282844033018699	0.000163017447012046	0.000184519667475121	1.00019658257583	7.40571194018053e-05	4.24106138654431e-06	3.29442288042467e-05	1.54548839975901e-05	2.33397789389855e-05	1.08446845003936e-05	9.25748389570803e-06	7.51812069747607e-06	1.11772157481966e-05	4.79823178502288e-06	5.77875749924411e-06	1.49350237392966e-06	2.49540572936866e-08	1.21844597529833e-08	1.73936319823196e-06	1.73936319823196e-06	0.00849056099579012	0.0267932519415213	0.0168022484949207	0.000111861674456561	0.0185020793043594	5.00781295847614e-05	0.0100457730145727	0.00836154620309515	2.22387865644535e-05	2.16156963791378e-05	1.95688475356695e-05	1.40340320437827e-05	2.19703942847772e-05	0.003349818403504	1.22432851440408e-05	0.00834493033032004	9.60651294903355e-06	5.06602724193262e-06	5.65796304231097e-06	4.22306957344122e-06	4.18229778115236e-06	3.86109218143197e-06	2.53384174406473e-06	2.17186435205548e-06	3.44958479248266e-06	9.65273045357993e-07	1.49358316343413e-06	1.14502712834642e-06	7.23954784018495e-07	3.60201984397884e-07	4.0109293810127e-07	2.39542853728134e-07	2.00546469050635e-07
"Juniperus_communis"	0.00493045655957826	0.00210405918814684	0.000952045961218492	0.000436462795057284	0.000489451488591952	0.000408446756585625	0.000217631383783059	0.000228650877903172	0.000123428532336342	1.00011814347721	2.37049629189221e-07	1.60004480728861e-05	7.75591969353654e-06	3.1783943386619e-05	9.96378545596033e-08	9.54530442150314e-06	6.36737742936867e-06	1.27137827000119e-06	3.21263587327871e-06	3.18945043723419e-06	6.38067259698626e-06	2.2493865995965e-08	1.09150846317963e-08	3.17792699213447e-06	3.17792699213447e-06	0.0362741237138669	0.000110449542865332	0.030698774744019	0.000101430124750118	0.0251959987573925	4.48609978366828e-05	0.00282218487243052	2.38535313564259e-05	1.98280786219711e-05	2.71116571976955e-05	1.82523525709899e-05	1.24362635217785e-05	2.34302249121567e-05	1.70575234024732e-05	1.12780767542822e-05	0.00556637214123041	8.63147883931028e-06	4.58208609328738e-06	5.72895128161096e-06	3.78102496900173e-06	3.75996725088729e-06	3.45693711451587e-06	2.26861498140104e-06	1.94452712691518e-06	3.21169757402122e-06	8.64234278628967e-07	1.4772095188161e-06	1.27509038385076e-06	6.48175708971726e-07	2.75719490376754e-07	3.90001703085606e-07	1.67690205548133e-07	1.95000851542803e-07
