"Nephrosperma_vanhoutteanum"	"Gastonia_crassa"	"Erythroxylum_sechellarum"	"Paragenipa_wrightii"	"Chrysobalanus_icaco"	"Canthium_bibracteatum"	"Nepenthes_pervillei"	"Dillenia_ferruginea"	"Memecylon_eleagni"	"Apis_mellifera"	"Lasioglossum_mahense"	"Lygistorrhina_sp1_M_PL_131"	"Hemipyrellia_germana"	"Unidentified_sp2_M_PL_131"	"Eristalinus_vicarians"	"Hemipyrellia_sp1_M_PL_131"	"Neophyllomyza_approximatonervis"	"Phelsuma_sp1_M_PL_131"	"Eagris_sabadius"	"Melanostoma_annulipes"	"Polistes_olivaceus"	"Rhynchium_brunneum"	"Unidentified_sp1_M_PL_131"
"Unidentified_sp2_M_PL_131"	0.000175384822405195	6.00794508918602e-05	0.033549337675765	9.85591670157632e-05	3.84419053151124e-05	5.32870009451758e-05	0.033570885935064	4.59082816229148e-05	0.0334182167710759	0.0018719606142405	0.0033624445301667	0.000504305805155379	0.00126005592960547	1.00225829360112	1.0374649159554e-06	0.000420168944197752	8.0713255946865e-07	8.0713255946865e-07	2.13566140639514e-07	5.32870009451758e-07	2.13566140639514e-07	0.0004196360741883	5.32870009451758e-07
"Eristalinus_vicarians"	0.000261866763841593	0.000153708614333691	0.000158332969080426	0.100257814556161	9.83905364477095e-05	3.0917692860443e-05	1.24566933712929e-05	2.44367067774493e-05	1.21764772277963e-05	0.00479120916443492	0.00424361139369948	2.99334839341524e-06	1.07804367085972e-06	1.5561973739331e-06	1.00105534541638	4.64885595745591e-07	1.44218037700417e-06	1.44218037700417e-06	5.46614091376164e-07	3.0917692860443e-07	5.46614091376164e-07	1.55708667141162e-07	3.0917692860443e-07
"Hemipyrellia_sp1_M_PL_131"	6.39206191842971e-05	0.000121784953832175	0.000110960360184076	4.41641315958312e-05	7.79865181961051e-05	0.0502215737942003	0.0502917058867547	5.69589279280426e-05	2.10458182254901e-05	0.0037976184923245	1.30798554608766e-05	0.00100609588128677	0.0018873629439515	0.000630253416296628	4.64885595745591e-07	1.00113086206153	6.64124115177935e-07	6.64124115177935e-07	4.33258434422806e-07	0.000502215737942003	4.33258434422806e-07	0.000628646323584433	0.000502215737942003
"Neophyllomyza_approximatonervis"	0.0502579146512618	0.0502551655467846	0.000125126672550288	0.000137007135815396	0.000140828401948345	4.41919966581129e-05	1.77763318877444e-05	2.4833046637687e-05	7.25722655709462e-06	0.00685775638987626	0.00252590447519242	2.76074002141658e-06	1.28743861173259e-06	1.21069883920297e-06	1.44218037700417e-06	6.64124115177935e-07	1.00035365662494	0.000353656624936741	7.82380010824137e-07	4.4191996658113e-07	7.82380010824137e-07	2.22204148596805e-07	4.4191996658113e-07
"Phelsuma_sp1_M_PL_131"	0.0502579146512618	0.0502551655467846	0.000125126672550288	0.000137007135815396	0.000140828401948345	4.4191996658113e-05	1.77763318877444e-05	2.4833046637687e-05	7.25722655709462e-06	0.00685775638987626	0.00252590447519242	2.76074002141657e-06	1.28743861173259e-06	1.21069883920298e-06	1.44218037700417e-06	6.64124115177935e-07	0.000353656624936741	1.00035365662494	7.82380010824137e-07	4.4191996658113e-07	7.82380010824137e-07	2.22204148596805e-07	4.4191996658113e-07
"Eagris_sabadius"	0.00015017061318421	0.000287331653979245	6.95305578257799e-05	0.000103856677361471	0.10029523125975	5.76815882205714e-05	2.31760789311919e-05	2.30556879260491e-05	6.68929229948364e-08	0.0089598655528849	1.59377081258097e-05	2.19659013179813e-06	1.44549515807093e-06	6.40698421918541e-07	1.09322818275233e-06	8.66516868845613e-07	1.56476002164827e-06	1.56476002164827e-06	1.00055719572922	5.76815882205714e-07	0.000557195729220831	2.89700986639899e-07	5.76815882205714e-07
"Melanostoma_annulipes"	8.49990956148067e-05	0.000162137595900484	0.000159955633936001	5.87436164348417e-05	0.000103826858797028	0.100363745878014	6.35213683089707e-05	1.30746679981795e-05	9.62950962627285e-08	0.00505593541150363	1.50528333611434e-05	0.00200967425206933	2.70891801154089e-06	1.59861002835527e-06	6.1835385720886e-07	0.00100443147588401	8.83839933162259e-07	8.8383993316226e-07	5.76815882205714e-07	1.00100363745878	5.76815882205714e-07	7.94017103862134e-07	0.00100363745878014
"Polistes_olivaceus"	0.00015017061318421	0.000287331653979245	6.95305578257799e-05	0.000103856677361471	0.10029523125975	5.76815882205713e-05	2.31760789311919e-05	2.30556879260491e-05	6.68929229948364e-08	0.0089598655528849	1.59377081258097e-05	2.19659013179813e-06	1.44549515807092e-06	6.40698421918541e-07	1.09322818275233e-06	8.66516868845613e-07	1.56476002164827e-06	1.56476002164827e-06	0.00055719572922083	5.76815882205714e-07	1.00055719572922	2.89700986639899e-07	5.76815882205714e-07
"Rhynchium_brunneum"	4.28421427537875e-05	8.14323117638661e-05	6.19650864321522e-05	2.95846467568207e-05	5.21461775951819e-05	7.94017103862134e-05	0.1005198904052	0.000100843187857906	4.19953413547175e-05	0.00253930157314538	1.11068775606098e-05	2.51751050420655e-06	0.00377201696989146	0.0012589082225649	3.11417334282323e-07	0.00125729264716887	4.44408297193611e-07	4.44408297193611e-07	2.89700986639899e-07	7.94017103862134e-07	2.89700986639899e-07	1.00125649863006	7.94017103862134e-07
"Unidentified_sp1_M_PL_131"	8.49990956148067e-05	0.000162137595900484	0.000159955633936001	5.87436164348417e-05	0.000103826858797028	0.100363745878014	6.35213683089707e-05	1.30746679981795e-05	9.62950962627285e-08	0.00505593541150363	1.50528333611434e-05	0.00200967425206933	2.70891801154089e-06	1.59861002835527e-06	6.1835385720886e-07	0.00100443147588401	8.83839933162259e-07	8.8383993316226e-07	5.76815882205714e-07	0.00100363745878014	5.76815882205714e-07	7.94017103862134e-07	1.00100363745878
