"Nephrosperma_vanhoutteanum"	"Gastonia_crassa"	"Erythroxylum_sechellarum"	"Paragenipa_wrightii"	"Chrysobalanus_icaco"	"Canthium_bibracteatum"	"Nepenthes_pervillei"	"Dillenia_ferruginea"	"Memecylon_eleagni"	"Apis_mellifera"	"Lasioglossum_mahense"	"Lygistorrhina_sp1_M_PL_131"	"Hemipyrellia_germana"	"Unidentified_sp2_M_PL_131"	"Eristalinus_vicarians"	"Hemipyrellia_sp1_M_PL_131"	"Neophyllomyza_approximatonervis"	"Phelsuma_sp1_M_PL_131"	"Eagris_sabadius"	"Melanostoma_annulipes"	"Polistes_olivaceus"	"Rhynchium_brunneum"	"Unidentified_sp1_M_PL_131"
"Nephrosperma_vanhoutteanum"	1.0032234730411	0.00174133798572304	0.00177813469457279	0.00165848950433009	0.000901023679105258	0.000283330318716022	0.0001142457140101	0.000256580416603667	0.000144394746850586	0.0438760989070964	0.0503335457715656	3.23386267929123e-05	1.06987246904704e-05	1.75384822405195e-05	1.74577842561062e-05	4.26137461228647e-06	0.00335052764341745	0.00335052764341745	5.00568710614033e-06	2.83330318716023e-06	5.00568710614033e-06	1.42807142512625e-06	2.83330318716023e-06
"Gastonia_crassa"	0.00193481998413671	1.00336197294997	0.000724398756432967	0.00108165321197783	0.00191554435986163	0.000600509614446237	0.000241280923744788	0.000240080516150072	7.49784291306695e-07	0.0932790288904287	0.00018454373228271	2.28761736354193e-05	1.50500475441814e-05	6.67549454354003e-06	1.13858232839771e-05	9.02110769127222e-06	0.00372260485531738	0.00372260485531738	1.06419131103424e-05	6.00509614446237e-06	1.06419131103424e-05	3.01601154680985e-06	6.00509614446237e-06
"Erythroxylum_sechellarum"	0.00266720204185918	0.000977938321184505	1.00274429685363	0.00150416320626404	0.000625775020432019	0.000799778169680003	0.000247860345728609	0.000222377886731047	0.000311618255499825	0.0304726360991208	0.05035504849235	0.0150571600161981	1.4854210133099e-05	0.00503240065136476	1.58332969080426e-05	1.10960360184076e-05	1.25126672550288e-05	1.25126672550288e-05	3.476527891289e-06	7.99778169680004e-06	3.476527891289e-06	3.09825432160761e-06	7.99778169680004e-06
"Paragenipa_wrightii"	0.00261866763841593	0.00153708614333691	0.00158332969080426	1.00257814556161	0.000983905364477095	0.00030917692860443	0.000124566933712929	0.000244367067774493	0.000121764772277963	0.0479120916443492	0.0424361139369948	2.99334839341525e-05	1.07804367085972e-05	1.5561973739331e-05	0.0105534541638064	4.64885595745591e-06	1.44218037700417e-05	1.44218037700417e-05	5.46614091376164e-06	3.0917692860443e-06	5.46614091376164e-06	1.55708667141161e-06	3.0917692860443e-06
"Chrysobalanus_icaco"	0.0015017061318421	0.00287331653979245	0.000695305578257799	0.00103856677361471	1.00295231259749	0.000576815882205714	0.000231760789311919	0.000230556879260491	6.68929229948364e-07	0.0895986555288489	0.000159377081258098	2.19659013179813e-05	1.44549515807092e-05	6.40698421918541e-06	1.09322818275233e-05	8.66516868845613e-06	1.56476002164827e-05	1.56476002164827e-05	0.00557195729220831	5.76815882205714e-06	0.00557195729220831	2.89700986639899e-06	5.76815882205714e-06
"Canthium_bibracteatum"	0.000849990956148067	0.00162137595900484	0.00159955633936001	0.000587436164348417	0.00103826858797028	1.00363745878014	0.000635213683089707	0.000130746679981795	9.62950962627285e-07	0.0505593541150363	0.000150528333611434	0.0200967425206933	2.70891801154089e-05	1.59861002835527e-05	6.18353857208859e-06	0.0100443147588401	8.83839933162259e-06	8.83839933162259e-06	5.76815882205714e-06	0.0100363745878014	5.76815882205714e-06	7.94017103862133e-06	0.0100363745878014
"Nepenthes_pervillei"	0.000428421427537875	0.000814323117638661	0.000619650864321522	0.000295846467568207	0.000521461775951819	0.000794017103862134	1.005198904052	0.00100843187857906	0.000419953413547175	0.0253930157314538	0.000111068775606098	2.51751050420655e-05	0.0377201696989146	0.012589082225649	3.11417334282323e-06	0.0125729264716887	4.4440829719361e-06	4.4440829719361e-06	2.89700986639899e-06	7.94017103862134e-06	2.89700986639899e-06	0.01256498630065	7.94017103862134e-06
"Dillenia_ferruginea"	0.0019243531245275	0.00162054348401299	0.00111188943365524	0.00116074357192884	0.00103750595667221	0.000326866699954487	0.00201686375715812	1.00082902473141	7.32193416886694e-05	0.0505222171484504	0.0252250721268338	2.32156755039183e-05	0.0250963580091787	3.44312112171861e-05	1.22183533887246e-05	2.84794639640213e-05	1.24165233188435e-05	1.24165233188435e-05	5.76392198151227e-06	3.26866699954487e-06	5.76392198151227e-06	2.52107969644764e-05	3.26866699954487e-06
"Memecylon_eleagni"	0.00216592120275879	1.01220879326404e-05	0.00311618255499825	0.00115676533664065	6.02036306953527e-06	4.81475481313642e-06	0.0016798136541887	0.000146438683377339	1.00181493146323	0.000293166596640245	0.050407218637045	4.68390334212365e-05	6.66539791165097e-05	0.0501273251566139	1.21764772277963e-05	2.10458182254901e-05	7.25722655709462e-06	7.25722655709462e-06	3.34464614974182e-08	4.81475481313642e-08	3.34464614974182e-08	2.09976706773587e-05	4.81475481313642e-08
"Apis_mellifera"	0.0168754226565756	0.0322888946159176	0.00781349643567202	0.0116708941184953	0.0206766128143498	0.00648196847628671	0.00260441186989269	0.00259088293068976	7.51709222154474e-06	1.00686489150544	0.00179099995063787	0.000246841816060815	0.00016243751838822	7.1998485163096e-05	0.000122851517036793	9.73748331365257e-05	0.000175839907432725	0.000175839907432725	0.000114870071190832	6.48196847628671e-05	0.000114870071190832	3.25551483736587e-05	6.48196847628671e-05
"Lasioglossum_mahense"	0.0431430392327705	0.000142362307760947	0.0287743134242	0.0230367475657972	8.1965356075593e-05	4.30080953175527e-05	2.53871487099653e-05	0.00288286538592386	0.00288041249354543	0.0039913713185644	1.00478192821073	0.000432474863269351	7.30236527247202e-05	0.000288209531157146	0.00024249207963997	7.47420312050092e-07	0.000144337398582424	0.000144337398582424	4.55363089308851e-07	4.30080953175527e-07	4.5536308930885e-07	3.17339358874566e-07	4.30080953175527e-07
"Lygistorrhina_sp1_M_PL_131"	0.000194031760757474	0.000123531337631264	0.0602286400647922	0.000113747238949779	7.90772447447325e-05	0.0401934850413866	4.02801680673048e-05	1.85725404031346e-05	1.87356133684946e-05	0.0038507323305487	0.00302732404288545	1.0017072993018	1.9748198126023e-06	0.000302583483093227	1.1973393573661e-06	0.000402438352514707	1.10429600856663e-06	1.10429600856663e-06	4.39318026359625e-07	0.000401934850413866	4.39318026359625e-07	5.0350210084131e-07	0.000401934850413866
"Hemipyrellia_germana"	8.02404351785283e-05	0.000101587820923224	7.42710506654951e-05	5.12070743658365e-05	6.50472821131916e-05	6.77229502885222e-05	0.0754403393978293	0.0250963580091787	3.33269895582549e-05	0.00316753160857029	0.000638956961341302	2.46852476575287e-06	1.00345642167765	0.000945041947204106	5.39021835429858e-07	0.00094368147197575	6.43719305866295e-07	6.43719305866295e-07	3.61373789517731e-07	6.77229502885222e-07	3.61373789517731e-07	0.000943004242472866	6.77229502885222e-07
