"Nephrosperma_vanhoutteanum"	"Paragenipa_wrightii"	"Memecylon_eleagni"	"Mimusops_sechellarum"	"Soulamea_terminaloides"	"Apis_mellifera"	"Unidentified_sp2_M_PL_084"	"Rhiparida_seychellensis"	"Lasioglossum_mahense"	"Lygistorrhina_sp1_M_PL_084"	"Unidentified_sp1_M_PL_084"	"Scaptodrosophila_sp1_M_PL_084"	"Xylocopa_caffra"	"Geron_seychellarum"	"Phelsuma_sp1_M_PL_084"	"Polistes_olivaceus"	"Unidentified_sp3_M_PL_084"
"Nephrosperma_vanhoutteanum"	1.00879582558168	0.000845252346629087	0.000229940269348058	7.70062176402841e-05	0.000152985685712031	0.0133965577645253	0.0380677670030823	0.0247440485520035	2.65650737511999e-05	0.0152271068012329	0.00382464214280078	5.1337478426856e-06	5.69986769534108e-06	0.00190338835015411	0.00190338835015411	2.41500670465453e-06	0.00190338835015411
"Paragenipa_wrightii"	0.0012799535534669	1.00758811446872	0.00123265026659548	9.77049858933489e-08	1.94107238641453e-07	0.0634566708363891	4.83001340930907e-05	3.1395087160509e-05	0.0316670550261599	1.93200536372363e-05	4.85268096603633e-06	6.51366572622326e-09	0.00289643247371914	2.41500670465454e-06	2.41500670465454e-06	0.00287882318419635	2.41500670465454e-06
"Memecylon_eleagni"	0.00174097632506387	0.00616325133297742	1.00219638552374	1.32897062413147e-07	2.64022163994118e-07	0.0863129457270427	6.56972198137309e-05	4.27031928789251e-05	0.000193702184750719	2.62788879254924e-05	6.60055409985295e-06	8.85980416087644e-09	0.0143347005112905	3.28486099068655e-06	3.28486099068655e-06	1.76092895227926e-05	3.28486099068655e-06
"Mimusops_sechellarum"	0.00136044317831169	1.13989150208907e-06	3.10093145630675e-07	1.00739032933194	0.00134878760611408	1.80663471848707e-05	5.13374784268561e-05	3.33693609774564e-05	3.58251614942279e-08	2.05349913707424e-05	0.033719690152852	0.0671593552887958	7.68673494354984e-09	2.5668739213428e-06	2.5668739213428e-06	3.25683286311163e-09	2.5668739213428e-06
"Soulamea_terminaloides"	0.00405412067136882	3.39687667622543e-06	9.24077573979412e-07	0.00202318140917112	1.00401938706622	5.38377146109147e-05	0.000152985685712031	9.94406957128202e-05	1.06758981252799e-07	6.11942742848124e-05	0.100484676655499	0.000134878760611408	2.29064701317785e-08	7.64928428560155e-06	7.64928428560155e-06	9.70536193207266e-09	7.64928428560155e-06
"Apis_mellifera"	0.0202862160434241	0.0634566708363891	0.0172625891454086	1.54854404441749e-06	3.07644083490941e-06	1.00573628667747	0.000765517586544304	0.000497586431253798	0.0019943525120008	0.000306207034617722	7.69110208727353e-05	1.03236269627833e-07	0.000427913190181234	3.82758793272152e-05	3.82758793272152e-05	0.000181304773818255	3.82758793272152e-05
"Unidentified_sp2_M_PL_084"	0.100879582558168	8.45252346629087e-05	2.29940269348058e-05	7.70062176402841e-06	1.52985685712031e-05	0.00133965577645253	1.00380677670031	0.00247440485520035	2.65650737511999e-06	0.00152271068012329	0.000382464214280078	5.13374784268561e-07	5.69986769534108e-07	0.000190338835015411	0.000190338835015411	2.41500670465453e-07	0.000190338835015411
"Rhiparida_seychellensis"	0.100879582558168	8.45252346629087e-05	2.29940269348058e-05	7.70062176402841e-06	1.52985685712031e-05	0.00133965577645253	0.00380677670030823	1.0024744048552	2.65650737511999e-06	0.00152271068012329	0.000382464214280078	5.13374784268561e-07	5.69986769534108e-07	0.000190338835015411	0.000190338835015411	2.41500670465454e-07	0.000190338835015411
"Lasioglossum_mahense"	0.00012799535534669	0.100758811446872	0.000123265026659548	9.77049858933489e-09	1.94107238641453e-08	0.00634566708363891	4.83001340930907e-06	3.1395087160509e-06	1.00316670550262	1.93200536372363e-06	4.85268096603633e-07	6.51366572622326e-10	0.000289643247371914	2.41500670465454e-07	2.41500670465454e-07	0.000287882318419635	2.41500670465454e-07
"Lygistorrhina_sp1_M_PL_084"	0.100879582558168	8.45252346629087e-05	2.29940269348058e-05	7.70062176402841e-06	1.52985685712031e-05	0.00133965577645253	0.00380677670030823	0.00247440485520035	2.65650737511999e-06	1.00152271068012	0.000382464214280078	5.13374784268561e-07	5.69986769534108e-07	0.000190338835015411	0.000190338835015411	2.41500670465454e-07	0.000190338835015411
"Unidentified_sp1_M_PL_084"	0.0405412067136882	3.39687667622543e-05	9.24077573979412e-06	0.0202318140917112	0.0401938706621996	0.000538377146109147	0.00152985685712031	0.000994406957128202	1.06758981252799e-06	0.000611942742848124	1.00484676655499	0.00134878760611408	2.29064701317785e-07	7.64928428560155e-05	7.64928428560155e-05	9.70536193207266e-08	7.64928428560155e-05
"Scaptodrosophila_sp1_M_PL_084"	0.000136044317831169	1.13989150208907e-07	3.10093145630675e-08	0.100739032933194	0.000134878760611408	1.80663471848707e-06	5.13374784268561e-06	3.33693609774564e-06	3.58251614942279e-09	2.05349913707424e-06	0.0033719690152852	1.00671593552888	7.68673494354984e-10	2.5668739213428e-07	2.5668739213428e-07	3.25683286311163e-10	2.5668739213428e-07
"Xylocopa_caffra"	0.000151046493926539	0.050687568290085	0.0501714517895169	1.15301024153248e-08	2.29064701317785e-08	0.00748848082817159	5.69986769534108e-06	3.7049140019717e-06	0.00159303786054553	2.27994707813643e-06	5.72661753294463e-07	7.68673494354985e-10	1.00086155664925	2.84993384767054e-07	2.84993384767054e-07	0.000144821623685957	2.84993384767054e-07
"Geron_seychellarum"	0.100879582558168	8.45252346629087e-05	2.29940269348058e-05	7.70062176402841e-06	1.52985685712031e-05	0.00133965577645253	0.00380677670030823	0.00247440485520035	2.65650737511999e-06	0.00152271068012329	0.000382464214280078	5.13374784268561e-07	5.69986769534108e-07	1.00019033883502	0.000190338835015411	2.41500670465454e-07	0.000190338835015411
