"Salix_fragilis"	"Vaccinium_myrtilloides"	"Ledum_groenlandicum"	"Nemopanthus_mucronata"	"Gaylussacia_baccata"	"Spiraea_alba"	"Chamaedaphne_calyculata"	"Aronia_melanocarpa"	"Kalmia_polifolia"	"Kalmia_angustifolia"	"Calopogon_pulchellus"	"Smilacina_trifolia"	"Andromeda_glaucophylla"	"Dilophus_caurinus"	"Andrena_vicina"	"Bombus_terricola"	"Colletes_inaequalis"	"Andrena_regularis"	"Pyrobombus_ternarius"	"Andrena_bradleyi"	"Cyphon_variabilis"	"Andrena_mandibularis"	"Pyrobombus_sandersoni"	"Sercomyia_transversa"	"Pyrobombus_impatiens"	"Melanostoma_sp1_M_PL_033"	"Apis_mellifera"	"Pyrobombus_perplexus"	"Adela_purpurea"	"Helophilus_latifrons"	"Syritta_pipiens"	"Eristalis_dimidiata"	"Andrena_carolina"	"Macrodactlyus_subspinosus"	"Shaerophoria_sp1_M_PL_033"	"Hybomitra_typhus"	"Syrphus_torvus"	"Toxomerus_marginatus"	"Spilogona_fatima"	"Dialictus_pilosus"	"Hybomitra_minuscula"	"Andrena_alleghaniensis"	"Andrena_carlini"	"Helophilus_fasciatus"	"Pyrophaena_rosarum"	"Helophilus_laetus"	"Thymelicus_lineola"
"Salix_fragilis"	1.00701341098943	0.00104013558105957	0.000389586235835346	8.26232136023238e-05	0.000440874296346068	0.000142360623787581	0.000775747861104686	0.000139722548800152	4.95022888573755e-05	1.80048178649407e-05	3.46749840465245e-08	5.91248453736265e-06	3.09448480268642e-06	5.44562089651679e-06	0.00812574153026797	0.0022307620781439	0.0375032790570596	2.5788209271986e-05	0.00149033341080665	0.0037123643088968	0.0271967125595685	6.79448672111639e-06	0.00148373654831491	1.08992930617854e-05	1.70726971609691e-05	2.46976957955302e-06	0.000750813861583532	0.00148158774218041	0.0147009257078749	5.81972775962538e-06	3.22261026892457e-06	5.22032735545463e-06	0.000742698226887021	2.45449351357899e-06	3.89346016761221e-06	1.22266981120088e-06	2.69504716161199e-06	2.31166560310164e-09	0.000742665932550848	2.01522835593248e-06	1.96359481086319e-06	1.5645213982222e-06	0.00074251127865225	3.84074324069923e-06	8.30568544041759e-07	2.26133203289335e-06	4.92054535517348e-07
"Vaccinium_myrtilloides"	0.00104013558105957	1.0039467149181	0.00133540305447822	0.000151745287152779	0.00115473674990882	0.000790681067106917	0.00081395897420378	0.000260992944335216	0.000386165543649039	0.000113129070212353	1.92587336711382e-07	4.668371750757e-07	0.000106687486290248	1.00013939259786e-05	0.00520112406958277	0.010323320018504	0.00810995228481168	0.00737948698789774	0.0117573446448111	0.00883112767176139	2.80912529191272e-05	0.000758461676258204	0.00515386973874078	0.000763081107809556	0.0124759195500938	3.22468680667068e-06	0.0146590872213969	0.0102644457911892	1.51844610373661e-05	1.83819307493475e-05	7.41889204687391e-06	1.64651525724264e-05	0.00440665706234307	1.36324321914986e-05	8.11714156153645e-06	6.26534809060634e-06	5.03221692240638e-06	1.28391557807588e-08	8.92112621126898e-06	6.93747569266555e-06	1.09059457531989e-05	3.81764212441307e-06	0.000741393198063767	9.28553693665309e-06	2.55408997835055e-06	7.84751614475381e-06	2.73290601619009e-06
"Ledum_groenlandicum"	0.000398308315742108	0.00136530013778743	1.00335187609692	0.000340723762994088	0.0015447580009325	0.00103113263884472	0.000493300417202187	0.000736394828628471	0.000559980316171057	0.000158634611196914	2.51154475518043e-07	8.16483248330562e-05	3.87014952777534e-05	2.24567934700649e-05	0.00830222019918016	0.0165399183431696	0.00227823418096438	0.0232507988578966	0.0067814059414302	3.85251920833503e-05	1.07572318850058e-05	0.00676377521179813	0.0022806564252463	0.00153688979883699	0.00377080250923394	9.47327423952749e-06	2.33487601245624e-05	2.05518021422801e-05	5.81471993784099e-06	0.0104892682374366	1.82559388526656e-05	0.00376021095757279	0.00300812563420379	1.77781489455986e-05	0.00300514421644784	8.72022925501055e-06	1.41322295297875e-05	1.67436317012029e-08	6.41931557168494e-06	1.37826374932694e-05	1.42225191564789e-05	0.00150229057460096	0.000754573343467481	0.00300251303192143	0.000753616435179673	0.00300183757359033	3.56400160497032e-06
"Nemopanthus_mucronata"	8.575288078423e-05	0.000157493214696444	0.000345886244251575	1.00784777950602	0.000129487831292923	2.56119447650541e-05	0.000385877199688296	0.000300509437065453	0.000249316460629615	6.64842053373601e-05	6.23833861148191e-09	0.000505227288345629	1.57764979234029e-06	0.0664263309219878	0.00307272777736491	9.33083445580869e-06	9.230952671867e-06	0.000782645016052455	0.000772439653680116	1.65308610216701e-05	2.31595371461059e-06	0.00535707894466134	5.89456117765974e-06	6.41388073473399e-06	4.91557274700919e-06	0.011477704471725	0.00076667022353032	3.3383545519838e-06	1.25186687276248e-06	4.50360107121806e-06	9.49815370570154e-06	3.0745189472887e-06	2.35276998499335e-06	4.41585254569898e-07	1.03563012956034e-05	3.20035249330105e-06	0.000769182817083003	4.15889240765461e-10	0.00306045605438299	0.000769265004631191	3.53268203655919e-07	0.00458294908137752	0.00153060650016955	3.00319481457964e-06	0.00154352164277873	2.42737607226101e-06	8.85249955343623e-08
"Gaylussacia_baccata"	0.000529822619293081	0.00138770995383779	0.0018157681765347	0.000149933278339174	1.00363287557514	0.000569177691112134	0.00089075348018196	0.000318650844526381	0.000438159208616507	0.000338996106310594	1.38635437481643e-07	5.72152209777362e-07	2.84523794684832e-05	9.88196607235462e-06	0.0255822329134155	0.00623136248070282	4.30766242788797e-05	0.00623006029855663	0.00532594591185072	0.00356806909567872	1.43090780393022e-05	3.423409065782e-05	0.0123442865368166	0.0202596147403846	0.00267007314671727	3.39642293795216e-06	0.000902322786622041	1.83707354842363e-05	7.73463677800118e-06	0.00354095138677747	1.07547191517838e-05	0.00617297379686856	0.00441378307427653	9.81340846745059e-06	1.03244496312819e-05	0.00089611882035264	6.11715245292789e-06	9.2423624987762e-09	9.27013286816808e-06	8.08313185337049e-06	7.85072677396047e-06	4.77705511202616e-06	1.02042068393514e-05	0.00264989739669757	3.46521808722155e-06	8.76832365999652e-06	1.96730287473951e-06
"Spiraea_alba"	0.000224177074240214	0.0012450954734902	0.00158818130580681	3.8859502402151e-05	0.000745819043526244	1.00543034225299	2.9717560717286e-05	0.000295769852349456	7.22566979242691e-05	9.21454781294988e-05	0.000244894129780817	6.96353914962815e-05	2.41163381606391e-05	2.56119447650541e-06	4.16763773812636e-05	0.0416478828733457	2.29962817905791e-05	5.47717550031181e-05	0.00812200546586642	1.57355675737695e-05	6.05441733349483e-06	1.53479719907059e-05	0.00233248893178349	1.97658104666497e-05	0.00118084908433594	4.20891462489152e-06	1.92191637771397e-05	0.00232543758159497	3.27265801810531e-06	1.96384999004723e-05	0.00116302196254034	0.00463403118443015	1.36285816521478e-05	0.0173350059009136	8.94321838508794e-06	4.93241014431868e-06	5.60191449601905e-06	1.63262753187211e-05	9.29003090136509e-07	3.81115622753174e-06	0.0138680047207308	3.83300984102135e-06	2.55750287232608e-06	7.93007519132371e-06	0.00115943925138091	0.00347302797578132	0.00347516431784207
"Chamaedaphne_calyculata"	0.00143618185096408	0.00150692404683673	0.000893273728447203	0.00068832149133588	0.00137224184784788	3.49382132757282e-05	1.00345641126017	0.000227195032884296	0.000292752985131306	4.1712665836017e-05	8.50995138766475e-09	0.000139039900153453	1.20085681805442e-05	4.53666437471375e-05	0.0258290994350802	4.30816012806907e-05	0.00820435456125312	0.00547175316781886	0.00139329254713665	0.0339253926410289	3.87873930552343e-05	0.00137750474844727	0.00138649839051822	3.35816148210113e-05	0.00138329746294064	0.0013707593812046	2.55635999936664e-05	1.90259180201191e-05	2.09661584082348e-05	1.44768624359767e-05	5.82862352408785e-06	1.2578329151733e-05	1.63330686162783e-05	6.02382987512555e-07	0.00136278638932539	3.14038040440846e-06	4.80194180206003e-06	5.67330092510983e-10	0.00949602116121982	5.99122995701212e-06	4.81906390010044e-07	5.44978291314473e-06	0.00813999085028768	0.00136310733901149	6.28939989736506e-06	3.77476982993724e-06	1.20760262548766e-07
"Aronia_melanocarpa"	0.000277420133124939	0.000518203382230791	0.00143010010197413	0.00057488761873391	0.00052646661269576	0.00037292720513627	0.000243658441064317	1.00499425018062	0.000468150225184707	0.000376995901840414	9.08344213770101e-08	0.000314782830559401	3.07663342033007e-06	3.78903203256441e-05	0.00149578427059919	4.80464140480941e-05	0.00293269221365353	0.010245037662774	0.00148704939780071	1.81609870856338e-05	7.49236855884871e-06	3.38490784400212e-05	0.00293089132645356	2.08883346114496e-05	1.53801937092966e-05	0.0014782862537298	9.9301139471331e-06	0.00292084988882705	4.04992895072903e-06	0.00147330200168048	0.0203973123303294	0.00292331030409489	9.05001993037281e-06	6.42977939890122e-06	0.0116600189756425	1.79651939750305e-05	0.0189351097996887	6.05562809180067e-09	5.90620902565883e-06	0.0102010904468509	5.14382351912097e-06	0.00437428782148047	4.49463680173988e-06	0.00292035688819924	1.36538570624258e-05	0.00437509512958469	1.28898369382614e-06
"Kalmia_polifolia"	0.000183292258742174	0.00142985620215995	0.00202803682072761	0.000889453319002952	0.00135000404816978	0.000169900884308416	0.000585505970262612	0.000873036906425534	1.00210961442815	0.000446562898527117	4.13830053293056e-08	1.0886888321381e-06	3.4616292696146e-05	5.86230596615582e-05	0.00278716600465969	6.36290459973274e-05	3.01221541122595e-05	0.0163287654763364	0.00817294196867554	0.00545451942780304	4.95022888573755e-06	0.0352342141813077	0.0027439992336703	0.0108681147233321	0.00274056131381923	1.22154887135913e-05	0.00273127000880874	0.00272620473098154	2.67579939769597e-06	2.71905715839069e-05	2.26994131024954e-05	1.91684953601009e-05	1.83708455635632e-05	2.92932559152442e-06	1.69786924535062e-05	2.1917491508958e-05	1.71223496973805e-05	2.75886702195371e-09	8.37340298796496e-06	0.0108431481777014	2.34346047321954e-06	1.0865702896416e-05	8.7859431911474e-06	1.45231170245626e-05	4.68565237275837e-06	1.0435519010841e-05	5.87244551815861e-07
"Kalmia_angustifolia"	8.80950016963171e-05	0.000553524379253299	0.000759179925013803	0.000313425539447555	0.00138019843283599	0.000286309164188086	0.000110240616852331	0.000929025615249592	0.00059010097305369	1.00481528502146	6.97367392503775e-08	0.000253854583733811	2.17011114874026e-05	2.06575923726798e-05	5.15995020241978e-05	3.86356887133428e-05	1.30101325561983e-05	4.9905785593318e-05	0.0107943787910173	1.69267850002499e-05	2.37920807501003e-06	0.0107939254122122	0.00720395318148706	0.00721301475133849	1.68530858051804e-05	1.70817324075038e-05	1.11879622581681e-05	1.07309367041777e-05	1.28605841892434e-06	1.41209460137128e-05	0.0107863930166432	1.53168554155627e-05	1.08082079124274e-05	4.93636489979458e-06	1.58586475320839e-05	0.0466533489335189	1.77408247473669e-05	4.64911595002517e-09	3.39297068530267e-06	1.60418111154597e-05	3.94909191983566e-06	6.59700771406868e-06	2.40361751773225e-06	0.00359736612948105	0.00359801300882989	7.29272351677641e-06	9.89597537933929e-07
