"Arvicola_terrestris"	"Lagurus_lagurus"	"Clethrionomys_glareolus"	"Cricetus_cricetus"	"Microtus_oeconomus"	"Microtus_gregalis"	"Spermophilus_pygmaeus"	"Marmota_bobak"	"Allocricetulus_eversmanni"	"Neomys_fodiens"	"Sorex_araneus"	"Cricetulus_migratorius"	"Microtus_arvalis"	"Allactaga_major"	"Apodemus_uralensis"	"Spermophilus_major"	"Sicista_subtilis"	"Ellobius_talpinus"	"Megabothris_walkeri"	"Ctenophthalmus_breviatus"	"Citellophilus_tesquorum"	"Ctenophthalmus_assimilis"	"Neopsylla_pleskei"	"Amalaraeus_penicilliger"	"Neopsylla_setosa"	"Oropsylla_silantiewi"	"Frontopsylla_elata"	"Stenoponia_ivanovi"	"Amphipsylla_sibirica"	"Amphipsylla_rossica"	"Mesopsylla_hebes"	"Palaeopsylla_soricis"	"Hystrichopsylla_talpae"	"Peromyscopsylla_bidentata"	"Amphipsylla_kuznetzovi"	"Amphipsylla_prima"	"Pectinoctenus_pavlovskii"	"Oropsylla_ilovaiskii"	"Corrodopsylla_birulai"	"Amphipsylla_dumalis"	"Frontopsylla_elatoides"	"Leptopsylla_segnis"
"Sorex_araneus"	0.00182878248405275	0.000505753040579531	0.00125818918973438	0.000411373696082559	0.00025824169610032	0.000440097643000659	7.53061567879926e-05	2.33555684636516e-07	7.62678406296665e-05	0.00129470168980624	1.00375971495564	2.35593136136947e-05	4.13889699180535e-05	3.73340247211996e-06	9.86766727561229e-05	2.25556284274378e-05	2.43416572051336e-06	0	0.00644250641248271	0.00952616312029191	3.99579130986585e-05	0.0189365657547881	0.00631662800148359	0.00634344242897979	7.8846944568763e-06	1.68377354040279e-08	0.00628909968324902	5.86912945682546e-06	1.0824996938722e-05	3.70166888662917e-06	5.02505766952658e-07	0.0345217361703814	6.43204226506107e-06	6.16503697674282e-06	2.0754521387345e-06	1.16338965657477e-06	1.50517076876769e-06	5.30325047802765e-07	0.0125469964369455	0	2.12130019121106e-07	1.21708286025668e-07
"Cricetulus_migratorius"	0.00136016710590627	0.0014376197852584	0.00120242470367021	0.000705335459684506	0.000147694298829636	0.000276765432149342	0.000657692784301833	0.00132426891073385	0.000172865291796872	3.21744360907077e-05	2.51299345212743e-05	1.00214527105403	9.55495449423996e-05	1.93514440409883e-05	0.000428835244579831	6.73016708308744e-05	2.5629996385601e-06	0	0.00678349114337702	0.023597680238144	0.0101165463662595	6.09919563748645e-05	0.00673328027442042	7.06119553248019e-05	0.0534929244034613	9.54705493784871e-05	1.13164241496962e-05	3.35668860976445e-06	1.0165034707466e-05	2.92861595419287e-06	3.35776804472679e-06	1.29863117607026e-06	5.88114905893519e-06	5.71160987905781e-06	2.48551067392835e-06	4.55664278734006e-06	1.11947909951133e-06	4.63163932606925e-06	3.14124181515929e-07	0	1.8526557304277e-06	1.28149981928005e-07
"Microtus_arvalis"	0.00320029741458184	0.00236499182669258	1.47050527253886e-05	0.0014490894292316	0.000745681029452081	0.00046767738559192	0.000609070742715598	3.83826299506094e-07	0.000326806483883767	6.27304772063637e-05	5.09402706683736e-05	0.000110249474933538	1.00040419119892	3.01065024019787e-05	8.9221008155414e-05	0.000168961692233442	5.90628531204246e-06	0	0.0156321653353828	0.0772936535320921	0.000138431828425265	7.12578060057218e-05	9.97289995503228e-05	2.98651076149984e-06	1.00039164998021e-05	2.76711983364859e-08	7.16386586957252e-06	1.69472961239109e-05	1.47681293045105e-06	0.00770347397977762	4.05730908648892e-06	2.59878095566269e-06	2.25550598829504e-06	1.42234977220887e-06	6.71457685284121e-06	6.16395272207864e-06	2.63398964163115e-06	4.28923058250421e-06	6.3675338335467e-07	0	1.71569223300168e-06	2.95314265602123e-07
"Allactaga_major"	0.000381162816173127	0.000937179188549379	6.23320973045667e-07	0.000310917888577086	3.96490921770886e-05	0.000154742499170979	0.00115848708884196	1.1403416715409e-05	8.69484593955542e-05	4.5505900247866e-06	6.63715995043548e-06	3.22524067349805e-05	4.34871701361915e-05	1.00686807087121	2.42610745215427e-05	4.06255733228166e-05	1.14845336143262e-08	0	3.03961151170371e-05	0.0113411308353494	0.0112549090775851	1.22205804279234e-05	2.60576768237298e-05	4.4948057258697e-07	7.28699980333511e-06	8.22106786459722e-07	1.21216364799573e-06	9.01115731297469e-07	7.72194722737207e-08	9.36587979364852e-07	0.0783152244116732	2.89646833090633e-07	2.63993650213581e-07	7.49108760772553e-08	1.00306771197192e-06	5.02606338912627e-06	3.13714251994343e-07	8.15835978057721e-06	8.29644993804435e-08	0	3.26334391223088e-06	5.74226680716308e-10
"Apodemus_uralensis"	0.00181251729148535	0.0016475005877105	0.00218340712266598	0.000770993924063406	0.000307063187187949	0.00064039657941946	0.000475739689780145	0.000422194711023608	0.000180865697396991	0.000227133603536745	0.000175425196010885	0.000714725407633053	0.00012887478955782	2.42610745215427e-05	1.00030234800637	8.75058169447329e-05	5.74157021095019e-08	0	0.000151962138773219	0.0335911119549609	0.0112196322793189	0.0167725209409525	7.26883124009806e-05	0.0112346690334935	0.0167297398309152	3.04372931203066e-05	0.0111280552471554	6.97870879972612e-06	1.85287256971137e-05	4.7163151299728e-06	3.22708426498425e-06	9.099614133641e-06	1.02283676457347e-05	1.04420326502027e-05	3.24641087774459e-06	4.43885898911389e-06	1.49178377900029e-06	3.35027950549398e-06	2.19281495013606e-06	0	1.34011180219759e-06	2.87078510547509e-09
"Spermophilus_major"	0.00273922724522582	0.00310250814399824	1.22031473685238e-05	0.00146916645512034	0.000314609254195758	0.00056569762671994	0.00069396550428152	1.91547947783835e-05	0.000357582566521673	5.35026209760879e-05	4.51112568548756e-05	0.00012619063280789	0.000274562749879343	4.57037699881687e-05	9.84440440628245e-05	1.00017857967326	4.80061497170593e-06	0	0.0127057876456141	0.0691457756873482	0.0189163387263237	6.47801855471012e-05	0.000107425898573934	2.7901577582889e-06	1.17938069462304e-05	1.38092706541835e-06	6.31808479917564e-06	7.15021032263087e-06	6.724542527119e-07	6.65459647692189e-06	5.50957007217327e-06	2.2737078459551e-06	1.92897539741904e-06	6.27257410606256e-07	5.20250452211913e-06	7.79027092178401e-06	2.25450802076199e-06	4.88708101606704e-06	5.63890710685946e-07	0	1.95483240642682e-06	2.40030748585296e-07
"Sicista_subtilis"	0.0042706240105854	4.53516904565e-06	4.02690082241474e-05	0.000173691709305596	0.000296302264572228	6.82077061344101e-05	8.23497441671242e-07	4.7957377980078e-08	5.95485205236023e-07	0.000105096741322299	1.94733257641069e-05	1.92224972892008e-05	3.8390854528276e-05	5.16804012644677e-08	2.58370659492758e-07	1.92024598868237e-05	1.00504421736327	0	0.0505300953569756	8.44954012273719e-05	1.89395157131935e-05	5.92779468678189e-05	3.05014319148895e-05	3.48367033010689e-06	1.18324536250145e-06	3.45739236600562e-09	5.09428345883224e-06	6.73414237664154e-06	8.70163556585212e-07	5.96515670726766e-06	6.33929786831343e-09	2.0896218072263e-06	3.09481348417715e-06	7.21019081680961e-07	1.55727413193556e-06	1.08498096217632e-08	3.51491688114024e-06	5.79927775824819e-09	2.43416572051336e-07	0	2.31971110329927e-09	0.0502522108681633
"Ellobius_talpinus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0
"Megabothris_walkeri"	0.0849854178106494	9.0249864008435e-05	0.000801353263660533	0.00345646501518136	0.00589641506498733	0.00135733335207476	1.63875990892577e-05	9.54351821803552e-07	1.18501555841969e-05	0.00209142515231376	0.000387519182705727	0.000382527696055095	0.000763978005112693	1.02843998516291e-06	5.14157612390589e-06	0.000382128951747792	0.000379925528999816	0	1.00554889760381	0.0016814584844247	0.00037689636269255	0.0011796311426696	0.0006069784951063	6.9325039569127e-05	2.35465827137789e-05	6.88021080835119e-08	0.000101376240830762	0.000134009433295167	1.73162547760457e-05	0.000118706618474626	1.26152027579437e-07	4.15834739638034e-05	6.15867883351253e-05	1.43482797254511e-05	3.09897552255177e-05	2.15911211473088e-07	6.99468459346909e-05	1.15405627389139e-07	4.84398978382159e-06	0	4.61622509556555e-08	1.89962764499908e-05
"Ctenophthalmus_breviatus"	0.0208107188330487	0.0307173834124383	2.59757011496333e-05	0.0181386385986461	0.00349568916457413	0.00580453134552768	0.00791267805848599	4.78321526083723e-06	0.00424479622812818	0.000395417215952319	0.000583979348370385	0.00135618851943357	0.00384987546328428	0.000391073477081012	0.00115831420534348	0.00211941074903749	6.47474338907064e-07	0	0.00171367033278533	1.00424576334932	0.00171013718084798	0.000592634109492317	0.00112647002756592	2.36404423887928e-05	0.000125276585941624	3.44836449037103e-07	6.0556996948088e-05	7.94474810130484e-05	6.5695902600532e-06	7.21657842134235e-05	5.2706059962756e-05	2.54177659914795e-05	1.43803655966712e-05	6.473383959499e-06	6.28183334224361e-05	8.00648767495817e-05	1.71281636485998e-05	5.57230849189154e-05	7.29974185462982e-06	0	2.22892339675662e-05	3.23737169453532e-08
"Citellophilus_tesquorum"	0.0131292054837653	0.0527765285916269	2.13547796655897e-05	0.00954289273459507	3.06899103437461e-05	0.00798236959007882	0.00798741561450627	0.00100341436434285	0.00349891727429646	9.32655869034393e-06	6.32996643147065e-06	0.00150245738112764	1.78179581141431e-05	0.00100291269008184	0.000999769213008613	0.00149832385951079	3.75039915112742e-07	0	0.000992618143328894	0.00441926538813192	1.00234963149903	0.000495530732593838	0.00119433882613054	1.59100986370831e-05	0.000153957833537148	7.23391751037869e-05	4.73380399258703e-05	6.97497962357865e-07	2.31559340409121e-07	1.11661910035301e-05	0.000100504082634083	3.43627172978343e-07	9.09282178447107e-06	1.524675638699e-07	2.64731818137426e-05	0.000121765960272366	1.0805930439313e-05	5.62494057359596e-05	7.91245803933831e-08	0	2.24997622943839e-05	1.87519957556371e-08
"Ctenophthalmus_assimilis"	0.0409983770745506	0.00207379541549682	0.0229855122828544	0.00353074416337269	0.00600108523325659	0.0134139941947636	1.68804896720771e-05	3.2130656349682e-06	1.16897027877352e-05	0.0074547524177031	0.00299985200075852	9.05821134280166e-06	9.17179681261766e-06	1.08896261238921e-06	0.00149458107394626	5.13110380571099e-06	1.17382073005582e-06	0	0.00310675132623874	0.00153146042155935	0.000495530732593838	1.00174261614018	0.000617619574746683	0.00129519910040242	0.000110670364613581	2.31639615544219e-07	0.000238338524771562	0.000136388300755832	0.000200092235112766	7.74583287510077e-05	1.32247767207328e-07	0.000203859810062602	0.000122710185714456	0.000114960708139231	3.15755650363272e-05	3.9481063155655e-06	3.37435202259676e-05	1.18876687831529e-07	3.74981500094815e-05	0	4.75506751326114e-08	5.8691036502791e-08
"Neopsylla_pleskei"	0.0256569791010529	0.0280837373485584	0.00194143436163841	0.024177774353914	0.00384773202009928	0.00765253354021881	4.32508549955044e-05	3.38439326762849e-06	0.00572466840632113	0.00128150722383698	0.00127931706359161	0.00127847093818109	1.64111011918253e-05	2.96859609384264e-06	8.2809469823902e-06	1.08785720074869e-05	7.72188149744038e-07	0	0.00204375037592754	0.00372162882524943	0.00152693951188841	0.000789614899359683	1.00131481884422	0.00012058732590211	7.57750870334369e-05	2.43991142549961e-07	7.36849887157715e-05	8.74484550022563e-05	2.29747600350645e-05	4.92266000678632e-05	3.52724201652406e-07	6.1294189247948e-05	2.55868211734454e-05	1.57842623993667e-05	8.07811847172504e-05	5.29439099120182e-05	2.1116855227204e-05	3.04583485883834e-07	1.59914632948952e-05	0	1.21833394353534e-07	3.86094074872019e-08
"Amalaraeus_penicilliger"	0.00158374659776043	1.15472920339784e-05	0.0963538621418931	1.26320499795148e-05	3.0479867843217e-05	3.15704999058011e-05	3.68908153980735e-06	9.4163731573073e-06	1.24401909864639e-06	1.9182100472246e-05	0.00147094317193734	1.53504250706091e-05	5.62675940572434e-07	5.86279007722135e-08	0.00146539161306437	3.2349655168567e-07	1.00975951597301e-07	0	0.000267253051092577	8.9422542948912e-05	2.3288695106455e-05	0.00189587114696586	0.000138063749945894	1.0052599469781	0.000382342612059999	6.78854809015177e-07	0.000344252181248416	6.92724269164023e-07	0.000793091320343946	1.52949518478809e-06	1.49517268232117e-08	5.08228891092954e-05	0.000397604197153031	0.00043622516426286	1.45731048755511e-07	3.21108235633887e-08	1.30349514218966e-06	2.59794474634321e-08	1.83867896492168e-05	0	1.03917789853728e-08	5.04879757986505e-09
"Neopsylla_setosa"	0.00010641810411487	9.91682181524309e-05	0.0221872463502137	4.58131733033272e-05	1.61313497292129e-05	2.69417294553255e-05	0.00736484782059123	0.0246392668831327	1.10140622165285e-05	6.91036794834763e-06	6.1539078687815e-06	0.0391411641976546	6.34394704865497e-06	3.19917064536664e-06	0.00734476382820666	4.60246124730942e-06	1.15438571951361e-07	0	0.000305531268383668	0.00159498482589092	0.000758523960353754	0.000545253991510816	0.000292011311006903	0.00128690927961658	1.00289624175604	0.00177631924041189	0.000154930730462598	3.66621584754838e-07	0.000182640410798498	2.53705416770481e-07	2.09948745823771e-05	3.0492393364271e-07	9.13785296333314e-05	0.000100465424316225	1.85215180918032e-07	2.09325734931791e-05	8.75869169669714e-08	5.18651254971214e-05	7.69238483597687e-08	0	2.07460501988485e-05	5.77192859756806e-09
"Oropsylla_silantiewi"	6.40023237495415e-06	2.49577745056871e-05	5.19829405156871e-05	4.57810194477007e-06	5.21652185475805e-08	3.80280076709086e-06	2.09939820648688e-05	0.100784352189637	1.66502112222024e-06	2.05567572883964e-08	1.73808881589966e-08	9.23908542372456e-05	2.3208101830601e-08	4.77352327621774e-07	1.76732669730812e-05	7.12736549893341e-07	4.46115144000725e-10	0	1.18073295162672e-06	5.80660085152799e-06	0.000471371399063385	1.50939362386878e-06	1.24356775880303e-06	3.02199882722885e-06	0.00234932544699637	1.00726584864623	3.85098005265337e-07	1.18557314880865e-09	4.2793797766826e-07	5.82558823489461e-09	9.6265380906989e-08	8.75262047876268e-10	2.18311300047378e-07	2.354085683509e-07	1.28363821589753e-08	1.06080500228747e-07	5.26768096704045e-09	1.47844944118794e-07	2.17261101987457e-10	0	5.91379776475177e-08	2.23057572000363e-11
"Frontopsylla_elata"	0.0243242548850111	7.53813224950582e-05	0.0322943590653285	5.31765801795819e-05	0.00806162470052737	0.0120467541348553	1.4840743314053e-05	6.62368569056379e-06	9.30714044312388e-06	0.00803476983281033	0.00805004759455874	1.35797089796355e-05	7.45042050435542e-06	8.72757826556929e-07	0.00801219977795186	4.04357427147241e-06	8.15085353413159e-07	0	0.00215728640487861	0.00126443009627608	0.000382491362601032	0.00192577528015422	0.000465689128683676	0.00190027204049126	0.000254086397958661	4.77521526529018e-07	1.00036180714911	0.000183218743193804	0.000280454693408825	7.87072716172958e-05	1.09686075031572e-07	0.00038529835677661	0.000149581899366929	0.000160845956129831	2.9461895541339e-05	1.83587962458654e-07	2.00199628683219e-05	1.04512276859528e-07	0.000100625594931984	0	4.18049107438113e-08	4.0754267670658e-08
"Stenoponia_ivanovi"	0.00036531018866017	6.8409895132356e-05	6.66562436013464e-05	7.69629808474722e-05	0.100317640392356	3.44566889634851e-05	1.30965693129993e-05	2.03918581595087e-08	1.01590526521755e-05	1.68958356627492e-05	7.51248570473659e-06	4.02802633171734e-06	1.76251879688674e-05	6.48803326534178e-07	5.02467033580281e-06	4.57613460648375e-06	1.07746278026265e-06	0	0.00285172074052115	0.00165886340355245	5.63578353585155e-06	0.00110201747010712	0.00055267423561426	3.82383796578541e-06	6.01259398997935e-07	1.47011070452272e-09	0.000183218743193804	1.00227994637255	0.00018294432086273	0.000730019084408066	8.73542254963182e-08	4.86563799650985e-07	5.24861214175754e-07	0.000182697445886429	0.000365004024528034	1.65562393695427e-07	3.00666821942527e-07	9.22293613591498e-08	9.39060713092074e-08	0	3.68917445436599e-08	5.38731390131323e-08
"Amphipsylla_sibirica"	0.000147256420957268	1.30952208828285e-05	0.091576727856094	1.64291720869424e-05	0.00914721604313652	3.10979908607836e-05	3.73648020558302e-06	8.36424229078872e-06	1.60420337008916e-06	1.735087954469e-05	1.57454500926866e-05	1.38614109647263e-05	1.74532437235124e-06	6.31795682239533e-08	1.51598664794567e-05	4.89057638335927e-07	1.58211555742766e-07	0	0.000418738524584378	0.000155878459806717	2.12613576193829e-06	0.00183721052239904	0.000165000549342736	0.00497484555488475	0.000340375311033565	6.03003513987093e-07	0.000318698515237301	0.000207891273707648	1.00077034922664	6.66598318589188e-05	1.54392627711736e-08	7.75721192134614e-07	0.000376959961287738	0.000431176160504445	3.33079882465026e-05	3.51558058512381e-08	1.21198700376352e-07	2.63132408843874e-08	1.96818126158582e-07	0	1.0525296353755e-08	7.91057778713829e-09
"Amphipsylla_rossica"	0.0379606399438532	9.46036176357255e-05	4.91933154831127e-05	8.23097832840896e-05	0.0501888120530545	3.80799675232814e-05	1.96407699893303e-05	1.56562683812793e-07	1.31803124395675e-05	1.79395726765744e-05	7.40333777325835e-06	5.49115491411164e-06	0.0125181452171386	1.05366147678546e-06	5.3058545212194e-06	6.65459647692189e-06	1.49128917681691e-06	0	0.00394699506428133	0.00235440870996294	0.000140973161419568	0.000977911400481472	0.000486112675670149	1.31918959687972e-05	6.50120130474358e-07	1.12870772051083e-08	0.000122980111902025	0.0011406548193876	9.16572688060133e-05	1.00049254629201	1.37277560840426e-07	4.96916393747302e-07	2.62385458413936e-05	9.14750713412611e-05	0.000182732146193961	2.33263951459278e-07	3.12433250566693e-05	1.38315281615002e-07	9.25417221657294e-08	0	5.5326112646001e-08	7.45644588408458e-08
