"Claytonia_virginica"	"Erythronium_umbilicatum"	"Stellaria_pubera"	"Thalictrum_thalictroides"	"Cardamine_angustata_angustata"	"Hepatica_americana"	"Sangiunaria_canadensis"	"Tiarella_cordifolia_collina"	"Aesculus_sylvatica"	"Viola_papilionacea"	"Uvularia_sessilifolia"	"Podophyllum_peltatum"	"Trillium_catesbei"	"Bombylius_major"	"Andrena_erigeniae"	"Andrena_nigrihirta"	"Andrena_tridens"	"Apis_mellifera"	"Nomada_sp1_M_PL_025"	"Bombus_bimaculatus"	"Gonia_sp1_M_PL_025"	"Halictid_sp1_M_PL_025"	"Dialictus_abanci"	"Hylema_platura"	"Osmia_conjucta"	"Nomada_perplexa"	"Andrena_carlini"	"Platycheirus_obscurus"	"Osmia_sp1_M_PL_025"	"Nomada_pygmaea"	"Andrena_nasonii"	"Evylaeus_macoupinensis"	"Osmia_lignaria"	"Augochlora_pura"	"Toxomerous_geminatus"	"Ceratina_calcarata"	"Dialictus_cressonii"	"Euchlo_creusa_lotta"	"Xylocopa_virginica_virginica"	"Osmia_atriventris"	"Andrena_violae"	"Bombus_pennsylvanicus"	"Ephemoropsis_laboriosa"	"Nomada_luteola"	"Andrena_arabis"	"Andrena_ziziaeformis"	"Augochorella_striata"	"Lycaenopsis_argiolus"	"Unidentified_sp1_M_PL_025"	"Andrena_ceanothi"	"Andrena_dunningi"	"Andrena_imatrix"	"Andrena_personata"	"Lassioglossum_fuscipenne"	"Nomada_bishopii"	"Nomada_sayi"	"Osmia_simillima"
"Claytonia_virginica"	1.00691912714324	0.000248795526655843	0.000994319764761825	0.00084662973824086	0.000536603414887752	0.000252419871505303	0.000128463608842979	5.59207649488902e-05	3.05375979817184e-07	9.47789359669626e-05	2.01067188061062e-05	1.48276676491937e-06	2.05647041124527e-06	0.0422577525372593	0.0380640966050564	0.00134206001944729	0.000209677279594981	0.000414597942319008	0.00324367622975037	6.0339490185258e-06	0.00373339143520015	0.00222023525906148	0.000711066936848003	0.00161331433562034	0.000709351487485335	0.000607072028384069	0.000105206139951759	0.00100985532137412	0.000405359963131918	0.000808068875442706	0.000306274484057927	0.000404966339127537	0.000303030182525682	0.000103139550809227	0.000404343579996536	0.000303995853644796	0.000503907642789409	0.000504184703321467	0.000101530942662409	2.35570160043686e-06	1.40413238469574e-06	3.64751131922851e-07	3.50595409429911e-07	1.30260231191505e-06	7.25139749848313e-07	0.000100787658994353	0.000100749238872539	0.000201383825428648	7.25139749848313e-07	0.000100691912714324	3.62569874924157e-07	0.000100691912714324	4.34200770638352e-07	3.62569874924157e-07	4.34200770638352e-07	4.34200770638352e-07	3.51033096173936e-07
"Erythronium_umbilicatum"	0.00057326158215632	1.00728237468455	0.00025475260796916	3.59485489182047e-05	0.000546349929011895	0.000735713035240818	0.000310233211083554	1.89501342911499e-05	3.11297231256633e-07	9.67084917562457e-06	0.000314893925718459	6.68727408874542e-06	1.18630215714945e-05	0.000564418934832032	2.2763663852651e-05	0.063413193679822	0.0167226227342563	0.0120880866993711	0.000242852434776952	6.32920138992869e-06	6.75282333241259e-06	2.27958903007115e-06	0.000704233413487883	7.45688995581294e-06	0.000930050865560609	0.00185826895487317	0.000933668933055892	2.20578527476117e-06	0.00162560351674926	1.38399302484491e-06	1.80025463221486e-06	5.8976416183763e-06	0.000929281141433356	0.000233591242332502	1.22311233575006e-06	4.39126417825738e-07	1.0059206226179e-06	1.0249415059591e-06	0.000465735735690956	4.41190920736795e-07	1.43271839638883e-07	3.71378909092303e-07	1.19550115145603e-07	3.33737041007633e-07	7.3831071488094e-07	1.55682104258925e-06	0.000232150039219173	1.14652316431264e-07	7.3831071488094e-07	5.7326158215632e-08	3.6915535744047e-07	5.7326158215632e-08	1.11245680335878e-07	3.6915535744047e-07	1.11245680335878e-07	1.11245680335878e-07	3.58179599097207e-08
"Stellaria_pubera"	0.00434200770638351	0.00048280625265771	1.00276401135828	0.000975068145235062	0.000790016728382763	0.000288302188820699	0.000158517447147456	6.70293172039016e-05	3.93747690800135e-07	0.00020608225145434	2.1761652041533e-05	6.48910905099972e-08	4.94841462621082e-06	0.0537527860336767	0.00147946575756393	0.00268208815892138	1.41035465896143e-05	1.87640580184461e-05	0.0192840416769091	7.70476082822144e-06	0.00177481227912302	1.53234442145029e-05	0.00132248051312209	9.50989845306428e-06	0.00307097168698331	0.00175611561850774	0.000881510766692362	0.000445576667396986	0.00131731959402079	0.00219344847408651	0.00350547590902087	4.25720782842551e-06	2.81517520674879e-06	0.00131581147541201	0.00131573871794749	0.00087829029622247	2.71774163359747e-06	3.23859402668197e-06	1.65309102511676e-06	0.00131595444649474	3.05307039191615e-06	5.36607570250825e-07	4.20339474277243e-07	0.0013136646437008	1.06759017349022e-06	5.37827685121842e-07	5.45446450974229e-07	8.68401541276703e-07	1.06759017349022e-06	4.34200770638351e-07	5.33795086745111e-07	4.34200770638351e-07	0.000437888214566933	5.33795086745111e-07	0.000437888214566933	0.000437888214566933	7.63267597979038e-07
"Thalictrum_thalictroides"	0.00525856980273826	9.69047840403778e-05	0.0013868981693095	1.00167181214004	0.000841850421381092	0.000355205091152808	0.000199763719889867	8.5312059207558e-05	4.53629701535531e-07	0.000169858760696785	3.42179812872251e-05	7.01262341267691e-08	9.34153280785951e-08	0.08124823093595	0.000823884876469037	3.87669384774982e-05	8.81255878753774e-06	1.6879490823094e-05	0.000668370306801694	8.90769931599528e-06	0.00500184680326951	0.00561137117139287	0.00374080255838986	1.15710902724062e-05	1.01033698248508e-05	6.89393346961938e-06	7.05522597718433e-06	0.00125245228371208	0.000626801846033116	7.80383563619892e-06	7.56026575214859e-06	0.000626662737547596	2.80451981040469e-06	4.07153599341521e-06	4.34535427738462e-06	0.00124710164582937	3.32091427764778e-06	3.76692060593817e-06	1.5684491453756e-06	3.70421672833189e-06	2.51642608439682e-06	5.72058064438346e-07	5.34820476124151e-07	1.81689716503428e-06	1.13763570456904e-06	6.88799748308231e-07	5.48185271527369e-07	1.05171396054765e-06	1.13763570456904e-06	5.25856980273826e-07	5.68817852284522e-07	5.25856980273826e-07	6.05632388344759e-07	5.68817852284522e-07	6.05632388344759e-07	6.05632388344759e-07	6.29106521099204e-07
"Cardamine_angustata_angustata"	0.00362569874924157	0.00160213425129164	0.0012223907486463	0.00091579674217808	1.00152071273914	0.000315587771828363	0.000282942031609011	0.000169789685181514	0.00019779097520466	0.00011864599405817	5.32302996528971e-05	2.80216806245068e-05	4.82684323529099e-05	0.0537816815916928	0.00149262798440026	0.0109492163374228	0.00273777989557145	0.00341873757536206	0.00139083617390973	0.00341654485785457	0.00137490978942309	1.34465509987014e-05	1.09199682045689e-05	8.60634263726084e-06	0.000685863812426088	0.00136067021102245	0.00474259044399438	0.00271210986667337	0.000682907754397503	0.000682272718716322	0.00135876443888514	4.55643313461459e-06	0.00135597069962094	0.00203244266334221	3.65366908250432e-06	3.29293550283173e-06	2.94544646338538e-06	0.00135521921794103	0.000680313322020016	2.91967408310389e-06	1.75771843049141e-06	0.000678115976963236	1.76758187240111e-06	1.60138526023533e-06	0.00135340636856641	6.16047492318905e-07	7.31725232364626e-07	7.25139749848313e-07	0.00135340636856641	3.62569874924156e-07	0.000676703184283204	3.62569874924156e-07	5.3379508674511e-07	0.000676703184283204	5.3379508674511e-07	5.3379508674511e-07	4.39429607622852e-07
"Hepatica_americana"	0.00280466523894781	0.00354777174771684	0.000733568902666001	0.000635422440840023	0.000518966558117752	1.00111867809437	0.000180409744470003	0.000145944667891281	0.000100365138159069	4.71114600677841e-05	0.000241738325151898	1.20774664071007e-05	1.42903162020095e-05	0.022498333523224	0.000108073331811418	0.0302851721820924	0.0100743096388934	0.00450331628084937	0.00447439948693758	0.00224563617587168	0.00446493363627927	0.00112207640120874	0.00557181738730946	0.00890332015855452	8.63115568218863e-06	1.02051197887754e-05	0.00112012459104233	5.31695797054755e-06	8.55041129127801e-06	4.1960640977492e-06	4.10539185415359e-06	0.00556489418424554	4.81254144348434e-06	3.11089198743701e-06	2.46672391179706e-06	2.27141574940325e-06	2.2422602267831e-06	2.10363877909249e-06	3.30908254517148e-06	1.48446796348882e-06	6.97947556559765e-07	1.06754692380264e-06	1.27060109631718e-06	9.61007296068997e-07	7.01306159618584e-07	1.43160140557049e-06	1.09792545194013e-06	5.60933047789562e-07	7.01306159618584e-07	2.80466523894781e-07	3.50653079809292e-07	2.80466523894781e-07	3.20335765356332e-07	3.50653079809292e-07	3.20335765356332e-07	3.20335765356332e-07	1.74486889139941e-07
"Sangiunaria_canadensis"	0.00273326827325488	0.00286470667255877	0.000772350965888671	0.000684296997920608	0.0008909663974071	0.000345465468134048	1.00132496144678	0.000193588449249106	9.65674400011997e-05	8.9694866933118e-05	1.12331169660119e-06	4.20754623676099e-05	6.19443488190057e-05	0.0428872669772591	0.000105958392057865	0.000205852436188242	5.39451114882681e-05	0.044780618838223	2.74109002756061e-05	0.00216002068427532	1.76018215233979e-05	1.0222303442605e-05	9.38543922425792e-06	7.44403339839935e-06	8.78584323600532e-06	9.47361956071097e-06	0.00427069192405402	6.32861511019794e-06	7.75264894871924e-06	4.47497476189389e-06	4.72215844026939e-06	4.04790210852231e-06	4.6642717746408e-06	3.75122394935306e-06	0.00213258376217786	2.34458119277358e-06	0.00213245023941666	2.57064278177217e-06	0.00213527460912945	2.00842312502077e-06	1.3288128434536e-06	1.29177175115236e-06	1.55481152209691e-06	1.01181349243057e-06	1.20400864514473e-06	2.78675930642637e-07	9.3339748920539e-07	5.46653654650976e-07	1.20400864514473e-06	2.73326827325488e-07	6.02004322572365e-07	2.73326827325488e-07	3.37271164143524e-07	6.02004322572365e-07	3.37271164143524e-07	3.37271164143524e-07	3.322032108634e-07
"Tiarella_cordifolia_collina"	0.00174752390465282	0.00025701119632372	0.000479678551240421	0.000429226297888026	0.000785277293964502	0.000410469378444228	0.000284333034834625	1.00235319200933	0.00274013757729846	8.13661266712125e-05	2.64000329785508e-05	0.000303758976546995	0.000202635720837737	0.0252604683897946	6.80125891620712e-05	4.23846963444867e-05	1.10917787311605e-05	0.0031533136455749	1.80199208461344e-05	0.0566641059825471	1.23220002734786e-05	6.70003134260902e-06	6.16073952247607e-06	6.44465494472654e-06	0.00313641343957049	3.42131969750367e-06	1.12766095808853e-05	4.61256195573118e-06	2.53913654948246e-06	2.97594497122545e-06	3.26117563387785e-06	0.00313572543465459	1.82231938241968e-06	2.4541497074884e-06	1.93237331455116e-06	1.47639077396747e-06	0.00313383245088538	1.93494748471087e-06	1.4088614834499e-05	1.53246792291116e-06	1.20542409883278e-06	2.01030040326098e-05	0.00627449365569152	6.28399848786578e-07	1.06118553238446e-06	3.00466833220286e-07	2.33971560125125e-07	3.49504780930564e-07	1.06118553238446e-06	1.74752390465282e-07	5.30592766192232e-07	1.74752390465282e-07	2.09466616262193e-07	5.30592766192232e-07	2.09466616262193e-07	2.09466616262193e-07	3.01356024708195e-07
"Aesculus_sylvatica"	1.09062849934709e-05	4.82510708447781e-06	3.22029361404396e-06	2.60837078382931e-06	0.00104546658322463	0.000322602229797007	0.000162095345716299	0.00313158580262681	1.0046134429771	4.07279405812941e-07	2.15813500324646e-07	0.000482073191145555	0.000321560822020733	0.000149027493719089	1.83088908412197e-06	2.13219540056836e-05	6.13589214117109e-06	2.20567078783137e-05	2.94608699902766e-06	0.0899306078283339	2.90551943812256e-06	3.97021703674524e-07	1.81919906534636e-06	2.88502543196295e-06	1.0517544052782e-05	1.43385562464813e-06	1.40403594965202e-05	2.84113809896673e-06	7.24380116130934e-07	7.22152576775709e-07	1.42731449955419e-06	1.15854505466013e-05	1.420511668835e-06	2.12561014963377e-06	3.5346495354596e-07	9.32458115758173e-09	1.01365424899955e-05	1.41824582253002e-06	2.1145444563615e-05	8.74405198982778e-09	6.03376897500654e-09	0.00717651670331928	0.00360747756475605	4.21872525857287e-09	1.41279268003329e-06	2.11831183422635e-09	2.20240432526363e-09	2.18125699869417e-09	1.41279268003329e-06	1.09062849934709e-09	7.06396340016644e-07	1.09062849934709e-09	1.40624175285762e-09	7.06396340016644e-07	1.40624175285762e-09	1.40624175285762e-09	1.50844224375163e-09
"Viola_papilionacea"	0.00351033096173936	0.000155449946008188	0.001747882799372	0.00101286149896972	0.000650355819281821	0.000157038200225947	0.000156135509105798	9.64339279066223e-05	4.22363828250458e-07	1.00261369350657	2.63811063377035e-07	6.1839287744765e-08	7.99176561237027e-08	0.0634964944044301	0.00013648827888403	3.06822022696172e-05	6.61157222491652e-06	1.34393853475148e-05	4.7058564641458e-05	8.34907835748588e-06	2.26509538909509e-05	1.35591736948594e-05	9.50407440549664e-06	7.01242465190251e-06	0.00743545226237967	6.32467186348324e-06	5.9377386374007e-06	7.28953003240822e-06	5.01319702672296e-06	7.06403236690953e-06	8.03809928759982e-06	3.20828561936179e-06	2.07523034340639e-06	3.99494267288933e-06	4.02613838949626e-06	3.83784752667829e-06	2.38872471644127e-06	2.63402469611538e-06	1.19784575807634e-06	0.0111424419528669	0.0148535362000973	4.42446492110355e-07	6.04220491660141e-07	2.28980279393711e-06	8.78859215245704e-07	3.52289339332874e-07	3.86851056083657e-07	7.02066192347873e-07	8.78859215245704e-07	3.51033096173936e-07	4.39429607622852e-07	3.51033096173936e-07	7.63267597979039e-07	4.39429607622852e-07	7.63267597979039e-07	7.63267597979039e-07	0.00371338405002431
