"Nephrosperma_vanhoutteanum"	"Paragenipa_wrightii"	"Erythroxylum_sechellarum"	"Roscheria_melanochaetes"	"Memecylon_eleagni"	"Dillenia_ferruginea"	"Nepenthes_pervillei"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_germana"	"Unidentified_sp5_M_PL_119"	"Unidentified_sp2_M_PL_119"	"Parasarcophaga_hirticeps"	"Phelsuma_sp1_M_PL_119"	"Hemipyrellia_sp1_M_PL_119"	"Lygistorrhina_sp1_M_PL_119"	"Ornidia_obesa"	"Unidentified_sp1_M_PL_119"	"Unidentified_sp4_M_PL_119"	"Cratopus_aurostriatus"	"Dichaetomyia_fasciculifera"	"Nectarinia_dussumieri"	"Rhiparida_seychellensis"	"Unidentified_sp3_M_PL_119"
"Nephrosperma_vanhoutteanum"	1.00589705630595	0.0015918532642052	0.000974485668672773	0.000750087139687877	0.000518771986632567	0.000260561659086295	0.000108194076775013	0.0289532491029077	0.0432195338184932	1.6506484648068e-05	3.18370652841041e-05	0.00957997196481858	1.4885922777785e-05	0.00638664797654572	0.00319467641423255	0.00478998598240929	8.4592777845348e-06	0.00160275252956563	1.0001161862505e-05	0.00159666199413643	1.35242595968766e-06	4.54815218344344e-06	2.36874235532996e-06	0.00159666199413643
"Paragenipa_wrightii"	0.00286533587556936	1.00417747783675	0.00074471942944921	0.000915238094044971	0.000929982715261377	0.00046648409116993	1.7720587701333e-06	0.0519101013016936	0.0260061490025448	1.99646095283685e-05	0.0200835495567349	2.72889131006606e-05	9.35329433736846e-06	1.81926087337737e-05	9.11845510151354e-06	1.36444565503303e-05	8.89526089923875e-06	9.202648617501e-06	1.22031745872663e-05	4.54815218344343e-06	2.21507346266662e-08	0.00286907850810499	4.24076446518118e-06	4.54815218344344e-06
"Erythroxylum_sechellarum"	0.00383703732039905	0.00162907375192015	1.00224457069451	0.000761253766200079	0.000454954291219707	0.000542977287192245	0.000631142989565977	0.0253668127905393	0.0503388635596527	4.9865269341176e-05	3.2581475038403e-05	3.6543212575229e-05	0.0125438357084206	2.43621417168193e-05	2.00703582279844e-05	1.82716062876145e-05	0.006268964723997	0.00627011910226991	1.01500502160011e-05	6.09053542920483e-06	7.88928736957472e-06	4.65449643405756e-06	4.93615715629313e-06	6.09053542920483e-06
"Roscheria_melanochaetes"	0.00315036598668908	0.0021355555527716	0.000812004017280085	1.00237375162605	0.0010837340867163	0.000543588991778333	2.00983972336299e-06	0.0604922515273054	0.0269604968816785	2.32620623590593e-05	4.2711111055432e-05	3.00034855875151e-05	1.02002962090851e-05	2.00023237250101e-05	1.00262848590471e-05	1.50017427937575e-05	1.00167432150763e-05	1.0075606039253e-05	0.013364983355014	5.00058093125251e-06	2.51229965420374e-08	6.10158729363314e-06	4.94171810707575e-06	5.00058093125251e-06
"Memecylon_eleagni"	0.00251404885829629	0.0025037996180114	0.00055994374303964	0.00125046240774958	1.0017594156412	0.00112378924245005	0.000389550590267896	0.0928210206433024	0.000233471221177343	0.00775596798581319	5.0075992360228e-05	2.39433224599647e-05	1.67380615446929e-05	1.59622149733098e-05	1.28504898650036e-05	1.19716612299823e-05	1.37159142344528e-05	7.49020213732518e-06	1.66728321033277e-05	3.99055374332744e-06	4.86938237834869e-06	7.15371319431829e-06	1.0216265840455e-05	3.99055374332744e-06
"Dillenia_ferruginea"	0.00149230768385787	0.00148426756281341	0.000789785145006901	0.000741257716061363	0.00132811455925915	1.00288908468689	0.00137619274711793	0.055008827387365	0.000161379053459188	0.0274305463946571	2.96853512562683e-05	1.42124541319798e-05	4.42771329905346e-05	9.47496942131983e-06	2.19398940496341e-05	7.10622706598987e-06	0.00912210965430988	7.30489951162309e-06	9.88343621415152e-06	2.36874235532996e-06	1.72024093389742e-05	4.24076446518118e-06	0.00911717349715358	2.36874235532996e-06
"Nepenthes_pervillei"	0.000852028354603227	7.75275711933319e-06	0.00126228597913195	3.76844948130561e-06	0.00063301970918533	0.00189226502728716	1.0054498898242	0.000218172681518864	9.99296484659727e-05	0.0503289711016054	1.55055142386664e-07	8.11455575812597e-06	0.0251520258203442	5.40970383875065e-06	0.0125708284747219	4.05727787906298e-06	2.50916967085489e-05	9.24171332926238e-06	5.02459930840748e-08	1.35242595968766e-06	0.0125681236228025	2.21507346266662e-08	1.72024093389742e-05	1.35242595968766e-06
"Apis_mellifera"	0.0272246969176595	0.0271172170978996	0.00605774633803923	0.0135430413867102	0.0180100487815363	0.00903130001882111	2.60504694350883e-05	1.00529155676751	0.00252810768048849	0.000386149542584288	0.000542344341957993	0.000259282827787233	7.63730909613676e-05	0.000172855218524822	8.67532401303496e-05	0.000129641413893617	0.000119963642056574	8.10747192439507e-05	0.000180573885156136	4.32138046312055e-05	3.25630867938604e-07	7.7477763136856e-05	8.21027274438283e-05	4.32138046312055e-05
"Lasioglossum_mahense"	0.0567256381367724	0.0189628169810223	0.0167796211865509	0.00842515527552455	6.32317890688637e-05	3.69826997510638e-05	1.66549414109955e-05	0.00352881697068185	1.00398236593776	2.32776453212249e-06	0.000379256339620446	0.000540244172731166	0.000210161638367161	0.000360162781820777	0.000180289577678026	0.000270122086365583	0.000105208838777316	0.000194913327871137	0.000112335403673661	9.00406954551942e-05	2.08186767637443e-07	5.41794770886351e-05	3.36206361373308e-07	9.00406954551942e-05
"Hemipyrellia_germana"	0.000129988566603535	8.73451666866122e-05	9.9730538682352e-05	4.36163669232362e-05	0.0126034479769464	0.0377170012926535	0.0503289711016054	0.00323400241914341	1.3966587192735e-05	1.0036420436447	1.74690333373224e-06	1.2379863486051e-06	0.00125947090927366	8.25324232403398e-07	0.000629524800886269	6.18993174302549e-07	0.000343505145799978	8.29646924865549e-07	5.81551558976482e-07	2.06331058100849e-07	0.000629112138770067	2.49557619104606e-07	0.000342881829933213	2.0633105810085e-07
"Unidentified_sp5_M_PL_119"	0.000286533587556936	0.100417747783675	7.44719429449211e-05	9.15238094044972e-05	9.29982715261378e-05	4.6648409116993e-05	1.7720587701333e-07	0.00519101013016936	0.00260061490025448	1.99646095283685e-06	1.00200835495567	2.72889131006606e-06	9.35329433736847e-07	1.81926087337737e-06	9.11845510151354e-07	1.36444565503303e-06	8.89526089923876e-07	9.202648617501e-07	1.22031745872663e-06	4.54815218344344e-07	2.21507346266662e-09	0.000286907850810499	4.24076446518118e-07	4.54815218344344e-07
"Unidentified_sp2_M_PL_119"	0.100589705630595	0.00015918532642052	9.74485668672773e-05	7.50087139687877e-05	5.18771986632567e-05	2.60561659086295e-05	1.08194076775013e-05	0.00289532491029077	0.00432195338184932	1.6506484648068e-06	3.1837065284104e-06	1.00095799719648	1.4885922777785e-06	0.000638664797654572	0.000319467641423255	0.000478998598240929	8.4592777845348e-07	0.000160275252956563	1.0001161862505e-06	0.000159666199413643	1.35242595968766e-07	4.54815218344344e-07	2.36874235532996e-07	0.000159666199413643
"Parasarcophaga_hirticeps"	0.000234453283750114	8.18413254519741e-05	0.0501753428336822	3.82511107840692e-05	5.43987000202519e-05	0.00012176211572397	0.0503040516406884	0.00127924927360291	0.00252193966040593	0.00251894181854733	1.63682650903948e-06	2.23288841666775e-06	1.00188479307644	1.4885922777785e-06	0.000629544941647494	1.11644420833387e-06	0.000314702821035278	0.000313968040779959	5.10014810454257e-07	3.72148069444625e-07	0.000628800645508605	2.33832358434212e-07	1.10692832476336e-06	3.72148069444625e-07
"Phelsuma_sp1_M_PL_119"	0.100589705630595	0.00015918532642052	9.74485668672774e-05	7.50087139687877e-05	5.18771986632567e-05	2.60561659086295e-05	1.08194076775013e-05	0.00289532491029077	0.00432195338184932	1.6506484648068e-06	3.18370652841041e-06	0.000957997196481858	1.4885922777785e-06	1.00063866479765	0.000319467641423255	0.000478998598240929	8.4592777845348e-07	0.000160275252956563	1.0001161862505e-06	0.000159666199413643	1.35242595968766e-07	4.54815218344344e-07	2.36874235532996e-07	0.000159666199413643
