"Perca_flavescens"	"Sander_vitreus"	"Notropis_atherinoides"	"Micropterus_dolomieu"	"Esox_lucius"	"Ambloplites_rupestris"	"Amia_calva"	"Ameiurus_nebulosus"	"Coregonus_artedi"	"Osmerus_mordax"	"Percina_caprodes"	"Lepomis_gibbosus"	"Etheostoma_nigrum"	"Oncorhynchus_mykiss"	"Catostomus_commersonii"	"Percopsis_omiscomacush"	"Fundulus_diaphanus"	"Pimephales_notatus"	"Cottus_bairdii"	"Pomoxis_nigromaculatus"	"Prosopium_cylindraceum"	"Sander_canadensis"	"Cyprinella_spiloptera"	"Oncorhynchus_tschawytscha"	"Lepomis_macrochirus"	"Acipenser_fulvescens"	"Echinorhynchus_salmonis"	"Proteocephalus_sp."	"Centrovarium_lobotes"	"Camallanus_oxycephalus"	"Neoechinorhynchus_tenellus"	"Eubothrium_sp."	"Hysterothylacium_brachyurum"	"Spinitectus_carolini"	"Leptorhynchoides_thecatus"	"Pomphorhynchus_bulbocolli"	"Crepidostomum_cooperi"	"Cryptogonimus_chili"	"Azygia_sp."	"Bothriocephalus_claviceps"	"Dichelyne_cotylophora"	"Argulus_sp."	"Bunodera_luciopercae"	"Crepidostomum_cornutum"	"Homalometron_armatum"	"Glossidium_geminum"	"Centrovarium_sp."	"Neochasmus_sp"	"Diplostomum_spathaceum"	"Diplostomum_sp."	"Neascus_sp."	"Posthodiplostomum_sp."	"Gyrodactylus_sp."	"Haplobothrium_globuliforme"	"Corallobothrium_sp."	"Proteocephalus_exiguus"	"Proteocephalus_perplexus"	"Proteocephalus_pinguis"	"Triaenophorus_stizostedionis"	"Bothriocephalus_sp."	"Glaridacris_sp."	"Spinitectus_gracilis"	"Haplonema_immutatum"	"Raphidascaris_sp."	"Cucullanus_sp."	"Spinitectus_sp."	"Rhabdochona_sp."	"Echinorhynchus_sp."
"Perca_flavescens"	1.00409117773034	0.00136332123223595	2.83234543733654e-07	0.00133197292096275	0.000670412375612932	0.000639215460538234	9.99803501498573e-05	0.000416862127715805	7.50627959438151e-05	0.000149432699429726	0.000149536310074054	0.000119533472151769	0.000272398724738322	7.48125866240024e-05	3.90801393968252e-07	7.49161972683313e-05	0.000197919053605353	7.46201128057233e-05	7.46201128057233e-05	7.45273498813328e-05	7.45273498813328e-05	7.45273498813328e-05	0	0	3.88847386998411e-07	5.70905038624771e-07	0.00596255415518058	0.00596960902445786	0.005953829851424	0.00596218799050663	0.0118577490352017	1.12263873698066e-05	0.00594067675166129	0.0059467902395505	0.00593996933240163	1.94423693499205e-05	0.00593335835797796	0.00593109943200967	2.09383299202462e-05	0.00593757160816058	0.00591684024572431	1.14181007724954e-05	0.00590641869253142	0.00590641869253142	5.97667360758844e-06	1.04215531928951e-05	2.57485948848776e-09	2.57485948848776e-09	2.57485948848776e-09	2.57485948848776e-09	2.57485948848776e-09	2.57485948848776e-09	2.57485948848776e-09	2.49950875374643e-06	1.04215531928951e-05	2.50209319812717e-06	2.49950875374643e-06	9.57731965161331e-06	0.00591777970280004	2.57485948848776e-09	1.95400696984126e-08	0.00590641869253142	2.49950875374643e-06	2.57485948848776e-09	1.13610102686329e-05	2.57485948848776e-09	0	0
"Sander_vitreus"	0.0019313717456676	1.0034598003468	3.99960960140323e-07	0.00108838724779256	0.00101703584237672	0.000387726848902943	0.000141207914040276	1.15053474517151e-06	0.000106015339984215	0.000210972588171656	0.000211041650476403	5.78184311138234e-07	0.000106229177374564	0.000105661955517601	3.78693495469734e-07	0.000105731017822349	0.000280051037229384	0.000105310632654054	0.000105310632654054	0.000105354217794356	0.000105354217794356	0.000105354217794356	0	0	3.76800027992386e-07	0.000420209296627636	0.00842125044529517	0.00842485061232433	0.00840893128109843	0.00842833742354849	0.00841676209351606	1.5852998056471e-05	0.00839893896909904	2.87646694791271e-05	4.32360803574655e-05	1.88400013996193e-05	2.75563416152868e-05	0.00838440988563652	0.00837669408635248	0.00840153111688153	1.13897736372622e-05	0.00840418593255272	1.13610102686329e-05	1.13610102686329e-05	2.89092155569117e-08	2.87633686292878e-08	3.63600872854839e-09	3.63600872854839e-09	3.63600872854839e-09	3.63600872854839e-09	3.63600872854839e-09	3.63600872854839e-09	3.63600872854839e-09	3.5301978510069e-06	2.87633686292878e-08	3.53384466614051e-06	3.5301978510069e-06	1.45290834625246e-05	0.00837352601315859	3.63600872854839e-09	1.89346747734867e-08	1.13610102686329e-05	3.5301978510069e-06	3.63600872854839e-09	0.00836216500288996	3.63600872854839e-09	0	0
"Notropis_atherinoides"	4.37726113042919e-07	4.36321047425807e-07	1.00940650613359	4.35912380926806e-07	3.39127731959761e-07	3.38263966179892e-07	3.53673358775448e-10	3.83015797100663e-10	0.000231190639662788	0.000230516527119032	9.68745057137847e-08	2.53144697431553e-10	9.69155805304126e-08	0.000230420004197246	1.79120415247832e-10	3.51583927514622e-10	2.07721345051376e-10	9.65229217862701e-08	9.65229217862701e-08	1.73359114343029e-10	1.73359114343029e-10	1.73359114343029e-10	0	0	1.78224813171593e-10	1.82714006459718e-10	2.69322915092707e-05	7.7218337429016e-06	2.10612485150779e-08	1.38687291474423e-08	2.36272661695963e-08	0.0092033340221352	1.54146739114436e-08	1.25939486972198e-08	1.74163979525601e-08	8.91124065857964e-09	1.17797623242765e-08	1.05699920263042e-08	8.48069061368782e-09	6.23164035154129e-09	2.58443488341528e-09	3.65428012919436e-09	2.57485948848776e-09	2.57485948848776e-09	1.26572348715777e-11	9.57539492751657e-12	0.0091764227830326	0.00917642278303259	0.0091764227830326	0.0091764227830326	0.0091764227830326	0.0091764227830326	0.00917642278303259	8.84183396938619e-12	9.57539492751657e-12	7.70635465542628e-06	8.84183396938619e-12	4.84468188513944e-09	6.21086821703615e-09	0.00917642278303259	8.9560207623916e-12	2.57485948848776e-09	8.84183396938619e-12	0.00917642278303259	3.63600872854839e-09	0.00917642278303259	0	0
"Micropterus_dolomieu"	0.00226435396563667	0.00130606469735108	4.79503619019487e-07	1.00208929325309	0.000967937601763641	0.000915742256558799	0.000169242949772135	0.000203229591803942	0.000127063539700933	0.000253019088984155	0.000253203585047623	0.000202304945120288	0.000461622220173867	0.000126639994568597	6.05713954009281e-07	0.000126824490632065	8.09485006272679e-07	0.000126379094415559	0.000126379094415559	0.000126221805247825	0.000126221805247825	0.000126221805247825	0	0	6.02685384239234e-07	5.46928265222394e-07	0.0100931880058709	0.0101103275532447	0.0100784176589306	0.010097744419826	0.010087506314396	1.90057798084087e-05	0.0100589242142437	0.0100646710197343	0.0100633027127084	3.01342692119617e-05	0.0100572937727493	0.0100450965342185	2.47115525031205e-05	2.42845501881804e-05	1.8400469004726e-05	1.09385653044479e-05	1.33197292096275e-05	1.33197292096275e-05	1.01152472560144e-05	5.08073979509856e-06	4.35912380926806e-09	4.35912380926806e-09	4.35912380926806e-09	4.35912380926806e-09	4.35912380926806e-09	4.35912380926806e-09	4.35912380926806e-09	4.23107374430337e-06	5.08073979509856e-06	4.23545132336444e-06	4.23107374430337e-06	1.38276800251949e-05	2.42036016875531e-05	4.35912380926806e-09	3.0285697700464e-08	1.33197292096275e-05	4.23107374430337e-06	4.35912380926806e-09	1.08838724779256e-05	4.35912380926806e-09	0	0
"Esox_lucius"	0.00162814434077426	0.00174349001550295	5.32915007365338e-07	0.00138276800251949	1.0035300297718	0.00102068267422462	0.000241765455581643	1.29676052683423e-06	0.000181284937347906	0.000181233131436658	1.37251991525547e-06	8.1385908639281e-07	1.33486865022177e-06	0.000180680654223413	3.44716902101512e-07	8.20042702011019e-07	8.06234217864143e-07	5.52477213244456e-07	5.52477213244456e-07	4.77049384420014e-07	4.77049384420014e-07	4.77049384420014e-07	0	0	3.42993317591004e-07	7.30104696609275e-07	0.0144122067118346	4.41981770595565e-05	0.0143971328798869	3.81639507536012e-05	0.0144006660631489	2.1122813019208e-05	0.0143740773655936	4.04894895480423e-05	0.0143765596600348	1.71496658795502e-05	2.34717431093193e-05	3.79340831393327e-05	0.0143506723659168	2.41870265359243e-05	9.60973866478416e-06	1.46020939321855e-05	9.57731965161331e-06	9.57731965161331e-06	4.06929543196405e-08	3.24190131708556e-08	4.84468188513944e-09	4.84468188513943e-09	4.84468188513944e-09	4.84468188513944e-09	4.84468188513944e-09	4.84468188513944e-09	4.84468188513944e-09	6.04413638954108e-06	3.24190131708556e-08	6.04283124493021e-06	6.04413638954108e-06	0.0143361432824542	2.41064031141379e-05	4.84468188513944e-09	1.72358451050756e-08	9.57731965161331e-06	6.04413638954108e-06	4.84468188513944e-09	1.45290834625246e-05	4.84468188513944e-09	0	0
"Ambloplites_rupestris"	0.001811110471525	0.000775453697805885	6.20150604663136e-07	0.00152623709426466	0.00119079645326205	1.00185718462289	0.00028134412763912	0.000337618981267823	0.000210962522215047	0.000210894821362532	0.000336915167872886	0.000336659480486885	1.50187608005596e-06	0.000210259313807664	0.000337207573156048	0.000336279660318018	5.72431610613811e-07	6.35507554868626e-07	6.35507554868626e-07	7.58125027749854e-07	7.58125027749854e-07	7.58125027749854e-07	0	0	0.000335521535290268	3.24729354190069e-07	0.0167715840748616	5.08406043894901e-05	0.0167540428009096	6.06500022199883e-05	0.0167576627887276	2.45805148757388e-05	4.93894540037432e-05	0.0167488091542226	0.0167405470835703	0.0167760767645134	2.599105575562e-05	3.23780760999996e-05	2.3473492052126e-05	1.71729483184143e-05	1.90940655406661e-05	6.49458708380138e-06	1.06535910089706e-05	1.06535910089706e-05	1.68329740243443e-05	8.44047453169559e-06	5.63773276966487e-09	5.63773276966487e-09	5.63773276966487e-09	5.63773276966487e-09	5.63773276966487e-09	5.63773276966487e-09	5.63773276966487e-09	7.03360319097801e-06	8.44047453169559e-06	7.0320840738349e-06	7.03360319097801e-06	1.70113779037436e-05	1.71157051573529e-05	5.63773276966487e-09	1.68603786578024e-05	1.06535910089706e-05	7.03360319097801e-06	5.63773276966487e-09	6.46211414838238e-06	5.63773276966487e-09	0	0
"Amia_calva"	0.000424916488136894	0.000423623742120828	9.72601736632481e-10	0.000423107374430337	0.000423089547267876	0.000422016191458681	1.00798023248248	4.03258293179158e-07	2.94157553629533e-07	4.22323531870948e-07	3.99861080800597e-07	2.77148232321072e-07	3.54089402359106e-07	2.93177028450767e-07	1.42346702604619e-07	2.70714577380417e-07	2.0166242825262e-07	1.2914650342018e-07	1.2914650342018e-07	1.29079608288822e-07	1.29079608288822e-07	1.29079608288822e-07	0	0	1.41634969091595e-07	1.7739687693502e-07	2.33770614838484e-05	1.03317202736144e-05	0.0252228443319917	1.03263686631057e-05	2.58380286833222e-05	3.85503961065238e-08	1.63049167385978e-05	1.37881245579733e-05	1.98083220785689e-05	7.08174845457977e-06	6.74828696816776e-06	1.02607803490567e-05	9.57433424054798e-06	6.0498728475786e-06	2.50959021107591e-06	3.5479375387004e-06	2.49950875374643e-06	2.49950875374643e-06	1.38574116160536e-08	1.0081457329479e-08	8.84183396938619e-12	8.84183396938619e-12	8.84183396938619e-12	8.84183396938619e-12	8.84183396938619e-12	8.84183396938619e-12	8.84183396938619e-12	0.0251995058120621	1.0081457329479e-08	9.80525178765109e-09	0.0251995058120621	6.04413638954109e-06	6.02970660475333e-06	8.84183396938619e-12	7.11733513023093e-09	2.49950875374643e-06	0.0251995058120621	8.84183396938619e-12	3.5301978510069e-06	8.84183396938619e-12	0	0
"Ameiurus_nebulosus"	0.00177166404279217	3.45160423551453e-06	1.05329344202682e-09	0.000508073979509856	2.26933092195989e-06	0.000506428471901735	4.03258293179158e-07	1.00679738922937	3.02623576401502e-07	4.97128571549595e-07	5.60906379186265e-07	0.000506919064351187	7.13445916530104e-07	3.0161483114683e-07	1.70914427131601e-07	3.653926387835e-07	3.49508915101151e-07	1.95513740402765e-07	1.95513740402765e-07	1.95332783787557e-07	1.95332783787557e-07	1.95332783787557e-07	0	0	1.70059854995943e-07	1.44539540850692e-09	2.40456890479784e-05	1.56410992322212e-05	2.40140313588189e-05	1.56266227030046e-05	3.44255030943845e-05	4.17487218839722e-08	1.55634753697938e-05	0.0252192234514716	2.39751865328601e-05	8.50299274979714e-06	1.55379652838202e-05	1.5531056356623e-05	6.11823818001434e-08	1.04852674530345e-05	0.0251803562839272	2.89079081701385e-08	1.04215531928951e-05	1.04215531928951e-05	2.53459532175594e-05	0.0251699347307343	9.57539492751658e-12	9.57539492751657e-12	9.57539492751657e-12	9.57539492751657e-12	9.57539492751657e-12	9.57539492751658e-12	9.57539492751657e-12	1.0081457329479e-08	0.0251699347307343	1.00874525467167e-08	1.0081457329479e-08	3.24190131708556e-08	1.04503165615244e-05	9.57539492751658e-12	8.54572135658005e-09	1.04215531928951e-05	1.0081457329479e-08	9.57539492751658e-12	2.87633686292878e-08	9.57539492751658e-12	0	0
"Coregonus_artedi"	0.000425355843681619	0.000424061359936862	0.000847699012096891	0.000423545132336444	0.000422998187145115	0.000421925044430094	3.92210071506043e-07	4.03498101868669e-07	1.00460888075472	0.00126084080707325	9.27713584287965e-07	2.77257868166463e-07	8.82376983601295e-07	0.00126018448553533	1.42671494486883e-07	2.71392046375726e-07	2.01870831580859e-07	6.56321537912239e-07	6.56321537912239e-07	1.29433909361278e-07	1.29433909361278e-07	1.29433909361278e-07	0	0	1.41958137014448e-07	1.7758013397691e-07	0.0336153462475095	5.25057230329791e-05	2.33561097581849e-05	1.03547127489022e-05	2.58483977045244e-05	0.0335997062976586	1.63142204325623e-05	1.37935789412816e-05	1.98124598402567e-05	7.09790685072241e-06	6.78166337067168e-06	1.02713891876321e-05	9.57667591107072e-06	6.05612494742577e-06	2.51218065067389e-06	3.55160267953821e-06	2.50209319812717e-06	2.50209319812717e-06	1.38628934083232e-08	1.00874525467167e-08	7.70635465542628e-06	7.70635465542627e-06	7.70635465542628e-06	7.70635465542628e-06	7.70635465542628e-06	7.70635465542628e-06	7.70635465542628e-06	9.80525178765109e-09	1.00874525467167e-08	0.0334869626918239	9.80525178765109e-09	6.04283124493021e-06	6.03593786426768e-06	7.70635465542628e-06	7.13357472434413e-09	2.50209319812717e-06	9.80525178765109e-09	7.70635465542628e-06	3.53384466614051e-06	7.70635465542627e-06	0	0
"Osmerus_mordax"	0.000846785296768445	0.000843890352686622	0.000845227266103117	0.000843396963280518	0.000422877306685535	0.000421789642725065	5.63098042494597e-07	6.6283809539946e-07	0.00126084080707325	1.00167574389821	0.000419961325013589	4.11699355028815e-07	0.000420253484957983	0.001256638004383	4.24820511320527e-07	8.55431184328801e-07	4.01789618284706e-07	0.00041910589382926	0.00041910589382926	4.32734775564876e-07	4.32734775564876e-07	4.32734775564876e-07	0	0	4.22696408763924e-07	3.5338791988552e-07	0.0335275698013748	0.0335284715063408	3.35324884305532e-05	3.46187820451901e-05	3.84995009604817e-05	0.0335017352746327	2.64885836007398e-05	2.04820429126835e-05	2.6485991373769e-05	2.11348204381962e-05	3.44277338616952e-05	2.04474792195179e-05	1.30735239869438e-05	1.20536885485412e-05	4.99766093337584e-06	7.0677583977104e-06	4.98108998099086e-06	4.98108998099086e-06	2.05849677514408e-08	1.65709523849865e-08	7.68388423730107e-06	7.68388423730106e-06	7.68388423730107e-06	7.68388423730107e-06	7.68388423730106e-06	7.68388423730107e-06	7.68388423730106e-06	1.40774510623649e-08	1.65709523849865e-08	4.20280269024415e-05	1.40774510623649e-08	6.04110438122193e-06	1.20135095867127e-05	7.68388423730106e-06	2.12410255660264e-08	4.98108998099086e-06	1.40774510623649e-08	7.68388423730106e-06	7.03241960572185e-06	7.68388423730106e-06	0	0
