"Psidium_cattleianum"	"Memecylon_eleagni"	"Cinnamomum_verum"	"Ochna_kirkii"	"Premna_serratifolia"	"Erythroxylum_sechellarum"	"Apis_mellifera"	"Ornidia_obesa"	"Xylocopa_caffra"	"Lasioglossum_mahense"	"Neavella_albipectus"	"Megachile_seychellensis"	"Parasarcophaga_hirticeps"	"Polistes_olivaceus"	"Chalcidoma_disjunctum"	"Eristalinus_vicarians"	"Hemipyrellia_sp1_M_PL_110"	"Cratopus_aurostriatus"	"Dichaetomyia_fasciculifera"
"Psidium_cattleianum"	1.00527448731359	0.00285482740093	0.00161003753459153	0.000276973271060364	8.40745563622962e-05	6.10024475915321e-07	0.0876092356928719	0.00664878870539871	0.00332367925272436	4.88019580732257e-05	2.40417768460008e-05	4.20372781811481e-06	1.42062135405135e-05	1.42062135405135e-05	0.00165495395646997	9.47080902700898e-06	0.00164904189476369	4.73540451350449e-06	4.73540451350449e-06
"Memecylon_eleagni"	0.00424742613309098	1.00432655620634	0.00094068734411988	1.17025103542939e-06	0.000370563924067081	0.00021460624235918	0.0738895483845227	6.10527044356859e-05	1.40430124251527e-05	0.0171684993887344	0.00736262704622328	1.85281962033541e-05	8.30018244811659e-06	8.30018244811659e-06	0.00245653996001773	5.53345496541106e-06	1.15950427116434e-05	2.76672748270553e-06	2.76672748270553e-06
"Cinnamomum_verum"	0.00288859675323774	0.00113435826790927	1.00607636011728	7.95866304790671e-07	6.56704632827259e-07	2.42391644292099e-07	0.0358425556796009	0.0355275190339581	9.55039565748805e-06	1.93913315433679e-05	8.32480887184761e-06	3.28352316413629e-08	0.00887714435397601	0.00887714435397601	7.50213199621002e-06	0.00591809623598401	4.74361332141483e-06	0.002959048117992	0.002959048117992
"Ochna_kirkii"	0.00168953695346822	4.79802924526051e-06	2.70594543628828e-06	1.00840382684583	1.41301775398817e-07	1.02525122002575e-09	0.000147242412929197	1.11744347989894e-05	0.100845922150005	8.202009760206e-08	4.04063476403374e-08	7.06508876994086e-09	2.38759891437201e-08	2.38759891437201e-08	2.78143522095793e-06	1.59173260958134e-08	2.77149898279612e-06	7.95866304790671e-09	7.95866304790671e-09
"Premna_serratifolia"	0.000641068492262508	0.00189914011084379	2.79099468951585e-06	1.76627219248521e-07	1.00755742806444	4.05811556393863e-07	0.000194759370810101	4.3022335130389e-06	2.11952663098226e-06	3.2464924511509e-05	0.037797299699569	0.0503778714032219	2.46264237310222e-08	2.46264237310222e-08	5.68298100536722e-06	1.64176158206815e-08	0.01259551878276	8.20880791034073e-09	8.20880791034073e-09
"Erythroxylum_sechellarum"	3.72114930308346e-05	0.00879885593672636	8.24131590593136e-06	1.02525122002575e-08	3.2464924511509e-06	1.00125344461038	0.00064734272677304	5.34879763516647e-07	1.2303014640309e-07	0.10027556883069	6.4503616174672e-05	1.62324622557545e-07	7.27174932876297e-08	7.27174932876297e-08	2.15216266835095e-05	4.84783288584198e-08	1.01583603230918e-07	2.42391644292099e-08	2.42391644292099e-08
"Apis_mellifera"	0.0562543513396335	0.0318891735133204	0.0128278620326993	1.5499201360968e-05	1.64007891208506e-05	6.814133966032e-06	1.00767377538043	0.000821629064133368	0.000185990416331617	0.00054513071728256	0.000233950445543156	8.2003945604253e-07	0.000113187017935582	0.000113187017935582	0.000169998720081468	7.54580119570546e-05	9.24252579617705e-05	3.77290059785273e-05	3.77290059785273e-05
"Ornidia_obesa"	0.0253485069393326	0.000156447555116445	0.0754959779471609	6.98402174936839e-06	2.15111675651945e-06	3.34299852197905e-08	0.00487842256829187	1.00283078364518	8.38082609924207e-05	2.67439881758324e-06	1.22540508653859e-06	1.07555837825972e-07	0.000666140981886714	0.000666140981886713	4.1936508811465e-05	0.000444093987924476	4.15818183681984e-05	0.000222046993962238	0.000222046993962238
"Xylocopa_caffra"	0.0168953695346822	4.79802924526051e-05	2.70594543628828e-05	0.0840382684583371	1.41301775398817e-06	1.02525122002575e-08	0.00147242412929197	0.000111744347989894	1.00845922150005	8.202009760206e-07	4.04063476403374e-07	7.06508876994086e-08	2.38759891437201e-07	2.38759891437201e-07	2.78143522095793e-05	1.59173260958134e-07	2.77149898279612e-05	7.95866304790671e-08	7.95866304790671e-08
"Lasioglossum_mahense"	0.000372114930308346	0.0879885593672636	8.24131590593136e-05	1.02525122002575e-07	3.2464924511509e-05	0.0125344461038362	0.0064734272677304	5.34879763516647e-06	1.2303014640309e-06	1.0027556883069	0.00064503616174672	1.62324622557545e-06	7.27174932876297e-07	7.27174932876297e-07	0.000215216266835095	4.84783288584198e-07	1.01583603230918e-06	2.42391644292099e-07	2.42391644292099e-07
