"Clethrionomys_glareolus"	"Sorex_araneus"	"Apodemus_flavicollis"	"Microtus_arvalis"	"Apodemus_uralensis"	"Spermophilus_pygmaeus"	"Talpa_europaea"	"Spermophilus_major"	"Sorex_minutus"	"Arvicola_terrestris"	"Sicista_betulina"	"Apodemus_agrarius"	"Clethrionomys_rutilus"	"Sciurus_vulgaris"	"Microtus_agrestis"	"Neomys_fodiens"	"Microtus_oeconomus"	"Allactaga_major"	"Tamias_sibiricus"	"Marmota_bobak"	"Dryomys_nitedula"	"Allocricetulus_eversmanni"	"Cricetulus_migratorius"	"Cricetus_cricetus"	"Sicista_subtilis"	"Spermophilus_suslicus"	"Myoxus_glis"	"Stenoponia_suknevi"	"Rostropsylla_daca"	"Rhadinopsylla_li"	"Xenopsylla_nubica"	"Wagnerina_tuvensis"	"Stenoponia_vlasovi"	"Tarsopsylla_octodecimdentata"	"Wagnerina_schelkovnikovi"	"Stenoponia_tripectinata"	"Xenopsylla_hirtipes"	"Rhadinopsylla_socia"	"Xenopsylla_skrjabini"	"Xenopsylla_cheopis"	"Rhadinopsylla_pentacantha"	"Xenopsylla_nuttalli"	"Xenopsylla_persica"	"Xenopsylla_conformis"	"Xenopsylla_magdalinae"	"Wagnerina_longicauda"	"Peromyscopsylla_tikhomirovae"	"Stenoponia_montana"	"Rhadinopsylla_rothschildi"	"Stenoponia_conspecta"	"Frontopsylla_semura"	"Stenoponia_ivanovi"	"Stenoponia_sidimi"	"Echidnophaga_oschanini"	"Rhadinopsylla_pseudodahurica"	"Xenopsylla_gerbilli"	"Rhadinopsylla_ucrainica"	"Megabothris_asio"	"Megabothris_calcarifer"	"Synosternus_longispinus"	"Amphipsylla_georgica"	"Neopsylla_mana"
"Clethrionomys_glareolus"	1.00685164068684	0.000534449486498366	0.000861444593201967	0.0007342958083565	0.000467226939190939	4.97428207962758e-09	0.000134222945190177	1.18964946717535e-07	5.375160067077e-05	9.50554762464112e-05	0.000105086485412063	6.58738637473357e-05	9.99662249766559e-05	6.58016705089279e-07	5.6762604281472e-05	9.36354205662937e-06	2.379136652811e-05	0	1.06837041041378e-06	3.53196791386669e-11	1.20354936573165e-06	1.42266389846905e-06	2.11765845993353e-06	4.19881583490303e-07	8.1421071116301e-07	1.49856346363689e-07	1.00295780477638e-07	0.0412569935501028	0.0123172877574624	0.0214609423973492	0.00194747643453486	0.00905168589492977	0.000863693052182028	0.00220533085129777	0.00364222104819763	0.00151646470864067	8.50672264574847e-09	2.49175008623088e-09	0.00238019569406842	0.000138266400899573	0.000319423087737932	0.00168920596189972	0.001551348646499	8.53647805923992e-10	2.31542857036873e-05	0.000395122682362427	6.09413198463366e-08	4.34546358315088e-10	5.21538058483716e-05	2.21835646790508e-06	0	1.94514189177976e-05	6.5738607650455e-08	7.58714737073333e-05	7.7699666211911e-08	1.29188795004398e-05	1.26590246912267e-05	2.53570823992426e-05	5.03299995344585e-05	7.33458038144408e-08	3.85028810897006e-08	2.20747994616668e-13
"Sorex_araneus"	0.00147879142149375	1.00664802116618	0.000186562280690964	0.000292132970340674	0.00014677476447477	4.2622509585962e-09	0.000161865486321204	4.79390990873769e-07	0.000829019037455988	2.73874573482264e-05	8.43102221101229e-05	1.60948273698405e-05	3.02640366617227e-05	7.91931044851221e-09	2.40720807420921e-05	0.000160137019704889	1.19662092433553e-05	0	2.13532140518226e-07	1.41086887505251e-10	1.44848618486756e-08	7.19968456452475e-07	4.5280929124258e-07	1.22441984607311e-06	4.17888122212349e-07	7.50974451582231e-08	1.20707182072297e-09	0.00403551869261204	0.00244747605720341	0.00085464294193583	0.0486732793210655	0.00112151238046756	0.0319317578975062	0.00991534024648253	0.000234214508439264	0.000391280408646016	3.39806886763351e-08	9.33477711222287e-09	0.000178187403861398	3.68809972690928e-05	0.000161417635435544	0.000351457538103296	0.000282369512623458	3.06076999564535e-09	3.99755478129047e-05	5.40786118655021e-05	7.33436138129256e-10	1.58994102946164e-09	6.27677346775943e-07	0.000106552577356619	0	7.02958308881752e-05	3.3507216113813e-08	2.22120587618773e-07	1.55296102195073e-08	5.23924970812442e-05	7.03111612910303e-05	1.05110969338816e-07	7.3921090801987e-08	2.44419426560464e-08	8.23289620441055e-09	8.81793046907822e-13
"Apodemus_flavicollis"	0.00532299585699007	0.000416631749620283	1.00177912316708	0.000871159079533231	0.000848434148954264	6.43404014410964e-09	0.000283803051286067	6.71205774472967e-09	3.59001189895902e-05	8.88854438777541e-05	0.000133252494789976	0.000130441723911387	7.33959598022387e-05	5.89853090433024e-06	5.72506043800019e-05	9.09853980843574e-06	2.34189437617358e-05	0	3.0882806335847e-06	2.47629479288691e-12	1.07887430117629e-05	2.03473372412289e-06	2.85082052726606e-06	1.96909032816652e-08	1.50710140870602e-06	1.19106618291995e-07	8.99061917646909e-07	0.022708313040924	0.0469269134670349	0.00322160485903412	0.000929217066180769	0.0183729468074562	2.17788200955423e-05	0.00192294329394978	0.000876362861865846	0.00153201511722903	5.96414053182567e-10	4.15917513839124e-10	0.000826551868857029	6.65814893668306e-06	0.000246533009737434	0.000553577749836594	0.00020534709341341	1.95992368200933e-10	9.12594323768408e-06	0.00163351970890294	5.46284396253312e-07	8.73447015488379e-11	0.000467512197176393	0.000351357253934434	0	1.27187636854522e-06	9.39280778068136e-08	0.000194085517850503	2.24602227897069e-07	5.98857686663539e-07	1.33778059852335e-07	4.23108263062075e-07	2.66083272031496e-07	1.25537311035003e-07	5.18331004957467e-08	1.54768424555432e-14
"Microtus_arvalis"	0.00497741216304	0.000715670097607141	0.000955655237607399	1.0018166295583	0.000508496217691233	1.28348060925896e-08	0.000244969738337344	6.864420718886e-09	6.12579343401922e-05	0.000307355937024076	0.000103864349309217	9.29710037375525e-05	7.44943878683888e-05	1.28997909565953e-05	7.04453678920876e-05	2.1670983130417e-05	7.69138186056927e-05	0	9.52744492645049e-06	3.02401071714224e-12	2.35944393262397e-05	4.0675716471616e-06	8.61788642425052e-06	5.70573064150937e-07	5.87898922705263e-06	6.06070541532389e-06	1.96620327718664e-06	0.024609859860629	0.0187665381272181	0.00754118156526588	0.002344733203265	0.00848036346761574	0.000370591471679876	0.00656037406088545	0.0038829605043075	0.00850610505617747	7.28331091217009e-10	7.05224374602661e-10	0.000649956233290968	0.000612825107330172	0.0132017048191046	0.000988981234776525	0.00230166354343716	3.50704771487236e-10	7.89670963555543e-06	0.000135412935492188	1.19469654882104e-06	1.53189360854194e-10	0.00102242570413705	0.000681534931083616	0	1.12964116086247e-06	1.87764907103126e-07	0.000212794244274792	6.92905085560036e-07	4.80279002981349e-07	2.03262726987322e-07	0.00012752754141539	2.48808406050487e-07	3.74704927946072e-07	1.56688844077282e-07	1.8900066982139e-14
"Apodemus_uralensis"	0.00526955597943043	0.000598270075914073	0.00154858664255923	0.000846060303008458	1.00083328309379	4.64563564026219e-08	0.000274856145671709	5.1716279608206e-06	6.16944010625977e-05	0.000112890210230875	0.000127630723855621	0.000166188467406746	7.18290429323491e-05	1.42997134558472e-05	5.27237738818968e-05	1.96120257693344e-05	2.6471151724237e-05	0	7.13343359416134e-06	1.52207033800442e-09	2.6154975894714e-05	7.91800820835517e-06	4.41336012074616e-06	1.31106537655954e-05	3.8510437909385e-06	7.07768723298866e-06	2.1795813245595e-06	0.0239153304304949	0.034939828379745	0.00499351191853757	0.00280002988853436	0.0201199569425832	0.000803556841162148	0.00165319487085301	0.00115398747576221	0.00305704493379972	3.66589689614403e-07	1.00724035827464e-07	0.000790614603633709	0.000290502310426577	1.5085980981398e-05	0.000365645281501785	0.000223553888437326	3.30307432753155e-08	8.84712615204038e-06	0.00269065735715793	1.32434846210403e-06	1.7157000005828e-08	0.00113338228877094	0.00113140594286443	0	1.24739401779635e-06	3.68445522757132e-07	1.01116275281475e-06	5.18795170484461e-07	0.000565195613486406	1.90094841810841e-07	0.00021183187073229	2.63411945985025e-07	0.000141415657877335	8.02429112862939e-08	9.51293961252762e-12
"Spermophilus_pygmaeus"	7.96880985008607e-08	2.4677537081602e-08	1.6680844818062e-08	3.03333104950992e-08	6.59875572926132e-08	1.00699213457888	6.97972702982249e-09	0.00298753376747493	6.85266654105472e-10	9.51665893538812e-09	2.10226682028909e-09	4.12465003421407e-09	7.81401311161983e-10	1.57728453558438e-12	4.50057004149223e-10	5.13853301426303e-10	2.5530533238496e-09	0	5.10775519292459e-10	8.00080291109853e-05	2.88494165527813e-12	4.10532463018121e-05	9.36824004008887e-10	3.34451776495727e-08	5.06774370703022e-10	7.09901433872296e-13	2.40411804606511e-13	6.33836225514039e-09	5.03986042860549e-09	2.38174313022244e-09	1.73172126499789e-09	6.34365347601623e-07	9.77054877452749e-10	8.87705693260184e-10	5.37706838433239e-10	9.48345898224814e-07	0.0192698838063626	0.0451145912380196	2.83023357572882e-10	2.08998987463769e-09	5.31169321556278e-10	3.21677377066873e-10	2.54481298778374e-10	0.0242104396266421	2.23978224550636e-10	3.83530291132128e-10	1.46078056420599e-13	0.0102912385797801	1.25014138395385e-10	1.60452105454668e-10	0	3.13177691621466e-11	0.00212037108388665	1.90421268811821e-11	3.7147310493997e-11	1.4715038352529e-06	4.87367039140981e-12	1.97968584388534e-11	3.98340907277484e-12	9.33606692407038e-12	1.70331637092525e-11	5.00050181943658e-07
"Talpa_europaea"	0.00254514693699478	0.00110927721905432	0.000870912207145634	0.000685276720633257	0.000462110036384069	8.26154893695813e-09	1.00392192434938	5.16591515705992e-09	9.50611900685936e-05	0.000100090502129205	8.1862338923173e-05	5.12492214105199e-05	3.89764940754718e-05	2.27821673149389e-08	2.83907187856419e-05	5.99363010341545e-05	2.48332913658847e-05	0	3.47316113479293e-06	2.16594666749589e-12	4.16698585458661e-08	2.61723931785838e-06	6.06158828996109e-06	1.50489483479747e-08	1.37057365474401e-05	8.44524161072481e-09	3.47248821215551e-09	0.0102727526802329	0.0260380352495984	0.000542620400237545	0.00352154689572532	0.000414946455636802	0.0032540350855162	0.00847090000222325	0.000371244290023059	0.00643994049963914	5.21666901149717e-10	4.68197288472996e-10	0.000483659081153522	6.74874238483543e-06	1.12910729400654e-05	7.3403811657141e-06	6.98179224726086e-06	2.30355070461205e-10	0.0318781756072799	5.56668157104042e-06	2.10993935928128e-09	1.0101639375041e-10	1.80569387032086e-06	0.00523592315331143	0	0.00404435966334832	1.2081592557274e-07	5.46622807185287e-07	2.52593537075849e-07	3.90971384906539e-07	3.61771861942971e-07	2.48385003884818e-07	1.27225540464623e-07	6.55540501544008e-08	1.10210696181111e-07	1.35371666718493e-14
"Spermophilus_major"	2.6702875277243e-06	3.88891653746687e-06	2.43818086379381e-08	2.27305712724963e-08	1.02924825756023e-05	0.00418589934601327	6.11505244398116e-09	1.00558249066775	4.1892654947246e-09	3.02596182164674e-08	2.60453309211353e-09	3.31194160652493e-09	1.37108807283329e-09	1.4897447764751e-10	9.2979936609096e-10	1.01273338356669e-09	1.36093332354492e-09	0	2.4700197692666e-10	0.000295573740210672	2.72482653853807e-10	1.36710570453691e-05	3.64694775162596e-10	6.4239944248854e-06	2.12121139815924e-10	7.36008172173401e-11	2.27068878211506e-11	3.68974899409818e-07	4.01399923364171e-07	1.104760643674e-07	2.21582017541674e-07	4.45267565707551e-07	1.33647903084547e-07	6.11203406632934e-08	2.22871795689723e-08	3.52850865351173e-07	0.0711887505961528	0.0193681130890428	1.50008731492967e-08	2.9066137549296e-07	1.93036816294937e-09	9.79274304296221e-09	7.46466425897133e-09	0.00630612029362901	3.78701554557111e-10	2.89567219432938e-08	1.37970681003091e-11	0.00328655339826657	1.18075816669983e-08	1.20782078326379e-08	0	3.43632527207253e-10	0.000573571809421552	2.12490680594922e-10	1.79637801401208e-11	0.000282644075151102	3.06592459059102e-10	2.24562930315408e-09	1.33481006134681e-10	1.45434707054406e-09	6.63081409386539e-12	1.8473358763167e-06
"Sorex_minutus"	0.00125766172095761	0.00701030133427695	0.000135937585062922	0.000211447343533909	0.000127988823257056	1.00084998165404e-09	0.000117297725757153	4.36688055224948e-09	1.00091501342006	1.2597015612485e-05	7.96798342971105e-05	8.31271526603497e-06	2.12628407088085e-05	6.19812469945608e-09	1.9916523023264e-05	0.00017212642133835	9.84565411736799e-06	0	3.22031163472042e-07	1.36078947404378e-12	1.13367168235401e-08	3.12120695825597e-07	6.26153682598621e-07	1.15902585098905e-08	3.2239186978093e-07	3.00741584098579e-09	9.44726401961675e-10	0.00360759901406633	0.00151573929577552	0.000621331030846027	0.0594715868010688	0.000905653280336334	0.0299330874260002	0.00373512226462961	0.000300659525984508	0.000594195374196933	3.27745294330024e-10	1.28078114278902e-10	4.671203718592e-06	1.32010989787847e-06	4.58398223624513e-06	5.10318985320088e-06	0.000297598496968771	5.09929354902333e-11	3.99059821861219e-06	1.7306182605982e-06	5.74030867051898e-10	2.43056001604421e-11	4.91257729020071e-07	2.58292924091178e-06	0	9.80908101486614e-07	1.44101243282788e-08	1.72221541509664e-07	2.34204482525122e-08	4.5692586255696e-07	1.22781803500339e-06	8.53601474987499e-08	6.28673692055789e-08	1.81896693483644e-08	1.1384612410884e-08	8.50493421277365e-15
"Arvicola_terrestris"	0.00224707214453111	0.000233986784788983	0.000340049187065558	0.00107188680548574	0.000236619214649353	1.40430461986008e-08	0.000124780478282199	3.18686968808586e-08	1.27272654046377e-05	1.00549980819937	2.99256603707508e-05	8.65308925720438e-05	3.25004106251483e-05	2.16778276396011e-08	2.36974830806796e-05	7.75128716124309e-06	7.18168086456087e-05	0	5.77092990641471e-06	1.04603553190236e-11	3.96499594984327e-08	4.41827878905794e-06	1.01244185684412e-05	5.31099695884731e-05	5.72468733710943e-06	2.59864063306405e-06	3.30416329153605e-09	0.00221817592322193	0.00735568024460891	0.00302984677490041	2.12120019165812e-05	0.00123175851607401	1.10511430485738e-05	0.0017999844439411	0.000607826941619144	0.0107120090626275	2.51937004086477e-09	1.23622667969838e-09	6.68366599154796e-06	0.058075975581844	0.00566019120643301	0.00965975671405158	0.000601268853290265	5.34035649337919e-10	4.01243661950702e-06	5.21995636547437e-06	2.0076624461676e-09	2.46184701682177e-10	1.71816491159875e-06	2.03400150390002e-06	0	5.60973904065746e-07	2.03967958063743e-07	5.32943195715706e-07	4.19703993193797e-07	3.19215449451687e-06	7.70149577430907e-08	2.4238705269579e-07	1.12325525845094e-07	1.63282167615057e-07	1.84080337608022e-07	6.53772207438977e-14
