"Microtus_arvalis"	"Dryomys_nitedula"	"Arvicola_terrestris"	"Neomys_schelkovnikovi"	"Ctenophthalmus_wladimiri"	"Ceratophyllus_sciurorum"	"Amphipsylla_rossica"	"Frontopsylla_elata"	"Megabothris_walkeri"	"Ctenophthalmus_bogatschevi"	"Neopsylla_pleskei"	"Nosopsyllus_consimilis"	"Hystrichopsylla_talpae"	"Palaeopsylla_soricis"	"Callopsylla_caspia"	"Leptopsylla_taschenbergi"	"Peromyscopsylla_bidentata"	"Rhadinopsylla_integella"	"Stenoponia_ivanovi"
"Microtus_arvalis"	1.00970899275848	0	0.000337761360505597	5.42559820269798e-05	0.0541862621557138	0	0.0240113723887687	0.0086239704961596	2.02656816303358e-05	0.00431154203841066	0.00369405729057979	0.0024649566027899	0.00123135243019327	3.61706546846532e-06	0.000615676215096633	0	0.000615676215096633	0.000615676215096633	0.000615676215096633
"Dryomys_nitedula"	0	1.01010101010101	0	0	0	0.0995246583481878	0	0	0	0	0	0	0	0	0	0.00148544266191325	0	0	0
"Arvicola_terrestris"	0.00369285754152786	0	1.00640795412645	1.98433027573578e-07	0.0203263124140257	0	8.78179537314553e-05	0.0134502971153332	0.0603844772475873	1.5768811257847e-05	1.35104544202239e-05	0.00671839333045652	4.5034848067413e-06	1.32288685049052e-08	2.25174240337065e-06	0	2.25174240337065e-06	2.25174240337065e-06	2.25174240337065e-06
"Neomys_schelkovnikovi"	0.00296599368414156	0	9.9216513786789e-07	1.00713402425173	0.000159170723915231	0	7.05327766350738e-05	2.53326871477622e-05	5.95299082720734e-08	0.033583793870864	1.0851196405396e-05	7.2407453711831e-06	3.61706546846532e-06	0.0671422682834487	1.80853273423266e-06	0	1.80853273423266e-06	1.80853273423266e-06	1.80853273423266e-06
"Ctenophthalmus_wladimiri"	0.0976543625663413	0	0.00335049105725699	5.24738650269994e-06	1.00530700000763	0	0.00232226837810202	0.000878308016492356	0.000201029463435419	0.000416992314081222	0.000357272058169541	0.000260517979161408	0.000119090686056514	3.49825766846663e-07	5.95453430282569e-05	0	5.95453430282569e-05	5.95453430282569e-05	5.95453430282569e-05
"Ceratophyllus_sciurorum"	0	0.101010101010101	0	0	0	1.00995246583482	0	0	0	0	0	0	0	0	0	0.000148544266191325	0	0	0
"Amphipsylla_rossica"	0.100970899275848	0	3.37761360505597e-05	5.42559820269798e-06	0.00541862621557138	0	1.00240113723888	0.00086239704961596	2.02656816303358e-06	0.000431154203841066	0.000369405729057979	0.00024649566027899	0.000123135243019327	3.61706546846532e-07	6.15676215096633e-05	0	6.15676215096633e-05	6.15676215096633e-05	6.15676215096633e-05
"Frontopsylla_elata"	0.0883956975856359	0	0.0126096535456249	4.7498788402054e-06	0.00499537684380028	0	0.0021020928084389	1.00092272613236	0.000756579212737495	0.000377457038501656	0.000323398893605985	0.000299663619374823	0.000107799631201995	3.16658589347027e-07	5.38998156009975e-05	0	5.38998156009975e-05	5.38998156009975e-05	5.38998156009975e-05
"Megabothris_walkeri"	0.000369285754152786	0	0.100640795412646	1.98433027573578e-08	0.00203263124140257	0	8.78179537314553e-06	0.00134502971153332	1.00603844772476	1.5768811257847e-06	1.35104544202239e-06	0.000671839333045652	4.5034848067413e-07	1.32288685049052e-09	2.25174240337065e-07	0	2.25174240337065e-07	2.25174240337065e-07	2.25174240337065e-07
"Ctenophthalmus_bogatschevi"	0.0883866117874186	0	2.95665211084631e-05	0.012593922701574	0.0047432875726739	0	0.0021018767437252	0.000754914077003312	1.77399126650779e-06	1.00079705735175	0.000323365652880799	0.000215774212061256	0.000107788550960267	0.0008395948467716	5.38942754801333e-05	0	5.38942754801333e-05	5.38942754801333e-05	5.38942754801333e-05
"Neopsylla_pleskei"	0.100970899275848	0	3.37761360505597e-05	5.42559820269798e-06	0.00541862621557138	0	0.00240113723887687	0.00086239704961596	2.02656816303358e-06	0.000431154203841066	1.00036940572906	0.00024649566027899	0.000123135243019327	3.61706546846532e-07	6.15676215096633e-05	0	6.15676215096633e-05	6.15676215096633e-05	6.15676215096633e-05
"Nosopsyllus_consimilis"	0.0808505765715088	0	0.0201551799913696	4.34444722270986e-06	0.00474142722073762	0	0.00192266615017612	0.000958923581999433	0.00120931079948217	0.00034523873929801	0.000295794792334788	1.00033156439483	9.85982641115961e-05	2.89629814847324e-07	4.92991320557981e-05	0	4.9299132055798e-05	4.9299132055798e-05	4.9299132055798e-05
"Hystrichopsylla_talpae"	0.100970899275848	0	3.37761360505598e-05	5.42559820269798e-06	0.00541862621557138	0	0.00240113723887687	0.00086239704961596	2.02656816303358e-06	0.000431154203841066	0.000369405729057979	0.00024649566027899	1.00012313524302	3.61706546846532e-07	6.15676215096633e-05	0	6.15676215096633e-05	6.15676215096633e-05	6.15676215096633e-05
"Palaeopsylla_soricis"	0.000296599368414156	0	9.9216513786789e-08	0.100713402425173	1.59170723915231e-05	0	7.05327766350738e-06	2.53326871477622e-06	5.95299082720734e-09	0.0033583793870864	1.0851196405396e-06	7.24074537118309e-07	3.61706546846532e-07	1.00671422682835	1.80853273423266e-07	0	1.80853273423266e-07	1.80853273423266e-07	1.80853273423266e-07
"Callopsylla_caspia"	0.100970899275848	0	3.37761360505597e-05	5.42559820269798e-06	0.00541862621557138	0	0.00240113723887687	0.00086239704961596	2.02656816303358e-06	0.000431154203841066	0.00036940572905798	0.00024649566027899	0.000123135243019327	3.61706546846532e-07	1.00006156762151	0	6.15676215096633e-05	6.15676215096633e-05	6.15676215096633e-05
"Leptopsylla_taschenbergi"	0	0.101010101010101	0	0	0	0.00995246583481878	0	0	0	0	0	0	0	0	0	1.00014854426619	0	0	0
"Peromyscopsylla_bidentata"	0.100970899275848	0	3.37761360505597e-05	5.42559820269798e-06	0.00541862621557138	0	0.00240113723887687	0.00086239704961596	2.02656816303358e-06	0.000431154203841066	0.00036940572905798	0.00024649566027899	0.000123135243019327	3.61706546846532e-07	6.15676215096633e-05	0	1.00006156762151	6.15676215096633e-05	6.15676215096633e-05
"Rhadinopsylla_integella"	0.100970899275848	0	3.37761360505597e-05	5.42559820269798e-06	0.00541862621557138	0	0.00240113723887687	0.00086239704961596	2.02656816303358e-06	0.000431154203841066	0.00036940572905798	0.00024649566027899	0.000123135243019327	3.61706546846532e-07	6.15676215096633e-05	0	6.15676215096633e-05	1.00006156762151	6.15676215096633e-05
"Stenoponia_ivanovi"	0.100970899275848	0	3.37761360505597e-05	5.42559820269798e-06	0.00541862621557138	0	0.00240113723887687	0.00086239704961596	2.02656816303358e-06	0.000431154203841066	0.00036940572905798	0.00024649566027899	0.000123135243019327	3.61706546846532e-07	6.15676215096633e-05	0	6.15676215096633e-05	6.15676215096633e-05	1.00006156762151
