"Ficus_vogelii"	"Bridelia_micrantha"	"Halleria_lucida"	"Ficus_natalensis"	"Apodytes_dimidiata"	"Trema_orientalis"	"Dovyalis_longispina"	"Sideroxylon_inerme"	"Trichilia_emetica"	"Vepris_undulata"	"Erianthemum_dregei"	"Euclea_natalensis"	"Antidesma_venosum"	"Ekebergia_capensis"	"Strelitzia_nicholai"	"Mimusops_caffra"	"Cholorocichla_flaviventris"	"Pogoniulus_bilineatus"	"Pycnonotus_barbatus"	"Buccanodon_leucotis"	"Unidentified_sp1_M_SD_008"	"Zosterops_pallidus"	"Bycanistes_buccinator"	"Lumprocolius_corruscus"	"Andropadus_importunus"	"Tauraco_porphyrocephalus"
"Ficus_vogelii"	1.00486586285967	0.000829828575738558	0.000473143275277096	0.000545417594919604	0.000545721801271392	0.00036615517480122	0.000440221372427917	0.000392685310973412	0.000355675837266113	0.000257161083197884	0.000159440405542424	0.000252075523624174	0.000170361165521307	0.000265872344328007	0.000129140569333607	5.2247207117427e-05	0.0252818762691972	0.00812517472309615	0.0141216782956697	0.02411788394408	0.00302506441320967	0.00607822009583748	0.016101811997773	0.00207183966838269	0.00104565519296175	0.00104089640989342
"Bridelia_micrantha"	0.00298738287265881	1.00163637736643	0.00053613188802657	0.000514086424546912	0.000790262039479251	0.000304235386786303	0.000886738511946558	0.000600613914795766	0.000487844084546737	0.000331460584681185	5.259625863751e-05	0.000327159906987376	0.000171176363744576	0.000142300091650065	0.00023193072555999	0.000100713680533074	0.0413223908877806	0.0021593308520556	0.0381660303263864	0.00409493249096783	0.00406415398475298	0.00205036597596212	5.15056833297252e-05	0.00103753755272964	0.0040391101374183	0.00402474311871791
"Halleria_lucida"	0.00196536437422794	0.000618613716953735	1.00239885440662	0.00068154016962868	0.000697157106835079	0.00112421376954201	0.000308777161049155	0.000318173791601663	0.000335323893983613	0.000403637632127712	0.000468144259670198	0.000208962413262177	0.000338586554132743	0.000112856167826343	8.23667422596145e-05	3.84379412892818e-05	0.010225908869947	0.0171686903680491	0.00895535253533376	0.00507272167220066	0.0482439153824618	0.00507488978616732	3.48592382894574e-05	0.00619333972875197	2.44860920083439e-05	1.59373368915847e-05
"Ficus_natalensis"	0.00232826483206787	0.000609588645707801	0.000700397012266628	1.00116549022132	0.000492120414336064	0.00095480309557084	0.00048682766511088	0.000404274907196542	0.000446246917743066	0.000509614309616856	0.000867874455438929	0.000282328518400549	0.000381921535573112	0.000254310972990456	0.000127752724343946	8.91938733288123e-05	0.0101160696700238	0.0461372020104124	0.00999450694148827	0.00600912578768406	0.00522641175050499	0.0111397482678945	0.00202009394131611	0.00319756229199341	3.00096357308972e-05	0.00713937071305261
"Apodytes_dimidiata"	0.00233880771973454	0.000940788142237203	0.000719289078480637	0.000494073273123112	1.00133810991668	0.000460994387419938	0.000567681106057865	0.000873495102150538	0.00079891982274271	0.000508803798302386	0.000248495331635127	0.000397386562315291	0.000152477007007015	0.000141307417914073	2.35704746115295e-05	9.68109605973757e-05	0.0654253152647247	0.0121026145055953	0.00130360735441932	7.5558481660616e-05	0.00801545121753708	0.00402006056700065	4.14285034301182e-05	0.0079813017000861	0.00202390615059759	2.08572650494909e-05
"Trema_orientalis"	0.00180569675244437	0.000416760803816853	0.00133468301406814	0.00110303736611608	0.000530459295113354	1.00144359639729	0.000378680466725334	0.000344304198388835	0.000322906865519114	0.000627487618326043	0.00084440371043588	0.000214249801310226	0.000495787246394865	0.000118333086150542	9.07568683264188e-05	2.98666105827245e-05	0.00431746472850244	0.0423179607807713	0.00603626631788644	6.61922720643385e-05	0.0202190530661832	0.0242862322281168	3.31993653042452e-05	0.00185973080657871	0.00185539717002283	1.86042746707206e-05
"Dovyalis_longispina"	0.00242570960317424	0.001357252824408	0.000409602356493777	0.000628405098331901	0.000729875707788683	0.000423117460269633	1.00101996308983	0.000729627133637948	0.00056977952086398	0.000579022977209021	0.000258055771190662	0.000295657814389354	0.000199265194927069	0.000186624888803596	0.00019072433528999	9.83263244059321e-05	0.0293966338731354	0.0139721678837086	0.0292317408211691	0.00110145579279655	6.13744363441334e-05	0.00311432700555353	4.34732188894118e-05	0.00616097466980435	0.0138207814951607	0.00410717181353926
"Sideroxylon_inerme"	0.00222041955943081	0.00094337264104047	0.000433116156106975	0.00053550550534411	0.00115246474210438	0.000394778112288768	0.000748727320382397	1.00107050347499	0.000666408385159381	0.000748026329200174	0.000381188572060637	0.000415677143377924	0.000150191937439586	0.000120780761717364	3.02191306187905e-05	8.96303297478517e-05	0.0589848237471116	0.0201095980664218	0.000113742123257119	0.00216618132881081	0.00320672676440177	5.0071549695679e-05	3.9160598793891e-05	0.00108706233093678	0.013136938601676	0.00211579589899559
"Trichilia_emetica"	0.00225958767204354	0.000860901325670712	0.000512848308445526	0.000664120412876446	0.00118428114900684	0.000415980020874623	0.000656922271113765	0.000748729420973187	1.00094426696653	0.000471719551082459	0.000449345463603374	0.000358236478002587	0.000154745477399595	0.000237180593188643	6.70046958357223e-05	0.000115140294367015	0.0491547740717255	0.0243360189009265	0.00599703301815674	7.53236474896077e-05	6.7646054400133e-05	5.11711002726399e-05	0.00121852662835352	0.0171061227371116	0.0018030093152589	0.0012004755364059
"Vepris_undulata"	0.00174675452738186	0.000625397329587142	0.000660036379579907	0.000810895725365186	0.000806406019950951	0.000864275398826437	0.000713764173163322	0.000898572508661844	0.000504354237006403	1.00090092369328	0.000746754527996397	0.000330891646399229	0.000306387571344427	8.46128511388401e-05	5.20927541961509e-05	4.88907571276879e-05	0.0298452265775412	0.0392722963256367	0.000102355230117852	6.11002588014014e-05	0.00700431981349646	0.00824095466002092	3.14026115970385e-05	3.47608986804988e-05	0.0163979979545113	1.9686679697672e-05
"Erianthemum_dregei"	0.00114797091990545	0.00010519251727502	0.000811450050095011	0.00146381491484033	0.000417472157147013	0.00123282941723639	0.000337192874355798	0.000485380115090544	0.000509258192083824	0.000791559799676181	1.00176138563989	0.000343523860120676	0.000469249682362816	6.3097109914939e-05	0.000124100761931877	3.75320890824046e-05	0.000195840294408193	0.0944025619490546	7.93891598146037e-05	4.91461045760248e-05	0.00610334358429859	7.67435471677765e-05	2.27952864438263e-05	3.04386379866102e-05	3.08147644119091e-05	1.90276819389416e-05
"Euclea_natalensis"	0.00264312199528261	0.000952892932972939	0.000527477936389962	0.000693486554906202	0.000972246734984983	0.000455540839679024	0.000562610986604985	0.000770818780438675	0.000591264089907182	0.000510793900752209	0.00050027746619516	1.00040348779603	0.000196066252171801	0.000138497581662209	9.24071401117096e-05	9.00191129240753e-05	0.0498287668426301	0.0264353907157709	0.00788815762467608	0.00785088003727561	0.00395396138477375	5.42150504569089e-05	4.64122415565835e-05	3.81510231173143e-05	0.00197946000521101	0.00293470608463282
"Antidesma_venosum"	0.002139419287942	0.000597126850271778	0.00102363376830829	0.00112355986627904	0.000446793090299627	0.00126252798791251	0.000454139281461692	0.000333565814546058	0.000305892222766641	0.000566460742369348	0.000818458748307237	0.000234823534577854	1.00046566113645	0.000147279519673574	0.000135887882957292	4.57803668857907e-05	0.00486648235710789	0.0421557628117455	0.0129036512668788	0.00356310233085393	0.0129000690132936	0.021011231838363	3.89851605224299e-05	3.21178474322223e-05	0.00119218634257139	0.00234651204133219
"Ekebergia_capensis"	0.00416148017209055	0.000618696050652456	0.00042525512514274	0.000932473567631672	0.000516079265425309	0.000375578925608241	0.000530122872543549	0.00033433515200024	0.000584357983218397	0.000194977439580805	0.000137167630249867	0.000206742766829094	0.000183565778143875	1.00067429027948	4.93963166180717e-05	0.000176490775792687	0.0104179399088526	0.0074224806720407	0.00157582486509513	0.020417553972376	5.80561577673842e-05	0.00875844138772531	0.0145717170063984	0.0174381563527407	0.00147518912787517	0.0188747415592297
"Strelitzia_nicholai"	0.00340175158244624	0.00169705408946334	0.000522325682621945	0.000788327786805326	0.000144872185417206	0.000484774491792335	0.000911755358947268	0.000140776925565585	0.000277824348587141	0.000202018241882634	0.00045402717779955	0.0002321447666221	0.000285033120349442	8.3130386503584e-05	1.00042216108424	5.30328719711376e-05	0.000249359848461366	0.0245899692136267	0.0636032707236976	0.0123016322792568	6.60308391052336e-05	5.86421845553536e-05	5.75806211567949e-05	2.8919891053486e-05	3.05247666108738e-05	2.41706425768173e-05
"Mimusops_caffra"	0.00225707934747285	0.00120856416639689	0.000399754589408531	0.000902641998087581	0.000975854482821547	0.000261631508704667	0.000770878383342508	0.000684775719273587	0.000782954001695701	0.000310945215332095	0.000225192534494428	0.00037087874524719	0.00015748446208712	0.000487114541187817	8.69739100326656e-05	1.00021828649542	0.0443271117980579	0.0121921535032498	0.01213341300586	8.29075813572395e-05	5.74884699290002e-05	5.06281650018106e-05	4.59196981784793e-05	0.0120492272687381	3.72050545184415e-05	0.0200340464652102
"Cholorocichla_flaviventris"	0.0276081156428038	0.0125345978426028	0.00268830769078486	0.0025878317760526	0.016670555557847	0.000956041229061712	0.0058258243065061	0.0113914068106151	0.00844925337936636	0.00479817090579278	2.97027746827391e-05	0.00518944690069858	0.000423172378878947	0.000726833016896691	1.03374659119474e-05	0.00112050333159904	1.00405276866181	0.00152094806629896	0.00121719074361962	0.000827463357659093	0.000520720563180381	0.000394842661555133	0.000467829513665643	0.00044536926495711	0.000447429488603345	0.000206447779660205
"Pogoniulus_bilineatus"	0.011485849085005	0.000847904784838587	0.00584274803101148	0.0152784189903591	0.00399196185263091	0.0121304102238075	0.00358448286021845	0.00502739951660544	0.00541508273973495	0.00817316114630396	0.0185345344140814	0.00356393356508429	0.00474528220132214	0.000670354929804722	0.00131961876669986	0.000398957902593253	0.00196887125336345	1.00412449932665	0.000786141986712856	0.000486751432738038	0.000930309019278193	0.000761481219084528	0.000230266764616487	0.000298380709307567	0.000316963230161666	0.000197345159100385
"Pycnonotus_barbatus"	0.0342728372119623	0.0257299080852043	0.0052323408071613	0.00568227023864389	0.000738222591716107	0.00297065690700479	0.0128751038223576	4.88196529036175e-05	0.0022910013777228	3.65718687387382e-05	2.67603909487428e-05	0.0018257982816666	0.00249373934595861	0.000244341383576548	0.00586007662847551	0.000681652416059552	0.00270517223694339	0.00134969096145758	1.00239200113045	0.00109722624634606	0.000590318482865857	0.000515633926247858	0.000566466335852934	0.000287385705835254	0.000334157889636966	0.000262957185370294
"Buccanodon_leucotis"	0.0777531780883773	0.00366710372325477	0.00393703771573782	0.00453823529637035	5.68380220252992e-05	4.32719629316124e-05	0.000644433836979476	0.00123504666806825	3.82239405171144e-05	2.89998243266353e-05	2.20057184668768e-05	0.00241385266817728	0.000914706867025188	0.00420540663908639	0.0015055729058195	6.18713293710743e-06	0.00244286943499953	0.00111008386451302	0.00145750949141492	1.00205476755259	0.000484254657170314	0.000604400278881078	0.00131545245918896	0.000280263977427397	0.000131483375656095	0.00021992500917272
"Unidentified_sp1_M_SD_008"	0.0113835176524963	0.00424824458336549	0.0437052891966553	0.00460725495776223	0.00703795716661792	0.0154284760330805	4.19142492106277e-05	0.00213409342160536	4.00690914565248e-05	0.00388044198726807	0.00318990082803062	0.00141901750045887	0.00386552590642248	1.39577522158519e-05	9.43297701503338e-06	5.00770643980838e-06	0.00179439943200487	0.00247650205828759	0.000915302177265876	0.000565244983108206	1.00264908941441	0.000860718762305149	0.000191701761646088	0.000398475218616483	0.00017003679611875	7.95394972509135e-05
"Zosterops_pallidus"	0.0301122830435985	0.00282160455407631	0.00605262084588762	0.0129282399622812	0.00464704249029433	0.0243976369631082	0.00280003712425913	4.38700274856637e-05	3.99040690199485e-05	0.00601060454561159	5.28051930053508e-05	2.56153678764295e-05	0.00828883457843677	0.00277216722822498	1.10290347099518e-05	5.80598222497828e-06	0.00179128161595425	0.00266867729991091	0.00105255549165274	0.000928780245069546	0.00113314809532834	1.00122441060945	0.000548127327521631	0.000289882345519392	0.00024694729366694	0.000217199776938142
"Bycanistes_buccinator"	0.0915260892504991	8.13247631521977e-05	4.77021155539944e-05	0.00268991456396303	5.49472782336305e-05	3.82666368506826e-05	4.48460573806563e-05	3.93667072085956e-05	0.0010902606674742	2.6279027599627e-05	1.79962787714418e-05	2.51603204227795e-05	1.7645914762784e-05	0.00529183407074468	1.24252919338347e-05	6.04206554979991e-06	0.00243517573165959	0.000925914779826293	0.00132672378660293	0.00231935038857	0.000289570555749616	0.000628903986314292	1.00154940429929	0.000306847306890423	0.000104950687615951	0.000214168578495755
"Lumprocolius_corruscus"	0.0170808155866665	0.00237604019709078	0.0122921246524848	0.00617544473186514	0.0153533437284099	0.00310901562321174	0.00921794683421108	0.00158495347487729	0.0221987852313662	4.21907090854909e-05	3.48534022747445e-05	2.99966059624685e-05	2.10849990776421e-05	0.00918498311709244	9.05126361215974e-06	0.00229947085281261	0.00336236796215711	0.00174017451840444	0.00097623388623426	0.000716705591131129	0.000872995326281914	0.000482399628421583	0.00044504571228382	1.00088398543107	0.000264028794575025	0.000357073250450983
