"Bouvardia_ternifolia"	"Salvia_elegans"	"Penstemon_roseus"	"Castilleja_tenuiflora"	"Penstemon_gentianoides"	"Prunella_vulgaris"	"Castilleja_scorzonerifolia"	"Salvia_mocinoi"	"Hylocharis_leucotis"	"Archilochus_colubris"	"Eugenes_fulgens"	"Lampornis_clemenciae"	"Colibri_thalassinus"	"Selasphorus_platycercus"	"Selasphorus_rufus"	"Selasphorus_sasin"
"Bouvardia_ternifolia"	1.00308410531706	0.00218370003901421	0.0019534660457901	0.000621416725231747	0.00149948953274106	0.000223805266289257	0.000284714827690164	0.000250312347191459	0.0267730928365523	0.0303289117156868	0.018233314664314	0.0109639016040525	0.0145627107142067	5.1198129613127e-05	4.91289608323187e-05	4.78423848432942e-05
"Salvia_elegans"	0.00235385848361272	1.00222218452329	0.0020637067361774	0.00117253276746472	0.00122415521140453	0.000585652196418477	0.000253078835780694	0.000225841346863973	0.0262314561807132	0.0196733674337063	0.0144358691258623	0.0143943145789617	0.00658468088200848	0.00786677278167482	0.00656518273659326	0.0052584572905809
"Penstemon_roseus"	0.00219104975406187	0.00214737052277919	1.00224665372329	0.00129744211173401	0.0011470210791465	0.000686407871344765	0.000202868116922312	0.00018219692173222	0.0218733671814733	0.0177578323476845	0.0109557334507492	0.0122685004447728	0.0108998377693597	0.00683746016529874	0.00818614416361401	0.0122312254871488
"Castilleja_tenuiflora"	0.00119947879521477	0.00209965169987869	0.00223280735507713	1.00249541423572	0.000487557364882293	0.00131601051319322	0.000139550492309221	0.000130539644737319	0.0188382925679335	0.0164452357761253	0.00477574921310812	8.06048438068218e-05	6.3240378020852e-05	0.0257065883153252	0.0210500912996032	0.014050298616178
"Penstemon_gentianoides"	0.00296327693375019	0.00224428455424163	0.00202094190135336	0.000499165873569967	1.00164598154698	0.000214362060180113	0.00027237402662055	0.000240623204315425	0.0264574742068088	0.0192555752248774	0.0168279358217165	0.021552614611322	0.0167733635474094	4.87841689990099e-05	4.72531875664414e-05	4.71002414014423e-05
"Prunella_vulgaris"	0.000844356231909469	0.00204978268746467	0.00230882647634148	0.00257220236669584	0.000409236660343852	1.00153247383606	0.000205048351841047	0.000179083490356528	0.0184163808743405	0.000155591759112654	0.0137613765867953	7.52879588224112e-05	5.72987344071926e-05	0.0228594747152757	0.0274003892992966	0.0182843010820507
"Castilleja_scorzonerifolia"	0.00262570341092041	0.00216523003945705	0.00166802673913901	0.000666741241032946	0.0012710787908959	0.000501229304500338	1.00064359610277	0.000559404472298723	0.0558429837233859	0.000185635382312039	0.0446215641475097	0.000106927554829832	9.12392803656422e-05	5.65901197100267e-05	5.52094158029624e-05	4.99513861849234e-05
"Salvia_mocinoi"	0.00259699060211139	0.00217372296356574	0.00168532152602303	0.00070165059046309	0.00126327182265598	0.000492479598480452	0.000629330031336064	1.00055824296637	0.0627866824110421	0.000185659400161869	0.0376761444297038	0.000106780588433195	9.09361588085388e-05	5.74673279217261e-05	5.58968251186028e-05	5.05338689111987e-05
"Hylocharis_leucotis"	0.0244194143454268	0.0221958475375266	0.0177871337519673	0.00890161077385869	0.0122111419416041	0.00445231185973067	0.00552293245615904	0.00551970834382788	1.00282655324386	0.00185789096550952	0.00170877953551773	0.00105986969891358	0.000892993024001804	0.00062204252264903	0.000596088354230605	0.000536792756330852
"Archilochus_colubris"	0.0370191128294413	0.0222771954764028	0.0193246999077743	0.0103991932113734	0.0118931494036007	5.03385103011529e-05	2.4569388835417e-05	2.18422823719846e-05	0.00248629526266715	1.00228431820169	0.00144536642561914	0.00120954105200737	0.00108700803398881	0.000571330762755298	0.000520374270285945	0.000496776091995865
"Eugenes_fulgens"	0.0285540588139256	0.0209728664658754	0.0152966844406687	0.00387466445591791	0.0133353453681527	0.00571226952659427	0.00757724674202995	0.00568696519693642	0.00293394222136063	0.00185443239513399	1.00184921889957	0.00108103286002925	0.000936642528224695	0.000495724540164313	0.000497101412778399	0.000452915243747211
"Lampornis_clemenciae"	0.0239474692930621	0.0291674269100013	0.0238912903398206	9.12107443077195e-05	0.023821310886198	4.35877656340275e-05	2.53249471965392e-05	2.24801238806727e-05	0.00253810901581936	0.0021644418825395	0.00150775635740922	1.00147737529029	0.00119093341573914	0.000392030217825318	0.00038620986029116	0.00044415406109719
"Colibri_thalassinus"	0.0377720309149736	0.0158443883723329	0.0252058748416442	8.49792579655199e-05	0.0220150396559748	3.93928799049449e-05	2.56610476028369e-05	2.27340397021347e-05	0.00253944891200513	0.00230989207222622	0.00155131418737215	0.00141423343119023	1.0012884005624	0.000296841912403483	0.000310110583858848	0.000390768439556328
"Selasphorus_platycercus"	0.000157386842884798	0.0224348705255171	0.0187397056382262	0.0409401221318142	7.58864851095709e-05	0.0186262386568913	1.88633732366755e-05	1.70273564212522e-05	0.00209651368744673	0.00143890710619853	0.000973088912174391	0.000551746232494892	0.000351812636922647	1.00177206586134	0.00166249914085092	0.00125437652358312
"Selasphorus_rufus"	0.000156834759580094	0.0194430411814493	0.0232990256964399	0.0348136125339591	7.6332072222713e-05	0.0231849447917125	1.91109516241024e-05	1.71990231134162e-05	0.00208630923980712	0.00136097886074786	0.00101332211066366	0.000564460565040926	0.000381674564749351	0.00172644141549903	1.00167613821599	0.00129168512851425
"Selasphorus_sasin"	0.000172648606173627	0.0176044004945534	0.0393526385238702	0.0262679495867676	8.6009136472199e-05	0.0174893314697877	1.95461945941005e-05	1.75769978821561e-05	0.00212383220983076	0.00146872931546604	0.00104367425733053	0.000733819753117096	0.000543677828947934	0.00147252896246714	0.00146016579745089	1.0012545819764
