"Sideroxylon_cinereum"	"Croton_fothergillifolius"	"Dodonaea_viscosa"	"Trochetia_blackburniana"	"Psiadia_terebinthina"	"Erythroxylum_macrocarpum"	"Claoxylon_linostachys"	"Apis_mellifera"	"Chaetocnema_sp1_M_PL_072"	"Fannia_pusio"	"Stomoxys_calcitrans"	"Stomorhina_lunata"	"Stomoxys_niger"	"Musca_domestica"	"Ophyra_capensis"	"Dysauxes_florida"	"Melanostoma_annulipes"	"Nacoleia_sp2_M_PL_072"	"Pachycerina_crinicornis"	"Nacoleia_sp1_M_PL_072"	"Orchisia_costata"	"Ceratitis_roas"	"Chrysomya_megacephala"	"Diptera_sp1_M_PL_072"	"Diptera_sp2_M_PL_072"	"Eristalinus_flaveolus"	"Graphomya_maculata"	"Henotesia_narcissus"	"Homoneura_sp1_M_PL_072"	"Homoneura_sp2_M_PL_072"	"Limnophora_quaterna"	"Lygistorrhina_sp1_M_PL_072"	"Orthellia_albigena"	"Paragus_borbonicus"	"Phorinia_sp1_M_PL_072"	"Sapromyza_sp1_M_PL_072"	"Technomyrmex_albipes"	"Unidentified_sp1_M_PL_072"
"Stomoxys_calcitrans"	0.0253564170689303	5.40260241938012e-05	0.0252139222517949	3.21953972406894e-05	0.0251824455144252	0.0251710947535161	0	0.00134147488502872	3.97194146118866e-05	0.000555482520231734	1.00158365690341	0.000406920266460926	0.000598731629433102	0.000504428517325324	0.00111397844965119	0.000493079891645893	0.000719324208104174	0.000299365814716551	0.000432241383799447	3.00144578854451e-07	0.000397024137870377	0.000228931322858411	3.52172459290699e-05	0	0.000168092815011966	3.52172459290699e-05	0.000168092815011966	3.52172459290699e-05	0.000168092815011966	3.52172459290699e-05	3.52172459290698e-05	0.000168092815011966	3.52172459290699e-05	3.52172459290699e-05	3.52172459290699e-05	3.52172459290699e-05	0.000168092815011966	0.000228931322858411
"Stomorhina_lunata"	0.0336560049617447	0.0336746682359461	0.0335668147355227	4.27335000182538e-05	4.64537666255318e-05	2.34258102436882e-05	0	0.00178056250076057	0.00285296680433127	0.000737967729596807	0.000542560355281234	1.00072812792268	0.000187822419281672	0.000764877039810304	4.77484146319146e-05	4.75890652744026e-05	9.42100539639557e-05	9.39112096408362e-05	0.000270945523208564	0.0001870814901997	0.000224201071872808	4.22306969323016e-07	4.67444513357565e-05	0	0.000223778764903485	4.67444513357565e-05	0.000223778764903485	4.67444513357565e-05	0.000223778764903485	4.67444513357565e-05	4.67444513357565e-05	0.000223778764903485	4.67444513357565e-05	4.67444513357566e-05	4.67444513357565e-05	4.67444513357565e-05	0.000223778764903485	4.22306969323016e-07
"Stomoxys_niger"	0.0672795224765935	1.54974393746449e-05	6.36569970956747e-05	8.54257502710021e-05	0.0335388907069988	2.7107639767405e-05	0	0.00355940626129176	9.47352344987113e-05	0.00102830597337304	0.000798308839244136	0.000187822419281672	1.00098357313772	1.31618838462084e-06	9.46055372075225e-05	0.000703241794072016	8.17552436061777e-07	0.000491786568862244	0.000398767167625391	8.6096885414694e-08	0.0003053233864079	0.000304899006427262	9.34437812174909e-05	0	4.24379980637831e-07	9.34437812174909e-05	4.24379980637831e-07	9.3443781217491e-05	4.24379980637831e-07	9.34437812174909e-05	9.34437812174909e-05	4.24379980637831e-07	9.3443781217491e-05	9.3443781217491e-05	9.3443781217491e-05	9.3443781217491e-05	4.24379980637831e-07	0.000304899006427262
"Musca_domestica"	0.000134370832959325	0.0252982019928486	0.0754797555581058	1.70612525142153e-07	6.752778721587e-05	3.00742264462149e-05	0	7.10885521425637e-06	0.00210837012556094	0.000505251258113139	0.00100885703465065	0.00114731555971546	1.97428257693126e-06	1.00157986789448	1.47552157601145e-06	1.41440410626741e-06	7.11320469262175e-05	9.8714128846563e-07	0.00050399888551895	0.000140545566626937	0.000503812259362062	6.13888974689727e-07	1.86626156887951e-07	0	0.000503198370387372	1.86626156887951e-07	0.000503198370387372	1.86626156887951e-07	0.000503198370387372	1.86626156887951e-07	1.86626156887951e-07	0.000503198370387372	1.86626156887951e-07	1.86626156887951e-07	1.86626156887951e-07	1.86626156887951e-07	0.000503198370387372	6.13888974689727e-07
"Ophyra_capensis"	0.0253255347406183	7.83629867796131e-05	6.28923306367372e-05	3.21561855166899e-05	6.65989822094577e-05	0.0754445557843402	0	0.00133984106319541	4.17046027047154e-05	0.000387337174074803	0.00222795689930238	7.16226219478719e-05	0.000141908305811284	1.47552157601145e-06	1.00326851245885	3.63852443920409e-05	0.00215577641165871	7.0954152905642e-05	3.61990813034725e-05	4.35349926553406e-07	1.02472749705817e-06	6.05445292813252e-07	3.51743538064143e-05	0	4.19282204244915e-07	3.51743538064143e-05	4.19282204244915e-07	3.51743538064143e-05	4.19282204244915e-07	3.51743538064143e-05	3.51743538064143e-05	4.19282204244914e-07	3.51743538064143e-05	3.51743538064143e-05	3.51743538064143e-05	3.51743538064143e-05	4.19282204244915e-07	6.05445292813252e-07
"Dysauxes_florida"	0.0338010293153647	7.86627614968417e-06	9.3201068730371e-05	4.29176394675173e-05	0.0670285050571157	3.658165327297e-05	0	0.00178823497781322	4.76013970615913e-05	0.000517025954998497	0.00131487971105571	9.51781305488052e-05	0.00140648358814403	1.88587214168987e-06	4.85136591893878e-05	1.001265645966	1.06704086059588e-06	0.000703241794072016	0.0006569172604811	4.3701534164912e-08	0.000609971386431983	0.00060935004597378	4.69458740491176e-05	0	6.21340458202473e-07	4.69458740491176e-05	6.21340458202473e-07	4.69458740491176e-05	6.21340458202473e-07	4.69458740491176e-05	4.69458740491176e-05	6.21340458202473e-07	4.69458740491176e-05	4.69458740491177e-05	4.69458740491177e-05	4.69458740491177e-05	6.21340458202473e-07	0.000609350045973779
"Melanostoma_annulipes"	0.000136335362766641	0.0336994863561689	6.16522456132611e-05	1.73106916103059e-07	4.82727404547663e-05	0.0670641811981813	0	7.21278817096079e-06	0.00280847988435125	2.49391634635653e-06	0.0019181978882778	0.000188420107927911	1.63510487212356e-06	9.48427292349566e-05	0.00287436854887828	1.06704086059588e-06	1.00200972914713	8.17552436061778e-07	1.03921273630763e-06	0.000187219368645383	8.49858065798404e-07	4.3884309504333e-07	1.89354670509223e-07	0	4.11014970755074e-07	1.89354670509223e-07	4.11014970755074e-07	1.89354670509223e-07	4.11014970755074e-07	1.89354670509223e-07	1.89354670509223e-07	4.11014970755074e-07	1.89354670509223e-07	1.89354670509223e-07	1.89354670509223e-07	1.89354670509223e-07	4.11014970755074e-07	4.3884309504333e-07
"Nacoleia_sp2_M_PL_072"	0.0672795224765934	1.54974393746449e-05	6.36569970956746e-05	8.54257502710021e-05	0.0335388907069988	2.71076397674051e-05	0	0.00355940626129175	9.47352344987114e-05	0.00102830597337304	0.000798308839244136	0.000187822419281672	0.000983573137724487	1.31618838462084e-06	9.46055372075226e-05	0.000703241794072015	8.17552436061777e-07	1.00049178656886	0.000398767167625391	8.6096885414694e-08	0.0003053233864079	0.000304899006427262	9.34437812174909e-05	0	4.24379980637831e-07	9.34437812174909e-05	4.24379980637831e-07	9.34437812174909e-05	4.24379980637831e-07	9.34437812174909e-05	9.34437812174908e-05	4.2437998063783e-07	9.34437812174909e-05	9.34437812174909e-05	9.34437812174909e-05	9.34437812174909e-05	4.24379980637831e-07	0.000304899006427262
"Pachycerina_crinicornis"	0.0337480979447236	3.97765495340853e-05	0.0335944011804947	4.28504317662222e-05	0.0335524696223497	3.25052812327309e-05	0	0.00178543465692592	5.01870707177344e-05	0.000739558615358798	0.00115264369013186	0.000541891046417128	0.000797534335250781	0.000671998514025266	4.82654417379634e-05	0.0006569172604811	1.03921273630763e-06	0.000398767167625391	1.00057585748391	2.20980830744918e-07	0.000528985125648901	0.000305022451112269	4.68723582565606e-05	0	0.000223962674536631	4.68723582565606e-05	0.000223962674536631	4.68723582565606e-05	0.000223962674536631	4.68723582565606e-05	4.68723582565606e-05	0.000223962674536631	4.68723582565606e-05	4.68723582565606e-05	4.68723582565606e-05	4.68723582565606e-05	0.000223962674536631	0.00030502245111227
"Nacoleia_sp1_M_PL_072"	4.62572051992113e-05	0.100904910172161	3.99858054491362e-05	5.87334201273066e-08	7.18400603321564e-08	1.88172538114067e-05	0	2.44722583863777e-06	0.00840880676046508	9.73279337982193e-07	1.2005783154178e-06	0.000561244470599102	2.58290656244082e-07	0.000281091133253874	8.70699853106812e-07	6.5552301247368e-08	0.000280829052968074	1.29145328122041e-07	3.31471246117378e-07	1.00056058283429	2.6722512778514e-07	6.53091457565057e-10	6.4246118332238e-08	0	2.66572036327575e-07	6.42461183322379e-08	2.66572036327575e-07	6.4246118332238e-08	2.66572036327574e-07	6.4246118332238e-08	6.42461183322379e-08	2.66572036327574e-07	6.4246118332238e-08	6.4246118332238e-08	6.4246118332238e-08	6.4246118332238e-08	2.66572036327575e-07	6.53091457565057e-10
"Orchisia_costata"	0.000243139098174321	4.81005230013251e-05	0.0503745453080115	3.08717112089822e-07	0.0503040662550835	3.99411087181763e-05	0	1.28632130037426e-05	4.34607010868587e-06	0.000339544927164407	0.00158809655148151	0.000672603215618424	0.0009159701592237	0.00100762451872412	2.04945499411633e-06	0.000914957079647974	1.27478709869761e-06	0.00045798507961185	0.000793477688473352	2.6722512778514e-07	1.00079313999528	0.000457309693228032	3.37693191908779e-07	0	0.00033583030205341	3.37693191908779e-07	0.00033583030205341	3.37693191908779e-07	0.00033583030205341	3.37693191908779e-07	3.37693191908779e-07	0.00033583030205341	3.37693191908779e-07	3.37693191908779e-07	3.37693191908779e-07	3.37693191908779e-07	0.00033583030205341	0.000457309693228032
"Ceratitis_roas"	0.000322536154135945	2.35112924723421e-07	0.000122745140365067	4.09528664032543e-07	0.100518119407233	4.60556667785349e-05	0	1.70636943346893e-05	4.67559624471321e-07	5.74593662395517e-06	0.00183145058286729	2.5338418159381e-06	0.00182939403856357	2.45555589875891e-06	2.42178117125301e-06	0.00182805013792134	1.31652928512999e-06	0.000914697019281786	0.000915067353336809	1.30618291513012e-09	0.000914619386456065	1.00091380108552	4.47966880744369e-07	0	8.18300935767115e-07	4.47966880744369e-07	8.18300935767115e-07	4.47966880744369e-07	8.18300935767114e-07	4.47966880744369e-07	4.47966880744369e-07	8.18300935767114e-07	4.47966880744369e-07	4.47966880744369e-07	4.47966880744369e-07	4.47966880744369e-07	8.18300935767114e-07	0.000913801085520297
"Chrysomya_megacephala"	0.100758015637822	2.31286025996057e-05	3.41129254609783e-05	0.000127933861074487	4.92763568818806e-05	1.76336262618401e-05	0	0.00533057754477029	0.000141869071935831	0.00153958599174758	0.000281737967432559	0.000280466708014539	0.000560662687304946	7.46504627551805e-07	0.000140697415225657	0.000140837622147353	5.6806401152767e-07	0.000280331343652473	0.000140617074769682	1.28492236664476e-07	6.75386383817558e-07	4.47966880744369e-07	1.00013994168839	0	2.27419503073189e-07	0.000139941688385864	2.27419503073189e-07	0.000139941688385864	2.27419503073189e-07	0.000139941688385864	0.000139941688385864	2.27419503073189e-07	0.000139941688385864	0.000139941688385864	0.000139941688385864	0.000139941688385864	2.27419503073189e-07	4.47966880744368e-07
"Diptera_sp1_M_PL_072"	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diptera_sp2_M_PL_072"	0.000163742042212696	9.59659330779269e-05	0.100626345475658	2.07905560147102e-07	9.00131029343827e-05	3.38265506578176e-05	0	8.66273167279589e-06	8.22458059290043e-06	0.000673343917704859	0.00134474252009573	0.00134267258942091	2.54627988382699e-06	0.00201279348154949	1.67712881697966e-06	1.86402137460742e-06	1.23304491226522e-06	1.27313994191349e-06	0.000671888023609894	5.33144072655149e-07	0.000671660604106821	8.18300935767115e-07	2.27419503073189e-07	0	1.00067084230317	2.27419503073189e-07	0.000670842303171054	2.27419503073189e-07	0.000670842303171054	2.27419503073189e-07	2.27419503073189e-07	0.000670842303171053	2.27419503073189e-07	2.27419503073189e-07	2.27419503073189e-07	2.27419503073189e-07	0.000670842303171054	8.18300935767114e-07
"Eristalinus_flaveolus"	0.100758015637822	2.31286025996057e-05	3.41129254609784e-05	0.000127933861074487	4.92763568818806e-05	1.76336262618401e-05	0	0.00533057754477029	0.000141869071935831	0.00153958599174758	0.000281737967432559	0.000280466708014539	0.000560662687304945	7.46504627551805e-07	0.000140697415225657	0.000140837622147353	5.6806401152767e-07	0.000280331343652473	0.000140617074769682	1.28492236664476e-07	6.75386383817558e-07	4.47966880744369e-07	0.000139941688385864	0	2.27419503073189e-07	1.00013994168839	2.27419503073189e-07	0.000139941688385864	2.27419503073189e-07	0.000139941688385864	0.000139941688385864	2.27419503073189e-07	0.000139941688385864	0.000139941688385864	0.000139941688385864	0.000139941688385864	2.27419503073189e-07	4.47966880744369e-07
"Graphomya_maculata"	0.000163742042212696	9.59659330779268e-05	0.100626345475658	2.07905560147101e-07	9.00131029343826e-05	3.38265506578176e-05	0	8.66273167279589e-06	8.22458059290042e-06	0.000673343917704859	0.00134474252009573	0.00134267258942091	2.54627988382699e-06	0.00201279348154949	1.67712881697966e-06	1.86402137460742e-06	1.23304491226522e-06	1.27313994191349e-06	0.000671888023609894	5.33144072655149e-07	0.000671660604106821	8.18300935767114e-07	2.27419503073189e-07	0	0.000670842303171054	2.27419503073189e-07	1.00067084230317	2.27419503073189e-07	0.000670842303171054	2.27419503073189e-07	2.27419503073189e-07	0.000670842303171053	2.27419503073189e-07	2.27419503073189e-07	2.27419503073189e-07	2.27419503073189e-07	0.000670842303171054	8.18300935767114e-07
"Henotesia_narcissus"	0.100758015637822	2.31286025996057e-05	3.41129254609784e-05	0.000127933861074487	4.92763568818806e-05	1.76336262618401e-05	0	0.00533057754477029	0.000141869071935831	0.00153958599174758	0.000281737967432559	0.000280466708014539	0.000560662687304946	7.46504627551805e-07	0.000140697415225657	0.000140837622147353	5.6806401152767e-07	0.000280331343652473	0.000140617074769682	1.28492236664476e-07	6.75386383817558e-07	4.47966880744369e-07	0.000139941688385864	0	2.27419503073189e-07	0.000139941688385864	2.27419503073189e-07	1.00013994168839	2.27419503073189e-07	0.000139941688385864	0.000139941688385864	2.27419503073189e-07	0.000139941688385864	0.000139941688385864	0.000139941688385864	0.000139941688385864	2.27419503073189e-07	4.47966880744369e-07
"Homoneura_sp1_M_PL_072"	0.000163742042212696	9.59659330779269e-05	0.100626345475658	2.07905560147102e-07	9.00131029343826e-05	3.38265506578176e-05	0	8.66273167279589e-06	8.22458059290043e-06	0.000673343917704859	0.00134474252009573	0.00134267258942091	2.54627988382699e-06	0.00201279348154949	1.67712881697966e-06	1.86402137460742e-06	1.23304491226522e-06	1.27313994191349e-06	0.000671888023609894	5.33144072655149e-07	0.000671660604106821	8.18300935767114e-07	2.27419503073189e-07	0	0.000670842303171054	2.27419503073189e-07	0.000670842303171054	2.27419503073189e-07	1.00067084230317	2.27419503073189e-07	2.27419503073189e-07	0.000670842303171053	2.27419503073189e-07	2.27419503073189e-07	2.27419503073189e-07	2.27419503073189e-07	0.000670842303171054	8.18300935767114e-07
"Homoneura_sp2_M_PL_072"	0.100758015637822	2.31286025996057e-05	3.41129254609783e-05	0.000127933861074487	4.92763568818806e-05	1.76336262618401e-05	0	0.00533057754477029	0.000141869071935831	0.00153958599174758	0.000281737967432559	0.000280466708014539	0.000560662687304945	7.46504627551805e-07	0.000140697415225657	0.000140837622147353	5.6806401152767e-07	0.000280331343652473	0.000140617074769682	1.28492236664476e-07	6.75386383817558e-07	4.47966880744369e-07	0.000139941688385864	0	2.27419503073189e-07	0.000139941688385864	2.27419503073189e-07	0.000139941688385864	2.27419503073189e-07	1.00013994168839	0.000139941688385864	2.27419503073189e-07	0.000139941688385864	0.000139941688385864	0.000139941688385864	0.000139941688385864	2.27419503073189e-07	4.47966880744369e-07
"Limnophora_quaterna"	0.100758015637822	2.31286025996057e-05	3.41129254609784e-05	0.000127933861074487	4.92763568818806e-05	1.76336262618401e-05	0	0.00533057754477029	0.000141869071935831	0.00153958599174758	0.000281737967432559	0.000280466708014539	0.000560662687304945	7.46504627551805e-07	0.000140697415225657	0.000140837622147353	5.6806401152767e-07	0.000280331343652473	0.000140617074769682	1.28492236664476e-07	6.75386383817558e-07	4.47966880744369e-07	0.000139941688385864	0	2.27419503073189e-07	0.000139941688385864	2.27419503073189e-07	0.000139941688385864	2.27419503073189e-07	0.000139941688385864	1.00013994168839	2.27419503073189e-07	0.000139941688385864	0.000139941688385864	0.000139941688385864	0.000139941688385864	2.27419503073189e-07	4.47966880744369e-07
"Lygistorrhina_sp1_M_PL_072"	0.000163742042212696	9.59659330779268e-05	0.100626345475658	2.07905560147101e-07	9.00131029343826e-05	3.38265506578176e-05	0	8.66273167279589e-06	8.22458059290043e-06	0.000673343917704859	0.00134474252009573	0.00134267258942091	2.54627988382699e-06	0.00201279348154949	1.67712881697966e-06	1.86402137460742e-06	1.23304491226522e-06	1.27313994191349e-06	0.000671888023609894	5.33144072655149e-07	0.000671660604106821	8.18300935767115e-07	2.27419503073189e-07	0	0.000670842303171054	2.27419503073189e-07	0.000670842303171054	2.27419503073189e-07	0.000670842303171054	2.27419503073189e-07	2.27419503073189e-07	1.00067084230317	2.27419503073189e-07	2.27419503073189e-07	2.27419503073189e-07	2.27419503073189e-07	0.000670842303171054	8.18300935767114e-07
"Orthellia_albigena"	0.100758015637822	2.31286025996057e-05	3.41129254609784e-05	0.000127933861074487	4.92763568818806e-05	1.76336262618401e-05	0	0.00533057754477029	0.000141869071935831	0.00153958599174758	0.000281737967432559	0.000280466708014539	0.000560662687304945	7.46504627551805e-07	0.000140697415225657	0.000140837622147353	5.6806401152767e-07	0.000280331343652473	0.000140617074769682	1.28492236664476e-07	6.75386383817558e-07	4.47966880744369e-07	0.000139941688385864	0	2.27419503073189e-07	0.000139941688385864	2.27419503073189e-07	0.000139941688385864	2.27419503073189e-07	0.000139941688385864	0.000139941688385864	2.27419503073189e-07	1.00013994168839	0.000139941688385864	0.000139941688385864	0.000139941688385864	2.27419503073189e-07	4.47966880744369e-07
"Paragus_borbonicus"	0.100758015637822	2.31286025996057e-05	3.41129254609784e-05	0.000127933861074487	4.92763568818806e-05	1.76336262618401e-05	0	0.00533057754477029	0.000141869071935831	0.00153958599174758	0.000281737967432559	0.000280466708014539	0.000560662687304946	7.46504627551805e-07	0.000140697415225657	0.000140837622147353	5.6806401152767e-07	0.000280331343652473	0.000140617074769682	1.28492236664476e-07	6.75386383817558e-07	4.47966880744369e-07	0.000139941688385864	0	2.27419503073189e-07	0.000139941688385864	2.27419503073189e-07	0.000139941688385864	2.27419503073189e-07	0.000139941688385864	0.000139941688385864	2.27419503073189e-07	0.000139941688385864	1.00013994168839	0.000139941688385864	0.000139941688385864	2.27419503073189e-07	4.47966880744369e-07
"Phorinia_sp1_M_PL_072"	0.100758015637822	2.31286025996057e-05	3.41129254609784e-05	0.000127933861074487	4.92763568818806e-05	1.76336262618401e-05	0	0.00533057754477029	0.000141869071935831	0.00153958599174758	0.000281737967432559	0.000280466708014539	0.000560662687304945	7.46504627551805e-07	0.000140697415225657	0.000140837622147353	5.6806401152767e-07	0.000280331343652473	0.000140617074769682	1.28492236664476e-07	6.75386383817558e-07	4.47966880744369e-07	0.000139941688385864	0	2.27419503073189e-07	0.000139941688385864	2.27419503073189e-07	0.000139941688385864	2.27419503073189e-07	0.000139941688385864	0.000139941688385864	2.27419503073189e-07	0.000139941688385864	0.000139941688385864	1.00013994168839	0.000139941688385864	2.27419503073189e-07	4.47966880744369e-07
