"Pyrostria_fasciculata"	"Labourdonnaisia_callophylloides"	"Stillingia_lineata"	"Syzygium_coriaceum"	"Gaertnera_sp1_M_PL_069"	"Syzygium_petrinese"	"Diospyros_revaughanii"	"Euodia_obtusifolia"	"Embelia_angustifolia"	"Memecylon_ovatifolium"	"Syzygium_commersonii"	"Tristhema_mauritiana"	"Tabernaemontana_persicarifolia"	"Xyris_sp1_M_PL_069"	"Apis_mellifera"	"Technomyrmex_albipes"	"Chrysomya_megacephala"	"Musca_domestica"	"Hydrillodes_sp1_M_PL_069"	"Brachymyrmex_sp1_M_PL_069"	"Nacoleia_sp1_M_PL_069"	"Phorinia_sp1_M_PL_069"	"Paragus_borbonicus"	"Stomorhina_lunata"	"Dolichopodidae_sp1_M_PL_069"	"Graphomya_maculata"	"Panara_naso"	"Phelsuma_cepediana"	"Trirhithrum_sp1_M_PL_069"	"Villa_unifasciata"	"Allograpta_sp1_M_PL_069"	"Conocephalus_sp1_M_PL_069"	"Macroglossum_milvus"	"Melanostoma_annulipes"	"Pteromalidae_sp1_M_PL_069"	"Scopariinae_sp1_M_PL_069"	"Stomoxys_calcitrans"	"Strictopterinae_sp1_M_PL_069"	"Syritta_sp1_M_PL_069"
"Pyrostria_fasciculata"	1.00505746121273	0.00295072232466213	0.000222796548277875	0.000182254387249018	0.000790981646334677	5.8800567142753e-06	0.000799108785958803	1.73598418618541e-07	1.25884207279152e-07	8.97564401041768e-05	9.65208792904522e-07	7.84007561903374e-07	0	0	0.0868624419896783	0.000129361247714057	1.37846965608215e-05	0.00347789954394715	3.69124768289516e-05	4.37410529397643e-06	0.00348835029137034	4.30005653180603e-06	2.67934519328845e-06	1.62649795247153e-06	1.782372386223e-06	1.62020374210757e-06	0.00347098859446773	1.14641002390567e-05	1.782372386223e-06	0.00347625367750882	1.14158397994115e-05	0	5.27321097556452e-06	5.78661395395138e-09	8.911861931115e-07	5.27321097556451e-06	8.911861931115e-07	0	7.29017548996071e-07
"Labourdonnaisia_callophylloides"	0.00305610526482863	1.0034772365144	1.46867482191634e-06	0.000396292588995402	0.000348254455724367	0.00196546637054278	0.000461734621837922	1.16499606994525e-07	8.00461029853101e-08	5.02754282880005e-07	0.000131690127131517	0.000262062182739037	0	0	0.0540545163740498	0.0432402601519411	1.50245666374448e-05	1.37748953377713e-05	1.62518746004705e-05	9.51102213588964e-06	2.26516776976523e-05	1.61267145828153e-06	2.1507418096147e-08	1.59504736041854e-06	1.17493985753308e-08	1.59104505526927e-06	1.28599903881462e-05	1.31807152399747e-05	1.17493985753308e-08	0.00359438556728235	6.59620888339889e-06	0	2.32169637149578e-06	3.88332023315083e-09	5.87469928766538e-09	2.32169637149578e-06	5.87469928766538e-09	0	1.58517035598161e-06
"Stillingia_lineata"	0.000258443996002335	1.64491580054631e-06	1.00681245428623	0.0018733942867493	9.47939654634997e-05	1.03052222851705e-06	6.98037628614688e-07	0.000397203134985847	0.000404109935410366	0.000257030244037717	6.93735139922709e-08	1.37402963802274e-07	0	0	2.43035424908648e-05	2.26714890273752e-05	0.01215557013288	0.0282194785727033	4.42371838829665e-06	4.49614628819833e-05	2.93717844248715e-05	0.0161366983424971	0.0120949895559342	0.00405494889106242	0.00805449963428981	0.0040347433942919	1.52314596286817e-06	1.34406418226805e-08	0.00805449963428981	8.97060892399166e-07	9.97196612306697e-09	0	6.31959769756664e-07	1.32401044995282e-05	0.0040272498171449	6.31959769756664e-07	0.0040272498171449	0	7.49357714699721e-06
"Syzygium_coriaceum"	0.000211415089208861	0.00044384769967485	0.0018733942867493	1.00572916349496	0.000385019968660035	0.000552373867291801	0.000135228832815815	0.000249422006105883	0.000202401193397184	0.000208079761536342	3.70140516386566e-05	7.36498489722402e-05	0	0	5.7430755313016e-05	0.0121522250804196	0.032216694829941	0.00810942135361447	1.79675985374683e-05	0.024137499923879	0.00806146495384535	0.00406301102223768	3.07947983111878e-05	0.00404053029079669	1.49871542939944e-05	0.00403041023112683	3.29581734006297e-06	3.78254305073018e-06	1.49871542939944e-05	2.31418790497768e-06	1.93184046879735e-06	0	2.5667997910669e-06	8.31406687019612e-06	7.49357714699721e-06	2.5667997910669e-06	7.49357714699721e-06	0	0.00402291665397984
"Gaertnera_sp1_M_PL_069"	0.00152923118291371	0.000650074984018818	0.000157989942439166	0.000641699947766726	1.0066695134713	1.62548356839949e-06	0.000285705587599562	5.20743440231919e-05	1.92016006545375e-07	0.000112373186179236	3.13224051068276e-07	2.16731142453265e-07	0	0	0.0203163720229647	3.57606385047887e-05	0.00673529617891392	2.04491882549568e-05	0.0469779106286607	1.54007987464014e-05	0.00673123706806962	5.10423967042083e-06	3.63169077670972e-06	3.20836036115084e-06	1.26391953951333e-06	3.19875956082357e-06	0.00671640330078424	4.09716959683287e-06	1.26391953951333e-06	7.59490734706029e-06	4.08150839427946e-06	0	0.00671113008980868	1.73581146743973e-06	6.31959769756665e-07	0.00671113008980867	6.31959769756665e-07	0	2.5667997910669e-06
"Syzygium_petrinese"	1.13681096475989e-05	0.00366887055834652	1.71753704752842e-06	0.000920623112153002	1.62548356839949e-06	1.00457737957897	2.57730144133982e-06	2.28382233227295e-07	1.85274824310388e-07	1.92192827952622e-07	0.000305925292759206	0.000610317277195414	0	0	0.000197706430546101	0.100702350737243	2.94989993316967e-05	7.46188595404762e-06	7.58558998586428e-08	2.20949546916721e-05	7.46145006585862e-06	3.71923678258798e-06	2.82231856779176e-08	3.69862633801764e-06	1.37402963802274e-08	3.68936259680212e-06	5.00369352178319e-08	1.53330832299794e-05	1.37402963802274e-08	1.3142309515047e-05	3.68185920191403e-08	0	1.08365571226633e-08	7.6127411075765e-09	6.87014819011369e-09	1.08365571226633e-08	6.87014819011369e-09	0	3.68249244861201e-06
"Diospyros_revaughanii"	0.00331059354182933	0.00184693848735169	2.49299153076674e-06	0.000482960117199339	0.000612226259141918	5.52278880287104e-06	1.00288122960676	1.51928720979157e-07	9.78338045635833e-08	0.000239551982193418	0.000718508191833176	7.36371840382805e-07	0	0	0.0577040824880912	0.000121501353663163	1.95712123337268e-05	2.73269236095386e-05	2.85705587599562e-05	1.15910428127841e-05	0.014358213336909	1.9766200235178e-06	3.49801890685061e-08	1.9467041251486e-06	1.99439322461339e-08	1.94181243492042e-06	1.54973481936909e-05	0.0143628001182597	1.99439322461339e-08	1.80120486828104e-05	0.014326874708668	0	4.08150839427946e-06	5.06429069930523e-09	9.97196612306696e-09	4.08150839427946e-06	9.97196612306696e-09	0	1.93184046879735e-06
"Euodia_obtusifolia"	1.6781180466459e-06	1.08732966528223e-06	0.00331002612488206	0.00207851671754903	0.000260371720115959	1.14191116613648e-06	3.54500348951366e-07	1.00444455908579	1.74407397840865e-06	1.30169258642737e-06	7.65720557501056e-08	1.5225482215153e-07	0	0	5.43060671746246e-06	2.51220456550025e-05	0.0335894539627874	0.000109379736480365	1.21506802720781e-05	4.98844012211767e-05	1.84398807418066e-05	6.13616885672295e-05	0.0335212056163584	2.16413750686448e-05	2.64802089990565e-05	2.15541713697244e-05	1.74159808139368e-06	8.89289348681051e-09	2.64802089990565e-05	9.66993418710221e-09	5.06429069930523e-09	0	1.73581146743973e-06	0.0334814853028598	1.32401044995282e-05	1.73581146743973e-06	1.32401044995282e-05	0	8.31406687019612e-06
"Embelia_angustifolia"	1.8253210055477e-06	1.12064544179434e-06	0.00505137419262958	0.00253001491746481	1.44012004909031e-06	1.38956118232791e-06	3.42418315972542e-07	2.61611096761298e-06	1.00250879854903	1.80987531231022e-06	9.3114783625667e-08	1.85274824310388e-07	0	0	2.65758998232445e-07	3.0570346011214e-05	0.000141673772169676	0.000161775384709326	6.72056022908813e-08	6.07203580191554e-05	2.03513998062534e-05	0.0502163819742036	6.07036940104754e-05	0.0501557654838921	4.04109935410366e-05	3.03255564403775e-05	1.58950106912263e-08	9.54742940946252e-09	4.04109935410366e-05	1.02965155132231e-08	4.89169022817917e-09	0	9.60080032726875e-09	8.72036989204325e-08	2.02054967705183e-05	9.60080032726875e-09	2.02054967705183e-05	0	1.01200596698592e-05
"Memecylon_ovatifolium"	0.00130146838151056	7.03855996032007e-06	0.00321287805047147	0.00260099701920427	0.000842798896344267	1.44144620964466e-06	0.000838431937676963	1.95253887964105e-06	1.80987531231022e-06	1.00129130448445	6.96718164872037e-07	1.92192827952622e-07	0	0	0.00017733899020795	3.17118166121826e-05	0.000127470185158477	0.0501798216077945	3.93306151627325e-05	6.24239284609026e-05	0.0501074572807999	6.19005306499761e-05	3.8619621234979e-05	2.33459940443185e-05	2.57030244037717e-05	2.3255500278703e-05	1.01064813141706e-05	1.20124350179145e-05	2.57030244037717e-05	4.51295971935284e-06	1.19775991096709e-05	0	5.61865930896178e-06	6.50846293213685e-08	1.28515122018859e-05	5.61865930896178e-06	1.28515122018859e-05	0	1.04039880768171e-05
