"Nephrosperma_vanhoutteanum"	"Premna_serratifolia"	"Psidium_cattleianum"	"Deckenia_nobilis"	"Erythroxylum_sechellarum"	"Memecylon_eleagni"	"Ochna_kirkii"	"Alstonia_macrophylla"	"Apis_mellifera"	"Lasioglossum_mahense"	"Ornidia_obesa"	"Unidentified_sp1_M_PL_112"	"Rhynchium_brunneum"	"Xylocopa_caffra"	"Megachile_seychellensis"	"Lygistorrhina_sp1_M_PL_112"	"Hemipyrellia_germana"	"Phelsuma_sp1_M_PL_112"	"Neophyllomyza_approximatonervis"	"Hemipyrellia_sp1_M_PL_112"	"Chalcidoma_disjunctum"	"Unidentified_sp2_M_PL_112"	"Eagris_sabadius"	"Eristalinus_vicarians"	"Rhiparida_seychellensis"	"Simosyrphus_aegyptius"
"Nephrosperma_vanhoutteanum"	1.00559254286495	0.00086507484885002	0.00113624993548232	0.00124991168358425	0.000809020653222217	0.000376045662588369	3.9060305438395e-05	3.31041468969326e-05	0.0206849276089612	0.0249898753331023	0.0076139537862945	0.0237882106914289	3.28728442563008e-05	1.65602347325539e-05	0.00434070056390273	0.0108205280001607	0.00218797107719149	0.00109957369464733	0.0054094600858612	6.92059879080016e-06	5.37208089411956e-06	7.70495860211635e-06	1.73014969770004e-06	1.73014969770004e-06	1.73014969770004e-06	2.79002181702822e-07
"Premna_serratifolia"	0.00160903921886104	1.00709563820094	0.000150735039307392	0.000435895913423687	0.000650173983770394	0.00011614565138747	4.32910436550178e-05	9.10496639258149e-08	0.00208592442268821	0.028297150296932	2.09414227029374e-05	3.80632933494009e-05	0.0382696342516358	5.46339389991804e-06	0.0181346420864077	2.34936301557661e-05	9.46567546839438e-06	8.10911428438815e-06	9.71390925294821e-06	0.00805676510560753	1.65922359124957e-06	6.19213317876566e-06	0.00201419127640188	0.00201419127640188	0.00201419127640188	3.09221740392984e-07
"Psidium_cattleianum"	0.00245747079069432	0.000175273301520223	1.00340549249208	0.00214325762383367	0.000252720106499905	0.000728559144601539	0.000836541792567175	0.000101694849209973	0.049192167110003	0.00481416794349205	0.0233898153182938	5.81337176293281e-05	6.66038545776849e-06	0.0117392093088722	1.372468626906e-05	2.8831275261382e-05	0.0116937004405494	3.40071874250631e-05	1.84396661712265e-05	1.40218641216179e-06	1.0407987780022e-05	2.40685815714195e-06	3.50546603040447e-07	3.50546603040447e-07	3.50546603040447e-07	5.97529851833696e-06
"Deckenia_nobilis"	0.0028351655261789	0.000531580382224009	0.0022478067762158	1.0031394696383	0.000619149127311442	0.000638630571101966	3.56760105214626e-05	5.35320691521759e-05	0.0393671817672683	0.0221691939223865	0.0123123759050005	6.70684318020815e-05	2.02000545245123e-05	2.9195231854515e-05	2.17627072076833e-05	3.6382309174475e-05	0.00981896095131599	0.0146831383646669	0.00246192445867372	4.25264305779207e-06	9.12329387288524e-06	5.89665835534707e-06	1.06316076444802e-06	1.06316076444802e-06	1.06316076444802e-06	2.54828646581876e-07
"Erythroxylum_sechellarum"	0.0035828057499841	0.00154803329469141	0.00051747450378552	0.00120881496284615	1.00277469556624	0.000359005620031118	0.000109946635311446	2.33768124321378e-07	0.00972461690524482	0.0717935717307729	5.37666685939168e-05	8.47545446232799e-05	5.88252651982737e-05	1.54411427052645e-05	4.32745165086781e-05	0.00958875998887949	2.55154207056654e-05	2.15424543670994e-05	2.22107256829644e-05	1.23842663575313e-05	5.12865171473026e-06	0.00955023519586891	3.09606658938283e-06	3.09606658938283e-06	3.09606658938283e-06	7.85333109367468e-07
"Memecylon_eleagni"	0.0024980176157656	0.000414805897812393	0.00223771737270473	0.00187027524394147	0.000538508430046677	1.00251733227206	2.39459156677036e-05	4.07353008750507e-07	0.0718476441312537	0.0144851684110596	9.36911920126166e-05	5.90928898353152e-05	1.57626241168709e-05	2.80724765072867e-05	1.82106679488622e-05	3.19890561853281e-05	4.9638638089945e-05	3.00559220657155e-05	1.79918491717415e-05	3.31844718249914e-06	0.0143216761753152	5.12865171473026e-06	8.29611795624785e-07	8.29611795624785e-07	8.29611795624785e-07	1.71042254769312e-07
"Ochna_kirkii"	0.000259472028983624	0.000154610870196492	0.00256937836288489	0.000104479745098569	0.000164919952967168	2.39459156677036e-05	1.00682392927939	2.73945818565458e-07	0.000138449879189561	0.00722871178540344	6.30075382700553e-05	6.13804799746207e-06	5.87521306746669e-06	0.0863290704308254	3.89900439034814e-06	4.36068803576315e-06	3.1453811541418e-05	1.80797406119408e-06	1.64983955509598e-06	1.23688696157194e-06	3.42084509538623e-07	1.57066621873494e-06	3.09221740392984e-07	3.09221740392984e-07	3.09221740392984e-07	0.00719159949485281
"Alstonia_macrophylla"	0.00307868566141473	4.55248319629074e-06	0.00437287851602883	0.00219481483523921	4.90913061074893e-06	5.7029421225071e-06	3.83524145991641e-06	1.00043563129094	0.000362571584688604	0.000145244356841483	0.100195196915708	7.28291231732518e-05	1.72994361459048e-07	5.1176159587265e-05	1.33236034563063e-05	3.31509005217969e-05	7.88810816452433e-05	3.54296561809988e-05	2.19052803636839e-05	3.64198655703259e-08	8.14706017501014e-08	4.67536248642755e-08	9.10496639258149e-09	9.10496639258149e-09	9.10496639258149e-09	2.73945818565458e-08
"Apis_mellifera"	0.0278796850381651	0.00151153943673059	0.0306559881989874	0.0233920935138841	0.00295966601463973	0.0145777828672109	2.80912798355631e-05	5.25466064766093e-06	1.00405208064015	0.00180775107068048	0.00120857194896201	0.000659519431010358	5.74384985957624e-05	0.000358872803043898	0.000147120333681216	0.000327968854927684	0.000644636837444943	0.000372301475670393	0.000206944666394311	1.20923154938447e-05	0.000208254040960156	2.81872953775212e-05	3.02307887346118e-06	3.02307887346118e-06	3.02307887346118e-06	2.00651998825451e-07
"Lasioglossum_mahense"	0.0352130061511896	0.0214372350734333	0.00313650335712361	0.0137717719820886	0.0228434091870641	0.00307261148113385	0.00153336310599467	2.2006720733558e-06	0.00188992157389323	1.00347451657966	0.000506154576871834	0.000832995844436743	0.000814614932790465	0.000167902092639851	0.000537324021219389	0.000596190752716013	0.00024655661526244	0.000239401574041547	0.000222906925133179	0.000171497880587466	4.38944497304835e-05	0.000217556277972039	4.28744701468666e-05	4.28744701468666e-05	4.28744701468666e-05	1.09525936142476e-05
"Ornidia_obesa"	0.0307868566141473	4.55248319629074e-05	0.0437287851602883	0.0219481483523921	4.90913061074893e-05	5.7029421225071e-05	3.83524145991641e-05	0.0043563129093786	0.00362571584688604	0.00145244356841483	1.00195196915708	0.000728291231732518	1.72994361459048e-06	0.00051176159587265	0.000133236034563063	0.000331509005217969	0.000788810816452433	0.000354296561809988	0.000219052803636839	3.64198655703259e-07	8.14706017501014e-07	4.67536248642755e-07	9.10496639258149e-08	9.10496639258149e-08	9.10496639258149e-08	2.73945818565458e-07
"Unidentified_sp1_M_PL_112"	0.100559254286495	8.6507484885002e-05	0.000113624993548232	0.000124991168358425	8.09020653222217e-05	3.7604566258837e-05	3.9060305438395e-06	3.31041468969326e-06	0.00206849276089612	0.00249898753331023	0.00076139537862945	1.00237882106914	3.28728442563008e-06	1.65602347325539e-06	0.000434070056390273	0.00108205280001607	0.000218797107719149	0.000109957369464733	0.00054094600858612	6.92059879080016e-07	5.37208089411956e-07	7.70495860211635e-07	1.73014969770004e-07	1.73014969770004e-07	1.73014969770004e-07	2.79002181702822e-08
"Rhynchium_brunneum"	0.000160903921886104	0.100709563820094	1.50735039307392e-05	4.35895913423687e-05	6.50173983770394e-05	1.1614565138747e-05	4.32910436550177e-06	9.10496639258149e-09	0.000208592442268821	0.00282971502969319	2.09414227029374e-06	3.80632933494009e-06	1.00382696342516	5.46339389991804e-07	0.00181346420864077	2.34936301557661e-06	9.46567546839439e-07	8.10911428438814e-07	9.71390925294822e-07	0.000805676510560753	1.65922359124957e-07	6.19213317876566e-07	0.000201419127640188	0.000201419127640188	0.000201419127640188	3.09221740392984e-08
"Xylocopa_caffra"	9.05942253016183e-05	1.60688055879942e-05	0.0296932941342061	7.04120297667716e-05	1.9074352753562e-05	2.31185100648244e-05	0.0710945285900915	3.01036232866265e-06	0.00145660137706053	0.000651855183190009	0.000692383335592409	2.14308920068344e-06	6.10614612343781e-07	1.00643908759832	6.78891082526341e-07	1.15579195727099e-06	0.000346152634948494	1.12783309329202e-06	6.58802385395791e-07	1.28550444703954e-07	3.30264429497491e-07	1.81660502414876e-07	3.21376111759885e-08	3.21376111759885e-08	3.21376111759885e-08	0.000507818061357796
