"Ficus_gul"	"Homalanthus_sp1_M_SD_002"	"Gastonia_sp1_M_SD_002"	"Ficus_odoardi"	"Chisocheton_sp1_M_SD_002"	"Ficus_275"	"Schefflera_sp1_M_SD_002"	"Dysoxylum_sp1_M_SD_002"	"Cissus_hypoglauca"	"Endospermum_sp1_M_SD_002"	"Elmerrillia_sp1_M_SD_002"	"Ficus_371"	"Sloanea_sogerensis"	"Ficus_181"	"Pandanus_sp1_M_SD_002"	"Syzygium_sp1_M_SD_002"	"Ficus_217"	"Myristica_sp1_M_SD_002"	"Ficus_246"	"Aglaia_sp1_M_SD_002"	"Ficus_202"	"Zingiberaceae_sp1_M_SD_002"	"Cissus_aristata"	"Ficus_drupacea"	"Sloanea_aberrans"	"Uvaria_sp1_M_SD_002"	"Aporusa_sp1_M_SD_002"	"Canthium_sp1_M_SD_002"	"Glochidion_sp1_M_SD_002"	"Piper_sp1_M_SD_002"	"Sterculia_sp1_M_SD_002"	"Manucodia_keraudrenii"	"Diphyllodes_magnificus"	"Paradisaea_raggiana"	"Parotia_lawesii"	"Lophorina_superba"	"Manucodia_chalybatus"	"Paradisaea_rudolphi"	"Ptiloris_magnificus"	"Epimachus_albertisii"
"Sloanea_sogerensis"	0.00131568293970878	0.00240980002768642	0.00131527595475259	0.000599378434396883	0.00106313042974476	0.000406010268148791	0.000696273573425657	0.000257391431815795	0.000202282779920002	0.000510449541233568	0.000303611047705231	0.000213950296179866	1.00015536529662	6.54936131376498e-05	0.000134619819770598	6.0578885842059e-05	4.75830048357808e-05	7.65672191332235e-05	4.92735574920186e-05	2.6459415296011e-05	2.46654497744417e-05	2.82209353845192e-05	1.40914486998237e-05	1.0574001074618e-05	2.8068213285918e-05	1.0574001074618e-05	2.80886863808212e-05	1.4034106642959e-05	1.4034106642959e-05	5.28700053730898e-06	1.41946146673752e-05	0.0183987618698352	0.0366290183381229	0.0092803658090011	0.018311052920914	0.0182576461475338	3.38318135501901e-05	5.43666237898353e-05	3.66346245083033e-05	8.422862845589e-06
"Ficus_181"	0.00334832269417868	0.000653574673824625	0.000745043028310504	0.00121089036000908	0.000354401098973552	0.000897790322077467	0.000910019540104333	3.7581396573644e-05	0.000347872757201226	7.29458615765284e-05	0.00019409560923177	0.000307794458338197	7.20429744514148e-05	1.00019050930146	1.80856209161261e-05	0.000177584306090161	0.000182144000315891	0.000107659210551747	8.11640666585658e-05	1.58163845348217e-05	4.06408059556829e-05	1.78337237287302e-05	1.643614410404e-07	4.04764445146425e-05	9.36323764810003e-08	4.04764445146425e-05	4.55686861218117e-08	4.68161882405001e-08	4.68161882405001e-08	2.02382222573212e-05	1.56095997799757e-05	0.0704290134554779	0.000122190251307705	0.000156467131166856	0.0201363837161686	2.96196459791776e-05	6.93516991519412e-05	0.0100448512766861	1.72399760756433e-05	4.98385808706787e-06
"Pandanus_sp1_M_SD_002"	0.000612004975518608	0.00360669050149976	0.00138825002310712	0.000367038342418572	0.00113378656106567	0.000346692277904974	0.000218498056353118	0.000382935469733544	0.000206445069179308	0.000585460362146429	0.00031166198390863	0.000274585532811621	0.000148081801747658	1.80856209161261e-05	1.00019369609541	9.3149433624739e-06	3.79281890842261e-07	2.85289720428248e-05	3.87745862777881e-05	2.67921002533905e-05	1.94068720296785e-05	5.62553289799885e-05	1.93225871650469e-05	8.42848646316135e-08	3.85668587669561e-05	8.42848646316135e-08	3.09076698579702e-05	1.9283429383478e-05	1.9283429383478e-05	4.21424323158067e-08	7.06557292259329e-08	0.000146655664459008	0.0503297506908777	0.0202192263566178	9.11458907014534e-05	0.0200899854076807	2.31030911256132e-05	0.0100601080859343	4.10388992674972e-05	9.08692343705052e-06
"Syzygium_sp1_M_SD_002"	0.00388377809989209	0.000513579999313849	0.000675814183233658	0.00141147642657583	0.000301085147186644	0.000992682620401375	0.000368388481796479	0.000107631434587689	0.000339158836297202	7.18847211322234e-05	0.000210415807068199	0.000184212952506897	6.66367744262649e-05	0.000177584306090161	9.3149433624739e-06	1.00019731179213	0.00020813495932939	9.73733545512824e-05	9.27269278324127e-05	2.126132887382e-05	4.64301085833698e-05	2.7657209476568e-07	1.77895399060822e-07	4.6252213184309e-05	8.92121294680181e-08	4.6252213184309e-05	3.97264649946447e-08	4.46060647340091e-08	4.46060647340091e-08	2.31261065921545e-05	7.82374465705438e-06	0.0804788509406976	0.000116421828955764	0.0101677720573526	0.0100926306076001	2.5822202246519e-05	7.86407072528196e-05	3.08202596533839e-05	1.48975665113029e-05	4.24483983089435e-06
"Ficus_217"	0.00448634684547905	0.0001267492525879	0.000496309415170642	0.00159410107623518	0.000205860146722259	0.00115830525316131	2.71794252569663e-06	3.05816992313243e-05	0.000376425698295864	5.88399028814549e-05	0.000232066906576811	0.000174359252964444	5.81570059103988e-05	0.000202382222573212	4.21424323158068e-07	0.000231261065921545	1.00026003438577	8.69276973331316e-05	0.000115793856270254	2.63029852426483e-07	5.79733973240219e-05	2.61134828326039e-07	1.87978262934644e-07	5.77854190610873e-05	7.00797702896443e-08	5.77854190610873e-05	3.22340209782397e-08	3.50398851448221e-08	3.50398851448221e-08	2.88927095305437e-05	4.75695895801266e-08	0.100546629166292	9.14541002279858e-05	0.000163031598887076	6.13647705583634e-05	2.09521136358558e-05	9.02336428959946e-05	2.17265077405469e-05	1.0823834936353e-05	3.88527492695122e-06
"Myristica_sp1_M_SD_002"	0.00232694154652726	0.00126300073048717	0.00124378512151789	0.000925138615510722	0.000507002879113975	0.000561839556581177	0.00138355892789096	0.000193229012286718	0.000247481812488969	0.000164709317381735	0.000215069168415153	0.00019981098510842	0.000105279926308182	0.000134574013189683	3.5661215053531e-05	0.000121716693189103	9.77936594997731e-05	1.00013066354772	5.32641945012151e-05	4.59484943781434e-05	2.66740979940382e-05	9.89413066807164e-06	4.94217366075527e-06	2.17319243332829e-05	9.71634434778815e-06	2.17319243332829e-05	5.85354142331375e-08	4.85817217389407e-06	4.85817217389407e-06	1.08659621666415e-05	2.92092465948854e-05	0.0378135483399122	0.0126798293738635	0.0126660308226652	0.0376799281074022	3.80480192515394e-05	4.95608772481074e-05	5.34573550507075e-05	2.45508372656925e-05	5.14727744177487e-06
"Ficus_246"	0.00326500955052563	0.00122073810910436	0.000923615237799928	0.00146249186647087	0.000287304335486537	0.000912902942898894	2.5000131125587e-05	0.000150133473975745	0.000259919335788994	0.000199040169522677	0.000289270069099793	0.000124671277404883	7.74298760588864e-05	0.000115948666655094	5.53922661111259e-05	0.00013246703976059	0.000148877815204612	6.08733651442459e-05	1.00011253915882	2.91929743483354e-07	6.84406594903305e-05	4.64243690083925e-05	3.53567005559722e-05	3.30839589343583e-05	2.20290807871322e-05	3.30839589343583e-05	5.28551820571021e-08	1.10145403935661e-05	1.10145403935661e-05	1.65419794671792e-05	5.08411629929439e-08	0.0575660885457834	0.0287479504272076	0.000182423692571077	6.55851002608976e-05	3.43558683371164e-05	0.0143618744958196	3.02829935468483e-05	1.75822812358181e-05	3.95760533862717e-06
"Aglaia_sp1_M_SD_002"	0.00173775040846872	0.00269423613356634	0.00123142605862803	0.000785496815940873	0.000631100482243715	0.000454420505037058	0.000917314511318434	0.000583987226455962	0.000206413255332361	0.000107424873178184	0.000107159381665734	0.000178890243262328	7.27633920640304e-05	3.95409613370544e-05	6.69802506334762e-05	5.31533221845499e-05	5.91817167959586e-07	9.18969887562869e-05	5.1087705109587e-07	1.00011890121545	2.87480228074219e-07	3.47934303515718e-07	1.55965301860977e-07	1.31514926213241e-07	1.8376379361682e-07	1.31514926213241e-07	7.3400537827845e-08	9.18818968084099e-08	9.18818968084099e-08	6.57574631066207e-08	1.94902859952309e-05	0.00022883597161104	0.00023981175066995	0.0752209366197379	0.0251424689338478	4.77103495880992e-05	3.78092089810149e-05	5.70496497624083e-05	3.02521451765035e-05	5.22638072625478e-06
"Ficus_202"	0.00339072615835485	0.00106954738197421	0.000809074229250174	0.00168406764429732	0.000273111681398708	0.00096944102388723	2.21386257600682e-05	0.000131594505262278	0.000227771158499515	0.000174314752713988	0.000274564447140295	0.000130507836573907	6.78299868797146e-05	0.000101602014889207	4.85171800741962e-05	0.000116075271458424	0.000130440143979049	5.33481959880763e-05	0.000119771154108078	2.87480228074219e-07	1.00008114273446	6.18483761531578e-05	5.21560358024446e-05	2.8986698662011e-05	1.92834419632238e-05	2.8986698662011e-05	4.94761896708977e-08	9.64172098161188e-06	9.64172098161188e-06	1.44933493310055e-05	4.89751015337258e-08	0.0504368556718991	0.025164891762007	0.000180468879082306	6.31778809785063e-05	3.21595232860835e-05	0.0250834457442913	2.88530403877619e-05	1.65061168110862e-05	3.74239135786451e-06
"Zingiberaceae_sp1_M_SD_002"	0.00127461535595155	0.00302454958511734	0.00125475952060632	0.000966838780733225	0.000430792689726548	0.000615848880067745	0.000482033290783968	0.000232829060441764	0.000210646233198709	0.000290204099657243	0.000274719919032943	0.000351621552899079	7.76075723074279e-05	4.45843093218255e-05	0.000140638322449971	6.914302369142e-07	5.87553363733588e-07	1.97882613361433e-05	8.12426457646868e-05	3.47934303515718e-07	6.18483761531578e-05	1.00012494928687	6.17178087389948e-05	1.3056741416302e-07	3.8527404394732e-05	1.3056741416302e-07	8.6630902451747e-08	1.9263702197366e-05	1.9263702197366e-05	6.52837070815098e-08	7.9773718635323e-08	0.000227187300643654	0.0502782627351252	0.000202908175892832	0.000102908097039567	5.63100865936355e-05	0.025047922859561	0.025061632282941	2.75667922366691e-05	5.40268006740586e-06
"Cissus_aristata"	0.00229510547123064	0.00201234551136052	0.00112183904332971	0.00177403421235946	0.000340363216075158	0.000780576794613149	4.15593089944398e-05	0.000232607311293232	7.91166187031648e-05	0.000289789602546522	0.000317061987703779	8.66564201833702e-05	7.75029678490304e-05	8.21807205202002e-07	9.66129358252343e-05	8.89476995304109e-07	8.45902183205896e-07	1.97686946430211e-05	0.000123748451945903	3.11930603721955e-07	0.000104312071604889	0.00012343561747799	1.00010412409334	1.87978262934644e-07	3.84968041561579e-05	1.87978262934644e-07	6.67183583635556e-08	1.92484020780789e-05	1.92484020780789e-05	9.39891314673218e-08	5.0380613487325e-08	0.00032708217750628	0.050238329423786	0.000197906159277536	6.49909913986493e-05	4.33669329363112e-05	0.0500766578456866	3.59795730349769e-05	2.21883986858194e-05	3.5995077887778e-06
"Ficus_drupacea"	0.00448634684547905	0.0001267492525879	0.000496309415170642	0.00159410107623518	0.000205860146722259	0.00115830525316131	2.71794252569663e-06	3.05816992313243e-05	0.000376425698295864	5.88399028814549e-05	0.000232066906576811	0.000174359252964444	5.81570059103988e-05	0.000202382222573212	4.21424323158068e-07	0.000231261065921545	0.000260034385774893	8.69276973331316e-05	0.000115793856270254	2.63029852426483e-07	5.79733973240219e-05	2.61134828326039e-07	1.87978262934644e-07	1.00005778541906	7.00797702896443e-08	5.77854190610873e-05	3.22340209782397e-08	3.50398851448221e-08	3.50398851448221e-08	2.88927095305437e-05	4.75695895801266e-08	0.100546629166292	9.14541002279858e-05	0.000163031598887076	6.13647705583634e-05	2.09521136358558e-05	9.02336428959946e-05	2.17265077405469e-05	1.0823834936353e-05	3.88527492695122e-06
"Sloanea_aberrans"	0.000319468529301936	0.00401347873065788	0.00223639091725751	0.00031297033563646	0.000506963329366412	0.000195945998420714	8.1010529787443e-05	0.000463392898318452	0.000155499319933172	0.000578342370039875	0.000462498881983744	1.94908960966496e-06	0.000154375173072549	4.68161882405001e-07	0.00019283429383478	4.4606064734009e-07	3.15358966303399e-07	3.88653773911526e-05	7.71017827549629e-05	3.67527587233639e-07	3.85668839264475e-05	7.70548087894639e-05	3.84968041561579e-05	7.00797702896442e-08	1.00007692963812	7.00797702896442e-08	1.07613473759645e-07	3.84648190582257e-05	3.84648190582257e-05	3.50398851448221e-08	6.48485556554506e-08	0.000121938800303981	0.100393177741969	0.000229027133894163	8.36546367955312e-05	6.99487579437692e-05	1.88712077799814e-05	5.31157777957969e-05	3.54038315336762e-05	4.96312208502968e-06
"Uvaria_sp1_M_SD_002"	0.00448634684547905	0.0001267492525879	0.000496309415170642	0.00159410107623518	0.000205860146722259	0.00115830525316131	2.71794252569663e-06	3.05816992313243e-05	0.000376425698295864	5.88399028814549e-05	0.000232066906576811	0.000174359252964444	5.81570059103988e-05	0.000202382222573212	4.21424323158068e-07	0.000231261065921545	0.000260034385774893	8.69276973331316e-05	0.000115793856270254	2.63029852426483e-07	5.79733973240219e-05	2.61134828326039e-07	1.87978262934644e-07	5.77854190610873e-05	7.00797702896443e-08	1.00005778541906	3.22340209782397e-08	3.50398851448221e-08	3.50398851448221e-08	2.88927095305437e-05	4.75695895801266e-08	0.100546629166292	9.14541002279858e-05	0.000163031598887076	6.13647705583634e-05	2.09521136358558e-05	9.02336428959946e-05	2.17265077405469e-05	1.0823834936353e-05	3.88527492695122e-06
"Aporusa_sp1_M_SD_002"	0.000164964878923503	0.00264217210639389	1.17694213673069e-05	0.000159591887769608	0.00355356816777434	0.000311799506448607	4.40356585994636e-06	2.69666554174132e-06	0.000156315735973777	0.00138921272166336	0.000310426950915835	0.000618290063376043	0.000308975550189034	4.55686861218117e-07	0.000309076698579702	3.97264649946447e-07	2.90106188804157e-07	4.682833138651e-07	3.69986274399715e-07	2.9360215131138e-07	1.97904758683591e-07	3.46523609806988e-07	1.33436716727111e-07	6.44680419564794e-08	2.1522694751929e-07	6.44680419564794e-08	1.00015413947406	1.07613473759645e-07	1.07613473759645e-07	3.22340209782397e-08	6.22876475251035e-08	0.000112174393004274	0.000280871166512673	0.000175027974531616	8.03510653073835e-05	0.100190658139778	1.52357133508051e-05	6.01198490125321e-05	7.21298499407103e-05	2.35328586633166e-05
"Canthium_sp1_M_SD_002"	0.000319468529301936	0.00401347873065788	0.00223639091725751	0.00031297033563646	0.000506963329366412	0.000195945998420714	8.1010529787443e-05	0.000463392898318452	0.000155499319933172	0.000578342370039875	0.000462498881983744	1.94908960966496e-06	0.000154375173072549	4.68161882405001e-07	0.00019283429383478	4.4606064734009e-07	3.15358966303399e-07	3.88653773911526e-05	7.71017827549629e-05	3.67527587233639e-07	3.85668839264475e-05	7.70548087894639e-05	3.84968041561579e-05	7.00797702896442e-08	7.69296381164514e-05	7.00797702896442e-08	1.07613473759645e-07	1.00003846481906	3.84648190582257e-05	3.50398851448221e-08	6.48485556554506e-08	0.000121938800303981	0.100393177741969	0.000229027133894163	8.36546367955312e-05	6.99487579437692e-05	1.88712077799814e-05	5.31157777957969e-05	3.54038315336762e-05	4.96312208502968e-06
"Glochidion_sp1_M_SD_002"	0.000319468529301936	0.00401347873065788	0.00223639091725751	0.00031297033563646	0.000506963329366412	0.000195945998420714	8.1010529787443e-05	0.000463392898318452	0.000155499319933172	0.000578342370039875	0.000462498881983744	1.94908960966496e-06	0.000154375173072549	4.68161882405001e-07	0.00019283429383478	4.4606064734009e-07	3.15358966303399e-07	3.88653773911526e-05	7.71017827549629e-05	3.67527587233639e-07	3.85668839264475e-05	7.70548087894639e-05	3.84968041561579e-05	7.00797702896442e-08	7.69296381164514e-05	7.00797702896442e-08	1.07613473759645e-07	3.84648190582257e-05	1.00003846481906	3.50398851448221e-08	6.48485556554506e-08	0.000121938800303981	0.100393177741969	0.000229027133894163	8.36546367955312e-05	6.99487579437692e-05	1.88712077799814e-05	5.31157777957969e-05	3.54038315336762e-05	4.96312208502968e-06
"Piper_sp1_M_SD_002"	0.00448634684547905	0.0001267492525879	0.000496309415170642	0.00159410107623518	0.000205860146722259	0.00115830525316131	2.71794252569663e-06	3.05816992313243e-05	0.000376425698295864	5.88399028814549e-05	0.000232066906576811	0.000174359252964444	5.81570059103988e-05	0.000202382222573212	4.21424323158068e-07	0.000231261065921545	0.000260034385774893	8.69276973331316e-05	0.000115793856270254	2.63029852426483e-07	5.79733973240219e-05	2.61134828326039e-07	1.87978262934644e-07	5.77854190610873e-05	7.00797702896443e-08	5.77854190610873e-05	3.22340209782397e-08	3.50398851448221e-08	3.50398851448221e-08	1.00002889270953	4.75695895801266e-08	0.100546629166292	9.14541002279858e-05	0.000163031598887076	6.13647705583634e-05	2.09521136358558e-05	9.02336428959946e-05	2.17265077405469e-05	1.0823834936353e-05	3.88527492695122e-06
