"Pheidole_minutula"	"Allomerus_octoarticulatus"	"Azteca_sp2_M_PA_001"	"Pseudomyrmex_concolor"	"Allomerus_sp1_M_PA_001"	"Pseudomyrmex_nigrescens"	"Crematogaster_sp3_M_PA_001"	"Camponotus_balzanii"	"Azteca_isthmica"	"Crematogaster_sp4_M_PA_001"	"Allomerus_prancei"	"Crematogaster_sp2_M_PA_001"	"Allomerus_auripunctata"	"Solenops_sp1_M_PA_001"	"Azteca_schummani"	"Azteca_sp1_M_PA_001"	"Azteca_sp6_M_PA_001"	"Crematogaster_sp1_M_PA_001"	"Azteca_polymorpha"	"Crematogaster_sp5_M_PA_001"	"Azteca_alfari"	"Azteca_sp3_M_PA_001"	"Azteca_sp4_M_PA_001"	"Azteca_sp5_M_PA_001"	"Maieta_guianensis"	"Hirtella_physophora"	"Tachigali_myrmecophila"	"Cordia_nodosa"	"Maieta_poeppiggi"	"Duroia_saccifera"	"Tachigali_polyphylla"	"Tococa_bullifera"	"Pourouma_heterophylla"	"Cecropia_purpurascens"	"Amaioua_guianensis"	"Cecropia_ficifolia"	"Hirtella_myrmecophila"	"Cecropia_concolor"	"Cecropia_distachya"
"Pheidole_minutula"	1.00904699490688	3.50043304083483e-07	0.000190101797486407	8.28561434537763e-11	0	7.34637525192271e-11	0.000624912909025058	0	0	0.000227719050000095	2.48976118782371e-08	7.08328110354717e-06	7.11026740460208e-08	1.49893717490511e-08	4.63175796892204e-12	1.06501597202705e-07	0	7.10518694239119e-08	9.16041594047999e-12	3.55051126088718e-08	0	3.55005324009015e-08	3.48838975317223e-06	4.58020797024e-12	0.0769475236861843	3.93382267676146e-06	1.7862811083936e-09	1.27801916643246e-05	0.023173747278995	1.57494328537451e-08	6.44374983525538e-12	0.000872097438293058	0	0	0	0	1.05012991225045e-09	0	0
"Allomerus_octoarticulatus"	4.2705283098185e-07	1.00894149477521	1.16697538321003e-06	9.57566927475918e-11	0	8.49019238023458e-11	8.96311040325039e-05	0	0	5.29705312247524e-08	0.000447455326021454	1.5481836181116e-07	0.000175966334502509	0.000356415334964061	5.35291417417598e-12	1.23083700198484e-07	0	8.80241951513208e-05	1.05866758708368e-11	4.10331934040967e-08	0	4.10279000661613e-08	1.58673308063381e-08	5.29333793541839e-12	3.96022280374619e-06	0.0706979415113897	2.06440179481317e-09	1.47700440238181e-05	5.72644139278725e-07	0.0272620631988684	7.44702984469853e-12	3.96683270158453e-06	0	0	0	0	0.00302682448432564	0	0
"Azteca_sp2_M_PA_001"	0.000626822143063288	3.15398752218928e-06	1.00569114870253	4.24033548615517e-07	0	3.75966034343833e-07	0.000878003812719476	0	0	0.000360346480189264	3.62082500115043e-08	0.000785038245029418	0.000363558727019023	1.19729610220664e-07	2.37039848347021e-08	0.000545044076547893	0	0.000363460722358809	4.68803339875801e-08	0.000181704799016292	0	0.000181681358849298	0.000119997084240762	2.34401669937901e-08	0.00552236338186401	5.72090350181767e-06	9.14166512757812e-06	0.0654052891857472	3.78909298109042e-05	3.03814446662661e-05	3.29772301140026e-08	0.0299992710601906	0	0	0	0	9.46196256656784e-09	0	0
"Pseudomyrmex_concolor"	2.97307338275315e-10	2.81637331610564e-10	4.61448273493357e-07	1.00550865989169	0	0.00352552516764475	4.67304827722651e-10	0	0	1.92953602744965e-10	1.48310740676285e-13	5.77205730618894e-08	3.84154076458028e-08	1.04399675570581e-11	0.000516969184149509	5.75920585253662e-08	0	3.84050566646901e-08	0.000274581283699435	0.00013730983920256	0	1.91973528417887e-08	6.42572682615973e-11	0.000137290641849718	2.53742317024885e-09	2.3433097026853e-11	0.0535433503213899	6.91104702304395e-06	1.93917824184729e-11	3.20880414492222e-09	0.0474598177874739	1.60643170653993e-08	0	0	0	0	8.44911994831692e-13	0	0
"Allomerus_sp1_M_PA_001"	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0
"Pseudomyrmex_nigrescens"	3.89677295971552e-10	3.69138799140634e-10	6.04814924813992e-07	0.00521164589999659	0	1.00374215031307	6.12491042830523e-10	0	0	2.52902059538132e-10	1.94389175610441e-13	7.56536887490376e-08	5.0350631309339e-08	1.36835449513791e-11	0.000426524163372671	7.54852462296705e-08	0	5.0337064397893e-08	0.000359890518603044	0.000179970421050265	0	2.51617487432235e-08	8.42212596835081e-11	0.000179945259301522	3.32577125561059e-09	3.07134897464496e-11	0.0701786511275936	9.05822954756046e-06	2.54165853447641e-11	4.20574254826397e-09	0.0308223630088937	2.1055314920877e-08	0	0	0	0	1.1074163974219e-12	0	0
"Crematogaster_sp3_M_PA_001"	0.00476496093131607	0.00056019440020315	0.00203038381691379	9.93022758910633e-10	0	8.80455874068877e-10	1.00156168018709	0	0	0.000587309579059904	3.99035693037157e-05	0.000352825594707959	9.528942572865e-07	2.3993118309306e-05	5.55111653183714e-11	1.27641120469986e-06	0	9.01917530209869e-07	1.09786687272732e-10	4.25525294910255e-07	0	4.25470401566619e-07	0.000175774591751629	5.48933436363661e-11	0.0441925291842148	0.00630476394998708	2.14084040181828e-08	0.000153169344563983	0.00639848573920167	1.58027853937557e-05	7.72277102506585e-11	0.0439436479379074	0	0	0	0	1.68058320060945e-06	0	0
"Camponotus_balzanii"	0	0	0	0	0	0	0	1.00792835957107	0.00145189056893369	0	0	0	0	0	0	0	0	0	0	0	0.000720759961006368	0	0	0	0	0	0	0	0	0	0	0	0	0.100906394540891	0	6.22238815257296e-05	0	2.07412938419099e-05	2.07412938419099e-05
"Azteca_isthmica"	0	0	0	0	0	0	0	0.00228154232261008	1.00761205483998	0	0	0	0	0	0	0	0	0	0	0	0.000207412938419099	0	0	0	0	0	0	0	0	0	0	0	0	0.0290378113786738	0	0.0431833737788563	0	0.0143944579262854	0.0143944579262854
"Crematogaster_sp4_M_PA_001"	0.00463028735000192	8.82842187079207e-07	0.00222213662783379	1.09340374888814e-09	0	9.69457894896171e-10	0.00156615887749308	0	0	1.00107308007849	6.24010442105676e-08	0.0004032314617086	9.37623159689704e-07	3.77725789513456e-08	6.11225832636921e-11	1.40543888225954e-06	0	9.37291207264698e-07	1.2088461655572e-10	4.68540069728125e-07	0	4.68479627419847e-07	0.00020091301141317	6.04423082778599e-11	0.000433495527730111	9.85936498526969e-06	2.35725002283654e-08	0.000168652665871145	0.050169711386909	1.02905251751564e-07	8.50343732290188e-11	0.0502282528532926	0	0	0	0	2.64852656123762e-09	0	0
