"Nephrosperma_vanhoutteanum"	"Canthium_bibracteatum"	"Deckenia_nobilis"	"Paragenipa_wrightii"	"Phoenicophorium_borsigianum"	"Medusagyne_oppositifolia"	"Psychotria_pervillei"	"Alstonia_macrophylla"	"Syzygium_wrightii"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_germana"	"Megachile_seychellensis"	"Ornidia_obesa"	"Neophyllomyza_approximatonervis"	"Phelsuma_sp1_M_PL_090"	"Melanostoma_annulipes"	"Polistes_olivaceus"	"Ceratina_tabescens"	"Rhiparida_seychellensis"	"Unidentified_sp2_M_PL_090"	"Euodynerus_cylindricus"	"Nectarinia_dussumieri"	"Unidentified_sp5_M_PL_090"	"Rhynchium_brunneum"	"Unidentified_sp1_M_PL_090"	"Eagris_sabadius"	"Pachycerina_seychellensis"	"Scaptodrosophila_sp1_M_PL_090"	"Tricimba_seychellensis"	"Unidentified_sp3_M_PL_090"	"Unidentified_sp4_M_PL_090"
"Lasioglossum_mahense"	0.032637230866235	0.00579798638353176	0.0128273507614452	0.0226931459910598	0.0212762990880418	0.00148347663289056	0.00427537125548154	1.9240031415429e-05	0	0.00476857200634117	1.00256885455779	0.000488570865317504	0.000324761025416974	0.00041705488367785	0.000273548413438818	0.000236961927457747	0.000191253034836679	0.000133437625327365	0.000167370414698641	0.000167370414698641	0.000130472733133616	3.8480062830858e-07	0	8.78298431622301e-06	2.5653375220572e-07	8.38669481025487e-05	1.2826687610286e-07	4.20243444278885e-05	8.52645056401729e-06	4.18426036746602e-05	4.9449221096352e-06	4.20243444278885e-05
"Hemipyrellia_germana"	0.022446285001836	0.0168408302521525	0.0501859301965811	0.00013273368523405	0.0112602108706618	7.67342159082816e-05	4.84321192962838e-05	1.89446684308889e-05	0	0.00487022241177252	0.00192714063541905	1.00106914760767	0.000380912021333272	0.000631148233385694	0.000161658989042287	0.000351142318247735	0.000208172359416555	7.55695678899858e-05	0.000115109153855569	0.000115109153855569	8.65876461113713e-05	3.78893368617778e-07	0	2.50185224204793e-05	2.52595579078519e-07	2.90230915846961e-05	1.26297789539259e-07	2.45803120803797e-07	2.47659268414008e-05	2.87772884638923e-05	2.55780719694272e-07	2.45803120803796e-07
"Megachile_seychellensis"	0.0178421673619537	0.0649564692299992	0.000127745660873612	0.00602593665928844	0.00601082662545622	8.17886179139441e-05	0.00594101991164631	2.41469429695605e-05	0	0.00589231045210323	0.00135635487085913	0.000403318610823465	1.00117337708442	0.00010543462420792	0.000355450029418653	5.78619775626385e-05	9.1895839822317e-05	0.000141278196550321	9.14982941638652e-05	9.14982941638652e-05	6.88963493492787e-05	4.8293885939121e-07	0	9.58461786954753e-05	3.2195923959414e-07	3.40337155026116e-05	1.6097961979707e-07	1.11591419616453e-05	9.55242194558812e-05	2.28745735409663e-05	2.72628726379814e-07	1.11591419616453e-05
"Ornidia_obesa"	0.0135370631920985	0.000156303208155366	0.0335074803555078	0.000134585777837978	0.0334904607122775	0.0134160551641199	4.64639546813805e-05	0.00672168864542267	0	0.00478975481767731	0.00197405978274182	0.000757377880062832	0.000119492574102309	1.00080124015227	0.000348429482649283	0.000332566575062261	0.000176282984065944	0.00012705028957676	6.94208368825565e-05	6.94208368825565e-05	9.6785811542317e-05	0.000134433772908454	0	8.98523729313543e-05	8.96225152723024e-05	1.76044421425613e-05	4.48112576361512e-05	2.49232921922182e-07	2.29857659052009e-07	1.73552092206391e-05	4.47201838803996e-05	2.49232921922182e-07
"Neophyllomyza_approximatonervis"	0.000161870645143918	0.0274664962744506	0.000125772707459967	0.0183261132095906	0.0365120222060629	6.88328510156989e-05	4.66718077282601e-05	0.018302321308649	0	0.00460544416625281	0.00176563066855964	0.000264532891160106	0.00054933186364701	0.000475131112703568	1.00071394287229	0.00017527436505493	0.000123078493684748	0.000266767582148862	8.3010587253291e-07	8.30105872532911e-07	8.5202224111868e-07	0.000366046426172981	0	0.000284422857067944	0.000244030950781987	3.41447731525603e-05	0.000122015475390993	3.39372466844271e-05	4.03919062859567e-05	2.07526468133228e-07	2.29442836718996e-07	3.39372466844271e-05
"Phelsuma_sp1_M_PL_090"	0.0145027456304806	0.000154776822550298	0.0430419893872824	0.0144342972944688	0.028733901703923	7.54068122839725e-05	4.76384061381086e-05	1.934495297395e-05	0	0.00469200579608087	0.0024034709785	0.00090293738977989	0.000140521945509265	0.000712642660847703	0.000275431145086319	1.00039496061362	0.000154209408622671	0.000100937526408037	7.43730545152852e-05	7.43730545152853e-05	5.60311469274105e-05	3.86899059478999e-07	0	4.85545680658007e-07	2.57932706319333e-07	4.53234438037635e-05	1.28966353159666e-07	2.67301801749422e-05	2.27612974338674e-07	1.85932636288213e-05	2.51356040946575e-07	2.67301801749422e-05
"Melanostoma_annulipes"	0.0669521249390909	0.000135759866870426	0.0168050431173281	0.000120805134599606	0.000127362364528587	5.99312910310482e-05	3.77372282457515e-05	0.0167713370684066	0	0.00341030133421384	0.00226316091223404	0.000624517078249665	0.000260371546163232	0.000440707460164861	0.000225643905088706	0.00017991097672645	1.00048627359446	0.000198313259102956	0.000343344230456876	0.000343344230456877	0.000257707943812761	0.000335426741368132	0	0.000223817474441799	0.000223617827578755	8.60597708264407e-05	0.000111808913789377	2.23713212221493e-07	1.99646863044744e-07	8.58360576142192e-05	1.99770970103494e-07	2.23713212221492e-07
"Polistes_olivaceus"	0.0201963816983705	0.0201781150560078	0.0001202404773712	0.0201406958213404	0.0201380796280721	6.51750994818505e-05	4.41049530439038e-05	0.0201273082764132	0	0.00425896084393671	0.00189481427964858	0.000272050444403949	0.000480345868271092	0.000381150868730279	0.000586888680727497	0.000141312536971251	0.000237975910923547	1.0002657732119	0.000103571188196772	0.000103571188196772	7.78956414791851e-05	0.000402546165528265	0	0.000298037808963952	0.000268364110352176	6.31903819035271e-05	0.000134182055176088	3.72975848543341e-05	2.96736986117761e-05	2.5892797049193e-05	2.17250331606168e-07	3.72975848543341e-05
"Ceratina_tabescens"	0.100357446588018	0.000133677924991089	0.000135770577331976	0.000135080869406367	0.000126105615180885	6.30475162552907e-05	4.22699523158787e-05	1.67019666011426e-05	0	0.00351100337400115	0.00297082486090087	0.000517991192350062	0.000388867750196427	0.000260328138309587	2.2827911494655e-06	0.000130152845401749	0.000515016345685315	0.000129463985245965	1.00051465357225	0.000514653572246248	0.000386200337572204	3.34039332022852e-07	0	4.19278071825659e-07	2.22692888015235e-07	0.000128913542819722	1.11346444007617e-07	2.50149758159939e-07	1.96585183810425e-07	0.000128663393061562	2.10158387517636e-07	2.50149758159939e-07
"Rhiparida_seychellensis"	0.100357446588018	0.000133677924991089	0.000135770577331976	0.000135080869406367	0.000126105615180885	6.30475162552907e-05	4.22699523158787e-05	1.67019666011426e-05	0	0.00351100337400115	0.00297082486090087	0.000517991192350062	0.000388867750196427	0.000260328138309587	2.2827911494655e-06	0.000130152845401749	0.000515016345685315	0.000129463985245965	0.000514653572246248	1.00051465357225	0.000386200337572204	3.34039332022852e-07	0	4.19278071825659e-07	2.22692888015235e-07	0.000128913542819722	1.11346444007617e-07	2.50149758159939e-07	1.96585183810425e-07	0.000128663393061562	2.10158387517636e-07	2.50149758159939e-07
"Unidentified_sp2_M_PL_090"	0.0753090658265797	0.000148952957960162	0.000138110804554461	0.000136113857333381	0.000126120223743059	0.0250873963342322	4.84683960335722e-05	1.58726096644203e-05	0	0.00473094813629684	0.00231589101312168	0.000389644407501171	0.000292809484734434	0.000362946793283689	2.34306116307637e-06	9.80545071229684e-05	0.000386561915719142	9.73695518489813e-05	0.000386200337572204	0.000386200337572204	1.00037327490763	3.17452193288407e-07	0	4.30683263114077e-07	2.11634795525605e-07	9.68021470918165e-05	1.05817397762802e-07	2.52062698765521e-07	2.19048467588473e-07	9.6550084393051e-05	8.36246544474407e-05	2.52062698765521e-07
"Euodynerus_cylindricus"	8.68502263259415e-05	0.00012628431780877	5.30507726082657e-05	5.94179915200606e-05	0.000100531130957385	2.67690777085072e-05	1.07192748616031e-05	0.10054647821831	0	0.00136508119510944	9.10694820330306e-06	2.27336021170667e-06	2.73665353655019e-06	0.000672168864542267	0.00134217022930093	9.02764472117665e-07	0.000670853482736264	0.000670910275880441	4.45385776030469e-07	4.45385776030469e-07	4.23269591051209e-07	1.00201092956437	0	0.00134080542180954	0.00134061970957747	2.21379761637359e-07	0.000670309854788736	1.10033317629742e-07	1.85712232071721e-07	1.11346444007617e-07	8.92302590283573e-08	1.10033317629742e-07
"Nectarinia_dussumieri"	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0
"Unidentified_sp5_M_PL_090"	0.000109012298674671	0.0335176061916851	7.60162597107517e-05	8.50503242822045e-05	0.000107475526545116	4.64898836979331e-05	2.81794350279842e-05	0.0670402710904772	0	0.00308560178856696	0.000207863962150611	0.000150111134522876	0.000543128345941027	0.000449261864656772	0.00104288380924913	1.13293992153535e-06	0.000447634948883599	0.000496729681606587	5.59037429100879e-07	5.59037429100879e-07	5.7424435081877e-07	0.00134080542180955	0	1.00094316087855	0.000893870281206363	2.97259957797821e-07	0.000446935140603181	1.57500600522601e-07	4.92905973407134e-05	1.3975935727522e-07	1.5496627899311e-07	1.57500600522601e-07
"Rhynchium_brunneum"	8.68502263259415e-05	0.00012628431780877	5.30507726082657e-05	5.94179915200606e-05	0.000100531130957385	2.67690777085072e-05	1.07192748616031e-05	0.10054647821831	0	0.00136508119510944	9.10694820330307e-06	2.27336021170667e-06	2.73665353655019e-06	0.000672168864542267	0.00134217022930093	9.02764472117665e-07	0.000670853482736264	0.000670910275880441	4.45385776030469e-07	4.45385776030469e-07	4.23269591051209e-07	0.00201092956436621	0	0.00134080542180955	1.00134061970958	2.21379761637359e-07	0.000670309854788736	1.10033317629742e-07	1.85712232071721e-07	1.11346444007617e-07	8.92302590283573e-08	1.10033317629742e-07
"Unidentified_sp1_M_PL_090"	0.0502762816996916	0.000152666919040373	0.000130429957892041	0.050175339602413	0.00013867762118835	7.01939862149852e-05	4.99077415378764e-05	1.66034821228019e-05	0	0.00456012973406252	0.00297727665764048	0.000261207824262265	0.000289286581772198	0.00013203331606921	0.000187796252339082	0.000158632053313172	0.000258179312479322	0.000157975954758818	0.000257827085639444	0.000257827085639444	0.000193604294183633	3.32069642456039e-07	0	4.45889936696731e-07	2.21379761637359e-07	1.00015737406697	1.1068988081868e-07	9.29172955600241e-05	2.24510175059372e-07	6.4456771409861e-05	2.33979954049951e-07	9.29172955600241e-05
"Eagris_sabadius"	8.68502263259415e-05	0.00012628431780877	5.30507726082657e-05	5.94179915200606e-05	0.000100531130957385	2.67690777085072e-05	1.07192748616031e-05	0.10054647821831	0	0.00136508119510944	9.10694820330306e-06	2.27336021170667e-06	2.73665353655019e-06	0.000672168864542267	0.00134217022930093	9.02764472117665e-07	0.000670853482736264	0.000670910275880441	4.45385776030469e-07	4.45385776030469e-07	4.23269591051209e-07	0.00201092956436621	0	0.00134080542180954	0.00134061970957747	2.21379761637359e-07	1.00067030985479	1.10033317629742e-07	1.85712232071721e-07	1.11346444007617e-07	8.92302590283573e-08	1.10033317629742e-07
"Pachycerina_seychellensis"	0.000195116811364753	0.000171655913089657	0.000125089338452106	0.10021559833542	0.000151249627195815	7.73404561746796e-05	5.7545530759874e-05	1.65049976444613e-05	0	0.0056092560941239	0.00298372845438008	4.42445617446833e-06	0.00018970541334797	3.73849382883273e-06	0.000373309713528698	0.000187111261224595	1.34227927332895e-06	0.000186487924271671	1.00059903263976e-06	1.00059903263976e-06	1.00825079506208e-06	3.30099952889226e-07	0	4.72501801567803e-07	2.20066635259484e-07	0.000185834591120048	1.10033317629742e-07	1.00018558444136	2.52435166308319e-07	2.50149758159939e-07	2.57801520582266e-07	0.000185584441361888
"Scaptodrosophila_sp1_M_PL_090"	0.000153336443372132	0.100300249939438	0.000121947233915724	0.000136314989806492	0.000121364317720579	8.5931495676785e-05	6.30997553607463e-05	2.78568348107581e-05	0	0.00652664297548199	0.000605377990045228	0.000445786683145214	0.00162391173074998	3.44786488578013e-06	0.000444310969145524	1.59329082037072e-06	1.19788117826846e-06	0.000148368493058881	7.863407352417e-07	7.863407352417e-07	8.76193870353891e-07	5.57136696215162e-07	0	0.00014787179202214	3.71424464143441e-07	4.49020350118744e-07	1.85712232071721e-07	2.52435166308319e-07	1.00014750036756	1.96585183810425e-07	2.86438318922616e-07	2.52435166308319e-07
"Tricimba_seychellensis"	0.100357446588018	0.000133677924991089	0.000135770577331976	0.000135080869406367	0.000126105615180885	6.30475162552908e-05	4.22699523158787e-05	1.67019666011426e-05	0	0.00351100337400116	0.00297082486090088	0.000517991192350062	0.000388867750196427	0.000260328138309587	2.2827911494655e-06	0.000130152845401749	0.000515016345685315	0.000129463985245965	0.000514653572246248	0.000514653572246248	0.000386200337572204	3.34039332022852e-07	0	4.1927807182566e-07	2.22692888015235e-07	0.000128913542819722	1.11346444007617e-07	2.50149758159939e-07	1.96585183810425e-07	1.00012866339306	2.10158387517636e-07	2.50149758159939e-07
"Unidentified_sp3_M_PL_090"	0.000163923542263756	0.000194778056867379	0.000145131486221914	0.000139212821114423	0.000126164049429583	0.100160442788163	6.70637271866528e-05	1.33845388542536e-05	0	0.0083907824231839	0.000351089469784099	4.6040529544969e-06	4.63468834845683e-06	0.000670802758205994	2.52387120390896e-06	1.75949228662603e-06	1.19862582062096e-06	1.08625165803084e-06	8.40633550070543e-07	8.40633550070543e-07	0.000334498617789763	2.67690777085072e-07	0	4.64898836979331e-07	1.78460518056715e-07	4.67959908099901e-07	8.92302590283573e-08	2.57801520582265e-07	2.86438318922616e-07	2.10158387517636e-07	1.00033386814263	2.57801520582265e-07
"Unidentified_sp4_M_PL_090"	0.000195116811364753	0.000171655913089657	0.000125089338452106	0.10021559833542	0.000151249627195815	7.73404561746796e-05	5.7545530759874e-05	1.65049976444613e-05	0	0.00560925609412389	0.00298372845438008	4.42445617446833e-06	0.00018970541334797	3.73849382883273e-06	0.000373309713528698	0.000187111261224595	1.34227927332895e-06	0.000186487924271671	1.00059903263976e-06	1.00059903263976e-06	1.00825079506208e-06	3.30099952889226e-07	0	4.72501801567803e-07	2.20066635259484e-07	0.000185834591120048	1.10033317629742e-07	0.000185584441361888	2.52435166308319e-07	2.50149758159939e-07	2.57801520582265e-07	1.00018558444136
