"Miconia_argentea"	"Miconia_lacera"	"Miconia_minutiflora"	"Miconia_impetiolaris"	"Pipra_mentalis"	"Pipra_coronata"	"Catharus_ustulatus"	"Tachyphonus_luctuosus"	"Eucometis_penicillata"	"Euphonia_fulvicrissa"	"Manacus_vitellinus"	"Mionectes_oleagineus"	"Catharus_minimus"	"Dendroica_pensylvanica"	"Catharus_fuscescens"	"Dendroica_striata"	"Empidonax_virescens"	"Habia_fuscicauda"	"Leptotila_cassinii"	"Oryzoborus_angolensis"	"Ramphocelus_dimidiatus"	"Schiffornis_turdinus"	"Seiurus_aurocapillus"
"Miconia_argentea"	1.00627708367493	0.00128708960801427	0.00153839094806498	0.000998445870000034	0.031917773806777	0.0067719129669806	0.0185665402743287	0.0172126343260185	0.0132435135366367	1.57602809144605e-05	0.00265940220268063	0.00133440005903584	8.91626256211774e-06	0.00264809758861824	2.62671348574341e-06	0.00132404879430912	2.62671348574341e-06	0.00132404879430912	0.00132404879430912	0.00132404879430912	0.00132404879430912	3.02559354545465e-06	2.62671348574342e-06
"Miconia_lacera"	0.001996302249165	1.00420406174638	0.00215061664273238	0.00175002946272871	0.0330040640376247	0.035019644488296	0.00621568521683772	3.41472753146644e-05	3.15702544414606e-05	0.0122963762662823	0.00411465175490029	1.81708647018288e-05	0.00410391260457678	5.25342697148683e-06	0.00204939604438037	2.62671348574341e-06	0.00204939604438037	2.62671348574342e-06	2.62671348574342e-06	2.62671348574342e-06	2.62671348574342e-06	5.3031195840264e-06	0.00204939604438038
"Miconia_minutiflora"	0.00278375504887949	0.00250905274985444	1.00283857396493	0.00196962833734738	0.0408325442925381	0.0384042343246164	0.0143929065880731	4.76168626782018e-05	4.25969266255436e-05	3.07230948961768e-05	2.95038442517897e-05	0.00478505318709524	0.00239795192202475	7.32567118126182e-06	5.12051581602946e-06	3.66283559063091e-06	5.12051581602947e-06	3.66283559063091e-06	3.66283559063091e-06	3.66283559063091e-06	3.66283559063091e-06	5.96857071923449e-06	5.12051581602947e-06
"Miconia_impetiolaris"	0.00229945109454554	0.00259852859617294	0.00250679970207849	1.00269623070821	0.0367206109773246	0.0488163529543799	9.40790927038514e-05	3.93327160909105e-05	0.00306872936184307	3.18187175041584e-05	0.00609360427903601	0.00305343616137245	1.65748098872873e-05	6.0511870909093e-06	5.3031195840264e-06	3.02559354545465e-06	5.3031195840264e-06	3.02559354545465e-06	3.02559354545465e-06	3.02559354545465e-06	3.02559354545465e-06	0.00303847342638852	5.3031195840264e-06
"Pipra_mentalis"	0.0351558088306529	0.0234376686644001	0.0248545921780667	0.0175620313369813	1.00352013359517	0.00284276585795842	0.00114616853791736	0.000601349361576957	0.000515794708761006	0.000286991861196736	0.000294615793686163	0.000217831120824895	0.000154841554156214	9.25152863964549e-05	4.78319768661227e-05	4.62576431982274e-05	4.78319768661227e-05	4.62576431982275e-05	4.62576431982275e-05	4.62576431982275e-05	4.62576431982274e-05	5.32182767787314e-05	4.78319768661227e-05
"Pipra_coronata"	0.00953084047204678	0.0317770848134538	0.0298699600302572	0.0298322156943432	0.00363242304072464	1.00374948688444	0.000796835409167251	0.000163027534390274	0.000215806449304048	0.000389107160981067	0.000335584853369098	0.000245179138093691	0.000200821339446682	2.50811591369652e-05	6.48511934968444e-05	1.25405795684826e-05	6.48511934968444e-05	1.25405795684826e-05	1.25405795684826e-05	1.25405795684826e-05	1.25405795684826e-05	9.0400653619222e-05	6.48511934968445e-05
"Catharus_ustulatus"	0.0613503069934339	0.0132421119836977	0.026282698986916	0.000134983046053352	0.00343850561375209	0.00187083096065354	1.00158667851748	0.00104941314594032	0.000807649921026047	0.000162148310004462	0.000216315692033654	0.000206288837144255	0.000116627291398906	0.00016144817629851	2.7024718334077e-05	8.07240881492551e-05	2.7024718334077e-05	8.07240881492552e-05	8.07240881492552e-05	8.07240881492552e-05	8.07240881492552e-05	4.09039533495006e-07	2.7024718334077e-05
"Tachyphonus_luctuosus"	0.100627708367493	0.000128708960801427	0.000153839094806498	9.98445870000035e-05	0.00319177738067769	0.00067719129669806	0.00185665402743287	1.0017212634326	0.00132435135366367	1.57602809144605e-06	0.000265940220268063	0.000133440005903584	8.91626256211774e-07	0.000264809758861824	2.62671348574341e-07	0.000132404879430912	2.62671348574341e-07	0.000132404879430912	0.000132404879430912	0.000132404879430912	0.000132404879430912	3.02559354545465e-07	2.62671348574342e-07
"Eucometis_penicillata"	0.0915006389803987	0.000140631133421052	0.000162642810752076	0.00920618808552921	0.00323543953677358	0.00105941347840169	0.00168872256214537	0.00156514250887524	1.00123185331571	1.72201387862512e-06	0.000297160239144021	0.000149067606833916	9.61249413713315e-07	0.000240791155211575	2.87002313104187e-07	0.000120395577605788	2.87002313104187e-07	0.000120395577605788	0.000120395577605788	0.000120395577605788	0.000120395577605788	2.78975396531188e-05	2.87002313104187e-07
"Euphonia_fulvicrissa"	0.0001996302249165	0.100420406174638	0.000215061664273238	0.000175002946272871	0.00330040640376247	0.0035019644488296	0.000621568521683771	3.41472753146644e-06	3.15702544414606e-06	1.00122963762663	0.000411465175490029	1.81708647018288e-06	0.000410391260457678	5.25342697148683e-07	0.000204939604438037	2.62671348574341e-07	0.000204939604438037	2.62671348574342e-07	2.62671348574342e-07	2.62671348574342e-07	2.62671348574342e-07	5.3031195840264e-07	0.000204939604438037
