"Clethrionomys_rutilus"	"Sorex_araneus"	"Neomys_fodiens"	"Microtus_arvalis"	"Microtus_oeconomus"	"Sorex_minutus"	"Microtus_gregalis"	"Microtus_agrestis"	"Sorex_caecutiens"	"Apodemus_uralensis"	"Sicista_betulina"	"Apodemus_agrarius"	"Clethrionomys_glareolus"	"Sorex_tundrensis"	"Micromys_minutus"	"Spermophilus_major"	"Ctenophthalmus_assimilis"	"Corrodopsylla_birulai"	"Palaeopsylla_soricis"	"Amalaraeus_penicilliger"	"Megabothris_walkeri"	"Hystrichopsylla_talpae"	"Neopsylla_pleskei"	"Frontopsylla_elata"	"Megabothris_turbidus"	"Peromyscopsylla_bidentata"	"Amphipsylla_kuznetzovi"	"Rhadinopsylla_integella"	"Ctenophthalmus_breviatus"	"Peromyscopsylla_silvatica"	"Amphipsylla_sibirica"	"Megabothris_rectangulatus"	"Oropsylla_ilovaiskii"
"Clethrionomys_rutilus"	1.00456077283679	0.0015409637389851	0.000914966902816542	0.00105369260800739	0.000545039862559157	0.000213291059068297	0.000446166257828839	0.00031277050562699	0.000146179257796862	0.000229349712980802	4.06045505977977e-05	2.63836183613926e-05	2.97780203460173e-05	1.87616815913257e-05	2.22894876569822e-05	0	0.0324600368455069	0.00488403416591696	0.00711724802007264	0.0378889211507674	0.00338701901600483	0.00335929519657798	0.0034934368411292	0.00389479734540776	0.00171503003155938	0.00225521494091416	4.75156051553555e-06	9.95597534161226e-07	1.82108676664832e-06	0.000545586298893027	1.26380957317525e-06	6.49102961266422e-07	0
"Sorex_araneus"	0.00162946129757721	1.004021701229	0.00195813851100109	0.000588534678116198	0.000327236878956612	0.00071035031928999	0.000181512905263729	0.000171149462569442	0.000321394333314177	0.000109285906891947	1.90096822999721e-05	1.50315223290573e-05	1.51152300540272e-05	1.99196744455973e-05	1.31684698966147e-05	0	0.0206014799314727	0.0343597862091387	0.0350536718410226	0.00217367285481432	0.0034904972675626	0.00132580420530766	0.000661673745688929	0.00137984980789555	0.000656212723848687	0.000654086118895676	2.06684426587841e-06	0.000648685951978539	7.40869001076446e-07	8.8497558592109e-07	6.78363885685828e-07	3.09299736486641e-07	0
"Neomys_fodiens"	0.00167006969993651	0.00338003339011712	1.00276424697503	0.000683564603454734	0.000387046916896206	0.000338554045753555	0.000232235049904082	0.000144801249535067	0.000284802600533724	0.000137888553895879	1.25884724936279e-05	2.56776460355047e-05	1.36723974656605e-05	1.58732782760027e-05	9.95522168600296e-06	0	0.0336399986972453	0.046367230253892	0.0101095243194525	9.37508900322223e-05	0.000787407756915133	0.00995499922492219	1.64744587036824e-05	1.45480001473288e-05	1.05108146138939e-05	7.81454351851426e-06	2.58630418477189e-06	2.18379759591199e-06	9.47898162873806e-07	9.07030386930896e-07	8.26769703439867e-07	3.90250624233621e-07	0
"Microtus_arvalis"	0.00324704855982195	0.00171512302639302	0.00115405153763174	1.00150628690691	0.00068396192491012	0.000203605791882597	0.000569528207910152	0.000423285251898287	0.000120786404379479	0.00030244420182553	6.76651118355096e-05	5.40229156067377e-05	1.88630061712604e-05	1.81983118949928e-05	1.61389419334513e-05	0	0.0587347166957368	0.00328118879238906	0.00493776629006511	0.0129335166210562	0.0088556524140481	0.000869939329341169	0.00400652305726458	2.16012572116167e-05	0.00566855418225916	0.00084994244960326	0.000843020360294274	1.10811968682966e-06	2.32460493024552e-06	1.76350227281572e-06	1.62735978570787e-06	8.55974156109989e-07	0
"Microtus_oeconomus"	0.00301820946447233	0.00171368786611489	0.0011742363230648	0.00122907443649262	1.00114255759177	0.000223035650835187	0.000403149922364356	0.000645192887809223	0.000102898602821485	0.000277758410402173	3.51615350119044e-05	4.32622286364116e-05	3.16766274790162e-05	2.8819155166557e-05	3.22893985720654e-05	0	0.0398341860895274	0.00315119487118727	0.00538993060887277	0.0136997982694372	0.0271527606326157	0.00717779404860702	0.00228669069721518	0.00115010652718513	1.63675611795821e-05	1.16741965468707e-05	4.52522268310026e-06	1.10719244759756e-06	1.64550988720145e-06	1.63921763175686e-06	0.00112989425636857	7.86108708685396e-07	0
"Sorex_minutus"	0.00147501281693709	0.00464562438859604	0.00128269068039023	0.000456918162065171	0.000278532784611078	1.00122183171915	0.000131808560198397	0.000139797713658819	0.000354797010188426	6.06648448627427e-05	9.2353676143891e-06	7.18576383081764e-06	9.24314725133432e-06	2.18527950894306e-05	5.81434656753041e-06	0	0.0124672044787693	0.0124633425525323	0.0702394848272965	0.00149281540596343	0.00285986765482698	2.65033286268312e-05	1.3351806521844e-05	0.0014246281509045	8.91491960246065e-06	7.46420109127226e-06	1.52559580654008e-06	3.00148022235207e-06	5.37994123258763e-07	8.01093179599236e-07	4.85827676644884e-07	1.71692957158706e-07	0
"Microtus_gregalis"	0.00335307600909123	0.00129003814812436	0.000956192271798952	0.0013889514458217	0.000547132037494483	0.000143240935317646	1.0015967306975	0.000318465638299587	9.41973084349796e-05	0.000266483690267931	5.48878714464028e-05	3.88558560039239e-05	1.56680341532756e-05	1.40026866285319e-05	2.30874706290932e-05	0	0.0488524201980671	0.000117336897107213	0.00316767786774491	0.0175350644993907	0.00414502904373251	0.00309403800634202	0.00411528188423538	2.00959686208877e-05	0.00308292933096826	0.00409881647878498	0.00868848088504546	8.33477626211002e-07	0.00408814992121428	1.82108676664832e-06	1.37126533110035e-06	7.54199123399803e-07	0
"Microtus_agrestis"	0.00311291185667943	0.00161088649567049	0.000789558164694589	0.00136709696221204	0.00115960343349496	0.000201195358171139	0.000421751791261615	1.00080567314429	8.797458651558e-05	0.000346503285266151	4.93603809468671e-05	4.00276560173181e-05	4.27583142981052e-05	3.02498091507925e-05	3.54588623455343e-05	0	0.0436125050303468	0.000123006880844206	0.00282201486039563	0.00963310801209043	0.031848894178495	3.1553678232082e-05	0.00679130878819446	0.00610528990294681	1.76467434468624e-05	1.22488458685498e-05	4.80206544505819e-06	1.04077375886823e-06	1.72143588270047e-06	1.69065138176751e-06	2.28849309651647e-06	9.80669675281561e-07	0
"Sorex_caecutiens"	0.00190550483836086	0.00396196731244822	0.00203394423567005	0.000510937179587529	0.000242221489827567	0.000668776665222432	0.000163386481887221	0.000115223352250494	1.00034153113809	9.31592985596951e-05	9.96147253335689e-06	7.53975884125188e-06	1.70454524675752e-05	1.95046031721081e-05	1.03068220955718e-05	0	0.0179819638088929	0.0400862104358178	0.0320924365953194	0.00894872431342674	4.02030272939595e-05	3.43869078283197e-05	1.52013356792646e-05	0.00178616383534882	9.63459252911044e-06	8.26941003076331e-06	1.8446901424005e-06	2.55977787595362e-06	6.66883599539679e-07	1.03489740033176e-06	5.36840523534555e-07	2.6365839215008e-07	0
"Apodemus_uralensis"	0.00318709553981813	0.00143618177641964	0.00104977417918844	0.00136385215540192	0.000697016388367718	0.000121901999582681	0.000492743427287872	0.00048379703980557	9.93113277098636e-05	1.00107501715566	3.34044835906602e-05	2.57909883691287e-05	2.14900883812167e-05	9.95034257731252e-06	3.68320885184915e-06	0	0.0588781833694808	0.00295823107907226	0.000107633267129164	0.00394259518387522	0.00195519470081105	3.0861325066776e-05	0.0217456751846944	0.00568561352161097	1.70844050531076e-05	1.1695371330796e-05	5.41509390741221e-06	9.27899209459925e-07	2.01119766239948e-06	1.73094123004379e-06	0.00283401728933791	0.00283323118062922	0
