"Cornus_florida"	"Vitis_sp1_M_SD_001"	"Celastrus_orbiculatus"	"Rhus_radicans"	"Lindera_benzoin"	"Smilax_rotundifolia"	"Lonicera_japonica"	"Quiscalus_quiscula"	"Turdus_migratorius"	"Zonotrichia_albicollis"	"Junco_hyemalis"	"Cardinalis_cardinalis"	"Dendroica_coronata"	"Parus_atricapillus"	"Catharus_guttata"	"Parus_bicolor"	"Picoides_pubescens"	"Mimus_polyglottos"	"Bombycilla_cedrorum"	"Melanerpes_carolinensis"	"Picoides_villosus"	"Sturnus_vulgaris"	"Carpodacus_purpureus"	"Colaptes_auratus"	"Zenaidura_macroura"	"Euphagus_carolinus"	"Pipilo_erythophtalmus"	"Vireo_olivaceus"
"Cornus_florida"	1.00610657924466	0.00193856324128178	0.000907749503767403	0.000247700405800462	0.000655594478879291	0.000125157166098064	0.000119666060519296	0.0325854963203597	0.039732270898624	0.00477683042043189	0.0184222166663579	0.000756479808853507	8.84644306430221e-06	5.66172356115341e-06	0.00216805712322811	0.000366382064547698	2.8308617805767e-06	0.000365196408029069	3.86276384581874e-06	4.33119813912881e-06	1.06157316771626e-06	2.89707288436405e-06	0.00072122335429725	0.000360965534871197	3.30172879899071e-06	9.65690961454685e-07	0.000360611677148625	0.000360611677148625
"Vitis_sp1_M_SD_001"	0.00505475835810857	1.00363235651196	0.00053292828302966	0.000134721681824378	0.00036301130524318	0.000251630384006354	0.000131603576839165	0.0676971965986695	0.016163878727079	0.00384196501877773	0.000110685284300703	0.00939697582029576	4.81148863658492e-06	3.07935272741435e-06	1.33963087215278e-05	0.00094206411989367	1.53967636370717e-06	5.01207018496607e-06	2.26777992778579e-06	0.00187633324901982	5.7737863639019e-07	1.70083494583934e-06	3.62348269398464e-06	2.00420089245572e-06	0.000938799190658181	5.66944981946447e-07	1.81174134699232e-06	1.81174134699232e-06
"Celastrus_orbiculatus"	0.00269427778245857	0.000606631130682698	1.00369483363498	0.000546903254810954	0.000687876553235648	0.00107360479013344	0.000796882954711778	0.000127732225231066	0.0033519759262535	0.0343712958222886	0.0299573074778117	0.0139148989882109	1.95322591003912e-05	1.25006458242504e-05	0.00321063888551295	0.00320715789097687	6.25032291212519e-06	0.00427594648772814	0.00427104184525522	2.69647069192419e-06	2.34387109204694e-06	0.00320328138394142	1.93138192290937e-06	1.74698132547033e-06	2.13030078475474e-06	0.00106776046131381	9.65690961454685e-07	9.65690961454685e-07
"Rhus_radicans"	0.000987263045976126	0.000205931713645835	0.00073441294217471	1.00804882701081	2.51967654766211e-05	5.38965874836368e-05	4.54820354438184e-05	4.57042823048525e-05	4.57426057456022e-05	0.00147990921133675	0.0144407888547526	1.41343712240265e-05	0.0360017438218146	0.0230411160459614	4.5242828035627e-06	0.00432309944697784	0.0115205580229807	0.00144370729142617	3.12516145606259e-06	0.0028805244248361	0.00432020925861775	2.34387109204695e-06	7.07715445144176e-07	0.00144042361059516	2.49724921546626e-07	7.81290364015649e-07	3.53857722572088e-07	3.53857722572088e-07
"Lindera_benzoin"	0.0041570649910755	0.000882777492295914	0.00146955445463979	4.00857632582609e-05	1.00156739841734	0.00106253306253192	0.000921595919864006	0.000193500720628739	0.0479846945029314	0.0457648426907441	0.000123749294513101	0.00233342061903533	1.43163440208075e-06	9.16246017331677e-07	0.00228991953397802	7.17687668240746e-06	4.58123008665838e-07	1.09257732820557e-05	6.25342321123317e-06	1.76458213963546e-06	1.71796128249689e-07	4.69006740842487e-06	2.97997490399678e-06	1.54725282808162e-06	0.00227711456755134	1.56335580280829e-06	1.48998745199839e-06	1.48998745199839e-06
"Smilax_rotundifolia"	0.00102702498062823	0.000791895620255289	0.00296820147860422	0.000110963562466311	0.00137504278680601	1.00213848734621	0.00168939432603503	8.64162723449506e-05	0.000128173569066075	0.0799032055438467	0.000115030296815217	0.0177496226719971	3.96298437379682e-06	2.53630999922997e-06	1.48067365574136e-05	1.10567402439872e-05	1.26815499961498e-06	0.00296062341253038	1.26306445898052e-05	1.79721747935288e-06	4.75558124855618e-07	9.4729834423539e-06	7.36218624106258e-07	5.26628687005002e-07	3.8651866074655e-06	3.1576611474513e-06	3.68109312053129e-07	3.68109312053129e-07
"Lonicera_japonica"	0.00123654929203272	0.00052154010080706	0.0027743332497373	0.000117916388187677	0.00150186001755616	0.00212738544759967	1.00182142560509	7.49829739968758e-05	0.000137572928313584	0.0893903244051952	0.00381737754732571	0.00750598392365532	4.21129957813134e-06	2.69523173000406e-06	1.49268190633893e-05	1.02902392882417e-05	1.34761586500203e-06	1.86743490401676e-05	1.18056734031375e-05	1.31174527617025e-06	5.05355949375761e-07	8.85425505235309e-06	8.86415263105893e-07	6.116596146782e-07	3.90073887667841e-06	2.95141835078436e-06	4.43207631552947e-07	4.43207631552947e-07
"Quiscalus_quiscula"	0.0561194658850639	0.0447135804694916	7.41162294550629e-05	1.97487639588869e-05	5.25557512818797e-05	1.81367485168415e-05	1.24971623328126e-05	1.00481906964441	0.00292574299334929	0.000436133468636337	0.00102837582743325	0.00045967002583834	7.05312998531675e-07	4.51400319060272e-07	0.000121043009455852	6.22240755812574e-05	2.25700159530136e-07	2.05114480098357e-05	3.15388210447076e-07	8.36332109641659e-05	8.46375598238009e-08	2.36541157835307e-07	4.02290078029132e-05	2.01427164213979e-05	4.19078378514187e-05	7.8847052611769e-08	2.01145039014566e-05	2.01145039014566e-05
"Turdus_migratorius"	0.0734126064948085	0.0114538743297845	0.00208666051038297	2.12051814714712e-05	0.0139822950869469	2.88602738294475e-05	2.45991328772634e-05	0.00313887658889129	1.00375037764871	0.00109598697717829	0.00140450075546403	0.000220998607869728	7.57327909695401e-07	4.84689862205057e-07	0.000196314071306911	4.37677518024505e-05	2.42344931102528e-07	3.53073448863905e-05	8.87940642716158e-06	2.1469697129569e-05	9.08793491634481e-08	6.65955482037118e-06	5.26255243690384e-05	2.6343055300907e-05	4.24824988278214e-05	2.21985160679039e-06	2.63127621845192e-05	2.63127621845192e-05
"Zonotrichia_albicollis"	0.0110143445231446	0.00339744014057204	0.0267016678288854	0.000856145824740267	0.0166417609784524	0.0224521404007503	0.019946601313556	0.000583914230736253	0.00136771928556961	1.00528667704156	0.00108281326527659	0.000990714778084801	3.05766365978667e-05	1.95690474226347e-05	0.000146727035272894	9.60102566446991e-05	9.78452371131734e-06	0.000184830684681628	0.000113624118420789	8.79648633076773e-06	3.669196391744e-06	8.52180888155917e-05	7.89558747178825e-06	5.1708591998088e-06	4.09973617434065e-05	2.84060296051972e-05	3.94779373589412e-06	3.94779373589412e-06
