"Philodendron_apendiculatum"	"Cecropia_glaziovi"	"Cecropia_pachystachia"	"Cucurbitaceae"	"Vismia_sp."	"Ficus_luschnatiana"	"Ficus_sp."	"Piper_aduncun"	"Piper_dilatatum"	"Piper_sp."	"Rubus_brasiliensis"	"Aureliana_sp."	"Solanum_cinnamomeum"	"Solanum_megalochiton"	"Solanum_cf._paranaense"	"Solanum_rufescens"	"Solanum_santaecatharinae"	"Solanum_scuticum"	"Solanum_subsylvestris"	"Solanum_swartzianum"	"Solanum_variabile"	"Solanum_sp."	"Vassobia_breviflora"	"Unknown_family"	"Artibeus_fimbriatus"	"Artibeus_lituratus"	"Artibeus_jamaicensis"	"Carollia_perspicillata"	"Sturnira_lilium"	"Sturnira_tildae"
"Philodendron_apendiculatum"	1.00017996000361	0.000182868553703044	1.46137786311191e-06	0.000360334620239963	0.000179960003613318	1.04676484978375e-06	0.00018142138147643	9.31760217703258e-07	2.32940054425814e-06	0.000721186387684302	0.000180891763831021	0.000179960003613318	0.000179960003613318	4.65880108851629e-07	0.000361928428109779	0.000179960003613318	0.000539880010839953	0.000181254203101886	0.000539880010839953	0.000539880010839953	0.000540345890948804	0.00270351052931827	0.00197997465275982	0.00018161845566663	8.70687327989136e-05	1.522771761892e-05	1.82868553703044e-06	7.45408174162606e-05	0.100777602023458	5.38330332720325e-05
"Cecropia_glaziovi"	1.82868553703044e-05	1.00351841553627	0.00115278658266489	0.000277011081399504	1.82868553703044e-05	0.000912349212005991	0.00117107343803519	1.96510326191468e-07	4.91275815478671e-07	0.000313781302466305	1.84833656964958e-05	1.82868553703044e-05	1.82868553703044e-05	9.82551630957342e-08	3.72401457614117e-05	1.82868553703044e-05	5.48605661109131e-05	0.000450231250753115	5.48605661109131e-05	5.48605661109131e-05	5.49588212740089e-05	0.000516248230460391	0.000441592779732244	0.000980036338005887	0.0504918478383681	0.0302032129481739	0.0100351841553627	1.57208260953175e-05	0.0102406390073705	2.34962347305713e-05
"Cecropia_pachystachia"	3.65344465777977e-07	0.00288196645666222	1.00143924018899	0.000360481044237625	3.65344465777977e-07	0.00107948983368195	0.0014396055334538	1.54144836091248e-07	3.85362090228121e-07	0.000361365878005273	5.19489301869226e-07	3.65344465777977e-07	3.65344465777977e-07	7.70724180456242e-08	1.23570634065146e-06	3.65344465777977e-07	1.09603339733393e-06	0.000360705340108592	1.09603339733393e-06	1.09603339733393e-06	1.17310581537956e-06	0.000366360212429798	0.000363769144429627	0.00143936676569006	0.0755475746142746	0.0251992386148867	2.88196645666222e-05	1.23315868872999e-05	0.000204592900835667	1.75436286502131e-05
"Cucurbitaceae"	0.000120111540079988	0.000923370271331682	0.000480641392316834	1.00040012028415	0.000120111540079988	0.000320744188324299	0.000600752932396821	6.89370152814294e-07	1.72342538203574e-06	0.0006410327344653	0.000120800910232802	0.000120111540079988	0.000120111540079988	3.44685076407147e-07	0.000241679606076611	0.000120111540079988	0.000360334620239963	0.000121828476183038	0.000360334620239963	0.000360334620239963	0.000360679305316371	0.00196421645756022	0.0014811241448724	0.000759700356050127	0.0335784128384323	6.64846237460523e-05	9.23370271331681e-06	5.51496122251435e-05	0.0672624624447932	3.83577881910368e-05
"Vismia_sp."	0.000179960003613318	0.000182868553703044	1.46137786311191e-06	0.000360334620239963	1.00017996000361	1.04676484978375e-06	0.00018142138147643	9.31760217703258e-07	2.32940054425814e-06	0.000721186387684302	0.000180891763831021	0.000179960003613318	0.000179960003613318	4.65880108851629e-07	0.000361928428109779	0.000179960003613318	0.000539880010839953	0.000181254203101886	0.000539880010839953	0.000539880010839953	0.000540345890948804	0.00270351052931827	0.00197997465275982	0.00018161845566663	8.70687327989136e-05	1.522771761892e-05	1.82868553703044e-06	7.45408174162606e-05	0.100777602023458	5.38330332720325e-05
"Ficus_luschnatiana"	3.48921616594583e-07	0.00304116404001997	0.0014393197782426	0.000320744188324299	3.48921616594583e-07	1.00111927343315	0.00143966869985919	1.37329773776209e-07	3.43324434440522e-07	0.000321579361331264	4.86251390370792e-07	3.48921616594583e-07	3.48921616594583e-07	6.86648868881044e-08	1.25362111744409e-06	3.48921616594583e-07	1.04676484978375e-06	0.000479948112696342	1.04676484978375e-06	1.04676484978375e-06	1.11542973667185e-06	0.000326604178558353	0.00032388448287365	0.00128053430198103	0.0672097324691331	0.0335426520078488	3.04116404001997e-05	1.09863819020967e-05	0.000195396105292967	2.09224055239356e-05
"Ficus_sp."	3.62842762952859e-05	0.00234214687607038	0.00115168442676304	0.000360451759438093	3.62842762952859e-05	0.000863801219915515	1.00118796870306	3.0966791241365e-07	7.74169781034126e-07	0.000433329979941078	3.65939442076996e-05	3.62842762952859e-05	3.62842762952859e-05	1.54833956206825e-07	7.3374250694477e-05	3.62842762952859e-05	0.000108852828885858	0.000324815112707251	0.000108852828885858	0.000108852828885858	0.000109007662842065	0.000833790275807491	0.000687010246095666	0.00118781710368537	0.0604554734379794	0.0201624364354331	2.34214687607038e-05	2.4773432993092e-05	0.0203191947253601	2.48015095745769e-05
"Piper_aduncun"	4.65880108851629e-07	9.82551630957342e-07	3.08289672182497e-07	1.03405522922144e-06	4.65880108851629e-07	2.05994660664313e-07	7.74169781034125e-07	1.00125865994807	0.00314664987017278	0.00126062576351603	0.00125912582817796	4.65880108851629e-07	4.65880108851629e-07	0.000629329974034555	0.00126028815230774	4.65880108851629e-07	1.39764032655489e-06	1.16372876740342e-06	1.39764032655489e-06	1.39764032655489e-06	0.00063072761436111	0.000638509802741619	5.2269762088861e-06	8.75060154924363e-07	2.14819524188185e-05	9.83246339562231e-08	9.82551630957342e-09	0.100692795845529	0.000260892860956912	3.48222010461925e-05
"Piper_dilatatum"	4.65880108851629e-07	9.82551630957342e-07	3.08289672182497e-07	1.03405522922144e-06	4.65880108851629e-07	2.05994660664313e-07	7.74169781034125e-07	0.00125865994806911	1.00314664987017	0.00126062576351603	0.00125912582817796	4.65880108851629e-07	4.65880108851629e-07	0.000629329974034555	0.00126028815230774	4.65880108851629e-07	1.39764032655489e-06	1.16372876740342e-06	1.39764032655489e-06	1.39764032655489e-06	0.00063072761436111	0.000638509802741619	5.2269762088861e-06	8.75060154924363e-07	2.14819524188185e-05	9.83246339562231e-08	9.82551630957342e-09	0.100692795845529	0.000260892860956912	3.48222010461925e-05
"Piper_sp."	0.000103026626812043	0.000448259003523292	0.000206494787431584	0.000274728314770843	0.000103026626812043	0.000137819726284828	0.000309521414243627	0.00036017878957601	0.000900446973940025	1.00084096035797	0.000463205416388053	0.000103026626812043	0.000103026626812043	0.000180089394788005	0.000567067425580695	0.000103026626812043	0.000309079880436129	0.000104331613183956	0.000309079880436129	0.000309079880436129	0.000489169275224134	0.00179667000525721	0.00120196795607923	0.00037772687139907	0.0144217628408189	3.28722793919871e-05	4.48259003523292e-06	0.0288143031660808	0.0576949110147442	4.17691190299372e-05
"Rubus_brasiliensis"	6.02972546103403e-05	6.16112189883195e-05	6.92652402492301e-07	0.000120800910232802	6.02972546103403e-05	4.86251390370792e-07	6.09899070128326e-05	0.000839417218785308	0.00209854304696327	0.00108081263823879	1.0008997144734	6.02972546103403e-05	6.02972546103403e-05	0.000419708609392654	0.000960834910908418	6.02972546103403e-05	0.000180891763831021	6.11938868788975e-05	0.000180891763831021	0.000180891763831021	0.000600600373223675	0.00132684337826717	0.000663476201725865	6.11228586588263e-05	4.33442125455169e-05	5.14145562894416e-06	6.16112189883195e-07	0.0671533775028246	0.0337664625817906	4.11591451214725e-05
"Aureliana_sp."	0.000179960003613318	0.000182868553703044	1.46137786311191e-06	0.000360334620239963	0.000179960003613318	1.04676484978375e-06	0.00018142138147643	9.31760217703258e-07	2.32940054425814e-06	0.000721186387684302	0.000180891763831021	1.00017996000361	0.000179960003613318	4.65880108851629e-07	0.000361928428109779	0.000179960003613318	0.000539880010839953	0.000181254203101886	0.000539880010839953	0.000539880010839953	0.000540345890948804	0.00270351052931827	0.00197997465275982	0.00018161845566663	8.70687327989136e-05	1.522771761892e-05	1.82868553703044e-06	7.45408174162606e-05	0.100777602023458	5.38330332720325e-05
"Solanum_cinnamomeum"	0.000179960003613318	0.000182868553703044	1.46137786311191e-06	0.000360334620239963	0.000179960003613318	1.04676484978375e-06	0.00018142138147643	9.31760217703258e-07	2.32940054425814e-06	0.000721186387684302	0.000180891763831021	0.000179960003613318	1.00017996000361	4.65880108851629e-07	0.000361928428109779	0.000179960003613318	0.000539880010839953	0.000181254203101886	0.000539880010839953	0.000539880010839953	0.000540345890948804	0.00270351052931827	0.00197997465275982	0.00018161845566663	8.70687327989136e-05	1.522771761892e-05	1.82868553703044e-06	7.45408174162606e-05	0.100777602023458	5.38330332720325e-05
"Solanum_megalochiton"	4.65880108851629e-07	9.82551630957342e-07	3.08289672182497e-07	1.03405522922144e-06	4.65880108851629e-07	2.05994660664313e-07	7.74169781034125e-07	0.00125865994806911	0.00314664987017278	0.00126062576351603	0.00125912582817796	4.65880108851629e-07	4.65880108851629e-07	1.00062932997403	0.00126028815230774	4.65880108851629e-07	1.39764032655489e-06	1.16372876740342e-06	1.39764032655489e-06	1.39764032655489e-06	0.00063072761436111	0.000638509802741619	5.2269762088861e-06	8.75060154924363e-07	2.14819524188185e-05	9.83246339562231e-08	9.82551630957342e-09	0.100692795845529	0.000260892860956912	3.48222010461925e-05
"Solanum_cf._paranaense"	7.23856856219558e-05	7.44802915228233e-05	9.88565072521171e-07	0.000145007763645966	7.23856856219558e-05	7.52172670466452e-07	7.3374250694477e-05	0.000504115260923095	0.00126028815230774	0.000793894395812973	0.000576500946545051	7.23856856219558e-05	7.23856856219558e-05	0.000252057630461548	1.00105038566877	7.23856856219558e-05	0.000217157056865868	0.000474164110087642	0.000217157056865868	0.000217157056865868	0.000469214687327415	0.00254257641699093	0.000796478934243569	7.33312552301747e-05	4.96424044314911e-05	1.95571506449909e-05	7.44802915228233e-07	0.0403292208738476	0.0405359839482953	0.0200749518299665
"Solanum_rufescens"	0.000179960003613318	0.000182868553703044	1.46137786311191e-06	0.000360334620239963	0.000179960003613318	1.04676484978375e-06	0.00018142138147643	9.31760217703258e-07	2.32940054425814e-06	0.000721186387684302	0.000180891763831021	0.000179960003613318	0.000179960003613318	4.65880108851629e-07	0.000361928428109779	1.00017996000361	0.000539880010839953	0.000181254203101886	0.000539880010839953	0.000539880010839953	0.000540345890948804	0.00270351052931827	0.00197997465275982	0.00018161845566663	8.70687327989136e-05	1.522771761892e-05	1.82868553703044e-06	7.45408174162606e-05	0.100777602023458	5.38330332720325e-05
"Solanum_santaecatharinae"	0.000179960003613318	0.000182868553703044	1.46137786311191e-06	0.000360334620239963	0.000179960003613318	1.04676484978375e-06	0.00018142138147643	9.31760217703258e-07	2.32940054425814e-06	0.000721186387684302	0.000180891763831021	0.000179960003613318	0.000179960003613318	4.65880108851629e-07	0.000361928428109779	0.000179960003613318	1.00053988001084	0.000181254203101886	0.000539880010839953	0.000539880010839953	0.000540345890948804	0.00270351052931827	0.00197997465275982	0.00018161845566663	8.70687327989136e-05	1.522771761892e-05	1.82868553703044e-06	7.45408174162606e-05	0.100777602023458	5.38330332720325e-05
"Solanum_scuticum"	6.04180677006286e-05	0.00150077083584372	0.000480940453478122	0.000121828476183038	6.04180677006286e-05	0.000479948112696342	0.000541358521178751	7.7581917826895e-07	1.93954794567237e-06	0.000243440430762564	6.11938868788975e-05	6.04180677006286e-05	6.04180677006286e-05	3.87909589134475e-07	0.000790273516812736	6.04180677006286e-05	0.000181254203101886	1.00120704306107	0.000181254203101886	0.000181254203101886	0.00018164211269102	0.00291363595257997	0.000665591085488695	6.43874308277515e-05	0.000208391564173952	0.0334574401792946	1.50077083584372e-05	6.2065534261516e-05	0.033834117912352	0.0334330781116605
"Solanum_subsylvestris"	0.000179960003613318	0.000182868553703044	1.46137786311191e-06	0.000360334620239963	0.000179960003613318	1.04676484978375e-06	0.00018142138147643	9.31760217703258e-07	2.32940054425814e-06	0.000721186387684302	0.000180891763831021	0.000179960003613318	0.000179960003613318	4.65880108851629e-07	0.000361928428109779	0.000179960003613318	0.000539880010839953	0.000181254203101886	1.00053988001084	0.000539880010839953	0.000540345890948804	0.00270351052931827	0.00197997465275982	0.00018161845566663	8.70687327989136e-05	1.522771761892e-05	1.82868553703044e-06	7.45408174162606e-05	0.100777602023458	5.38330332720325e-05
"Solanum_swartzianum"	0.000179960003613318	0.000182868553703044	1.46137786311191e-06	0.000360334620239963	0.000179960003613318	1.04676484978375e-06	0.00018142138147643	9.31760217703258e-07	2.32940054425814e-06	0.000721186387684302	0.000180891763831021	0.000179960003613318	0.000179960003613318	4.65880108851629e-07	0.000361928428109779	0.000179960003613318	0.000539880010839953	0.000181254203101886	0.000539880010839953	1.00053988001084	0.000540345890948804	0.00270351052931827	0.00197997465275982	0.00018161845566663	8.70687327989136e-05	1.522771761892e-05	1.82868553703044e-06	7.45408174162606e-05	0.100777602023458	5.38330332720325e-05
