"Pandanus_barklyi"	"Syzygium_coriaceum"	"Pittosporum_senacia"	"Aphloia_theiformis"	"Gaertnera_sp1_M_PL_067"	"Tabernaemontana_persicarifolia"	"Diospyros_revaughanii"	"Psiadia_terebinthina"	"Stillingia_lineata"	"Gaertnera_rotundifolia"	"Euodia_obtusifolia"	"Turraea_rigida"	"Gaertnera_petrinensis"	"Labourdonnaisia_callophylloides"	"Phyllanthus_phillyreifolius"	"Euodia_chapelieri"	"Ochna_mauritiana"	"Cordemoya_integrifolia"	"Smilax_anceps"	"Apis_mellifera"	"Nacoleia_sp1_M_PL_067"	"Technomyrmex_albipes"	"Villa_unifasciata"	"Phorinia_sp1_M_PL_067"	"Paragus_borbonicus"	"Pachycerina_crinicornis"	"Phelsuma_cepediana"	"Chrysomya_megacephala"	"Hippotion_eson"	"Nogodinidae_sp1_M_PL_067"	"Brachymyrmex_sp1_M_PL_067"	"Lecithoceridae_sp1_M_PL_067"	"Episyrphus_sp1_M_PL_067"	"Eristalinus_flaveolus"	"Ischiodon_aegyptius"	"Musca_domestica"	"Nacoleia_sp2_M_PL_067"	"Syritta_sp1_M_PL_067"	"Allograpta_nasuta"	"Cephonodes_trochilus"	"Fannia_pusio"	"Lygaeidae_sp1_M_PL_067"	"Melanagromyza_sojae"	"Pheidole_megacephala"	"Sarrothripinae_sp1_M_PL_067"	"Stomorhina_lunata"	"Zosterops_mauritianus"
"Pandanus_barklyi"	1.00770802809015	1.83188813442731e-06	0.00109046938367543	0.000437646893305725	6.75326792729033e-07	8.61814973999918e-07	0.000258738086977051	0.00010949317522009	1.90020288730998e-07	5.73695762723243e-07	6.45672962115068e-07	1.01772077707122e-06	0.000109101590015834	0.000272374732737276	4.58208841238037e-07	5.73468024087152e-08	2.04151509112313e-07	0.000108594494108433	4.78079802269369e-08	0.0923053199921684	2.96409477407009e-05	8.53184862385224e-05	2.22727398422865e-05	5.13088326892179e-06	7.76962621126832e-07	7.28275559608009e-06	0.00285820991296657	2.43622500196708e-06	1.68831698182258e-08	3.64977250733633e-06	5.06720769949328e-09	1.44650555310759e-06	0.00283861416363421	2.42716293138507e-06	0.00283861416363421	5.16443625344207e-09	3.63671966719445e-06	2.53360384974664e-09	1.26680192487332e-09	3.37663396364517e-09	1.26680192487332e-09	7.29954501467267e-07	1.26680192487332e-09	1.14552210309509e-08	4.53586828421009e-09	1.26680192487332e-09	4.5395788789546e-06
"Syzygium_coriaceum"	2.76732037328381e-06	1.00581897169703	0.00090875246041291	0.00102598823202247	8.04175126835025e-05	3.58716101593984e-07	3.98834908531127e-07	0.000490127784712468	0.000651422182486073	2.68595892311533e-07	0.000630988235954622	0.000161269459332754	1.10060344144936e-07	4.3353976064005e-08	7.51326721064938e-07	0.000248174303167216	8.01350973968687e-05	4.25445032532368e-08	2.23829910259611e-08	3.61628277652512e-05	1.38774544360959e-05	0.000139897035462291	0.0343506709427092	0.0257000757391125	0.0235604630667142	0.00643052226022449	1.29012832199108e-08	0.00642648336040042	2.01043781708756e-06	1.63375928237489e-05	1.73712581996286e-05	5.99170845598679e-09	7.7952686571375e-09	0.00214205981522486	7.7952686571375e-09	0.00214438317986274	3.66867813816455e-09	8.6856290998143e-06	4.34281454990715e-06	4.02087563417513e-07	4.34281454990715e-06	3.26751856474979e-06	4.34281454990715e-06	1.87831680266234e-08	1.8879794820736e-09	4.34281454990715e-06	7.22566267733417e-10
"Pittosporum_senacia"	0.00172051836091012	0.000949141458653484	1.00326944950715	0.00207326854304732	6.33642503571949e-05	5.83256585157554e-05	0.00010398427189769	0.000198080428321263	0.000155107675884026	4.36616383655804e-05	0.000308366265154235	0.0006310420053509	3.74918103279348e-05	2.69087409114978e-05	0.000300397948169128	1.60552729484666e-05	0.00011575636714298	2.64514280354466e-05	3.63846986379837e-06	0.0224837138301296	0.00225585131555499	0.0559340979490917	0.00682584123200011	0.00227074667142066	2.53713000411075e-05	0.00669555539762301	7.21813705431113e-06	0.0022365800664801	1.58410625892987e-06	6.60268094404212e-06	4.1362046902407e-06	1.19164469959746e-06	4.846530594113e-06	0.00223150711548348	4.846530594113e-06	3.05350108458886e-06	1.24972701093116e-06	2.06810234512035e-06	1.03405117256017e-06	3.16821251785974e-07	1.03405117256017e-06	1.32053618880842e-06	1.03405117256017e-06	7.5099487042282e-06	3.06977150082923e-07	1.03405117256017e-06	4.4847901519163e-07
"Aphloia_theiformis"	0.000941603921960802	0.00146125596681988	0.0028271843768827	1.00247118027167	6.45099938811564e-05	4.89191088042493e-07	2.94306126668034e-05	0.000370119112628134	3.74644503530208e-05	3.5826757510766e-07	0.000615812010273405	0.000716471997535625	1.46146663291674e-05	1.47178909303985e-05	0.000295045271252798	6.42149662631495e-05	0.000162030893384702	1.44763838809599e-05	2.98556312589717e-08	0.012304926298816	1.85104913805624e-05	0.0549374295072711	0.0274891864980529	0.00612626632434073	4.01275798004476e-05	2.8424824593897e-05	3.79710154637179e-06	1.58595606966405e-05	1.61274984702891e-06	1.23373037542711e-05	9.99052009413889e-07	1.68652783578595e-07	2.65240541397409e-06	9.39168719718117e-06	2.65240541397409e-06	3.35881825090641e-06	4.8715554430558e-07	4.99526004706945e-07	2.49763002353472e-07	3.22549969405782e-07	2.49763002353472e-07	2.46746075085423e-06	2.49763002353472e-07	7.37613178131996e-06	2.57468993706575e-09	2.49763002353472e-07	2.45298182173309e-07
"Gaertnera_sp1_M_PL_067"	2.39741011418807e-06	0.000188981154806231	0.000142569563303688	0.000106441489903908	1.00440256743608	0.00169817447210521	0.00148465236704217	0.000260035367127323	1.69448960778889e-07	0.00127165434257721	7.05131141088231e-05	2.36762376446427e-05	0.000319010171966497	5.07703476031246e-07	1.04183304870491e-07	1.17823872709635e-05	1.17688369245825e-05	3.32190823072405e-08	0.000105971195214767	2.82362199611544e-05	0.0657021410331557	1.93989313668854e-05	0.00504570426955661	6.5715806569998e-06	6.7467813350615e-06	2.15785610534899e-06	8.28866887211918e-06	1.52421360177704e-06	0.0251100641859019	8.66784557091077e-06	4.51863895410371e-09	2.6123589464792e-05	6.75326792729033e-09	7.18908815203487e-07	6.75326792729033e-09	4.03217223156039e-07	1.06336723988832e-05	2.25931947705185e-09	1.12965973852593e-09	0.00502201283718038	1.12965973852593e-09	1.73356911418215e-06	1.12965973852593e-09	2.60458262176227e-09	8.93776037950112e-06	1.12965973852593e-09	8.46172460052077e-09
"Tabernaemontana_persicarifolia"	3.22046648178917e-06	8.87350356574591e-07	0.000138139717537315	8.49647679231698e-07	0.00178755207590022	1.00342653410309	0.00227200691128055	0.000275514020879814	3.51157860957341e-08	0.00164506081445329	2.77442039733317e-07	1.83095428194196e-07	0.000412684762416558	7.69949740222396e-07	5.14723802550743e-08	5.34928480865654e-08	5.73185812274738e-08	4.39429285139194e-08	0.000137088401204441	3.73514892368315e-05	0.0849948087467533	9.58415720349484e-06	1.72877263608445e-05	3.38099078312946e-07	1.86043666114654e-06	9.26829493935629e-07	1.26826623374752e-05	3.12875193769782e-07	4.46888018975056e-05	9.1838006959938e-06	9.36420962552908e-10	0.0105750068301244	9.07173656842019e-09	3.08865129564997e-07	9.07173656842019e-09	2.12208472271182e-09	1.37561587472186e-05	4.68210481276454e-10	2.34105240638227e-10	8.93776037950112e-06	2.34105240638227e-10	1.83676013919876e-06	2.34105240638227e-10	1.28680950637686e-09	0.00528119228475309	2.34105240638227e-10	1.28324956703733e-08
"Diospyros_revaughanii"	0.00102057800974281	1.04140226116461e-06	0.000259960679744225	5.39561232224729e-05	0.00164961374115796	0.0023982295174628	1.00206389570233	0.000267543961370886	5.54910161719081e-08	0.00151811216034937	3.34466484624932e-07	2.92606652174851e-07	0.000394075906496422	0.000333339511306894	1.03168357649336e-07	5.63299328343485e-08	7.76963682506171e-08	1.32342800540905e-05	0.000126509346695781	0.0112491380459769	0.0784357949513843	1.92099481943064e-05	1.86589424128515e-05	9.35372435124035e-07	1.81118609029901e-06	1.74008838687817e-06	0.00559211914451094	5.84707588014942e-07	4.1240343528949e-05	8.91813204569619e-06	1.47976043125088e-09	0.00559226616402719	2.87486763307834e-06	5.7990614892345e-07	2.87486763307834e-06	2.58568959965231e-09	1.31358635498807e-05	7.39880215625442e-10	3.69940107812721e-10	8.24806870578981e-06	3.69940107812721e-10	1.78362640913924e-06	3.69940107812721e-10	2.57920894123341e-09	1.26222606182253e-05	3.69940107812721e-10	5.55565852178157e-06
"Psiadia_terebinthina"	0.000518267696041759	0.0015357337254324	0.00059424128496379	0.000814262047781896	0.000346713822836431	0.000348984426447765	0.000321052753645063	1.00437959017922	4.93610209696625e-05	0.000261327705491007	0.000400005775265556	0.000198032077199151	7.35442651178313e-05	8.19742674565058e-06	3.65387183093512e-05	0.000110694884632034	7.4717790923857e-05	7.96719119468685e-06	2.17773087909172e-05	0.00677211251548382	0.0135019314503687	0.00680350934920119	0.026904526846979	5.02392625547071e-05	0.00673767045644513	1.40932377338057e-05	3.79003052845048e-06	1.14521653561889e-05	8.66784557091077e-06	0.0334793196726407	1.31629389252433e-06	5.45714668753676e-06	1.45990900293453e-06	4.58805475355821e-06	1.45990900293453e-06	3.59659203788087e-06	2.45147550392771e-06	6.58146946262167e-07	3.29073473131083e-07	1.73356911418215e-06	3.29073473131083e-07	0.00669586393452814	3.29073473131084e-07	9.13467957733779e-07	1.83676013919876e-06	3.29073473131083e-07	1.36623779094176e-07
"Stillingia_lineata"	8.99429366660057e-07	0.00204112283845636	0.000465323027652078	8.24217907766458e-05	2.25931947705185e-07	4.44799957212631e-08	6.65892194062897e-08	4.93610209696625e-05	1.00737073406089	3.3300531368445e-08	4.10711619064022e-05	7.17653351114751e-07	2.22271137728816e-08	1.40708620699616e-08	1.70073282550832e-07	4.8520113811584e-05	2.45727942661072e-07	1.38278905515274e-08	2.77504428070375e-09	1.17537069687983e-05	1.72052745403633e-06	3.16676452109648e-05	8.1346787771556e-05	0.00676990859175882	0.00676633093295196	0.00673193549090667	3.84160142889013e-09	0.00672986738856154	5.64829869262963e-09	1.64536736565542e-06	0.0268632195749571	8.38150589089175e-10	2.53360384974664e-09	5.37686572246733e-06	2.53360384974664e-09	0.00672014770828917	7.40903792429387e-10	0.0134316097874785	0.00671580489373927	1.12965973852593e-09	0.00671580489373926	3.29073473131083e-07	0.00671580489373927	4.25183206377079e-09	2.34105240638227e-10	0.00671580489373926	2.34514367832693e-10
"Gaertnera_rotundifolia"	3.39436659611252e-06	1.05200057822017e-06	0.000163731143870927	9.85235831546065e-07	0.00211942390429535	0.00260467962288437	0.00227716824052406	0.000326659631863758	4.16256642105563e-08	1.00195047812341	3.28918458173443e-07	2.17036887376085e-07	0.000489297125130099	7.74301010098398e-07	6.10054008493415e-08	6.34212758939892e-08	6.79498521232306e-08	4.66038608169921e-08	0.000162539843617394	3.96132816944433e-05	0.100774703042784	1.13592056381474e-05	2.04961892265546e-05	4.00609855826115e-07	2.20580073744305e-06	1.09853336087537e-06	1.27121163329634e-05	3.70839388115696e-07	5.29855976073836e-05	1.08886543954586e-05	1.1100177122815e-09	4.00686149104663e-05	9.56159604538738e-09	3.66085285482433e-07	9.56159604538738e-09	2.51580353066648e-09	1.63099041710033e-05	5.55008856140751e-10	2.77504428070375e-10	1.05971195214767e-05	2.77504428070375e-10	2.17773087909172e-06	2.77504428070375e-10	1.52513502123354e-09	1.37088401204441e-05	2.77504428070375e-10	1.29050168349733e-08
