"Microtus_agrestis"	"Apodemus_sylvaticus"	"Sorex_araneus"	"Clethrionomys_glareolus"	"Neomys_fodiens"	"Sorex_minutus"	"Ctenophthalmus_nobilis"	"Megabothris_walkeri"	"Palaeopsylla_soricis"	"Amalaraeus_penicilliger"	"Ctenophthalmus_bisoctodentatus"	"Doratopsylla_dasycnema"	"Hystrichopsylla_talpae"
"Microtus_agrestis"	1.00757835150934	0.00160999685438812	0.000235781926929406	0.000284935192672626	0.000261296411784966	0.000130648205892483	0.0692435491230161	0.0233369895920584	0.00189110247101279	0.00466471459032103	0.00186850563531652	2.61979918810451e-06	2.61979918810451e-06
"Apodemus_sylvaticus"	0.00724498584474653	1.0019812497659	2.56974464880614e-06	0.000349071075731123	0.000348755779990029	0.000174377889995014	0.0924202816973577	0.00851755175371458	2.52236592875255e-05	3.35416011330858e-05	1.34451931715544e-05	2.85527183200683e-08	2.85527183200683e-08
"Sorex_araneus"	0.00141469156157644	3.42632619840819e-06	1.00784119439414	0.000840829580725037	5.78825581434989e-07	2.89412790717495e-07	0.000153388779080272	3.27760425696265e-05	0.0672200604114881	6.54949797026128e-06	0.0112008552924563	0.0111982354932682	0.0111982354932682
"Clethrionomys_glareolus"	0.00512883346810727	0.00139628430292449	0.00252248874217511	1.00067286212882	0.000253694305986983	0.000126847152993492	0.0672289910865506	0.000130358699471298	0.0335334258268615	2.37445993893855e-05	3.75254924465888e-05	2.80276526908346e-05	2.80276526908346e-05
"Neomys_fodiens"	0.00705500311819409	0.00209253467994017	2.60471511645745e-06	0.000380541458980475	1.00038021741919	0.000190108709592969	0.100757616084273	0.000180748046365105	2.5923183563028e-05	3.26620514731208e-05	1.30937618683201e-05	2.89412790717495e-08	2.89412790717495e-08
"Sorex_minutus"	0.00705500311819409	0.00209253467994017	2.60471511645745e-06	0.000380541458980475	0.000380217419185937	1.00019010870959	0.100757616084273	0.000180748046365105	2.5923183563028e-05	3.26620514731208e-05	1.30937618683201e-05	2.89412790717495e-08	2.89412790717495e-08
"Ctenophthalmus_nobilis"	0.0705500311819409	0.0209253467994017	2.60471511645745e-05	0.00380541458980475	0.00380217419185937	0.00190108709592968	1.00757616084273	0.00180748046365105	0.00025923183563028	0.000326620514731208	0.000130937618683201	2.89412790717495e-07	2.89412790717495e-07
"Megabothris_walkeri"	0.0933479583682335	0.00757115711441296	2.18506950464177e-05	2.89685998825108e-05	2.6777488350386e-05	1.3388744175193e-05	0.00709603441285229	1.00222392534559	0.000175288922569981	0.000432166473927007	0.000173109375071319	2.42785500515752e-07	2.42785500515752e-07
"Palaeopsylla_soricis"	0.0127649416793364	3.78354889312882e-05	0.0756225679629242	0.0125750346850731	6.48079589075699e-06	3.2403979453785e-06	0.0017174109110506	0.000295800056836843	1.00548431113458	5.90969522191498e-05	0.000863889536031262	0.000840250755143602	0.000840250755143602
"Amalaraeus_penicilliger"	0.100757835150934	0.000160999685438812	2.35781926929406e-05	2.84935192672626e-05	2.61296411784966e-05	1.30648205892483e-05	0.00692435491230161	0.00233369895920584	0.000189110247101279	1.00046647145903	0.000186850563531652	2.61979918810451e-07	2.61979918810451e-07
"Ctenophthalmus_bisoctodentatus"	0.050449652153546	8.06711590293263e-05	0.0504038488160534	5.62882386698832e-05	1.30937618683201e-05	6.54688093416003e-06	0.00346984689510482	0.0011684882817314	0.00345555814412505	0.000233563204414565	1.00065346804639	0.000560042764622815	0.000560042764622815
"Doratopsylla_dasycnema"	0.000141469156157644	3.42632619840819e-07	0.100784119439414	8.40829580725037e-05	5.78825581434989e-08	2.89412790717495e-08	1.53388779080272e-05	3.27760425696265e-06	0.00672200604114881	6.54949797026128e-07	0.00112008552924563	1.00111982354933	0.00111982354932682
"Hystrichopsylla_talpae"	0.000141469156157644	3.42632619840819e-07	0.100784119439414	8.40829580725037e-05	5.78825581434989e-08	2.89412790717495e-08	1.53388779080272e-05	3.27760425696265e-06	0.00672200604114881	6.54949797026129e-07	0.00112008552924563	0.00111982354932682	1.00111982354933
