"Canthium_bibracteatum"	"Phoenicophorium_borsigianum"	"Deckenia_nobilis"	"Nephrosperma_vanhoutteanum"	"Chrysobalanus_icaco"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_germana"	"Rhiparida_seychellensis"	"Unidentified_sp2_M_PL_114"	"Megachile_seychellensis"	"Neophyllomyza_approximatonervis"	"Hemipyrellia_sp1_M_PL_114"	"Ceratina_tabescens"	"Ornidia_obesa"	"Phelsuma_sp1_M_PL_114"	"Unidentified_sp1_M_PL_114"	"Melanostoma_annulipes"	"Rhynchium_brunneum"	"Lygistorrhina_sp1_M_PL_114"	"Polistes_olivaceus"	"Unidentified_sp3_M_PL_114"	"Unidentified_sp4_M_PL_114"	"Unidentified_sp5_M_PL_114"
"Canthium_bibracteatum"	1.00559319390605	0.00118889795591038	0.00174779971922531	0.000623044142528688	0.00094807437729064	0.0477593070427051	0.0174119047134276	0.00977199615889435	4.57166772901358e-05	1.71337139195389e-05	0.0108128300420006	1.39984401773994e-05	0.0054064150210003	0.00432513201680024	0.00432513201680024	1.33504237794693e-05	6.51207201524452e-06	3.39685130260108e-06	0.00108602337608651	1.55761035632172e-06	4.74037188645321e-06	1.69842565130054e-06	1.69842565130054e-06	1.55761035632172e-06
"Phoenicophorium_borsigianum"	0.0015795358557095	1.00607573353822	0.00103416224824023	0.00120995809953535	0.000201620359309649	0.00590336779778219	0.0317163421231795	0.0158463394922038	0.037371552140954	3.3273847737222e-05	1.69842565130054e-05	1.66958576541989e-05	8.49212825650271e-06	6.79370260520217e-06	6.79370260520217e-06	0.0014441454629	0.00288055188632115	0.00287450209582347	2.70652744784879e-06	3.02489524883836e-06	1.00810179654825e-06	0.00143725104791174	0.00143725104791174	3.02489524883836e-06
"Deckenia_nobilis"	0.00361211941973232	0.00160869683059591	1.00273419007775	0.001084872057089	0.00106113171584567	0.0559778584277366	0.0246725650743213	0.00898427703727013	6.24637767077133e-05	2.98339815699475e-05	3.88399937605625e-05	0.00446744512091643	1.94199968802813e-05	1.5535997504225e-05	1.5535997504225e-05	0.00668719273884774	1.00206369442904e-05	4.59627665884545e-06	9.18965795528461e-06	2.7121801427225e-06	5.30565857922835e-06	2.29813832942272e-06	2.29813832942272e-06	2.7121801427225e-06
"Nephrosperma_vanhoutteanum"	0.0014485776313792	0.00211742667418686	0.00122048106422512	1.00511442119604	0.0002001035351807	0.00519001932903622	0.0353023092199587	0.0101092852734754	0.00259143332945989	0.0276406465828911	1.55761035632172e-05	0.0100565685722458	7.7880517816086e-06	6.23044142528688e-06	6.23044142528688e-06	1.11614356770058e-05	0.00503162189647787	6.04979049767673e-06	2.55812803222522e-06	0.0025127860529901	1.0005176759035e-06	3.02489524883836e-06	3.02489524883836e-06	0.00251278605299009
"Chrysobalanus_icaco"	0.00440854585440148	0.000705671257583772	0.00238754636065276	0.000400207070361401	1.00219903955801	0.0805231744346635	0.0101923840771216	7.89771717606369e-05	2.72111643861579e-05	1.10056944349385e-05	4.7403718864532e-05	1.46133878620707e-05	2.3701859432266e-05	1.89614875458128e-05	1.89614875458128e-05	1.69250775342333e-05	4.01723894490349e-06	2.01620359309649e-06	0.00501573556967651	1.0005176759035e-06	0.00501099519779005	1.00810179654824e-06	1.00810179654824e-06	1.0005176759035e-06
"Apis_mellifera"	0.0488089621425448	0.00454105215214015	0.0276813585631664	0.00228132717759834	0.0176974009746513	1.00530024205646	0.00191591875430267	0.000812573978227518	0.000174370969309201	6.27364973839544e-05	0.000524827549919836	0.000145841532056723	0.000262413774959918	0.000209931019967935	0.000209931019967935	0.00019102960778131	2.43810706083921e-05	1.29744347204004e-05	0.00014096975986524	5.70331794399585e-06	8.84870048732567e-05	6.4872173602002e-06	6.4872173602002e-06	5.70331794399585e-06
"Lasioglossum_mahense"	0.0249124175130579	0.0341560607480395	0.0170810065899147	0.021724497981513	0.00313611817757587	0.00268228625602373	1.00271133125412	0.00114690215838914	0.00132296492988096	0.000597423694491609	0.000267875457129655	0.000293160564659196	0.000133937728564828	0.000107150182851862	0.000107150182851862	0.000162667749763297	0.000206211234901964	9.75887449943985e-05	4.24681366008449e-05	5.43112449537826e-05	1.56805908878794e-05	4.87943724971992e-05	4.87943724971992e-05	5.43112449537826e-05
"Hemipyrellia_germana"	0.032456987242042	0.0396158487305096	0.0144390166670413	0.0144418361049648	5.64122655433121e-05	0.00264086542923943	0.00266245143911765	1.00120939981817	0.00150755040025277	0.000397150492886533	0.000348999862817655	0.000208591768458721	0.000174499931408828	0.000139599945127062	0.000139599945127062	0.000152854180728622	0.000185397319754852	0.000113188139230027	3.51820476094821e-05	3.61045902624121e-05	2.82061327716561e-07	5.65940696150137e-05	5.65940696150137e-05	3.61045902624121e-05
"Rhiparida_seychellensis"	0.000157468555110468	0.0968892092543251	0.000104106294512855	0.00383916048808873	2.01564180638206e-05	0.000587694748412493	0.00318491557193565	0.00156338560026213	1.00360833995924	0.00010557691342244	1.69321027000503e-06	3.88542995231667e-05	8.46605135002515e-07	6.77284108002012e-07	6.77284108002012e-07	0.000139107198041026	0.000296022114595658	0.000276826312155215	2.70103117319606e-07	9.59790122022183e-06	1.00782090319103e-07	0.000138413156077607	0.000138413156077607	9.59790122022182e-06
"Unidentified_sp2_M_PL_114"	0.00014485776313792	0.000211742667418685	0.000122048106422512	0.100511442119604	2.001035351807e-05	0.000519001932903622	0.00353023092199587	0.00101092852734754	0.000259143332945989	1.00276406465829	1.55761035632172e-06	0.00100565685722458	7.7880517816086e-07	6.23044142528688e-07	6.23044142528688e-07	1.11614356770058e-06	0.000503162189647787	6.04979049767673e-07	2.55812803222522e-07	0.00025127860529901	1.0005176759035e-07	3.02489524883836e-07	3.02489524883836e-07	0.000251278605299009
