"Canthium_bibracteatum"	"Nephrosperma_vanhoutteanum"	"Psidium_cattleianum"	"Premna_serratifolia"	"Paragenipa_wrightii"	"Paraserianthes_falcataria"	"Ochna_kirkii"	"Memecylon_eleagni"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_germana"	"Ornidia_obesa"	"Xylocopa_caffra"	"Unidentified_sp2_M_PL_111"	"Megachile_seychellensis"	"Physiphoa_azurea"	"Lygistorrhina_sp1_M_PL_111"	"Neophyllomyza_approximatonervis"	"Unidentified_sp1_M_PL_111"	"Phelsuma_sp1_M_PL_111"	"Hemipyrellia_sp1_M_PL_111"	"Parasarcophaga_hirticeps"	"Leptotes_pirithous"	"Nectarinia_dussumieri"	"Polistes_olivaceus"	"Unidentified_sp3_M_PL_111"	"Unidentified_sp4_M_PL_111"
"Hemipyrellia_germana"	0.0324684172387087	0.000142040556153858	0.0503315077041799	0.0179599729295805	3.58085816919985e-05	4.57451098527598e-05	8.87994137335567e-06	1.77289485599015e-05	0.00383252262201612	0.00183855569771776	1.00197948687195	0.00178061376858046	9.76793551069123e-05	1.71133200185371e-06	5.73228478062368e-05	0.000229188827567355	5.66383150054954e-05	6.84532800741484e-07	6.84532800741484e-07	5.13399600556113e-07	0.000112249830809878	0.000112249830809878	1.71133200185371e-07	2.23803635574991e-07	1.71133200185371e-07	1.71133200185371e-07	1.71133200185371e-07
"Ornidia_obesa"	0.00529554610885215	0.00510524475680208	0.0904787394397982	5.26544614749659e-05	1.50232557081547e-05	3.79303212724985e-05	1.59630803528226e-05	8.99958584011707e-06	0.00373157924433487	0.000302897482632295	0.00249285927601265	1.00314433731677	0.000175593883881048	6.1508972973519e-05	4.32208262735726e-05	3.73803254742505e-05	1.8617237084165e-05	2.46035891894076e-05	2.46035891894076e-05	1.84526918920557e-05	3.29090384218537e-07	3.29090384218537e-07	6.1508972973519e-06	9.38953481759668e-08	6.1508972973519e-06	6.1508972973519e-06	6.1508972973519e-06
"Xylocopa_caffra"	2.69150830996468e-05	6.98975475365629e-06	0.009221955047111	4.47808682314817e-06	1.01523297004816e-06	3.32949435822633e-06	0.0917447462870584	6.72023926857371e-07	0.000339013419175624	1.31251183116535e-06	0.000248638358453959	0.000319261607056451	1.00919220915764	8.42139126946541e-08	7.29437602085959e-08	1.8998882187986e-07	3.92581951307343e-08	3.36855650778616e-08	3.36855650778616e-08	2.52641738083963e-08	2.79880426446761e-08	2.79880426446761e-08	8.42139126946541e-09	6.34520606280103e-09	8.42139126946541e-09	8.42139126946541e-09	8.42139126946541e-09
"Unidentified_sp2_M_PL_111"	0.000171846351746908	0.100565702345198	4.773244571533e-05	0.000107972844207232	5.6100275457697e-05	3.59401736116553e-05	8.42139126946542e-09	2.47981527731241e-05	0.0019552005263118	0.00377359672516994	4.79172960519039e-06	0.000123017945947038	9.26353039641196e-08	1.00121163496801	0.000848481892748249	1.21303307115464e-06	0.000363827905542477	0.000484653987205772	0.000484653987205772	0.000363490490404329	6.74830276295201e-07	6.748302762952e-07	0.000121163496801443	3.50626721610606e-07	0.000121163496801443	0.000121163496801443	0.000121163496801443
"Megachile_seychellensis"	0.000172450865591768	0.0880299963726309	5.16806541077902e-05	0.0126344073442746	6.01160051832121e-05	3.51478296107776e-05	9.1179700260745e-09	2.62928207319986e-05	0.00171379101020027	0.00412784031639494	0.000200629967321829	0.000108052065683931	1.00297670286819e-07	0.00106060236593531	1.0007819041791	1.2173002277066e-06	0.000357663232731452	0.000424240946374125	0.000424240946374125	0.000318180709780594	7.8965045901716e-05	7.8965045901716e-05	0.000106060236593531	3.75725032395075e-07	0.000106060236593531	0.000106060236593531	0.000106060236593531
"Physiphoa_azurea"	0.100458336521145	0.000167802908176392	0.000179476107069174	6.65157505904144e-05	4.51761299819468e-05	6.94194587543078e-05	3.16648036466433e-08	2.3342469579801e-05	0.00616195151812813	0.00202683810620131	0.00106954786198099	0.000124601084914168	3.48312840113076e-07	2.02172178525774e-06	1.62306697027546e-06	1.00070911766956	8.14378256172367e-07	8.08688714103095e-07	8.08688714103095e-07	6.06516535577322e-07	4.1572344119009e-07	4.1572344119009e-07	2.02172178525774e-07	2.82350812387168e-07	2.02172178525774e-07	2.02172178525774e-07	2.02172178525774e-07
"Lygistorrhina_sp1_M_PL_111"	0.000173055379436628	0.075494290400064	5.56288625002505e-05	0.0251608418443419	6.41317349087272e-05	3.43554856098998e-05	9.81454878268357e-09	2.7787488690873e-05	0.00147238149408874	0.00448208390761994	0.000396468205038467	9.30861854208248e-05	1.07960036609519e-07	0.000909569763856193	0.000715326465462903	1.22156738425855e-06	1.00035149855992	0.000363827905542477	0.000363827905542477	0.000272870929156858	0.000157255261527137	0.000157255261527137	9.09569763856193e-05	4.00823343179545e-07	9.09569763856193e-05	9.09569763856193e-05	9.09569763856193e-05
"Neophyllomyza_approximatonervis"	0.000171846351746908	0.100565702345198	4.773244571533e-05	0.000107972844207232	5.6100275457697e-05	3.59401736116554e-05	8.42139126946541e-09	2.47981527731241e-05	0.0019552005263118	0.00377359672516994	4.79172960519039e-06	0.000123017945947038	9.26353039641196e-08	0.00121163496801443	0.00084848189274825	1.21303307115464e-06	0.000363827905542477	1.00048465398721	0.000484653987205772	0.000363490490404329	6.74830276295201e-07	6.748302762952e-07	0.000121163496801443	3.50626721610606e-07	0.000121163496801443	0.000121163496801443	0.000121163496801443
"Unidentified_sp1_M_PL_111"	0.000171846351746908	0.100565702345198	4.773244571533e-05	0.000107972844207232	5.6100275457697e-05	3.59401736116553e-05	8.42139126946541e-09	2.47981527731241e-05	0.0019552005263118	0.00377359672516994	4.79172960519039e-06	0.000123017945947038	9.26353039641195e-08	0.00121163496801443	0.000848481892748249	1.21303307115464e-06	0.000363827905542477	0.000484653987205772	1.00048465398721	0.00036349049040433	6.74830276295201e-07	6.74830276295201e-07	0.000121163496801443	3.50626721610606e-07	0.000121163496801443	0.000121163496801443	0.000121163496801443
"Phelsuma_sp1_M_PL_111"	0.000171846351746908	0.100565702345198	4.773244571533e-05	0.000107972844207232	5.6100275457697e-05	3.59401736116554e-05	8.42139126946542e-09	2.47981527731241e-05	0.00195520052631181	0.00377359672516994	4.79172960519039e-06	0.000123017945947038	9.26353039641196e-08	0.00121163496801443	0.00084848189274825	1.21303307115464e-06	0.000363827905542477	0.000484653987205773	0.000484653987205773	1.0003634904904	6.74830276295201e-07	6.74830276295201e-07	0.000121163496801443	3.50626721610606e-07	0.000121163496801443	0.000121163496801443	0.000121163496801443
"Hemipyrellia_sp1_M_PL_111"	0.000176682462505788	0.000280054564662508	7.9318112855012e-05	0.100319448844746	8.82261132618175e-05	2.96014216046331e-05	1.3994021322338e-08	3.67554964441196e-05	2.39243974195536e-05	0.00660754545496991	0.0015714976313383	3.29090384218537e-06	1.53934234545718e-07	3.374151381476e-06	0.000315860183606864	1.24717032357027e-06	0.000314510523054274	1.3496605525904e-06	1.3496605525904e-06	1.0122454144428e-06	1.00062699655528	0.000626996555279661	3.374151381476e-07	5.51413207886359e-07	3.374151381476e-07	3.374151381476e-07	3.374151381476e-07
"Parasarcophaga_hirticeps"	0.000176682462505788	0.000280054564662508	7.93181128550119e-05	0.100319448844746	8.82261132618175e-05	2.96014216046331e-05	1.3994021322338e-08	3.67554964441196e-05	2.39243974195536e-05	0.00660754545496991	0.0015714976313383	3.29090384218536e-06	1.53934234545718e-07	3.374151381476e-06	0.000315860183606864	1.24717032357027e-06	0.000314510523054273	1.3496605525904e-06	1.3496605525904e-06	1.0122454144428e-06	0.000626996555279661	1.00062699655528	3.374151381476e-07	5.51413207886359e-07	3.374151381476e-07	3.37415138147601e-07	3.37415138147601e-07
"Leptotes_pirithous"	0.000171846351746908	0.100565702345198	4.773244571533e-05	0.000107972844207232	5.6100275457697e-05	3.59401736116554e-05	8.42139126946542e-09	2.47981527731241e-05	0.00195520052631181	0.00377359672516995	4.79172960519039e-06	0.000123017945947038	9.26353039641196e-08	0.00121163496801443	0.00084848189274825	1.21303307115464e-06	0.000363827905542477	0.000484653987205773	0.000484653987205773	0.00036349049040433	6.74830276295201e-07	6.74830276295201e-07	1.0001211634968	3.50626721610606e-07	0.000121163496801443	0.000121163496801443	0.000121163496801443
"Nectarinia_dussumieri"	0.000239998190529092	0.000291020178936803	3.59646279639562e-05	0.000176452226523635	0.100168803357284	5.22063856168026e-05	6.34520606280102e-09	4.56496980403876e-05	0.00190480472954551	0.00754466162507724	6.26650179609975e-06	1.87790696351933e-06	6.97972666908113e-08	3.50626721610606e-06	3.0058002591606e-06	1.694104874323e-06	1.60329337271818e-06	1.40250688644242e-06	1.40250688644242e-06	1.05188016483182e-06	1.10282641577272e-06	1.10282641577272e-06	3.50626721610606e-07	1.00062605502098	3.50626721610606e-07	3.50626721610606e-07	3.50626721610606e-07
"Polistes_olivaceus"	0.000171846351746908	0.100565702345198	4.773244571533e-05	0.000107972844207232	5.6100275457697e-05	3.59401736116554e-05	8.42139126946542e-09	2.47981527731241e-05	0.00195520052631181	0.00377359672516995	4.79172960519039e-06	0.000123017945947038	9.26353039641196e-08	0.00121163496801443	0.00084848189274825	1.21303307115464e-06	0.000363827905542477	0.000484653987205773	0.000484653987205773	0.000363490490404329	6.74830276295201e-07	6.74830276295201e-07	0.000121163496801443	3.50626721610606e-07	1.0001211634968	0.000121163496801443	0.000121163496801443
"Unidentified_sp3_M_PL_111"	0.000171846351746908	0.100565702345198	4.773244571533e-05	0.000107972844207232	5.6100275457697e-05	3.59401736116554e-05	8.42139126946542e-09	2.47981527731242e-05	0.00195520052631181	0.00377359672516994	4.79172960519039e-06	0.000123017945947038	9.26353039641196e-08	0.00121163496801443	0.00084848189274825	1.21303307115464e-06	0.000363827905542477	0.000484653987205773	0.000484653987205773	0.00036349049040433	6.74830276295201e-07	6.74830276295201e-07	0.000121163496801443	3.50626721610606e-07	0.000121163496801443	1.0001211634968	0.000121163496801443
"Unidentified_sp4_M_PL_111"	0.000171846351746908	0.100565702345198	4.773244571533e-05	0.000107972844207232	5.6100275457697e-05	3.59401736116554e-05	8.42139126946542e-09	2.47981527731241e-05	0.00195520052631181	0.00377359672516994	4.79172960519039e-06	0.000123017945947038	9.26353039641196e-08	0.00121163496801443	0.00084848189274825	1.21303307115464e-06	0.000363827905542477	0.000484653987205773	0.000484653987205773	0.00036349049040433	6.74830276295201e-07	6.74830276295201e-07	0.000121163496801443	3.50626721610606e-07	0.000121163496801443	0.000121163496801443	1.0001211634968
