"Nephrosperma_vanhoutteanum"	"Phoenicophorium_borsigianum"	"Northea_hornei"	"Paragenipa_wrightii"	"Erythroxylum_sechellarum"	"Pittosporum_senacia"	"Memecylon_eleagni"	"Colea_seychellarum"	"Lasioglossum_mahense"	"Apis_mellifera"	"Phelsuma_sp1_M_PL_099"	"Rhiparida_seychellensis"	"Cratopus_aurostriatus"	"Hemipyrellia_germana"	"Unidentified_sp2_M_PL_099"	"Neophyllomyza_approximatonervis"	"Unidentified_sp1_M_PL_099"	"Unidentified_sp4_M_PL_099"	"Melanostoma_annulipes"	"Nectarinia_dussumieri"	"Unidentified_sp3_M_PL_099"	"Mabuya_sechellensis"	"Pachycerina_seychellensis"	"Tricimba_seychellensis"	"Ceratina_tabescens"	"Forcipomyia_sp1_M_PL_099"	"Lygistorrhina_sp1_M_PL_099"
"Nephrosperma_vanhoutteanum"	1.00541117125427	0.0019939239702396	0.000635832701733139	0.000643745575723487	0.000567553361110105	0.000515461935714293	0.000257998820634944	7.53224815890094e-05	0.0633691819981561	0.0118027702760649	0.00216054801759416	0.00749109231472756	0.0032207226010159	0.0032207226010159	0.00641751811438893	1.62691659035646e-05	2.00259914715573e-05	0.00215113624861775	1.59513917619168e-05	1.20802087033326e-05	1.19635438214376e-05	5.52898001507078e-06	7.9756958809584e-06	0.00107357420033863	4.68601759740266e-06	3.9878479404792e-06	4.36579508546235e-06
"Phoenicophorium_borsigianum"	0.00374857706405045	1.00438232009767	0.000367122306634762	0.000514470807820688	0.00047101395807631	0.000394175235854128	0.000214110060733159	9.22057017059207e-06	0.0525910236773417	0.00207104106276119	1.94439429684728e-05	0.00203667957577869	0.00603825746440746	0.00603825746440746	2.39270876428752e-05	0.00402231783221635	1.62705819137144e-05	0.00603426961646698	0.00803505856078136	7.81485069520426e-06	0.00602629392058602	3.19236788378054e-06	0.00401752928039068	0.00201275248813582	3.58341123503753e-06	0.00200876464019534	3.6231842928947e-06
"Northea_hornei"	0.00259862060708327	0.000798091970945135	1.00540641801513	0.000617098533191765	4.17714691278532e-05	0.000205437971746197	1.90982034293175e-05	0.000414473330356036	0.00464143242883736	0.0393965871286248	0.0218865438991031	2.0947613994638e-05	1.3082021848277e-05	1.3082021848277e-05	1.65869400452123e-05	0.0131171891246029	1.15295964989286e-05	1.03175318407416e-05	6.38473576756108e-06	0.0131176267480908	4.78855182567081e-06	0.0087426645044794	3.19236788378054e-06	4.36067394942566e-06	1.86761792496543e-06	1.59618394189027e-06	3.21318993291179e-07
"Paragenipa_wrightii"	0.00355953435988281	0.00151314943476673	0.00083489801549474	1.00197020608452	0.000991633070101012	0.000521918529608069	0.000643488451600781	6.61821550345118e-05	0.0712132738853393	8.54041683602237e-05	0.00592297493070424	2.95334696346182e-05	2.04391126507795e-05	2.04391126507795e-05	2.27204320843584e-05	1.69425718542157e-05	0.0177001799204172	1.66523739700532e-05	1.21051954781338e-05	0.00590483236284762	9.07889660860037e-06	7.25998274343253e-06	6.05259773906691e-06	6.81303755025985e-06	4.7447139055279e-06	3.02629886953346e-06	7.62794669308471e-06
"Erythroxylum_sechellarum"	0.00410384738033461	0.00181159214644735	7.39033684569711e-05	0.0012967509378244	1.00168805881649	0.000624938207275626	0.000501457437206761	4.61806976659311e-07	0.0852947811699982	6.02431479512125e-05	1.79892221792983e-05	3.41837498911312e-05	2.39669381350711e-05	2.39669381350711e-05	2.61947705127741e-05	8.21032556566293e-06	0.00773653422415953	1.96011430496088e-05	1.44927371715788e-05	8.59190367295824e-06	1.08695528786841e-05	6.42637986582357e-07	7.24636858578939e-06	7.98897937835705e-06	5.68125642977842e-06	3.6231842928947e-06	0.00770529276012683
"Pittosporum_senacia"	0.0044048565415585	0.00179170561751876	0.000429552122742048	0.000806601363939744	0.000738563335871195	1.0015538088933	0.000335730669114262	4.01915569631521e-05	0.0824642309283609	0.00917898237028206	2.5464416573318e-05	3.63855344168562e-05	2.48082864973206e-05	2.48082864973206e-05	2.8116105584416e-05	1.27696762449713e-05	2.55109092982665e-05	2.01222688999179e-05	1.43336449401501e-05	1.03475676804242e-05	1.07502337051126e-05	3.73523584993086e-06	7.16682247007505e-06	8.26942883244019e-06	0.00910503462630275	3.58341123503753e-06	5.68125642977843e-06
"Memecylon_eleagni"	0.00404198152328079	0.00178425050610966	7.32097798123836e-05	0.00182321727953554	0.00108649111394798	0.000615506226709479	1.00067586293902	4.90732593789546e-07	0.0840074445690928	5.93530630912838e-05	2.09408217966437e-05	3.36683634196295e-05	2.36054440684051e-05	2.36054440684051e-05	2.57998820634944e-05	8.09191219590451e-06	0.0167184630955172	1.93054637244894e-05	1.42740040488773e-05	1.16797176981455e-05	1.0705503036658e-05	6.36606780977248e-07	7.13700202443864e-06	7.86848135613505e-06	5.59551115190436e-06	3.56850101221932e-06	8.35762395344601e-06
"Colea_seychellarum"	0.00354015663468344	0.000230514254264802	0.00476644329909441	0.000562548317793351	3.00174534828552e-06	0.000221053563297337	1.47219778136864e-06	1.00077582008875	0.000313083899066885	0.0502692019743282	0.050153250692937	2.68238970646829e-05	1.26814577639402e-05	1.26814577639402e-05	2.25967444767028e-05	6.30930565704646e-05	9.97495023369922e-06	8.91533368448976e-06	1.84411403411842e-06	6.5480107305131e-05	1.38308552558881e-06	4.14473330356036e-05	9.22057017059208e-07	4.22715258798007e-06	2.00957784815761e-06	4.61028508529604e-07	2.30903488329655e-08
"Lasioglossum_mahense"	0.0484284805514364	0.0213784649094885	0.000867910128969588	0.00984248500854283	0.00901489557081281	0.00737484992042252	0.0040979241253216	5.09079510677861e-06	1.00655756663953	0.000710733522230913	0.00018005844221537	0.000403394550946695	0.000282829769940238	0.000282829769940238	0.000309117960966615	9.68344265375573e-05	0.000311334997882202	0.000231310109779136	0.000171027719275908	6.92175375380905e-05	0.000128270789456931	7.54704459973555e-06	8.5513859637954e-05	9.42765899800795e-05	6.70440901856592e-05	4.2756929818977e-05	6.9345350544714e-05
"Apis_mellifera"	0.048237408954352	0.00450226317991563	0.0393965871286248	6.31248200923392e-05	3.40504749289462e-05	0.0043899480901349	1.54834077629436e-05	0.00437123495428941	0.00380087927106097	1.00237356079392	0.00117801340146931	0.00036821927389224	0.000180962756593383	0.000180962756593383	0.000307898355027779	0.000531877580484334	1.63395093966594e-06	0.000129646364088753	3.60181054393251e-05	0.000514239850235803	2.70135790794938e-05	0.000342579018509781	1.80090527196625e-05	6.03209188644611e-05	3.99086190012264e-05	9.00452635983127e-06	2.61926730222663e-07
