"Fuchsia_regia"	"Spirotheca_rivieri"	"Inga_sp1_M_PL_069_02"	"Aegiphila_obducta"	"Nematanthus_australis"	"Justicia_carnea"	"Vriesea_altodaserrae"	"Vriesea_incurvata"	"Heliconia_farinosa"	"Nidularium_inocentii"	"Clytolaema_rubricauda"	"Thalurania_glaucopis"	"Phaethornis_eurynome"	"Amazilia_versicolor"
"Fuchsia_regia"	1.0050405615729	0.00227933006971379	0.00216628929509566	0.000441134490264021	0.000101613340690362	3.28667284427103e-07	2.58479510031218e-05	2.73889403689253e-07	4.55212688947515e-05	1.09555761475701e-07	0.0668500387203538	0.0341409516710636	1.80767006434907e-05	1.03391804012487e-06
"Spirotheca_rivieri"	0.00406960847696026	1.00323193065882	0.00268256919586959	3.20015935076215e-05	4.34488261078853e-05	2.38427895973289e-08	3.80974023479154e-05	1.98689913311074e-08	3.30228802161693e-06	7.94759653244295e-09	0.0985305497443665	0.0024767160162127	1.31135342785309e-06	1.52389609391661e-06
"Inga_sp1_M_PL_069_02"	0.00431406329707085	0.00299209641077763	1.00255258649042	0.000135008122964366	5.80927836878703e-05	1.00587811947647e-07	3.50133837300536e-05	8.38231766230394e-08	1.39316720956421e-05	3.35292706492158e-08	0.0905544140733631	0.0104487540717316	5.5323296571206e-06	1.40053534920215e-06
"Aegiphila_obducta"	0.00419527902985783	0.000170457467458963	0.000644732668850237	1.00325902450858	0.000132452996207795	0.000747478210023592	1.37948836031593e-07	0.000622898508352993	7.93893595002643e-05	0.000249159403341197	0.000356774315651789	0.0595420196251982	0.0411113015512975	5.51795344126373e-09
"Nematanthus_australis"	0.00591897709521357	0.00141751795176976	0.00169921392287021	0.000811274601772742	1.00015423443297	6.04440201739252e-07	1.47659448319531e-05	5.03700168116043e-07	8.37165311483047e-05	2.01480067246417e-07	0.0381888677999836	0.0627873983612285	3.32442110956588e-05	5.90637793278123e-07
"Justicia_carnea"	2.55264924238384e-05	1.03716134748381e-06	3.92292466595825e-06	0.00610440538185933	8.05920268985669e-07	1.00182992076793	8.39360121883743e-10	0.00152493397327869	4.83050559782564e-07	0.000609973589311477	2.17082029602549e-06	0.000362287919836923	0.100645642236394	3.35744048753497e-11
"Vriesea_altodaserrae"	0.00240902903349095	0.00198868440256118	0.00163862635856651	1.35189859310961e-06	2.36255117311249e-05	1.00723214626049e-09	1.00403955120947	8.39360121883743e-10	1.39504257167801e-07	3.35744048753497e-10	0.0607438353710782	0.000104628192875851	5.5397768044327e-08	0.040161582048379
"Vriesea_incurvata"	2.55264924238384e-05	1.03716134748381e-06	3.92292466595825e-06	0.00610440538185933	8.05920268985669e-07	0.00182992076793443	8.39360121883743e-10	1.00152493397328	4.83050559782564e-07	0.000609973589311477	2.17082029602549e-06	0.000362287919836923	0.100645642236394	3.35744048753497e-11
"Heliconia_farinosa"	0.00707097043498473	0.000287299057880673	0.00108667042346009	0.00129669287183765	0.000223244083062146	9.66101119565128e-07	2.32507095279669e-07	8.05084266304273e-07	1.0001338075036	3.22033706521709e-07	0.000601328450379901	0.100355627697861	5.3135561576082e-05	9.30028381118675e-09
"Nidularium_inocentii"	2.55264924238384e-05	1.03716134748381e-06	3.92292466595825e-06	0.00610440538185933	8.05920268985669e-07	0.00182992076793443	8.39360121883743e-10	0.00152493397327869	4.83050559782564e-07	1.00060997358931	2.17082029602549e-06	0.000362287919836923	0.100645642236394	3.35744048753497e-11
"Clytolaema_rubricauda"	0.0399898819559498	0.0330121610825156	0.0272011975522041	2.24415166456196e-05	0.000392183494736674	1.67200536279242e-08	0.000389883410597421	1.39333780232701e-08	2.3157706689855e-06	5.57335120930805e-09	1.0083476671599	0.00173682800173912	9.19602949535829e-07	1.55953364238968e-05
"Thalurania_glaucopis"	0.0707097043498473	0.00287299057880673	0.0108667042346008	0.0129669287183765	0.00223244083062146	9.66101119565127e-06	2.32507095279669e-06	8.05084266304273e-06	0.00133807503597148	3.22033706521709e-06	0.00601328450379901	1.00355627697861	0.00053135561576082	9.30028381118675e-08
"Phaethornis_eurynome"	0.000255264924238384	1.03716134748381e-05	3.92292466595824e-05	0.0610440538185933	8.05920268985669e-06	0.0182992076793443	8.39360121883743e-09	0.0152493397327869	4.83050559782564e-06	0.00609973589311477	2.17082029602549e-05	0.00362287919836923	1.00645642236394	3.35744048753497e-10
"Amazilia_versicolor"	0.000240902903349095	0.000198868440256118	0.000163862635856651	1.35189859310961e-07	2.36255117311249e-06	1.00723214626049e-10	0.100403955120947	8.39360121883743e-11	1.39504257167801e-08	3.35744048753497e-11	0.00607438353710782	1.04628192875851e-05	5.5397768044327e-09	1.00401615820484
