"Cordia_nodosa"	"Hirtella_myrmecophila"	"Maieta_guianensis"	"Myrcia_madida"	"Hirtella_physophora"	"Tococa_bullifera"	"Tachigalia_spp."	"Palicourea_corymbifera"	"Azteca_r.am.1"	"Allomerus_octoarticulatus"	"Pheidole_minutula"	"Myrcidris_sp."	"Crematogaster_laevis"	"Pseudomyrmex_concolor"	"Allomerus_septemarticulatus"	"Azteca_sp8"	"Crematogaster_brasiliensis"	"Crema_limata"	"Camponotus_femoratus"	"Pachycondila_unidentata"	"Solenopsis_sp5"
"Cordia_nodosa"	1.008124848259	0	0	0	0	0	0	0.00197616184200868	0.0504062424129501	0	0	0	0	0	0	0	0.0168350168350168	0.016867952865717	0.0168020808043167	6.58720614002895e-05	3.29360307001447e-05
"Hirtella_myrmecophila"	0	1.00715384177718	0	0	0.00294716832383486	0	0	0	0	0.0956765450018277	0	0	0	0	3.27463147092762e-05	0.00530080969356408	0	0	0	0	0
"Maieta_guianensis"	0	0	1.00972578684317	0	0	0.000375223257838414	0	0	0	0	0.0897534032749486	0	0.0112566977351524	0	0	0	0	0	0	0	0
"Myrcia_madida"	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0
"Hirtella_physophora"	0	0.00622179979476247	0	0	1.00387921030625	0	0	0	0	0.0898231412475445	0	0	0	0	0.0111542134478472	3.27463147092762e-05	0	0	0	0	0
"Tococa_bullifera"	0	0	0.00675401864109145	0	0	1.00334699145992	0	0	0	0	0.000600357212541462	0	0.10040974379756	0	0	0	0	0	0	0	0
"Tachigalia_spp."	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0
"Palicourea_corymbifera"	0.00197616184200868	0	0	0	0	0	0	1.008124848259	9.88080921004342e-05	0	0	0	0	0	0	0	0.0168350168350168	0.0336370976393335	3.29360307001447e-05	0.0336041616086334	0.0168020808043167
"Azteca_r.am.1"	0.1008124848259	0	0	0	0	0	0	0.000197616184200868	1.0050406242413	0	0	0	0	0	0	0	0.00168350168350168	0.0016867952865717	0.00168020808043167	6.58720614002895e-06	3.29360307001447e-06
"Allomerus_octoarticulatus"	0	0.0699174751936433	0	0	0.0310926258164577	0	0	0	0	1.00938754976928	0	0	0	0	0.000345473620182864	0.000367986711545491	0	0	0	0	0
"Pheidole_minutula"	0	0	0.100972578684317	0	0	3.75223257838414e-05	0	0	0	0	1.00897534032749	0	0.00112566977351524	0	0	0	0	0	0	0	0
"Myrcidris_sp."	0	0	0	0.101010101010101	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0
"Crematogaster_laevis"	0	0	0.0675401864109145	0	0	0.0334699145991865	0	0	0	0	0.00600357212541462	0	1.0040974379756	0	0	0	0	0	0	0	0
"Pseudomyrmex_concolor"	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0
"Allomerus_septemarticulatus"	0	0.000622179979476247	0	0	0.100387921030625	0	0	0	0	0.00898231412475445	0	0	0	0	1.00111542134478	3.27463147092762e-06	0	0	0	0	0
"Azteca_sp8"	0	0.100715384177718	0	0	0.000294716832383486	0	0	0	0	0.00956765450018277	0	0	0	0	3.27463147092762e-06	1.00053008096936	0	0	0	0	0
"Crematogaster_brasiliensis"	0.0505050505050505	0	0	0	0	0	0	0.0505050505050505	0.00252525252525253	0	0	0	0	0	0	0	1.0016835016835	0.00252525252525253	0.000841750841750842	0.00168350168350168	0.000841750841750842
"Crema_limata"	0.033735905731434	0	0	0	0	0	0	0.067274195278667	0.0016867952865717	0	0	0	0	0	0	0	0.00168350168350168	1.00280473827148	0.000562265095523899	0.00224247317595557	0.00112123658797778
"Camponotus_femoratus"	0.1008124848259	0	0	0	0	0	0	0.000197616184200868	0.00504062424129501	0	0	0	0	0	0	0	0.00168350168350168	0.0016867952865717	1.00168020808043	6.58720614002895e-06	3.29360307001447e-06
"Pachycondila_unidentata"	0.000197616184200868	0	0	0	0	0	0	0.1008124848259	9.88080921004342e-06	0	0	0	0	0	0	0	0.00168350168350168	0.00336370976393335	3.29360307001447e-06	1.00336041616086	0.00168020808043167
"Solenopsis_sp5"	0.000197616184200868	0	0	0	0	0	0	0.1008124848259	9.88080921004342e-06	0	0	0	0	0	0	0	0.00168350168350168	0.00336370976393335	3.29360307001447e-06	0.00336041616086334	1.00168020808043
